	chr4:159241274-159241423	chr4:159241424-159241573	chr4:159241574-159241643	chr4:159241644-159241723	chr4:159241724-159241873	chr4:159241874-159242023	chr4:159242024-159242173	chr4:159242174-159242323	chr4:159242324-159242473	chr4:159242474-159242623	chr4:159242624-159242773	chr4:159242774-159242923	chr4:159242924-159243073	chr4:159243074-159243223	chr4:159243224-159243373	chr4:159243374-159243523	chr4:159243524-159243673	chr4:159243674-159243823	chr4:159243824-159243973	chr4:159243974-159244123	chr4:159244124-159244273	chr4:159244274-159244423	chr4:159244424-159244573	chr4:159244574-159244723	chr4:159244724-159244873	chr4:159244874-159245023	chr4:159245024-159245173	chr4:159245174-159245323	chr4:159245324-159245473	chr4:159245474-159245623	chr4:159245624-159245773	chr4:159245774-159245923	chr4:159245924-159246073	chr4:159246074-159246223	chr4:159246224-159246291	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.335515	0	0.0581523	0.365428	0.502038	0.0160359	0	0	0	0	0	0.117185	0.51684	0.106084	0	0.0308383	0.154192	0.129521	0.055509	0	0	0	0	0	0	0	0	0	0.284941	0.769707	0.055509	0	0	0	0	0.164384
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.91c7adb9-9182-4f05-b5fa-c053c0a1b0ec.fc.signal	1.51054	0.419387	0.891886	1.73541	2.33504	1.0662	1.39444	0.817325	0.46268	1.09992	0.939319	1.07291	1.01089	1.53878	0.738997	0.752351	1.11418	1.09647	0.834172	0.935991	1.1725	0.76013	0.849239	1.67538	1.16405	0.331861	0.579802	0.870953	0.794679	0.348735	1.03318	0.488635	1.08331	0.744615	0.327491	0.107527
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	3.22819	1.7352	1.85906	2.40347	2.40517	1.57426	2.56053	1.82515	2.69837	2.51591	2.91189	2.3964	2.46652	3.0776	2.91575	4.84544	5.42427	2.98791	1.74319	2.02513	1.669	1.58061	1.68894	1.17117	1.14007	0.600737	0.969624	1.0605	1.36536	0.840065	1.44378	1.14576	1.61879	1.84905	3.13873	0.300113
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.3635c35b-bff5-4878-adcc-965cd885b7d1.fc.signal	0.94975	0.203672	0	0.332935	0.655116	0.424024	0.412201	0.459332	0.488456	0.396366	0.33784	1.17831	1.05669	0.758923	0.161931	0.488654	0.624413	0.132973	0	0	0	0	0	0	0.270551	0.253911	0.308008	0.516233	0.593641	0.86273	0.0120847	0.340752	0.836202	0.484207	0.585139	0.586751
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	0	0	0	0.959147	0.400067	0	0	0	0	0	0	0	0.575336	0.181728	0	0	0.355884	0.666336	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03756	0.914706	0	0	0.114865
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	3.61512	0.862891	1.86638	3.90387	4.96349	4.96549	6.97185	4.78178	5.90708	3.50307	5.51149	6.08272	6.21392	4.75655	3.31636	4.72023	4.54361	5.31266	5.69717	5.69312	3.01362	3.02267	2.83195	1.96482	2.11335	0.638849	1.55927	2.33038	3.90679	2.08106	1.18082	2.55841	3.36785	0.951756	1.55393	0.208371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	1.058	0.340364	0.575083	0.692434	0.585503	0.0926109	1.08877	0.114862	1.24032	0.166092	0.652322	0.944851	1.1402	0.267082	0	0.847665	1.55189	0.440711	0.228174	0.177326	0.607427	0.150574	0.445204	0.0229637	0.507845	0.161105	0.178835	1.60511	1.44399	0.162132	0.515551	0	0.352283	0.216387	0	0.15
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	1.04075	1.6587	1.99026	1.81837	1.66793	1.71916	1.35837	1.1656	0.842576	1.60041	1.59637	0.790449	0.672769	0.813064	0.692471	0.959568	1.19843	0.746381	0.539335	0.483159	0.854861	0.905	0.753076	0.92255	1.39705	0.694525	0.203522	0.386101	0.592144	0.444474	0.459277	0.922761	1.53802	1.22897	0.963964	0.100737
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	1.53461	0.431899	1.00637	1.86474	1.6627	1.88932	2.04231	1.63848	1.13876	1.6288	1.32566	1.71691	2.13039	1.37506	2.67654	3.05131	2.2612	1.8663	1.3616	1.76826	1.80603	1.62782	1.93193	0.866694	1.40315	0.652727	1.29275	1.92127	0.842505	0.367227	1.04746	0.896391	0.875101	3.00714	4.02648	0.24407
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.5b94d008-4850-4235-a4df-01d74d02137b.fc.signal	0.187156	0.0842494	0.752324	0.859867	0.896026	0.87509	0.753711	0.728255	0.720589	0.550524	0.434269	0.347372	0.748109	0.907596	0.622186	1.33204	0.667107	0.280338	0.11081	0.678224	0.502636	0.558727	0.330467	0.703551	0.31799	0.137601	0.8212	0.823944	0.608605	1.3364	0.614846	0.230724	0.42063	0	0.0749021	0.51046
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	0.434305	0	0	0.376213	1.10865	0.011427	0	0	0	0.646367	0.636222	0.116809	1.20388	0.172681	0.195526	0.0711013	0.359338	0.413992	0.563844	0.242529	0	0	0	0	0	0	0	0.220994	0.46098	0.308538	0.407658	0.441901	0.14093	0	0	0.27478
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000022.3.0306f18d-10d7-45c4-9e4b-9343e880bf9d.fc.signal	0.965253	1.08097	0.934812	1.04631	1.20657	1.32707	1.25606	0.359158	0.176428	0.807381	0.521826	0.408227	0.151415	0.0593283	0.263832	0	0	0	0.416803	0.232189	0	0.62117	0.648068	0.752506	0.198009	0	0	0.449843	0.418284	0.091476	0.651153	0.748885	0.818497	0.218089	0.342059	0.546798
