	chr2:74469858-74470007	chr2:74470008-74470157	chr2:74470158-74470307	chr2:74470308-74470457	chr2:74470458-74470607	chr2:74470608-74470757	chr2:74470758-74470907	chr2:74470908-74471057	chr2:74471058-74471207	chr2:74471208-74471357	chr2:74471358-74471507	chr2:74471508-74471657	chr2:74471658-74471807	chr2:74471808-74471957	chr2:74471958-74472107	chr2:74472108-74472257	chr2:74472258-74472407	chr2:74472408-74472557	chr2:74472558-74472707	chr2:74472708-74472767	chr2:74472768-74472857	chr2:74472858-74472927	chr2:74472928-74473007	chr2:74473008-74473157	chr2:74473158-74473307	chr2:74473308-74473457	chr2:74473458-74473607	chr2:74473608-74473757	chr2:74473758-74473907	chr2:74473908-74474057	chr2:74474058-74474207	chr2:74474208-74474357	chr2:74474358-74474507	chr2:74474508-74474657	chr2:74474658-74474807	chr2:74474808-74474957	chr2:74474958-74474970	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.502143	0.645026	1.28441	0.9272	0.304277	0.862039	1.09083	1.03387	0.630114	0.568651	1.24606	1.4747	1.06226	0.116627	0.278321	0.323058	0.397747	0.398723	0.217702	0.240847	0.460859	0.570829	0.621493	0.629443	0.733285	1.06058	0.611445	0.456625	0.0146465	0.310262	0.280425	0.509125	0.39001	0.196682	0.23592	0.228615	0.297535	0.661607
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.91c7adb9-9182-4f05-b5fa-c053c0a1b0ec.fc.signal	0.392849	0.538203	0.692903	0.893755	1.0923	1.27721	0.753849	1.18154	0.959179	2.34554	5.05551	4.62335	2.47053	2.14477	1.06698	0.626652	0.387647	0.496739	0.272547	0	0.303831	1.35215	2.88989	3.05946	2.40026	2.81501	2.2407	1.94118	0.765929	0	0.271729	0.741051	0.376644	0.790509	0.780548	0.89403	0.01768	0.489655
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.387212	0.67324	0.687581	1.31457	1.25796	1.21707	1.18872	0.723434	0.581615	1.51288	2.43544	3.758	2.00127	2.59082	3.42917	1.97508	0.415408	0.747903	0.811304	0.770403	1.07966	0.492891	1.96571	2.42225	3.00275	3.29444	2.30475	1.36233	0.250971	0.148192	0.554526	0.371278	0.413505	0.529707	0.247688	0.241264	0.416132	0.469659
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.3635c35b-bff5-4878-adcc-965cd885b7d1.fc.signal	0.571561	1.10888	0.786877	1.53553	0.720039	1.85327	3.1611	2.39258	2.31269	4.48918	6.22353	8.67876	7.82025	7.11134	5.56891	5.9958	5.82641	1.63282	0.459185	0.622274	1.04181	2.26981	4.25534	10.9551	10.7442	6.54419	4.25809	2.26193	1.34606	0.21991	0	0.350455	0.402346	0.562959	1.15522	1.30188	1.66098	0.428762
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	0.109739	0.0971387	0.614639	0	0	0.0992916	1.64352	0.588404	1.28076	1.8166	2.73913	6.55428	3.9095	0.163258	0.481769	2.04044	3.9448	1.53035	0.708728	1.09696	0.740413	1.53846	3.19136	4.12615	1.12067	3.38179	1.94977	3.98296	0.223413	0	0	0	0.117394	0.576832	1.31213	0.685238	0	0.762956
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.935584	0.863942	1.49193	1.14186	1.77219	1.73485	1.55826	2.4202	1.02941	1.82271	3.92193	3.4738	1.87418	1.75176	1.99445	0.91888	0.421782	0.728102	0.843501	0.229491	0.685014	1.11057	1.81358	3.09335	3.61411	2.77037	1.45028	1.02035	0.291636	0.410711	0.0242192	0.366311	0.314845	0.515659	0.173359	0.526012	0.663758	0.461988
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0.349794	0.0610133	1.08881	3.64069	2.61707	2.84672	2.14004	3.5239	3.84271	4.9128	5.78817	4.31839	2.15889	1.59599	1.84093	1.54277	1.17914	0.912219	1.62019	1.97922	3.49294	2.31244	2.09926	4.77316	3.43397	1.30932	1.86261	0.629716	0.502233	0	0	0.0170857	0.462392	0.872408	0.76241	1.1688	1.10882	0.877839
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	0.386613	0.611618	0.649688	0.397658	0.630655	0.411759	0.987262	1.38397	1.18297	1.62299	3.03238	3.46014	2.13804	1.31908	1.22379	0.84317	0.840003	1.44945	0.868833	0.730351	1.14922	1.28165	2.01382	2.83713	2.90825	2.7162	2.16615	0.901113	0.297295	0.278842	0.627393	0.607917	0.96024	0.839604	0.614359	0.185551	0	0.585613
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	0.544278	0.51813	0.310878	0.540404	0.313783	0.49295	0.631372	0.401855	0.327316	1.24528	1.51548	1.93385	1.29273	1.20269	1.43413	0.732095	0.182405	0.22021	0.43581	0.469695	1.15957	1.5	1.07473	0.851956	2.35509	2.30566	1.86123	1.01289	0.0232432	0.0765089	0.0736035	0.103626	0.0464864	0.0154955	0.284729	0.0561711	0.14527	0.40522
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.5b94d008-4850-4235-a4df-01d74d02137b.fc.signal	0.539346	0.216546	0.57746	0.863489	0.57183	1.55287	2.03831	1.95395	1.89169	3.0815	3.79243	1.44865	1.75445	1.41614	2.21815	1.73304	1.16013	1.73589	0.590461	1.23871	1.39659	1.48335	1.58885	1.73527	1.78877	2.10175	1.23624	1.68359	0.186683	0.467903	0.609148	0.671752	0.933223	1.03644	1.03101	0.714289	0.483475	0.476834
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	0.969146	0.619221	1.39708	0.744269	0.0287145	0.95116	2.62995	3.84412	1.32496	2.14522	4.26287	3.16682	2.29531	0.415094	0.95738	1.70433	1.22186	0.701362	0.360607	0.659823	0.979161	0.88034	1.32259	2.54439	2.54528	4.11473	3.75069	2.46537	0.716939	0.573114	0.0813123	0.41521	0.57583	0.614615	1.05893	0.611871	0.731367	0.4532
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000022.3.0306f18d-10d7-45c4-9e4b-9343e880bf9d.fc.signal	0.713736	0.982264	1.0676	1.97174	0.878558	1.37591	2.34661	3.66084	3.32722	8.34267	10.7947	9.71005	6.61899	8.92556	4.60621	5.85865	4.15074	3.77156	2.2535	2.74705	2.83454	4.25423	8.18238	8.67001	3.75318	3.75433	4.39957	3.43117	1.77166	0.0285468	0	0	0.85652	0.949408	1.38153	1.70566	1.33305	0.348837
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.cebe85ed-98d7-40f0-b727-1c2dfca5020a.fc.signal	0.901608	0.627253	1.54665	1.12772	1.39746	1.9692	5.73508	3.94795	1.16132	2.42394	6.22159	5.96646	2.5928	0.728423	1.49774	2.8876	2.95036	1.92471	1.01118	0.595473	0.953297	1.4638	2.65986	3.38316	3.20634	4.38282	3.40198	2.01215	0.628435	0.735112	0.47474	1.32884	1.15885	1.72897	1.29337	0.545654	0.327322	0.443424
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.a5362628-573c-4f29-aabc-203a1f7daa08.fc.signal	0.192024	0.609565	0.78443	0.913466	0.764668	0.645102	1.52631	2.92416	2.97626	8.54793	17.9677	19.9555	9.41235	3.56172	1.70953	2.034	2.32198	1.64946	1.06964	1.451	2.24386	4.72658	7.75144	8.78544	8.56979	5.15702	3.51293	3.12571	0.539207	0.286357	0.39083	0.346957	0.39292	0.0480746	0.123322	0.556544	0.62691	0.736301
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001458.1.95d5ed16-4642-4ac8-b3c3-c6d52abdacb8.fc.signal	0.756743	0.672321	0.478884	0.629762	1.77968	2.88687	3.60754	3.93982	3.5727	6.6261	8.85794	12.0255	10.7786	8.20566	6.36781	4.65974	1.51997	0.60486	0.22568	0.334857	1.02171	2.11002	3.75256	5.82048	9.221	10.1972	7.03128	4.02937	2.07961	0.984966	0.441022	0.501437	0.799144	0.740933	1.4226	1.74004	1.34318	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000244.3.e3307280-fd43-48ec-bfea-65dc3dbb16cb.fc.signal	0.88351	0.564009	0.0215193	0	0.281936	1.11665	1.53267	1.17187	0.705504	1.36817	2.59469	3.26127	3.28912	2.48844	4.23756	5.01193	3.599	1.70222	0.953588	1.59254	1.71974	1.94515	1.43424	0.674655	2.85826	6.36655	4.79871	1.97015	0.942302	0.457807	0.28619	0.562495	0.406946	0.537115	0.44048	0.114391	0.176598	0.834542
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001471.1.0c91e2e5-1304-4ccf-8240-a439ef5e19fb.fc.signal	0.464957	0.246968	1.38632	2.40472	2.03821	1.96221	3.13103	4.86528	5.88217	8.16174	9.63227	10.5128	5.6672	3.51072	2.47488	1.05909	0.732581	0.870965	0.445707	1.10516	1.27652	2.21849	2.95637	8.78371	8.46567	5.01727	5.10219	2.95449	0.733014	0.0491583	0.328467	0.56574	0.416448	0.93405	0.710677	0.886658	1.00565	0.500926
