	chr22:41992214-41992363	chr22:41992364-41992513	chr22:41992514-41992663	chr22:41992664-41992813	chr22:41992814-41992963	chr22:41992964-41993113	chr22:41993114-41993263	chr22:41993264-41993413	chr22:41993414-41993563	chr22:41993564-41993713	chr22:41993714-41993863	chr22:41993864-41994013	chr22:41994014-41994163	chr22:41994164-41994313	chr22:41994314-41994463	chr22:41994464-41994613	chr22:41994614-41994763	chr22:41994764-41994913	chr22:41994914-41995063	chr22:41995064-41995143	chr22:41995144-41995213	chr22:41995214-41995363	chr22:41995364-41995513	chr22:41995514-41995663	chr22:41995664-41995813	chr22:41995814-41995963	chr22:41995964-41996113	chr22:41996114-41996263	chr22:41996264-41996413	chr22:41996414-41996563	chr22:41996564-41996713	chr22:41996714-41996863	chr22:41996864-41997013	chr22:41997014-41997163	chr22:41997164-41997313	chr22:41997314-41997463	chr22:41997464-41997613	chr22:41997614-41997763	chr22:41997764-41997913	chr22:41997914-41998063	chr22:41998064-41998213	chr22:41998214-41998363	chr22:41998364-41998513	chr22:41998514-41998663	chr22:41998664-41998813	chr22:41998814-41998963	chr22:41998964-41999113	chr22:41999114-41999263	chr22:41999264-41999402	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.767312	0.617898	0.847207	0.721428	0.572101	0.105552	0.139032	0.264626	0.251423	0.488206	0.151742	0.035319	0.39055	0.378968	0.338665	0.411103	0.741006	1.03625	0.819493	0.545746	0.637032	0.773382	1.11803	0.481821	0.480111	0.276792	0.126333	0.197913	0.461606	0.149592	0.251296	0.411011	0.212591	0.43671	0.562766	0.36181	0.839536	0.410616	0.97487	1.31295	0.683478	0.254707	0.698519	0.325537	0.302153	0.382422	0.144741	0.116342	0.359487	0.758571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.25549	0.145848	0.0859135	0.175972	0.246028	0.0683594	0.224861	0.209195	0.059092	0.0107925	0.49804	0.0182523	0	0.158776	0.387255	0.121266	0.412298	0.599523	0.349439	0.842735	0.638152	0.344479	0.157327	0.360207	0.397762	0.430324	0.286399	0.529345	0.377021	0.126205	0.126155	0.136975	0.249399	0.116127	0.360325	0.54267	0.803159	0.477262	0.0371925	0.512996	0.794467	0.505126	0.269564	0.121707	0.162478	0.382985	0.0321697	0	0.422832	0.62375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0.0520483	0.577265	0.520477	0.127125	0	1.02013	0.589218	0.310873	0.355439	0	0	0.291664	1.64489	0.821105	0.221181	0.501675	0.360463	0.382164	0.765736	0.13695	0.127562	0.64587	1.34799	1.31778	0.682726	0.726333	2.18841	0.556579	0.0386635	0.501126	0.423845	0.775625	1.14979	0.649565	0.241523	0.614846	0.0492072	0.711767	1.08679	1.71241	2.79797	4.66681	3.29183	2.55589	4.64343	2.68089	2.35751	2.71103	1.8026	0.814815
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.5720ead7-dd43-4b40-b17e-b9f7cda69ec0.fc.signal	0.898754	0.556771	0.173708	0.40332	0.235382	0.119431	0.105786	0.100218	0.865274	1.54573	0.878245	0.212863	0.516724	0	0.373026	0.425362	0.0367466	0.169944	0.203926	0.12479	0.0567966	0.0300654	0.228084	0.64145	0.84389	0.536396	0.596218	0.343171	0.746925	0.352304	0.321425	0.325317	0.651444	0.185955	0.475515	1.07816	1.15711	0.986687	1.66955	2.05278	2.99444	4.18735	2.06359	2.15492	0.484377	0.524464	0.394182	0.806303	1.56473	0.750524
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.ea8a1015-0f82-48f9-9c20-42da2550bfd3.fc.signal	0.392587	0.346377	0.68461	0.646206	0.606715	0.706096	0.360871	0.455474	0.293078	0.51257	0.62591	0.11225	0.397901	0.89985	0.653617	0.789748	0.167976	0.524447	0.477627	0.737982	0.617008	0.347833	0.152734	0.389515	0.515893	0.214769	0.865194	0.553493	0.666134	0.406117	0.520126	0.561746	0.277396	0.455089	0.978696	1.04079	1.4283	0.722183	1.51069	2.42692	2.82812	4.09903	1.67774	2.23683	0.694248	1.00646	1.30896	2.08913	2.47616	0.769767
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	0.0421709	0	0.0435664	0.128567	0.22641	0.208476	0.164163	0.295823	0.507089	0.582032	0.274872	0.050236	0.412923	0.242121	0.165223	0.0732912	0.404224	0.290929	0.242922	0.22446	0.406229	0.290496	0.214059	0.223897	0.319406	0.139131	0.0787752	0.0694069	0.107539	0.406953	0.473993	0.219404	0.276453	0.159848	0.450852	0.418201	0.15276	0.532424	0.858337	1.39409	0.78103	1.41662	1.80977	1.51384	0.995287	0.954444	0.38653	0.237953	0.490976	0.652583
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	0	0.392268	0.700723	0.3623	0.203357	0.209269	0.183238	0.253581	0.51611	0.230108	0	0	0.227017	0.403511	0.653613	0.94814	0.895782	0.724302	1.08886	1.45666	1.72379	2.01831	1.4244	0.610906	1.00408	0.511846	0.3969	1.02396	1.1182	0.67256	0.336131	0.499851	0.322243	0.340268	0.192671	0.317576	0.842013	2.33984	2.0356	2.45875	2.73519	5.58318	3.85239	5.05186	2.35308	2.65925	4.0372	3.30511	5.37788	0.646748
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.52ed6dfc-f444-41dd-94ff-8e67dd11315f.fc.signal	0.193252	0.114	0.268522	0.126321	0.126958	0.0551481	0.0613133	0.118713	0.116035	0	0.0452754	0.242392	0.234137	0.0608621	0	0.0481189	0.0725952	0.105751	0.196479	0.698494	0.714337	0.658014	0.63466	0.946125	1.68593	0.76287	0.415131	0.376589	0.395252	0.344091	0.334009	0.501088	0.139308	0.188676	0.39095	0.564197	0.351269	0.658609	0.667962	2.23855	3.58227	3.90021	2.03225	1.20785	0.296594	0.574989	0.81172	2.53215	1.79768	0.430769
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.e0c0800b-3b56-4a12-9e86-6c2b014acbe6.fc.signal	0.296892	0.521686	0.749203	1.18003	0.360418	0	0.580393	0.420922	0.478124	0.729195	0.683354	1.56459	1.09668	2.16895	0.408656	0.378515	0.513752	0.289484	0.285773	0	0	0.252355	1.03531	0.381269	1.4188	1.14669	0.394117	0.0284024	0	0.304329	0.961115	1.03536	0.578949	0.705591	0.478757	0.311752	0.400748	0.671685	0.304329	0.697685	0.843543	0.380524	1.06759	0.859258	1.36688	0.737141	1.19123	1.40888	2.32892	0.722222
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.e5c74e2f-fdd7-452c-ab9b-6ee0ab9d0cdc.fc.signal	0.55337	0.215155	0.106909	0.111415	0.358496	0.787763	0.619776	0.328072	0.106617	0.0526025	0.403165	0.311742	0.0219132	0.220369	0.413344	0.169283	0.181385	0.274607	0.507407	0.492346	0.322362	0.269003	0.807798	0.629718	0.130602	0	0	0	0.113042	0.907259	0.964128	0.517432	0.242474	0.388842	0.984825	1.05457	1.15984	1.14237	2.11978	2.89144	2.00952	2.62558	3.03917	1.68165	0.720579	1.07811	2.03473	3.19212	3.24392	0.548077
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d2972a82-a806-4e56-afab-8a78ae137176.fc.signal	0.743832	0.41485	0.243231	0	0.545215	0.534935	0.024618	0.470457	0.843209	0.729154	1.06946	0.372892	0.143062	0	0.600644	1.08348	1.3471	0.528405	0.741968	0.537177	0.524737	1.80219	1.46145	0.562717	0.2271	0.108373	0	0.210725	0.226949	0.404375	0.145299	0.0849985	0.612288	1.00575	1.0859	0.920868	1.18027	1.14847	1.47715	3.3819	3.94697	7.37128	4.56364	1.70919	2.5648	1.8675	4.9302	4.60298	2.96366	0.706478
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.20a7277a-189d-447e-b862-19ad112ed91b.fc.signal	1.18095	0.843106	0.640068	0.699686	0.716813	1.06409	0.896907	1.31047	0.419693	0.375765	0.455714	0.490916	0.579503	0.484167	0.930757	1.05091	0.816355	0.357189	0.626101	0.879784	0.811977	0.780206	0.723735	1.08264	0.60693	0.543968	0.496853	0.655908	0.71688	0.593036	1.25968	1.12727	1.18419	1.36886	1.56788	1.43164	1.43571	2.03202	4.09562	4.32387	5.6581	6.39316	5.39934	4.5221	3.01072	2.61462	5.75501	10.493	9.25475	0.699857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.15c43137-8b62-45aa-904f-5b9257a45d2c.fc.signal	0.894922	0.564533	0.478619	0.311123	0.522514	0.767626	0.582816	0.613533	0.542476	0.326866	0.198151	0.247688	0.735203	0.872298	0.605371	0.626548	0.890439	0.85675	0.682965	0.684438	0.850774	0.945635	0.921817	1.21506	0.963466	0.463183	0.612258	0.892731	0.608469	0.4229	0.556313	0.989892	1.20058	1.36347	0.684789	0.564483	0.935842	1.44722	2.6119	3.14489	3.93449	5.3265	5.50266	4.71426	3.01628	2.99679	5.52414	8.49231	8.39104	0.682561
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.d690d3e6-ed87-46ee-9d2a-0a5b66f16245.fc.signal	0.138955	0.213033	0.194264	0.589089	0.830626	0.386106	0.231926	0.20383	0	0.008402	0.338535	0.431695	0.243821	0.672103	0.455664	0.168358	0.404053	0.157411	0.0319123	0.0511234	0.0956959	0.131695	0.606123	0.97147	0.705641	0.30374	0.567701	1.17308	0.982405	0.489874	0.596668	0.381823	0.265182	0.332604	0.899916	0.559285	0.608169	0.932092	1.15599	0.863119	0.592299	1.22835	1.03817	1.00646	0.752063	0.864635	0.676554	0.336541	0.716268	0.680796
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.2bdb0d55-cf7c-42db-b5e9-1e7fc8464aa8.fc.signal	0.428775	0.336275	0.137602	0.134277	0.510418	0.195131	0	0	0.102791	0.363506	0.205297	0.0542131	0.444967	0.364722	0.431441	0.180769	0.283492	0.437844	0.72435	1.02364	1.06052	1.14571	1.01389	0.754485	0.830477	1.08372	0.976326	1.06582	0.697078	0.889884	0.327672	0.748239	0.44791	0.145283	0.353994	0.559961	0.248799	0.597782	0.982457	1.2278	1.53308	2.7645	3.84301	2.25674	1.06823	0.824932	0.914541	2.17717	2.80003	0.518207
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.d51198c1-7a73-4d86-97a2-4552cc10d322.fc.signal	1.12813	0.21844	0.395687	0.499506	1.03405	0.454765	0.18605	0.283256	0.224991	0.231426	0.226703	0.0114899	0.226739	0.996285	0.697548	0.618493	1.38847	1.35026	0.351601	0.241557	0.202076	0.37918	0.918157	0.863073	0.769718	0.889261	0.0207525	0.470854	0.841208	0.653958	0.698106	0.863705	1.18846	1.19038	1.46079	1.03275	0.622417	0.798957	2.35996	3.94724	3.11517	3.06508	2.16039	0.931803	0.724251	1.14708	2.53904	3.07626	3.50451	0.610108
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000055.3.18017a46-582b-4ce3-bfb4-e75efa17aec2.fc.signal	0.273214	0.0997291	0.556681	0.564869	1.10669	0.779068	0.542769	0.934389	0.713852	0.263713	0.627473	0	0.0933289	1.79493	0.879721	0.720636	0.699201	0.441978	1.34014	2.21837	2.40646	2.6182	4.07121	3.61898	4.52828	4.08119	3.20458	3.40778	0.496728	0.423045	0.733301	1.09629	0.942361	0.653165	0.256821	0.501092	0.364141	0.67929	0.876463	2.87326	3.74406	1.72416	1.8757	0.691003	0.0457854	0	0.0483224	1.27686	1.90821	0.791878
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.d37ba2fd-c103-41c2-a854-82a474c3bdc9.fc.signal	0.0163747	0.0360243	0.847337	0.398245	0.966946	0.864816	0.283486	0	0	0	0.347149	0.212844	0.759026	2.31947	3.51101	5.05294	8.41434	8.27832	8.08814	7.41686	11.9873	13.259	10.9286	9.31806	8.28749	6.86618	6.97343	7.26439	4.03243	4.17762	3.3096	3.23068	1.96066	2.24082	1.21343	1.38648	1.27554	1.66941	2.88092	3.5189	4.9525	5.16551	4.24868	2.27765	1.50402	2.69972	5.49066	5.0671	7.61638	0.814516
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.7a7e31ec-6ff6-498c-99aa-3347eef341d7.fc.signal	0.0980518	0.304904	0.374845	0.279012	0.592868	0.148462	0	0.585627	0.47535	0.237825	0.259635	0.188842	0.165472	0.2582	0.390807	0.495532	0.627041	0.81837	0.547242	1.49967	1.43744	1.15058	1.83449	1.14301	1.24964	0.879601	0.373339	0.416206	0.5303	0.425203	0.29979	0.215944	1.1327	0.968778	0.400682	0.491822	0.277465	0.458972	0.882363	1.8565	2.97496	3.9101	4.09483	2.37573	1.95584	2.05638	1.05096	2.23468	3.03988	0.636314
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.d1780581-c5b9-4ce5-a302-4e6523b46a10.fc.signal	0.104325	0.316521	0.600868	0.125763	0.57292	0.48399	0.286016	0.336336	0.573437	0.927087	1.21825	0.500511	0.274392	0.595463	0.993372	0.865774	0.843755	0.615146	0.964582	1.61186	1.40152	1.01627	1.66541	0.585471	0.496714	0.668736	0.748481	0.767822	1.09932	2.20784	1.06503	0.462401	1.19194	1.29917	0.825623	0.821789	0.686571	1.53969	1.47232	1.98172	1.68174	2.73857	2.25276	3.93445	2.87916	1.67158	1.79032	1.76737	4.28938	0.612635
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.fa7392b1-17c1-4691-ba8f-d211a0f93db5.fc.signal	0.960616	0.747266	0.249387	0.519343	0.347794	0.179618	0.811069	0.0550737	0.231827	0.404918	0	0.00970547	0.289744	0.487998	0.642074	1.47737	0.686856	1.04937	0.48075	0.255727	0.798662	1.25083	0.630017	0.878003	0.696302	1.30917	0.964601	0.733523	0.326599	0.786418	1.32359	0.86242	0.416903	0.7906	2.02513	2.10829	1.19669	1.35065	1.16162	1.50368	1.98701	3.8679	3.097	3.24516	3.21005	4.47059	4.46827	5.12407	2.69827	0.646214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.9b5b0cc0-4302-439e-a9d9-d779f62c822e.fc.signal	0.633208	0.239668	0.307633	0.200592	0.399119	0.58911	0.771633	1.08595	0.720191	0.678999	0.498124	0.499962	0.604563	0.931524	0.941654	0.860909	0.78832	1.0257	0.976722	0.96814	0.976394	0.730104	1.21692	0.651024	0.0726281	1.15766	0.54712	0.845633	1.53778	0.33514	0.651263	0.0293226	0.463544	1.39699	1.29304	1.33678	0	0.731617	0.45246	0.236515	1.0022	2.19235	2.64698	3.73747	2.29634	3.57421	1.75926	4.3445	4.09051	0.681693
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.baa2a3ca-0f47-4bf7-901e-dd73f7a290b4.fc.signal	0.660466	0.625235	0.612551	0.524483	0.382316	0.317031	0.309237	0.461693	0.306057	0.91245	0.620929	0.225054	0.348655	0.45096	0.651001	0.900226	0.990783	1.38779	1.12534	0.435999	0.788162	1.42557	1.97222	0.792852	0.988388	0.788408	0.439419	0.475289	0.0861495	0.124293	0.30862	0.498317	0.427641	1.07928	0.938626	1.13667	0.864564	1.6361	1.27152	3.67609	3.92145	4.40993	3.216	4.53986	4.18444	3.61656	1.80543	2.50409	2.54118	0.648228
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001903.1.df6f0905-c0c8-425c-b0f1-0f9ff68f7793.fc.signal	0.374637	0.563249	0.583799	0.322341	0.40959	0.0118686	0.207525	0.948846	0.315537	0.0207766	0.382672	0.271117	0.463207	0.749611	0.837345	0.476019	1.51702	1.91028	2.55069	3.93654	5.83272	7.01318	5.51124	4.81666	5.43421	3.33335	4.77254	3.03072	2.79295	2.27087	1.48426	1.21837	1.19854	1.16809	0.517778	0.896029	0.486018	0.766838	0.533734	0.981216	1.2005	2.8421	2.75043	2.14165	1.2464	0.423884	2.94194	8.5032	6.60995	0.311594
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001935.1.0b0c5786-e084-4954-a96f-72d7a88b913e.fc.signal	0.219653	0.443126	0.394983	0.0290915	0	0.140477	0.466498	0.261222	0	0.0088656	0.505264	0.34536	0.29324	0.798758	0.896044	0.986637	1.0133	0.729331	1.70333	2.58153	4.2466	5.39274	5.97956	4.83762	4.35418	3.22561	3.04056	2.57703	2.88168	2.25441	2.13558	1.76518	0.498271	0.603119	0.896336	0.435335	0.567665	0.472454	0.466189	1.10799	1.43949	1.97581	2.80392	3.85115	2.00688	1.65599	2.18897	3.78744	5.80416	0.435897
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.df24c052-2a81-4f1a-b170-2f4fdc228ffe.fc.signal	0.421052	0.305276	0.195223	0.153686	0.224566	0.319162	0.580112	0.806431	0.883991	0.675064	0.456497	0.0413931	0.661664	0.517651	0.636537	0.298912	0.472156	0.544962	0.564503	0.873926	0.531281	0.601578	0.709045	0.9237	0.728451	0.854729	0.536191	0.251826	0.269775	0.0476657	0.470915	0.678289	0.332599	0.460586	0.936663	1.08295	0.897733	0.310724	0.448007	1.27531	1.33398	2.49375	1.66259	1.66984	0.67593	0.444248	0.473348	0.791198	1.03281	0.538626
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.604f0a28-681a-4e69-b09a-96c7d6e32ad9.fc.signal	0	0.0156545	0.218174	0.109806	0.19788	0.0893863	0	0.299802	0.380341	0.0174493	0.110692	0.198519	0.0156893	0.115	0.309179	0.0909308	0.274105	0.634317	0.637411	0.274443	0.419591	0.637455	0.373951	0.115872	0.0152273	0.0496546	0.107527	0.0249008	0.079401	0.064399	0	0	0	0	0	0	0	0.0684367	0.0930057	0.454725	0.901627	1.27801	0.730669	0.352409	0.101116	0.178637	0.502944	0.615983	1.03924	0.532243
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.142b6389-99b2-4c91-9b9d-3ef0423dd139.fc.signal	0.378633	0.393905	0.877225	0.306503	0.132523	0.129896	0.318109	0.871785	0.972628	0.257739	0.821617	0.473299	0.241332	0.268385	0.302378	0.429957	0.682427	0.749154	0.65662	0.725601	0.57068	0.407792	0.349926	0.327662	0.0764276	0	0.164903	0.477204	0.749142	0.761674	0.831865	0.696506	1.16509	1.84668	1.4937	1.82487	1.99581	3.77005	5.96129	9.03764	9.53834	11.0249	5.72555	4.83624	3.44459	2.95402	6.00776	10.0712	9.68894	0.574873
