	chr9:124019319-124019418	chr9:124019419-124019468	chr9:124019469-124019538	chr9:124019539-124019618	chr9:124019619-124019768	chr9:124019769-124019918	chr9:124019919-124020068	chr9:124020069-124020218	chr9:124020219-124020368	chr9:124020369-124020518	chr9:124020519-124020668	chr9:124020669-124020818	chr9:124020819-124020878	chr9:124020879-124020968	chr9:124020969-124021118	chr9:124021119-124021268	chr9:124021269-124021418	chr9:124021419-124021568	chr9:124021569-124021718	chr9:124021719-124021868	chr9:124021869-124022018	chr9:124022019-124022168	chr9:124022169-124022318	chr9:124022319-124022468	chr9:124022469-124022618	chr9:124022619-124022768	chr9:124022769-124022918	chr9:124022919-124023068	chr9:124023069-124023218	chr9:124023219-124023288	chr9:124023289-124023368	chr9:124023369-124023518	chr9:124023519-124023668	chr9:124023669-124023818	chr9:124023819-124023968	chr9:124023969-124024118	chr9:124024119-124024268	chr9:124024269-124024367	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.22054	0.145788	0.12152	0.0496244	0.036892	0.205834	0.324678	0.408347	0.432581	0.317036	0.210599	0.111151	0.20405	0.198124	0.0619883	0.185463	0.174901	0.10179	0.206426	0.315861	0.151169	0.271954	0.371185	0.268135	0.269347	0.108917	0.0946066	0.104184	0.177595	0.0759149	0.0763691	0.0778828	0.0895171	0.236723	0.172836	0.141134	0.583973	0.786223	0.410845
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.377355	0.501721	1.17574	0.970152	0.716437	0.425008	0.549026	0.409148	0.438645	0.238538	0.455581	0.299707	0.212356	0.285816	0.332112	0.539629	0.355643	0.408791	0.165637	0.111369	0.137045	0.87266	0.859229	0.296246	0.256673	0.132346	0.315556	0.281567	0.357711	0.317104	0.147147	0.142689	0.243668	0.149752	0.189364	0.40706	0.248527	0.237086	0.0952024
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	0.806695	0.280366	0.438579	1.07786	1.37219	0.627661	0.264822	0.356347	0.32741	0.122332	0.165817	0.205599	0.190844	0.0701874	0.0996464	0.398112	0.663846	0.384426	0.376738	0.266337	0.426591	0.384975	0.43082	0.61656	0.521654	0.0973371	0.1093	0.0911927	0.0780475	0.0552209	0.0636177	0.0854011	0.596254	0.442977	0.0813603	0.18772	0.0388319	0.0891358	0.056658
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	2.02012	1.05764	0.300217	0	0.343428	1.2353	0.839479	0.528908	1.1304	1.46415	1.30084	0.453603	0.732673	1.19743	0.919169	1.11134	1.2629	1.21804	0.98669	1.15535	3.44011	1.55633	3.76821	3.89282	4.29825	4.00424	3.20953	1.20649	1.08165	0.622688	0.414092	0.144043	0.269829	0.175675	0.624839	0.342608	0.60205	0.589133	0.365613
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d2972a82-a806-4e56-afab-8a78ae137176.fc.signal	0.975326	0.801737	0.6465	1.00068	1.14246	2.18332	2.31863	0.965435	0.889487	1.64139	1.66153	1.93365	2.96386	3.81041	2.61727	3.74439	2.61147	0.664246	1.31104	2.88235	1.90168	2.50871	2.36149	1.62067	1.82976	4.17537	6.20845	1.39123	0.674693	0.418141	0.17078	1.0464	0.0555804	0.307412	1.04581	0.905965	0.170135	0.992089	0.426519
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.20a7277a-189d-447e-b862-19ad112ed91b.fc.signal	1.32479	0.674391	0.412548	0.43965	0.780262	1.53835	1.99203	1.41876	1.84268	2.53255	1.97971	1.22762	1.23115	1.4714	1.82148	1.43777	0.872567	0.727923	0.658458	1.12198	1.67836	1.01641	0.491969	0.9775	2.15221	4.09111	4.93295	3.29226	2.21458	1.21471	0.687536	0.57808	0.466994	0.477126	0.875697	1.17036	0.975385	0.75605	0.422272
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.15c43137-8b62-45aa-904f-5b9257a45d2c.fc.signal	2.33017	2.07679	1.58142	0.857579	1.05232	1.49748	1.76454	1.69578	2.39001	2.24873	2.26936	2.03787	1.73876	1.59901	1.73896	2.32732	1.80287	0.895594	1.15844	0.859109	1.10802	0.726525	1.02105	1.81516	3.76575	5.82313	5.37604	2.25869	1.39827	0.628115	0.342351	0.691012	0.875159	0.613629	0.835254	1.32474	1.15191	0.788293	0.359584
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.d690d3e6-ed87-46ee-9d2a-0a5b66f16245.fc.signal	0.853525	0.768301	0.461105	0.337626	0.818737	0.739968	0.858025	0.965638	1.14481	1.32859	0.413158	0.229714	0.175511	0.256507	0.523125	0.550692	1.06465	0.649644	0.772882	0.643459	0.19787	0.712707	1.04497	0.942999	0.566897	0.960194	1.13063	0.90634	0.222625	0.194537	0.240105	0.197758	0.347282	0.474294	0.830223	0.847125	0.509927	0.0684175	0.183301
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.2bdb0d55-cf7c-42db-b5e9-1e7fc8464aa8.fc.signal	2.64141	1.21199	1.01297	1.96584	1.34311	1.59248	1.08054	1.08716	1.20654	1.50199	1.68647	1.49343	1.31543	1.37705	1.11601	1.24814	2.08378	1.2865	1.71847	0.934017	1.63435	1.68601	2.01212	2.69627	3.43322	1.49736	1.39114	0.902879	0.600987	0.463606	0.22053	0.614985	0.638305	0.70708	0.6862	0.963405	0.364445	0.238612	0.149272
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.d37ba2fd-c103-41c2-a854-82a474c3bdc9.fc.signal	0.384019	0.386696	1.16662	1.12358	0.732323	1.89189	2.63132	2.15031	1.04725	1.94261	3.45042	1.55846	1.84036	3.73665	6.0342	5.0102	7.47222	4.44735	3.39801	1.7061	1.10874	1.92713	1.36354	1.45865	0.898135	0.857935	1.1173	1.27875	1.3606	1.42447	0.116669	0	0	0.384009	1.01035	1.81062	1.65502	0.862388	0.30303
