	chr12:80646397-80646546	chr12:80646547-80646696	chr12:80646697-80646786	chr12:80646787-80646846	chr12:80646847-80646996	chr12:80646997-80647146	chr12:80647147-80647226	chr12:80647227-80647296	chr12:80647297-80647446	chr12:80647447-80647596	chr12:80647597-80647746	chr12:80647747-80647896	chr12:80647897-80648046	chr12:80648047-80648196	chr12:80648197-80648346	chr12:80648347-80648496	chr12:80648497-80648646	chr12:80648647-80648796	chr12:80648797-80648946	chr12:80648947-80649036	chr12:80649037-80649096	chr12:80649097-80649246	chr12:80649247-80649396	chr12:80649397-80649546	chr12:80649547-80649636	chr12:80649637-80649696	chr12:80649697-80649846	chr12:80649847-80649936	chr12:80649937-80649996	chr12:80649997-80650146	chr12:80650147-80650296	chr12:80650297-80650446	chr12:80650447-80650596	chr12:80650597-80650746	chr12:80650747-80650806	chr12:80650807-80650896	chr12:80650897-80651046	chr12:80651047-80651196	chr12:80651197-80651346	chr12:80651347-80651423	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.378675	0.344986	0.223085	0.436212	0.341002	0.782392	0.225575	0.206582	0.820635	0.49882	0.370344	0.472568	0.269763	0.726621	1.16403	0.548949	0.0900309	0.59755	0.760084	0.583066	0.432658	0.632954	0.853301	1.0254	0.807356	0.587049	0.36484	0.231649	0.207151	0.352953	0.860472	0.259735	0.192013	0.628623	0.904292	0.192544	0.522657	0.35375	0.467682	0.507529	0.497326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	0.554098	0.442127	0.159797	0.210642	0.736949	0.448394	0.250591	0.270628	0.45228	0.480751	0.865966	0.802944	0.316181	0.387271	0.349232	0.547167	0.748584	0.802786	0.360261	1.18282	1.07	0.671212	0.77726	0.322752	0.245704	0.26717	0.178346	0.168617	0.0121058	0.74663	0.843435	0.465832	0.924738	1.0729	0.915108	0.311523	0.191756	0.3409	0.492117	0.329121	0.534615
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.81777bd7-a811-47be-9ebc-c73408291448.fc.signal	0.0783347	0.420107	0.53401	0.271499	0.0872363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0667625	0.439684	0.53401	0.40053	0.0676527	0	0	0	0	0	0	0	0	0	0	0.944882
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.49953b3d-9030-4a88-85fe-119abc3077c8.fc.signal	1.27647	1.32589	1.8742	1.49667	1.61722	1.60378	1.78934	0.985531	1.25849	2.20605	2.34089	2.45866	1.56536	4.04426	5.26525	4.82446	4.08793	2.3269	2.90809	2.01273	2.08701	2.4319	2.53136	4.6257	4.21722	5.90769	5.91447	4.22607	2.15879	1.91098	1.51627	0.562484	0.634392	1.74583	2.10178	1.03986	0.628823	1.00567	1.40436	1.32563	0.57037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000230.3.c59c5d40-3fa1-4268-aee6-d3649316b884.fc.signal	0.461608	0.777676	0.244908	0	0	0	0	0.190089	0.443607	0.755512	0.619671	0.171898	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187119	0.756881	0.73009	0.291116	0	0	0	0	0	0	0	0	0	0.0457402	0.20791	0.575342
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000226.3.8a2cf769-e5bf-4eeb-86dc-fc2df72a9c44.fc.signal	0.0571554	0.60974	0.63515	0.291081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.362745
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.b45ed777-a5dc-4527-b410-7a0e01173bd4.fc.signal	0.110829	0.19568	0.1937	0.443886	0.383588	0.431507	1.01893	0.96262	0.599722	0.546573	0.232153	0.446774	0.328098	0.332531	0.812777	0.211671	0.23595	0.334191	0.397764	1.23511	1.03874	0.615132	0.800473	0.598047	0.113218	0.093679	0.039068	0	0	0.164252	0.303961	0.186117	0.963595	0.989564	0.983177	0.394897	0.354893	0.444426	0.507962	0.275918	0.62037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.f51aa466-1a2d-4131-98a6-f9e69e8e7d9b.fc.signal	1.62388	2.06492	1.08831	0.50475	0.14031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326487	1.57282	2.08709	1.55369	1.04296	0.64439	0.269211	0	0	0	0	0	0	0	0	0	0	0.378151
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.142b6389-99b2-4c91-9b9d-3ef0423dd139.fc.signal	0.136505	0.215461	0.218258	0.0789612	0.216962	0.234936	0.093992	0	0	0.0742275	0.230892	0.45233	0.439325	0.0166496	0.124175	0.132499	0.0822465	0.359524	0.644627	0.257701	0.149904	0.0568054	0.266297	0.209448	0.162196	0.341245	0.180006	0.10599	0.186125	0.0912931	0	0	0	0	0	0	0.062436	0.297865	0.390316	0.300321	0.454545
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.3012eb3e-9d87-4c93-aaf5-58e99d8aaa84.fc.signal	0.258963	0.149722	0.0337071	0	0.0461538	0.103321	0.174572	0.185545	0.168479	0.160766	0.206799	0.426268	0.241726	0.334292	0.477001	0.230547	0.158363	0	0.236998	0.431994	0.157297	0.17051	0.341368	0.371204	0.272365	0.204832	0.279535	0.200926	0.0845875	0.103008	0.0068756	0	0.0640447	0.08569	0.0154598	0.0400998	0.0909359	0.0714187	0.149191	0.235868	0.679167
