	chr1:93267847-93267996	chr1:93267997-93268066	chr1:93268067-93268146	chr1:93268147-93268296	chr1:93268297-93268446	chr1:93268447-93268526	chr1:93268527-93268566	chr1:93268567-93268596	chr1:93268597-93268746	chr1:93268747-93268866	chr1:93268867-93268896	chr1:93268897-93268926	chr1:93268927-93268976	chr1:93268977-93269046	chr1:93269047-93269196	chr1:93269197-93269346	chr1:93269347-93269496	chr1:93269497-93269646	chr1:93269647-93269796	chr1:93269797-93269946	chr1:93269947-93270096	chr1:93270097-93270246	chr1:93270247-93270396	chr1:93270397-93270546	chr1:93270547-93270696	chr1:93270697-93270846	chr1:93270847-93270996	chr1:93270997-93271146	chr1:93271147-93271296	chr1:93271297-93271446	chr1:93271447-93271596	chr1:93271597-93271746	chr1:93271747-93271896	chr1:93271897-93272046	chr1:93272047-93272196	chr1:93272197-93272346	chr1:93272347-93272496	chr1:93272497-93272646	chr1:93272647-93272796	chr1:93272797-93272946	chr1:93272947-93273096	chr1:93273097-93273246	chr1:93273247-93273314	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.91c7adb9-9182-4f05-b5fa-c053c0a1b0ec.fc.signal	0.124566	0.204879	0.23955	0.087835	0	0	0	0	0	0.0139737	0.23955	0.23955	0.23955	0.41075	0.244348	0.220415	1.15052	0.849543	0.138678	0.0749829	0.404116	0.366489	0.0747821	0.728493	1.33616	0.874948	0.592652	0.26094	0.372411	0.498744	0.682076	0.78897	0.574832	0.31622	0.619266	0.342667	0.623637	0.486509	0.397739	0.795118	0.489736	0.148521	0.539104	0.315385
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.3635c35b-bff5-4878-adcc-965cd885b7d1.fc.signal	0	0	0	0	0.24411	0.36254	0.353477	0	0	0	0	0	0	0	0	0	0	0	0	0.170692	0.242897	0.27278	0.461313	0.390895	0.44435	1.08903	0.640352	0.234893	0.516475	0.493419	0.665398	0.723184	0.378708	0.714764	0.679828	0.141089	0.12085	0.187404	0	0	0	0	0	0.528777
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.504122	1.17004	0.741728	1.09698	0.837568	0.360988	0.573074	0.711959	0.430857	0.730357	0.303665	0.288296	0.286158	0.0701653	0.219467	0.368422	1.54533	0.98211	1.24849	2.34166	1.51775	1.32205	1.9141	3.37879	3.60907	1.16193	0.578835	0.743455
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.a5362628-573c-4f29-aabc-203a1f7daa08.fc.signal	0	0	0	0.202749	0.163036	0	0	0	0	0	0	0	0	0	0	0	0.0812449	0.372483	0.112639	0.100549	0.33787	0.2172	0	0	0.236193	0.129592	0.225742	0.458379	0.654604	0.897278	0.286783	0.222239	0.0152768	0	0.0314376	0.274409	0.00891147	0	0.386606	0.62277	0.0449194	0	0	0.640625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001458.1.95d5ed16-4642-4ac8-b3c3-c6d52abdacb8.fc.signal	0.552912	0.67153	0.608584	0.123134	0.588711	0.67153	0.394536	0	0	0	0	0	0	0	0	0	0	0	0.136877	0.325323	0.133288	0.157266	0.0204036	0.131576	0.0929456	0.0197202	0.363867	0.701548	0.402685	0.514053	1.14387	1.42075	1.51848	1.20925	1.00171	1.14751	0.983363	0.394672	0.456764	0.154477	0.541722	0.449956	0	0.592593
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000244.3.e3307280-fd43-48ec-bfea-65dc3dbb16cb.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29607	0.41194	0.458333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001471.1.0c91e2e5-1304-4ccf-8240-a439ef5e19fb.fc.signal	0.201102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100551	0.33517	0.232509	0.520527	0.325051	0.669321	0.324124	0.594573	0.53845	0.749716	1.41687	1.41496	2.64523	4.49038	2.71994	1.36747	1.05013	0.229589	0.178996	0.631266	0.317039	0.233214	0.410922	0.167392	0.933275	0.406721	0.165351	0.328804	0.477419
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.49e5ea45-59d8-417f-b446-420c07cf032e.fc.signal	0.765289	1.02784	0.657832	0.145423	1.26391	0.150139	0	0	0	0	0	0	0	0	0	0	0.0343196	0.694391	0.99182	0.936255	0.839853	0.85617	0.0588276	0.659824	0.785863	0.485201	0.557761	1.16218	0.973309	0.723704	0.565206	0.93956	0.342393	0	0.472052	0.90119	0.615296	1.48928	0.829387	0.392136	1.02688	0.125819	0.179634	0.78869
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.fa27d843-786a-4e79-8835-42abca97de87.fc.signal	1.17056	1.13567	0.877069	0.338702	1.34226	0.131759	0	0	0	0	0	0	0	0.135773	0.614134	0.0138232	0.288005	1.0657	1.06804	1.33189	0.910808	0.411587	0.582388	1.23444	1.2218	1.93215	1.88377	1.6319	0.742077	0.47993	0.317873	0.196837	0.925338	1.54459	1.58296	0.808271	0.284679	1.00615	0.690376	1.13611	0.601904	0.145144	0.0686065	0.629476
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.69656c3b-1dfd-41af-af20-57e8f19233a1.fc.signal	0.652727	0.471899	0.359021	0.176457	0.770756	0.23228	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0362925	0.247794	0.118934	0.26884	0.10176	0.48355	0.632294	0.524364	0.581102	0.349255	0.0645121	1.75123	0.82781	0	0.380317	0.670167	0.354345	0.0948889	0.424803	0.426079	0.415279	0.322719	0	0.107171	0.428571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.9e638be4-fa7a-454b-8210-0976e280183f.fc.signal	0.267872	0.0150437	0	0	0	0	0	0	0	0	0	0	0	0	0.00234013	0.212922	0.417592	0.539139	0.920494	0.240972	0.0233203	0.30707	0.246971	0.510435	0.500659	0.511921	0.169618	0.19718	0.651472	0.413492	0.556246	0.672233	0.0619426	0.439315	1.21624	1.00434	0.603421	0.649738	0.797025	0.950594	0.245577	0	0	0.571429
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.f2b75171-e2d2-4fe1-8ece-a2ab6c448cec.fc.signal	0.871738	0.28054	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0361597	0.414241	0.778792	0.727144	0.684806	0.678632	1.56695	0.689727	0.125008	0.855382	1.05122	0.339851	1.03739	1.39435	1.01434	1.62994	1.31389	0.511333	1.65992	1.13107	0.875068	0.803132	0.885043	0.831448	0.368157	0.0954877	0	0	0.80109
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.5720ead7-dd43-4b40-b17e-b9f7cda69ec0.fc.signal	0.405877	0.493922	0.256803	0.160349	0.0768338	0	0	0	0	0	0	0	0.146986	0.560734	0.357438	0	0.0117728	0.282163	0.459432	0.645829	0.609162	0.597991	0.422868	0.540098	0.915237	1.16149	0.239405	0.482162	1.06581	0.537833	1.60586	0.851889	0.786981	0.661668	0.499862	0.947099	0.365348	0.867574	1.0812	0.468134	0.340735	0.0244977	0.314401	0.46729
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000353.2.d5aa2b31-e719-4799-8359-f5ba7c375e73.fc.signal	0.193134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0945033	0.586857	0.158835	0.282561	0.00855253	0.212834	0.640111	0.211921	0.386268	0.92316	0.774209	1.068	0.414842	0.247814	0.321882	0.50461	0.0637807	0	0	0.138551	0.319132	0.345765	0.230336	0.172541	0.481647	0.0320709	0.367268	0.59322
