	chr3:14923570-14923719	chr3:14923720-14923869	chr3:14923870-14924019	chr3:14924020-14924169	chr3:14924170-14924319	chr3:14924320-14924469	chr3:14924470-14924619	chr3:14924620-14924769	chr3:14924770-14924919	chr3:14924920-14925069	chr3:14925070-14925219	chr3:14925220-14925369	chr3:14925370-14925459	chr3:14925460-14925519	chr3:14925520-14925669	chr3:14925670-14925799	chr3:14925800-14925819	chr3:14925820-14925909	chr3:14925910-14925969	chr3:14925970-14926119	chr3:14926120-14926269	chr3:14926270-14926419	chr3:14926420-14926569	chr3:14926570-14926719	chr3:14926720-14926869	chr3:14926870-14927019	chr3:14927020-14927169	chr3:14927170-14927319	chr3:14927320-14927469	chr3:14927470-14927619	chr3:14927620-14927769	chr3:14927770-14927919	chr3:14927920-14928069	chr3:14928070-14928219	chr3:14928220-14928369	chr3:14928370-14928519	chr3:14928520-14928669	chr3:14928670-14928698	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.198387	0.185194	0.0586615	0.196581	0.391954	0.345166	0.39948	0.0759183	0.0954635	0.0979205	0.00594567	0	0.0548027	0.25995	0.41868	0.666109	0.646613	0.705001	0.887724	1.42188	1.03184	1.05463	0.942881	0.399206	0.518943	0.939067	0.334806	0.111856	0.0455981	0.0697794	0.267851	0.321361	0.193673	0.207245	0	0.654688	0.577278	0	0.582456
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.15717	0.1633	0.190878	0.296385	0.0102283	0.130111	0.0495007	0	0.118648	0.0902933	0.0635176	0.475939	0.543538	0.995627	2.21552	5.86671	2.06683	0.637846	2.30542	3.92085	1.37944	1.13722	1.00788	0.784829	0.478852	0.104301	0.115742	0.107108	0.11761	0.157714	0.268501	0.163559	0	0.159238	0.214179	0.262552	0.0412591	0.0799052	0.725225
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.180806	0.330503	0.0443939	0.157605	0.154865	0	0	0.000608333	0.131443	0	0.344921	0.596144	0.546409	1.21711	2.17218	5.09328	1.84707	1.2859	3.30866	3.69628	1.26367	0.703301	0.420981	0.545293	0.705386	0.336598	0.482161	0.437513	0.0164163	0.190975	0.0681988	0	0	0.0632863	0.210783	0.0621601	0.300292	0.303413	0.715447
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0.511555	0.696599	0	0	0	0	0.123554	0.186861	0	0.270636	0.293366	0	0.300709	0.833988	1.97276	1.52703	0.16343	0.217909	0.844651	1.21622	1.26137	1.12705	0.799798	1.37893	0.676381	0.765105	1.29567	0.692559	0.0986503	0.430756	1.25548	0.525441	0	0	0	0	0	0	0.601208
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	1.09999	1.65665	1.37166	2.42647	1.9752	1.304	1.05796	1.73866	0.685828	0.0768869	0.495598	0.640614	1.16766	1.66055	1.36747	0.797646	0.426486	0.40478	0.4949	1.28649	1.48974	1.47569	1.04856	1.26177	1.50493	1.58334	0.937139	0.624091	0.578346	0.57294	0.653025	0.616009	0.426463	0.39366	0.543505	0.796325	0.721013	0.550469	0.201835
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	0	0	0.0529357	0.133281	0.0889467	0.140278	0.10912	0.575564	0.34595	0.101359	0.217786	0.46737	0.699295	2.07578	3.20942	6.50383	1.64325	0.759174	1.91867	3.21017	1.62256	0.784289	1.1779	1.5637	0.682469	1.12687	0.50888	0.497886	0.217629	0.188501	0.112076	0.388685	0.218847	0.159667	0.553406	0.210377	0.35119	0.069171	0.53494
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001471.1.0c91e2e5-1304-4ccf-8240-a439ef5e19fb.fc.signal	0.25201	0	0	0	0	0	0.19669	0.26236	0	0	0	0	0.183962	0.609119	1.93217	0.991177	0.617222	0.760143	0.931524	0.805151	0.219619	0.110979	0.792748	0.970885	0.671465	0.848699	1.77441	0.768801	0.515104	0.538006	0.663279	0.790584	0.271056	0.390121	0.363594	0.0650475	0.651156	0.84754	0.876712
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.5720ead7-dd43-4b40-b17e-b9f7cda69ec0.fc.signal	0.883136	0.301759	0.334054	0.560125	1.37871	0.8876	1.00566	0.583506	0.1236	0	0.610285	1.29377	0.837412	2.07604	3.29221	4.38953	2.04637	1.70015	3.23238	4.57086	3.81769	4.91456	7.23737	5.82127	7.02495	5.09052	5.08381	3.31535	2.45059	1.23257	0.345898	0.226155	0.640378	0.328532	0.491082	0.522255	0.320689	0.633552	0.712644
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.45100e0d-f7b5-4c54-a935-54545fef7dd3.fc.signal	0.415947	0.686299	0.580291	0.660405	0.803714	0.383455	0.939664	0.795758	0.76875	0.891247	0.620859	0.520408	0.716	1.23663	1.25983	1.09137	0.94229	1.10326	1.11976	1.05568	1.7075	1.37877	0.577134	0.241197	0.890502	1.03223	0.553571	0.594776	1.08045	0.86231	0.421671	0.585787	0.257557	0.0196315	0.452475	0.687632	0.471977	0.552494	0.831703
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.f00a0f4a-5f50-4465-bbfb-8153fd1dc895.fc.signal	0.177433	0.0465153	0.523732	0.811182	0.493516	0.372963	0.446339	0.203053	0.367911	0.154221	0	0	0.117756	0.18545	0.52198	0.516376	0.068981	0.237711	0.520668	0.949458	0.800025	1.14802	0.441769	0.112973	0.51391	0.447811	0.5209	0.580033	0	0.182151	0.339126	0	0	0	0	0.407194	0.245263	0.296829	0.766454
