	chr19:35140271-35140420	chr19:35140421-35140570	chr19:35140571-35140720	chr19:35140721-35140870	chr19:35140871-35141020	chr19:35141021-35141170	chr19:35141171-35141260	chr19:35141261-35141320	chr19:35141321-35141420	chr19:35141421-35141470	chr19:35141471-35141540	chr19:35141541-35141620	chr19:35141621-35141770	chr19:35141771-35141920	chr19:35141921-35142070	chr19:35142071-35142220	chr19:35142221-35142370	chr19:35142371-35142520	chr19:35142521-35142670	chr19:35142671-35142820	chr19:35142821-35142880	chr19:35142881-35142970	chr19:35142971-35143050	chr19:35143051-35143120	chr19:35143121-35143270	chr19:35143271-35143420	chr19:35143421-35143570	chr19:35143571-35143720	chr19:35143721-35143870	chr19:35143871-35144020	chr19:35144021-35144170	chr19:35144171-35144320	chr19:35144321-35144470	chr19:35144471-35144620	chr19:35144621-35144770	chr19:35144771-35144920	chr19:35144921-35145070	chr19:35145071-35145220	chr19:35145221-35145370	chr19:35145371-35145417	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.158728	0.477043	0.462996	0.558467	0.970306	0.67477	0.126717	0	0.105594	0.272082	0.77382	1.47572	1.32037	2.77222	1.48021	0.932062	0.773698	1.33585	1.26155	0.976818	0.75757	0.356711	0.313033	0.165246	0.0194679	0.134205	0.10801	0.124649	0.303564	0.161372	0.146304	0.11151	0.0974682	0.201285	0.161029	0.300052	0.304925	0.286575	0.696673	0.862818	0.664474
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	0.803484	0.862997	0.86387	2.57769	1.33984	3.51562	1.68362	0.62406	0.127112	0	0	2.71841	6.23817	2.09319	0.803883	2.81028	2.34365	2.09832	2.99998	5.91636	3.5131	1.53657	0.485559	0	0.109557	2.35811	1.03693	0.922991	1.56413	0.625684	0.173	1.36226	0.955209	0.884423	0	0.671226	1.59623	0.343055	0.795605	1.74985	0.463768
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.507611	1.03958	1.78433	1.6955	0.326874	0.859793	0.222021	0	0	0.0423836	0.205431	1.38894	1.95085	1.73586	0.914409	0.748271	0.993693	0.486293	1.34532	1.29084	0.968938	0.423853	0.090822	0	0.0928403	0.170544	0.608598	0.550009	0.916404	1.58853	1.84185	1.41599	0.608557	0.966913	0.165496	0.537859	0.376402	0.604533	1.06782	0.531395	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	4.11075	3.62608	3.44979	1.95574	3.08883	4.65607	2.25347	0.352797	0	0	1.97978	7.61056	9.31709	6.48477	3.37169	3.9048	5.26106	7.49525	11.4293	10.4053	7.16876	4.00761	1.52353	1.18558	0.489428	2.69694	2.27716	1.07135	0.242159	1.13574	0.309131	0.845237	1.01207	2.16726	1.12409	2.11536	0.857421	0.686186	1.2441	2.93112	0.810811
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	2.4409	2.50559	1.56683	1.44628	3.23074	3.25881	1.07132	0.175111	0	0.0187416	1.05311	3.19977	4.13134	2.85694	1.77155	1.86594	2.06713	1.89486	3.92992	4.82448	4.45355	2.2705	1.11477	0.807171	0.301743	2.02805	1.07266	1.16403	1.9263	1.08631	0.583676	1.07932	1.69423	2.10483	0.993615	1.54321	0.594833	0.772968	1.47102	2.10311	0.707692
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.f00a0f4a-5f50-4465-bbfb-8153fd1dc895.fc.signal	2.07647	2.47252	2.1376	0.96493	2.57966	2.07808	1.05451	0.530421	0.35159	0.553057	1.17912	1.68263	1.96777	1.79687	0.560692	0.865109	1.38879	0.770197	1.1566	1.95723	1.1331	0.877342	1.01667	0.408172	0.627931	0.774449	1.06945	1.05198	0.315548	0.295944	0.611523	1.3527	1.122	1.33162	0.975039	0.932915	0.880902	1.16206	1.86401	1.6505	0.686607
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.61f2a6e9-d3c5-47bf-9c61-e6f61f7fd807.fc.signal	1.34608	0.324763	0.467401	2.01023	1.07825	1.76964	1.22386	1.12855	0.445399	1.37042	1.00413	1.48997	1.53163	1.07965	1.97901	4.12908	1.98861	1.03801	2.70946	4.92893	4.17032	2.05724	0.792211	0.11779	0	0	0.874259	1.88252	0.294754	1.00338	1.88081	0.014236	0.746227	0.699448	1.08985	0.266447	0.302099	0.360935	1.48665	1.25071	0.345133
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.11a61f63-d38d-4a9b-820e-fb836fb9105a.fc.signal	2.35422	3.3177	1.44554	1.00858	1.68076	1.04379	0.570266	0.715647	0.676605	2.1078	2.53362	3.4803	3.08343	2.53139	1.23073	1.49427	1.34982	1.71468	1.86399	1.20445	1.01719	0.783519	0.68485	0.10949	0.285294	0.563839	0.49823	0.506958	0.491505	0.311298	0.339568	0.943179	1.28306	0.493453	0.48575	0.440985	0.498933	0.256853	0.0404731	0	0.130075
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.81777bd7-a811-47be-9ebc-c73408291448.fc.signal	0.919296	1.03744	0.763514	0.609502	1.00125	0.815487	0.467054	0.23817	0.0918293	0.019328	0.262232	0.774538	1.78897	2.28307	1.91617	2.18022	2.87244	3.31663	3.4889	2.28509	1.15523	0.516925	0.515783	0.42701	0.0147821	0.364206	0.52002	0.49706	1.04876	1.00107	0.57568	0.729353	0.498258	0.0485963	0.628518	1.40513	1.44419	1.51432	1.16305	1.04648	0.725
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	4.40749	6.38073	6.23575	3.8725	4.7377	4.46419	2.75218	1.19904	0.994885	2.26753	5.11268	9.23936	8.74466	5.9029	5.08897	6.02644	5.40212	5.84085	12.5255	14.9898	6.62762	4.99621	6.25781	4.26267	3.28967	10.649	11.9448	8.39252	6.13767	4.03718	3.60782	4.34771	3.98116	6.20344	4.19765	2.14454	3.29845	2.07159	1.31058	1.0964	0.811111
