	chr9:133664266-133664415	chr9:133664416-133664565	chr9:133664566-133664715	chr9:133664716-133664865	chr9:133664866-133665015	chr9:133665016-133665165	chr9:133665166-133665315	chr9:133665316-133665465	chr9:133665466-133665615	chr9:133665616-133665765	chr9:133665766-133665915	chr9:133665916-133666065	chr9:133666066-133666215	chr9:133666216-133666365	chr9:133666366-133666515	chr9:133666516-133666665	chr9:133666666-133666815	chr9:133666816-133666965	chr9:133666966-133667115	chr9:133667116-133667165	chr9:133667166-133667265	chr9:133667266-133667415	chr9:133667416-133667565	chr9:133667566-133667715	chr9:133667716-133667865	chr9:133667866-133668015	chr9:133668016-133668165	chr9:133668166-133668275	chr9:133668276-133668315	chr9:133668316-133668395	chr9:133668396-133668465	chr9:133668466-133668535	chr9:133668536-133668615	chr9:133668616-133668765	chr9:133668766-133668865	chr9:133668866-133668915	chr9:133668916-133668955	chr9:133668956-133669065	chr9:133669066-133669215	chr9:133669216-133669268	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.136697	0.0879105	0.414301	0.460308	0.364175	0.208825	0.226783	0.0151871	0.0754067	0.137296	0.107257	0.0302759	0.235833	0.165721	0.0828603	0.453553	0.401416	0.599501	0.353635	0.170643	0.235367	0.13322	0.593291	0.203031	0.253812	0	0.136156	0.367317	0.192201	0.0133768	0	0	0	0	0	0	0	0	0	0	0.908333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0	0.632871	0.820388	0	0	0.410067	0.15381	0.589407	0.349285	0.40785	0	0	0.24846	1.2048	0.59068	0.86258	0	0	0.58359	0.396604	0.519964	0.0984466	0	0.101057	0.327553	0.17359	0.525049	0	0	0	0	0	0	0	0	0	0	0	0	0	0.624606
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	0.5013	0.280787	0.258586	0.547687	0.437988	0.43493	0.540255	0.337279	0.475672	0.713509	0.494124	0.278843	0.897135	1.27529	0.616117	0.172225	0.810899	1.40347	0.613625	0.406668	0.490838	0.419289	0.659176	1.92729	0.943143	0.647899	1.08359	0.673807	0.357523	0.15377	0.0680981	0	0	0	0	0	0	0	0	0.0232106	0.36293
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	0	0.174896	0.459682	0.126348	0.0440898	0.0451256	0	0	0	0	0.00606807	0.253138	0.123903	0.51246	0.393582	0.546091	0.276912	0.0732479	0.18521	0.679124	0.571663	0.282983	0.158656	0.414744	0.124248	0.0578031	0.0681554	0.0725114	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001458.1.95d5ed16-4642-4ac8-b3c3-c6d52abdacb8.fc.signal	1.55848	2.51078	2.77705	2.4888	1.52655	0.289999	1.15894	2.64382	1.52669	0.557396	0.671358	1.38233	0.340761	0.859963	1.38121	0.944664	0.494699	0.720798	1.2312	1.23571	1.07116	0.494723	0.282078	1.9565	2.67843	1.28887	2.7656	2.9915	1.4019	0.70096	0.33582	0.0287846	0	0	0	0	0	0	0	0.107716	0.480122
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.49e5ea45-59d8-417f-b446-420c07cf032e.fc.signal	0.227977	0.154993	0.593121	0.595952	0.693754	0.318241	0.599177	0.844133	0.309016	0.165698	0.946506	0.0551577	0	0.0029774	0.479637	0.266083	1.20562	1.66123	0.715558	0.691717	0.944236	1.05701	0.391338	0.476503	1.46207	0.503852	2.06354	0.716609	0.0287687	0	0	0	0	0.030055	0.384984	0.432993	0.626964	0.801415	0.124657	0	0.736296
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.9e638be4-fa7a-454b-8210-0976e280183f.fc.signal	1.42332	2.33963	1.63433	2.0901	3.11173	1.71565	1.38426	2.14391	0.823432	1.11998	1.2262	1.29724	2.497	1.24246	1.15992	1.75988	2.29847	2.39765	0.801412	0.347437	0.147428	0.0222313	0.168009	0.732093	1.75812	2.04883	2.69607	1.82625	0.653544	0.190841	0	0	0	0	0.0596552	0.35088	0.35088	0.57739	0.476077	0.6058	0.241135
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.f2b75171-e2d2-4fe1-8ece-a2ab6c448cec.fc.signal	0.220057	0.424719	0.260416	0.32829	0.619695	0.0695437	0	0.291018	0.146696	0.144455	0	0	0	0.308882	0.34504	0.381208	0.496877	0.397687	0.833596	0.077485	0	0.251051	0.193196	0.411161	0.411179	0.301207	0.415387	0.203798	0.28282	0.30994	0.0907681	0	0	0	0	0	0	0	0	0	0.940351
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.11a61f63-d38d-4a9b-820e-fb836fb9105a.fc.signal	2.23969	1.87971	0.919163	0.549105	0.62421	0.663198	1.37243	0.820875	0.884619	1.4733	0.600561	1.07207	1.28733	1.0483	1.24401	0.907575	0.877065	0.814572	1.37698	1.04669	0.200949	0	0.268586	0.331228	0.60271	0.948963	0.650851	0.925222	0.646985	0.287314	0	0	0	0	0	0	0	0	0	0	0.676504
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000324.2.aee1956d-7eef-43f7-b3cc-8c134b0ab626.fc.signal	1.40474	1.2832	1.34373	3.14043	2.13522	1.23628	1.10641	1.67377	0.91442	0.778104	0.434357	0.709539	0.724471	0.311918	0.955544	0.606929	0.419051	0.698276	0.189639	0.217404	0.512011	0.182093	0.221438	0.77231	0.760035	0.823262	2.08398	0.840473	0.413924	0	0	0	0	0	0	0	0	0	0	0	0.773109
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.81777bd7-a811-47be-9ebc-c73408291448.fc.signal	0.114327	0.009076	0.406147	0.585177	0.219278	0.18686	0.260945	0.348362	0.32248	0.333323	0.122547	0	0.109209	0.410762	0.443707	0.330584	0.192044	0.0107502	0.202982	0.428607	0.534998	0.428037	0.125074	0.0887795	0.32539	0.582681	0.58884	0.368229	0.180428	0.103602	0.0415406	0	0	0	0	0	0	0	0	0	0.621429
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.cee73cdb-e806-4f6a-ad30-ab01efc5dd22.fc.signal	0	0	1.10361	1.72192	0.681772	0.452602	0.835767	1.33828	0.768269	0.754632	0.194162	0	0	0.350789	0.320935	0.444084	0.53717	0.696762	0.748637	0	0	0.529916	0.786366	0.319216	0.156474	0.250031	0.869509	0.305329	0	0	0	0	0	0	0	0	0	0	0	0	0.72807
