	chr10:128112428-128112577	chr10:128112578-128112727	chr10:128112728-128112877	chr10:128112878-128113027	chr10:128113028-128113177	chr10:128113178-128113327	chr10:128113328-128113477	chr10:128113478-128113627	chr10:128113628-128113777	chr10:128113778-128113927	chr10:128113928-128114077	chr10:128114078-128114227	chr10:128114228-128114377	chr10:128114378-128114527	chr10:128114528-128114677	chr10:128114678-128114827	chr10:128114828-128114977	chr10:128114978-128115127	chr10:128115128-128115277	chr10:128115278-128115427	chr10:128115428-128115577	chr10:128115578-128115727	chr10:128115728-128115877	chr10:128115878-128116027	chr10:128116028-128116177	chr10:128116178-128116327	chr10:128116328-128116477	chr10:128116478-128116627	chr10:128116628-128116777	chr10:128116778-128116927	chr10:128116928-128117077	chr10:128117078-128117227	chr10:128117228-128117377	chr10:128117378-128117527	chr10:128117528-128117677	chr10:128117678-128117827	chr10:128117828-128117977	chr10:128117978-128118127	chr10:128118128-128118207	chr10:128118208-128118277	chr10:128118278-128118427	chr10:128118428-128118507	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.970766	1.96253	4.12748	1.44847	0.395936	0.305493	0.346226	0.324948	0.9572	0.970768	0.822747	2.03034	1.70717	1.4543	0.35895	1.56285	0.867152	0.518074	0.561244	1.36425	2.4189	0.370051	0.51314	0.550144	0.0715449	0.683362	1.55712	1.03677	0.78741	0.480197	0.0901719	0.0753391	0.336535	0.498959	0.171595	0.0548187	0.275345	0.861881	0.586774	0.958809	0.307725	0	0.342294
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.91c7adb9-9182-4f05-b5fa-c053c0a1b0ec.fc.signal	0.601764	0.557009	0.536467	0.636017	0.372606	0.257731	0.27959	0.188258	0.518216	0.805304	0.21622	0.156468	0.119742	0.224476	0.283362	0.45198	1.21071	1.21289	0.175027	0.247543	0.564283	0.444199	1.47332	2.67001	2.04231	1.62882	1.6457	1.18375	1.37456	2.06044	1.62831	1.45657	1.70767	0.652932	0.666792	1.32875	0.628363	1.08654	0.753164	0.242927	0.123777	0.408637	0.847201
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	0.0223337	0.936676	0.641344	0.428497	2.28026	0.66432	0.381994	0.297308	0.459467	0.819831	0.402306	1.03098	0.640405	1.0855	0	0.595244	0	0.744422	0.430394	0.655935	1.09103	0.742439	0	0	0	0.158131	2.26989	1.88425	2.67287	0.615767	0	0.256316	0.449773	1.28026	0.0065786	0	0.568758	1.89755	0.150374	0	0	0	0.0979899
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.472311	0.279257	0.0365576	0.422076	0.649351	0.506767	0.304454	0.100611	0.157653	0.730741	0.231466	0.102413	0.166505	0.287598	0.390533	0.61258	0.0595389	0.487402	0.261364	0.409703	0.382458	0.269438	0.0030274	0.557752	0.854688	0.49043	0.455611	1.05875	0.514706	0.444012	0.693334	0.846794	0.169534	0.268429	0.280538	0.406437	0.208876	0.114359	0.121096	0	0	0	0.426768
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	1.00987	1.12872	1.93098	1.50952	2.16496	0.624396	0.718156	0.355185	0.860191	0.409288	0.160621	1.0247	0.439864	0.53877	0.825176	0.289648	0	0	0	0.579255	1.89105	0.708126	0	0	0.341455	0.215714	1.20363	1.39172	0.316467	0.208469	1.0036	0.259313	0.668618	0.186126	0	0	0.0139825	0.298689	0	0	0	0	0.320373
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	0.458672	0.376112	0.628419	0.581263	0.655952	0.851709	0.814999	0.397385	0.695289	0.243643	0.247752	0.653045	0.51298	0.252174	0.153376	0.54162	1.1205	0.691515	0.373782	0.445562	0.672659	1.09082	1.00961	1.00227	0.272668	0.159885	0.402455	0.410475	0.414898	0.58221	0.881486	0.434149	0.643055	0.477274	0.464056	1.44168	0.871912	0.649351	0.495918	0.410796	0.348555	0.713125	0.927419
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	0.975112	2.03215	1.83464	1.1489	1.18756	1.06806	0.984422	0.550233	0.514332	0.821426	1.13204	0.852211	1.19912	0.721737	0.123105	1.21908	0.39855	0.948683	0.556354	0.314986	1.39663	0.6293	0.507342	0	0	0.455194	0.795603	0.474187	1.0965	0.251241	0	0.965784	0.840796	0.998301	0.00485387	0.0456619	0.70902	0.861082	0.499777	0.455671	0.214998	0	0.126984
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.a5362628-573c-4f29-aabc-203a1f7daa08.fc.signal	0.999782	1.02693	0.67891	0.0527394	0.052185	0.296874	0.386503	0.10392	0.642713	0.767831	0.204879	0.145317	0.38566	0.549613	0.375302	0.10582	0	0.15102	0.119341	0	0	0.0286428	0.304074	0.52849	0.460255	0.492776	1.16359	1.97128	3.62878	3.73255	2.28843	3.03392	6.50479	3.38215	0.510766	0.965401	1.10254	1.00536	0.903948	0.328839	0.226358	0.400432	0.51306
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001471.1.0c91e2e5-1304-4ccf-8240-a439ef5e19fb.fc.signal	1.48558	0.994149	0.892148	0.460603	0.457742	0.400143	0.0737481	0.261064	0.0900217	0.21745	0.102287	1.19709	1.76854	2.10226	5.07906	8.06062	6.08462	5.33294	4.40639	6.77792	8.88608	5.91464	3.59752	2.72539	2.21517	2.12633	1.95424	1.52615	0.943894	2.47491	3.07213	4.04199	3.56842	1.6326	0.768958	0.896458	1.84609	1.27352	0.572195	0.513528	0.119686	0.163715	0.351504
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.49e5ea45-59d8-417f-b446-420c07cf032e.fc.signal	0.318775	1.05586	0.945945	0.46991	0.311215	0.240026	0.386775	0.402344	0.688458	0.601121	0.662787	0.948315	1.18637	1.15826	0.806517	1.0436	0.469163	1.11612	1.77795	0.677512	0.596675	0.463346	0.225496	0.73495	0.293422	0.440866	0.572727	0.73508	0.862078	1.54605	1.55405	1.38029	0.997302	0.892638	0.916874	0.807068	1.62647	0.353607	0.24514	0.231132	0.385554	0.624199	1
