	chr1:42393940-42394089	chr1:42394090-42394239	chr1:42394240-42394389	chr1:42394390-42394459	chr1:42394460-42394539	chr1:42394540-42394689	chr1:42394690-42394759	chr1:42394760-42394839	chr1:42394840-42394989	chr1:42394990-42395069	chr1:42395070-42395139	chr1:42395140-42395289	chr1:42395290-42395439	chr1:42395440-42395589	chr1:42395590-42395739	chr1:42395740-42395889	chr1:42395890-42396039	chr1:42396040-42396189	chr1:42396190-42396269	chr1:42396270-42396339	chr1:42396340-42396489	chr1:42396490-42396639	chr1:42396640-42396789	chr1:42396790-42396939	chr1:42396940-42397089	chr1:42397090-42397239	chr1:42397240-42397389	chr1:42397390-42397539	chr1:42397540-42397689	chr1:42397690-42397839	chr1:42397840-42397989	chr1:42397990-42398139	chr1:42398140-42398289	chr1:42398290-42398439	chr1:42398440-42398589	chr1:42398590-42398739	chr1:42398740-42398889	chr1:42398890-42399000	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.370244	0.501152	0.857286	0.296043	0.0393189	0	0.158375	0.257585	0.155477	0.21047	0.18503	0.018503	0.0690779	0.377452	0.478602	0.664443	0.305437	0.128219	0.0138771	0.618513	0.541508	0.790677	0.451462	0.140623	0	0	0.207231	0.333047	0.199828	0.109782	0.793143	0.732702	0.510673	0.074012	0	0	0	0	0.106509
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.607947	0.0863119	0.181543	0.0736731	0.0525786	0.108892	0.190678	0.467294	0.271667	0.283907	0.683285	0.590331	0.361018	0.107809	0.0830861	0.123653	0.333789	0.117959	0.00230725	0.169978	0.19439	0.100623	0	0.0952949	0.0909495	0.0512739	0.0453567	0.0991461	0.217119	0.206847	0.0979179	0.123211	0.351406	0.420358	0.212065	0.178141	0.16805	0.137697	0.285714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.166507	0.0787124	0.379429	0.0259491	0.0565013	0.898268	0.281148	0.0435189	0.416767	0.614958	0.300577	0	0.153388	0.370347	0.361264	0.0312831	0.350166	0.247237	0	0.183806	0.554009	0.465937	0.449058	0.231092	0.519758	0.41376	0	0	0	0.0551437	0.0891123	0.233416	0.286768	0.187539	0.269439	0.32191	0.248221	0.0863305	0.430723
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	3.67388	1.58663	2.6741	1.44377	0.460017	0.598933	1.22718	3.65264	3.78345	1.32111	0.348516	0.222461	0.327473	2.21894	1.86159	2.05209	1.19173	0.404947	0.115681	0.605687	0.286904	0.659622	0.550901	0.224963	0.324375	0.164031	0.233965	1.14369	0.53163	0.578892	1.66079	0.975063	0.317975	0.480466	0.162642	1.92553	1.37109	0.458059	0.433276
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001010.4.77bd98ba-d8dd-4231-a3ba-bd69ef2d4205.fc.signal	3.65927	4.70154	4.82109	3.93566	1.28254	0.592111	1.22728	1.58283	1.27444	1.18639	0.58606	0.3539	0.778249	2.67391	2.16407	1.80765	0.799984	0.232501	0.300627	0.42141	0.424071	0.318114	0.09288	0	0.322758	0.048762	0.234563	1.124	1.07407	0.262385	0.591035	0.131193	0.687411	0.725687	0.0721503	0.164717	1.16419	0.406648	0.427762
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.f00a0f4a-5f50-4465-bbfb-8153fd1dc895.fc.signal	0.0636035	0.0114027	0.783779	1.27152	0.233528	0.150675	0.504392	0.689315	0.360925	0.309603	0	0	0.205675	1.51901	0.99768	0.423353	1.02986	0.0578633	0.303371	0.321004	0.698352	1.03217	0.13232	0.207544	0.604095	0.171673	0	0	0.282485	0.675281	0.68462	0.490127	0.0849579	0.182322	0	0.725805	1.12435	0.319987	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.f30cfd28-f0bb-4e61-a8ad-120bd3fb3681.fc.signal	4.20789	4.22213	4.34187	2.85115	1.5913	1.52581	1.96728	4.05434	5.6038	3.75864	1.81635	0.803641	0.97813	1.15329	1.03297	1.89605	2.20006	0.847979	0.312842	0.593336	1.21223	0.759492	0.661924	0.524823	0.951325	0.702978	0.393718	0.829614	1.33548	0.600578	0.751833	0.501484	0.598622	0.520397	0.221501	0.439631	0.645986	0.366757	0.606426
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.c512952b-84f9-420c-aa6f-798ebaf5413d.fc.signal	0.958863	1.16531	0.85199	0.274413	0.266392	0.398311	0.771222	1.30968	2.18652	1.73264	0.776588	0.25257	0.503405	0.918274	1.16423	1.64347	1.26232	0.755997	0.620342	0.376172	0.385328	0.431785	0.237469	0.431867	0.630097	0.903373	0.703296	0.289764	0.579581	0.508003	0.924742	0.689808	0.332866	0.185024	0.120687	0.0825827	0.396544	0.503146	0.542056
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001016.4.fc2ea977-cbc8-4d3a-ab74-ef1a08c9be39.fc.signal	2.24885	1.38541	3.1635	3.45561	1.45356	0.80358	1.00502	1.35641	2.31885	1.41134	0.465675	0.308076	0.474617	1.7779	1.11304	1.69875	1.33337	0.693784	0.171729	0	0.0793741	0.322943	0.923654	0.627409	0.353923	0.207799	0.367461	0.407185	0.197308	0.198606	0.739238	0.440014	0.331123	0.0492208	0	0.697982	0.906159	0.523085	0.657993
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003396.1.d3bf1929-bb76-4033-8d58-57bb7c239aaf.fc.signal	1.25383	2.72889	4.36194	0.870051	0.640197	1.49194	1.88579	0.465581	0.131547	0.826393	0.152023	1.24937	0.575864	0.420728	0.116022	0.728654	0.878641	0	0	0	0.658505	0	1.32466	0.698271	0	0.3969	0.132335	1.17589	0.258654	0.905122	0.686431	0.772339	0.372445	1.5587	5.47773	0.318923	0	0	0
