	chr9:136419476-136419625	chr9:136419626-136419775	chr9:136419776-136419925	chr9:136419926-136420075	chr9:136420076-136420225	chr9:136420226-136420375	chr9:136420376-136420525	chr9:136420526-136420675	chr9:136420676-136420825	chr9:136420826-136420975	chr9:136420976-136421125	chr9:136421126-136421275	chr9:136421276-136421425	chr9:136421426-136421575	chr9:136421576-136421725	chr9:136421726-136421875	chr9:136421876-136422025	chr9:136422026-136422175	chr9:136422176-136422325	chr9:136422326-136422475	chr9:136422476-136422625	chr9:136422626-136422775	chr9:136422776-136422925	chr9:136422926-136423075	chr9:136423076-136423225	chr9:136423226-136423375	chr9:136423376-136423525	chr9:136423526-136423675	chr9:136423676-136423825	chr9:136423826-136423975	chr9:136423976-136424125	chr9:136424126-136424275	chr9:136424276-136424425	chr9:136424426-136424575	chr9:136424576-136424725	chr9:136424726-136424875	chr9:136424876-136425025	chr9:136425026-136425175	chr9:136425176-136425325	chr9:136425326-136425475	chr9:136425476-136425595	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.0928303	0.0639795	0.0303187	0.0259921	0.0335041	0.0524829	0.0719035	0.0220088	0.0323255	0.0942815	0.0899531	0.174101	0.0678365	0.0324139	0.098733	0.126852	0.0994215	0.185193	0.219674	0.179108	0.144075	0.0844186	0.0362189	0.0429217	0.0389787	0.0510829	0.0485721	0.0535559	0.0905532	0.0843839	0.133482	0.0189756	0.0315528	0.0994547	0.163433	0.185358	0.12759	0.0983152	0.0958085	0.148438	0.147895	0.614094
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.91c7adb9-9182-4f05-b5fa-c053c0a1b0ec.fc.signal	0.394397	0.246061	0.235006	0.320216	0.484427	0.046313	0.429704	0.741656	1.76251	0.59163	0.553899	1.39635	0.905659	0.238753	0.286922	0.263518	0.102208	0.383358	0.140536	0.114984	0.395638	0.363078	0.260954	0.926384	0.488772	0.219761	0.00831267	0	0	0.007985	0.317845	0.297077	0	0	0	0.290708	0.643706	0.677222	0.674037	0.338618	0.22358	0.370149
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.3635c35b-bff5-4878-adcc-965cd885b7d1.fc.signal	0.567911	0.169185	0	0	0	0	0.147433	0.388044	0.237904	0.0821913	1.04156	1.71045	0.554806	0.396366	0.826516	0.722571	0.0797588	0.36254	0.0894265	0	0.0531725	0.331982	0.0960561	0.349522	0.984202	0.237134	0.12059	0.55992	0.518137	0.419871	0.0227385	0	0.100892	0.773502	1.02594	0.883766	0.362228	0.174019	0	0	0	0.791908
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	0.423027	0.69397	0	0	0	0	0	0	0.509609	0.42558	1.1496	1.58479	0.0992905	0	0.315706	1.74635	1.94362	0.177011	1.13557	1.54285	0.970641	0.477709	1.52091	1.00103	0.225073	0.836345	1.72843	1.92421	0.241099	1.9076	0.95014	0	0.468799	0.829232	2.53695	0.94223	0.536639	1.18793	1.22265	0	0.0620566	0.307484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.42717	0.48413	0.387516	0.213819	0.0952273	0.265402	0.0252283	0.219991	0.206834	0.104136	0.142082	0.0575206	0.535841	0.0161461	0.147333	0.0726576	0.448076	0.501576	0.185681	0.154397	0.132196	0.211918	0.109996	0	0.0398361	0.173456	0.142326	0.561954	0.117754	0.293413	0.110075	0.0941173	0.0313062	0.208544	0.161875	0.34252	0.381597	0.168593	0.0777029	0.540886	0.310307	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0	0	0	0	0	0	0	0	0	0	0.192205	0.984466	0.276588	0	0	0	0	0	0.0572016	0.329856	0.0264969	0.391307	0	0	0.0326005	0.693814	1.32668	0.746482	0	0	0.234397	0.492233	0	0.11251	1.58484	0.465244	0	0.108381	0.603366	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	0.265632	0.483943	0.268228	0.380909	0.454615	0.294222	0.355728	0.714533	0.675891	0.554385	0.189652	0.480795	0.404934	0.267567	0.220408	0.0604829	0	0.261417	0.260392	0.28002	0.0030754	0.296273	0.2124	0.184444	0.218072	0.0953374	0.24353	0.165051	0.153313	0.379919	0.390586	0.277815	0.320214	0.560293	0.366864	0.598018	0.512762	0.223723	0.179965	0.0538075	0.206077	0.184524
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	0.285594	0.711932	0.779851	0.287105	0.325303	0.570918	1.03649	2.40233	1.74256	0.690373	0.535383	0.305339	0.130118	0.0225349	0.256311	0.256997	0.0195551	0	0	0	0	0	0	0	0	0	0	0.0502074	0.227604	0.177432	0.17611	0.312266	0.404134	0.568297	0.483591	0.380084	0.346521	0.629025	1.44861	2.31526	2.99759	0.905109
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.5b94d008-4850-4235-a4df-01d74d02137b.fc.signal	1.48864	0.38137	0.305307	0.136056	0.764586	0.472927	0.320576	0.44217	0.639303	0.281883	0.254197	0.543404	0.238193	0.423748	2.05966	0.804891	0.347111	0.45875	0.195294	0.515863	0.560082	0	0.291858	0.622119	0.264361	0	0.622721	0.346368	1.13412	0.606199	0.669334	0.514231	0.10329	0.305174	0.0331632	0.432958	0.913817	0.694576	1.0133	0.302152	0.280965	0.487685
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	0.585927	0.344751	0.609268	0.319366	0.26756	0.310481	0.397234	0.307353	0.193893	0.477555	0.429453	0.61364	0.142038	0.0203294	0.543466	0.376332	0.624384	0.698059	0.549943	0.274554	0.48951	0.370068	0.324037	0.772184	0.952608	0.708218	0.738955	0.817368	0.502352	0.450988	0.485992	0.52232	0.4622	0.696347	0.256947	0.432444	1.22169	0.507158	0.398759	0.554971	0.549629	0.297101
