	chr1:171265043-171265192	chr1:171265193-171265242	chr1:171265243-171265342	chr1:171265343-171265382	chr1:171265383-171265492	chr1:171265493-171265642	chr1:171265643-171265792	chr1:171265793-171265942	chr1:171265943-171266092	chr1:171266093-171266242	chr1:171266243-171266392	chr1:171266393-171266542	chr1:171266543-171266692	chr1:171266693-171266752	chr1:171266753-171266842	chr1:171266843-171266992	chr1:171266993-171267142	chr1:171267143-171267212	chr1:171267213-171267292	chr1:171267293-171267352	chr1:171267353-171267442	chr1:171267443-171267592	chr1:171267593-171267742	chr1:171267743-171267892	chr1:171267893-171268042	chr1:171268043-171268192	chr1:171268193-171268342	chr1:171268343-171268492	chr1:171268493-171268642	chr1:171268643-171268792	chr1:171268793-171268942	chr1:171268943-171269092	chr1:171269093-171269162	chr1:171269163-171269242	chr1:171269243-171269392	chr1:171269393-171269542	chr1:171269543-171269692	chr1:171269693-171269792	chr1:171269793-171269842	chr1:171269843-171269992	chr1:171269993-171270142	chr1:171270143-171270231	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.0916243	0	0.112339	0.17329	0.281392	0.567274	0.289214	0.591176	0.953638	0.732179	0.455731	1.22532	0.729011	0.900309	0.458122	0.858879	0.163479	0.681948	1.1517	0.540496	0.518248	0.430963	1.00625	0.642817	0.232023	0.149962	0.178302	0.31515	0.0478223	0.382347	0.143046	0.125982	0.338839	0.310776	0.366739	0.546448	0.929735	1.45073	0.337018	0.104372	0.309133	0.284676	0.845361
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	1.11497	0	0.274244	1.40638	1.40638	0.59068	0.352745	2.57228	2.44973	0.918867	0.909993	2.33857	0.72419	0.896182	1.93204	2.78922	2.00947	1.62978	0.489259	0.587687	1.10297	0.251482	2.60942	1.2008	0.927797	0.593284	0	1.71315	1.28449	0.409004	0.432633	0.651623	1.00783	0.393236	0.356283	0.34323	0.0750069	0.70319	0.548488	0.681568	0.0266924	0	0.983129
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.cebe85ed-98d7-40f0-b727-1c2dfca5020a.fc.signal	0.82773	0.699106	0.470027	0.477861	0.116798	0.13881	0.291592	0.36748	0.376807	0.492538	0.713795	1.13998	0.617085	0.35794	0.426271	1.078	1.11934	2.17907	1.18163	0.510601	1.09747	1.99887	1.31353	1.29013	0.829367	0.419959	0.671432	0.434076	0.14712	0.550759	0.823452	0.531186	0.450739	0.482056	1.04998	0.535725	0.452396	0.0654756	0.26191	0.299408	0.740139	0.417824	0.546634
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000244.3.e3307280-fd43-48ec-bfea-65dc3dbb16cb.fc.signal	0.0448997	0.234298	0.417039	0.320967	0.23585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279103	0.919053	0.674307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131034
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.81777bd7-a811-47be-9ebc-c73408291448.fc.signal	0.67704	0.58173	0.627878	0.53401	0.19907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12483	0.977571	1.03271	0.488105	0.0509741	0.0356007	1.19093	1.74456	0.835395	0.597434	0.275949	0.103259	0	0	0	0	0	0	0.346457
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.b45ed777-a5dc-4527-b410-7a0e01173bd4.fc.signal	0.0900741	0.153701	0.396929	0.545108	0.567421	0.612795	0.643854	0.45122	0.111801	0.256523	0.132173	0.398194	0.0847561	0.221616	0.430489	0.834459	0.491582	0.462095	0.470664	0.174854	0.280661	0.424532	0.608666	0.609928	0.0934271	0.0756117	0	0.0190937	0.294685	0.176848	0.226858	0.108377	0.225404	0.352925	0.450388	0.257608	0.794413	0.451057	0.346222	0.288701	0.122768	0.219566	0.691667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003689.3.80691124-aaea-4c56-9e41-73916520079d.fc.signal	0.00113593	0.25565	1.25815	1.15922	0.114676	0	0.180705	1.57298	0.270495	0.422734	1.03536	0.68644	0.533005	0.34097	0.393976	0.986415	2.94245	2.66162	1.13531	2.78454	5.39862	6.87218	4.2099	2.26345	0.477543	0.784358	1.48535	1.38996	0.789753	0.985278	1.68411	0.93128	0.956115	0.868792	0.716149	0.0619297	0.245457	0.905231	0.405692	0.120447	0.213648	0	0.0275862
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.c2f3aee8-0c03-4973-b136-7021565c707b.fc.signal	1.30037	0.285689	0.139393	0.614797	0.496192	0.195735	2.13781	2.85058	0.527491	0.992891	1.04575	2.16361	0.491084	0.642451	0.557189	0.790486	1.66981	0.516448	0.333707	0.153438	1.38755	1.29689	0.91278	2.23903	1.5438	0.558897	0	1.10104	1.48863	1.43405	0.558305	0.458345	1.69391	1.52587	0.778075	1.37851	1.22382	0.955438	0.150152	0	0.641559	0.0690179	0.98638
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.f51aa466-1a2d-4131-98a6-f9e69e8e7d9b.fc.signal	0.582482	0.249743	0.278391	0.262912	0.251169	0.144703	0.0072864	0	0	0	0	0	0	0.146753	0.21476	1.07254	3.7718	3.88473	2.46747	0.53701	1.59904	4.01952	2.71788	0.423855	0.387479	1.14236	2.07472	3.12549	1.0525	1.27732	4.92884	3.56847	1.0893	0.365166	0.390391	0.0728693	0	0	0	0	0	0	0.140351
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.78440a22-2eaa-45a0-b153-69564ce42bd4.fc.signal	0.075666	0.32433	0.32433	0.275105	0.272262	0.309517	0.528655	0.614076	0.345295	0.248796	0.332315	0.310611	0.411227	0.831358	0.862433	0.452365	1.31663	1.43612	0.873339	0.474961	0.35224	0.495838	0.755089	0.847606	0.40755	0.315156	0.405042	0.545846	0.85518	0.83533	1.24566	0.949624	0.724182	0.904086	1.12382	0.954114	0.688769	0.67092	0.645308	0.271567	0	0.364497	0.975199
