	chr17:64887181-64887330	chr17:64887331-64887390	chr17:64887391-64887480	chr17:64887481-64887520	chr17:64887521-64887630	chr17:64887631-64887690	chr17:64887691-64887780	chr17:64887781-64887930	chr17:64887931-64888080	chr17:64888081-64888230	chr17:64888231-64888330	chr17:64888331-64888380	chr17:64888381-64888530	chr17:64888531-64888680	chr17:64888681-64888830	chr17:64888831-64888980	chr17:64888981-64889130	chr17:64889131-64889280	chr17:64889281-64889430	chr17:64889431-64889580	chr17:64889581-64889730	chr17:64889731-64889880	chr17:64889881-64890030	chr17:64890031-64890060	chr17:64890061-64890140	chr17:64890141-64890180	chr17:64890181-64890330	chr17:64890331-64890410	chr17:64890411-64890450	chr17:64890451-64890480	chr17:64890481-64890620	chr17:64890621-64890630	chr17:64890631-64890650	chr17:64890651-64890780	chr17:64890781-64890820	chr17:64890821-64890930	chr17:64890931-64891080	chr17:64891081-64891230	chr17:64891231-64891380	chr17:64891381-64891530	chr17:64891531-64891630	chr17:64891631-64891680	chr17:64891681-64891780	chr17:64891781-64891830	chr17:64891831-64891980	chr17:64891981-64892130	chr17:64892131-64892252	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.657143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.846154
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.0504567	0.360762	1.01434	0.90839	0.225701	0	0	0	0	0	0.0635754	0.30274	0.159443	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115041	0.0681165	0	0	0.0216243	0.15137	0.15137	0.116438	0	0	0	0	0	0	0.0211918	0.205863	0.281548	0.0968768	0	0	0	0.875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506297	0.413124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128142	0.144159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466216
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271171	0.0544763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.754948
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.a5362628-573c-4f29-aabc-203a1f7daa08.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.712195
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001458.1.95d5ed16-4642-4ac8-b3c3-c6d52abdacb8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129032
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.49e5ea45-59d8-417f-b446-420c07cf032e.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0286369
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.fa27d843-786a-4e79-8835-42abca97de87.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0599005	0.17279	0.151191	0.17279	0.124409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64951
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.69656c3b-1dfd-41af-af20-57e8f19233a1.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122019	0.687185	0.422297	0.0358375	0	0	0	0	0.0131404	0.255303	0.362309	0.120141	0	0	0	0.72549
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.f2b75171-e2d2-4fe1-8ece-a2ab6c448cec.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225223	0.158844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526316
