	chr9:12695951-12696100	chr9:12696101-12696250	chr9:12696251-12696400	chr9:12696401-12696550	chr9:12696551-12696700	chr9:12696701-12696850	chr9:12696851-12697000	chr9:12697001-12697130	chr9:12697131-12697150	chr9:12697151-12697220	chr9:12697221-12697300	chr9:12697301-12697450	chr9:12697451-12697600	chr9:12697601-12697750	chr9:12697751-12697900	chr9:12697901-12697960	chr9:12697961-12698050	chr9:12698051-12698200	chr9:12698201-12698350	chr9:12698351-12698500	chr9:12698501-12698650	chr9:12698651-12698800	chr9:12698801-12698950	chr9:12698951-12699100	chr9:12699101-12699250	chr9:12699251-12699330	chr9:12699331-12699400	chr9:12699401-12699550	chr9:12699551-12699630	chr9:12699631-12699700	chr9:12699701-12699850	chr9:12699851-12699930	chr9:12699931-12700000	chr9:12700001-12700150	chr9:12700151-12700300	chr9:12700301-12700450	chr9:12700451-12700550	chr9:12700551-12700600	chr9:12700601-12700750	chr9:12700751-12700900	chr9:12700901-12700990	chr9:12700991-12701050	chr9:12701051-12701155	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.69656c3b-1dfd-41af-af20-57e8f19233a1.fc.signal	0.616873	0.989594	0.811778	0.611069	1.04555	0.422598	0.699178	0.546835	0.663603	0.900788	1.31484	2.91757	3.10116	4.9183	4.69134	3.74567	4.2546	3.88394	4.01677	2.3544	5.64408	3.58695	3.29476	3.14837	2.4926	2.62392	1.93788	1.16819	1.54606	2.65948	3.28505	3.22108	1.5658	2.08657	0.76411	1.07482	0.426033	0.114958	0.729424	1.74552	1.17945	2.96742	5.63417	0.591928
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.f00a0f4a-5f50-4465-bbfb-8153fd1dc895.fc.signal	0.00213827	0	0	0	0.041392	0.698346	0.036218	0.110445	0.38805	0.38805	0.848722	1.60221	0.592369	0.447546	0.387971	0.782387	1.16396	0.540599	0.323313	1.28705	2.88709	1.795	0.774519	0.175875	1.96828	1.58504	0.355486	0	0	0.50437	0.969107	0.370957	0.121959	0	0.144872	0.243178	0.270885	0.38805	0.054327	0	0	0.23283	1.18609	0.631336
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.e0c0800b-3b56-4a12-9e86-6c2b014acbe6.fc.signal	0.312478	0.35066	0.315226	0.382699	0.236273	0.41147	0.115391	0.401462	0.10306	0	0.0298834	0.168924	0.435032	0.238192	0.509423	0.739203	0.891612	0.218253	0	0	0.131888	0.196452	0.440796	0.429476	0.212013	0.114971	0.157949	0.599081	0.477124	0.251276	0.1082	0.209789	0.22905	0.109267	0.797444	0.622848	0.701864	1.57355	2.05596	1.50275	0.178943	0.604911	0.846651	0.883181
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.f14540c7-18af-47fc-8cad-c0291db319dc.fc.signal	0.220394	0	0.218196	0.47944	0.516519	0.336946	0.269285	0.372877	1.42515	1.63414	1.74106	2.64466	2.17192	0.780652	1.21394	1.12879	0.484913	1.0186	1.49737	0.45767	1.8186	0.884806	1.52923	0.931072	1.32512	0.586324	0.536656	0.539538	0.540474	0.199101	0.301826	0.448184	0	0	0.0397733	0.385092	0.136774	0	0.0594581	0.675215	0.351398	0.318151	0.63151	0.684848
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.272975fa-d097-445a-8194-d8db0cc814ad.fc.signal	2.33298	1.33437	1.58267	1.64902	1.08765	0.841947	0.694809	1.16888	1.69747	1.30475	1.35395	1.41808	1.9482	1.90692	1.91597	1.79708	1.60644	1.87712	1.96265	0.842319	0.752071	1.15009	1.3471	1.39987	2.006	1.84607	1.37748	1.07706	0.988173	0.825499	0.902177	1.14107	1.3609	1.54175	1.03454	0.852075	0.817029	0.918831	1.07077	1.93515	1.55377	1.09539	1.73271	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000943.7.af323a26-7686-421e-89db-fa2bad412a32.fc.signal	0.51331	0	0.422107	0	0	0	0	0.244757	0.2962	0.728132	2.05743	1.32221	1.46571	0.801939	1.06445	1.55452	0.0511644	0	0	0.587678	0.98222	0	0.632986	0.210773	1.35714	1.35027	0.482233	0.768045	0.512962	0.357512	0.037416	0.456438	0.0493371	0.377504	0	0	0	0.0187074	0.38902	0.13615	0	0.566007	0.279577	0.55578
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.0fb1e686-4f1c-4706-b5f2-84ac84a9ffd9.fc.signal	1.86036	1.9887	0.637744	0.938351	2.17247	1.99786	1.75993	0.768188	1.03936	0.947461	1.18592	1.72916	1.96887	2.17168	2.31638	2.09528	1.87448	2.30048	3.5758	2.05338	1.42146	1.56344	1.99775	2.49606	1.62188	1.3771	1.1288	0.227367	0.0736491	0.781209	0.915912	0.928701	0.91725	0.260584	0.131101	0.334028	0.41845	0.232815	0.0402469	0.477431	0.852664	0.400987	0.222219	0.32716
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004664.3.f02f78f0-4a04-4485-8f18-d6274e109965.fc.signal	1.2324	0.751685	1.09293	1.32276	1.10961	1.0708	1.42604	0.893796	0.968333	0.923463	1.05573	0.93678	0.863374	1.19224	1.67412	1.29368	1.36515	1.63638	1.38796	2.26606	2.36234	1.61346	1.70627	1.33054	2.83926	3.01484	1.82441	1.07515	1.1368	1.42192	1.95515	0.943435	0.606342	0.777566	0.825344	1.67973	1.67119	0.606659	0.657521	0.863583	1.74199	2.36795	2.1749	0.427921
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.d00e3808-9f0e-482a-82e8-0b81806ce822.fc.signal	0.825959	0.659822	0.0855086	1.07018	0.828206	1.17247	0.137134	0.279148	1.00629	1.57424	2.66213	2.07974	0.380513	1.95633	2.895	2.05247	2.76289	1.54758	1.25041	2.16169	2.15061	1.17476	1.40924	0.872205	0.464992	0.434466	0.852533	0.968153	0.420577	1.11659	1.68428	0.976856	0.323569	0.295723	0.315529	0.830489	1.30053	1.18184	1.02709	1.25744	0.382526	0.364972	0.642987	0.423154
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.68531edc-00be-43f4-8cc7-5aba8c5c337a.fc.signal	0.0159539	0.36295	0.23532	0	0	0	0.299135	0.345156	0.188836	0.600218	1.79558	1.57882	1.20446	1.41186	1.93826	1.57534	1.1965	0.111677	1.39479	0.544434	2.49664	1.16061	1.80265	0.782145	2.7284	2.28887	0.754596	0.139596	0	0.0683737	2.40092	0.936508	0	0	0.374916	0.655544	0.801987	1.79464	1.24038	2.21343	0.403351	1.12037	2.17178	0.570815
