	chr6:158660312-158660461	chr6:158660462-158660611	chr6:158660612-158660761	chr6:158660762-158660911	chr6:158660912-158661061	chr6:158661062-158661211	chr6:158661212-158661361	chr6:158661362-158661511	chr6:158661512-158661661	chr6:158661662-158661811	chr6:158661812-158661961	chr6:158661962-158662111	chr6:158662112-158662261	chr6:158662262-158662411	chr6:158662412-158662561	chr6:158662562-158662711	chr6:158662712-158662861	chr6:158662862-158663011	chr6:158663012-158663161	chr6:158663162-158663311	chr6:158663312-158663461	chr6:158663462-158663611	chr6:158663612-158663761	chr6:158663762-158663911	chr6:158663912-158664061	chr6:158664062-158664211	chr6:158664212-158664361	chr6:158664362-158664511	chr6:158664512-158664661	chr6:158664662-158664811	chr6:158664812-158664961	chr6:158664962-158665111	chr6:158665112-158665261	chr6:158665262-158665411	chr6:158665412-158665561	chr6:158665562-158665705	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.91c7adb9-9182-4f05-b5fa-c053c0a1b0ec.fc.signal	0.798607	0.947078	0.855661	0.98343	0.584509	0.475	0.286854	0.348631	0.577931	0.608045	0.261477	0.314397	0.188318	0.456376	0.712296	1.42284	1.715	1.26129	1.30995	1.50084	0.775267	0.928603	0.817285	1.13934	0.903089	0.567873	0.268548	0.306383	0.829342	1.1572	0.554586	0.0917786	0.045544	0.225441	0.022394	0	0.985782
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	3.15757	6.38167	4.22549	4.03855	3.98752	3.56212	3.97755	7.40982	10.9555	10.4578	9.35797	8.14405	8.61097	8.92567	9.67578	8.71132	7.18093	7.99044	4.96989	1.6055	2.27186	2.65007	2.87393	3.40939	3.71985	4.25144	3.87268	4.4202	5.96918	6.78304	6.59856	7.26894	6.87255	7.30854	3.90131	5.14704	0.0705016
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.3635c35b-bff5-4878-adcc-965cd885b7d1.fc.signal	8.85269	6.9521	8.72484	5.98352	5.18605	1.69477	0.988389	3.25033	2.80393	1.39756	1.26877	0.501001	1.52459	0.939308	1.03455	1.24053	0.31077	0.38953	0.634192	0.816983	1.05976	1.55075	2.01184	1.20269	1.10849	1.14261	0.490595	0.695966	0.39142	0.706593	1.335	2.42276	1.69644	1.82937	2.65343	1.83563	0.901288
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	0.871037	1.98478	3.80476	1.79657	2.37007	2.58634	4.0475	1.24734	0	0	0	0	0	0	0	0.14315	0.497332	0.74132	0.831251	3.40317	7.8952	6.65223	1.95907	0.451488	0.997387	1.07572	1.31212	0.593458	0.208291	0.660547	0	1.68445	2.49451	1.89159	2.1569	2.21139	0.268657
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	1.87019	2.22287	4.064	2.77706	1.036	0.655953	1.76949	0.715775	0.705851	0.432989	0.110751	0.896663	1.15572	0.635635	1.13602	1.59268	1.03328	1.43499	1.29934	1.48989	2.21756	1.28779	2.39833	1.1454	2.3347	2.38085	0.659866	0.558306	0.336484	0.0363471	0.789446	0.691776	0.579676	0.799146	1.26316	1.07122	0.278075
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	1.08336	0.79678	0.282385	0.317545	0.542435	0.666618	0.392973	0.211304	0.468763	1.17435	0.890868	1.10203	0.939107	0.766216	1.4231	1.48395	1.77428	1.82932	1.35802	1.21857	1.16389	1.20977	1.67286	1.44903	1.77558	0.866039	0.940198	0.809667	0.658289	0.69756	0.3961	0.418598	0.578147	0.993106	0.784545	0.17671	0.53913
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	2.92382	6.91934	5.00689	3.48134	3.01891	4.38172	5.50642	7.81622	7.94517	6.26216	4.87181	3.08911	5.39105	6.19635	8.0408	9.77288	9.59304	8.40653	5.19516	1.75772	1.96726	2.18001	1.85618	2.76503	4.21314	4.67474	7.43866	6.79653	5.5339	8.37761	7.15549	5.74453	6.56333	6.25182	3.14487	3.70559	0.084502
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.5b94d008-4850-4235-a4df-01d74d02137b.fc.signal	0.648501	2.06337	1.67478	1.41676	2.09241	2.2075	2.10722	1.75012	1.37165	0.640653	0.81689	1.11928	0.433447	0.724965	1.14854	1.73201	1.15211	0.656479	0.766486	1.28885	0.42771	0.704172	1.32528	1.78881	1.77348	1.00519	0.846779	1.81492	1.25706	1.76533	2.40712	1.76915	0.760703	0.559635	0.205667	0.296072	0.832103
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	1.21754	1.90195	1.89098	2.72453	3.23929	1.6661	2.67882	2.13031	0.132912	0.109167	0.320993	0.294873	0.214366	0.439471	0.360499	0.514191	0.782637	0.74488	0.794943	1.70313	2.18411	3.01325	2.36382	1.98546	4.93333	2.08802	2.54658	2.68051	0.64253	0.99595	1.36504	0.63909	0.930731	0.668789	1.74304	1.22765	0.619048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000022.3.0306f18d-10d7-45c4-9e4b-9343e880bf9d.fc.signal	6.67165	6.26244	11.5148	7.67245	6.53819	5.80814	6.82957	5.24976	1.49092	1.18359	1.14507	2.23312	1.69001	4.74719	6.0521	3.8046	3.1263	4.68222	6.74717	4.2567	4.96964	7.43387	4.59341	3.37989	2.01283	2.66086	2.29002	1.98132	1.88522	2.60807	3.71765	2.10489	0.56029	2.19325	2.11286	1.4694	0.954128
