	chr1:99299224-99299373	chr1:99299374-99299523	chr1:99299524-99299673	chr1:99299674-99299823	chr1:99299824-99299973	chr1:99299974-99300123	chr1:99300124-99300273	chr1:99300274-99300423	chr1:99300424-99300573	chr1:99300574-99300723	chr1:99300724-99300873	chr1:99300874-99301023	chr1:99301024-99301173	chr1:99301174-99301323	chr1:99301324-99301473	chr1:99301474-99301623	chr1:99301624-99301773	chr1:99301774-99301923	chr1:99301924-99302073	chr1:99302074-99302223	chr1:99302224-99302373	chr1:99302374-99302463	chr1:99302464-99302523	chr1:99302524-99302563	chr1:99302564-99302673	chr1:99302674-99302743	chr1:99302744-99302823	chr1:99302824-99302883	chr1:99302884-99302973	chr1:99302974-99303023	chr1:99303024-99303123	chr1:99303124-99303273	chr1:99303274-99303423	chr1:99303424-99303573	chr1:99303574-99303723	chr1:99303724-99303873	chr1:99303874-99303953	chr1:99303954-99304023	chr1:99304024-99304173	chr1:99304174-99304263	chr1:99304264-99304323	chr1:99304324-99304397	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.173925	0	0	0	0	0	0	0	0	0.156659	0.33058	1.92796	0.175158	0	0	0	0	0	0.0320719	0.28124	0.197364	0.304265	0.117186	0	0	0	0	0	0	0	0.160974	0.939929	1.08918	0.0838803	0.102381	1.87369	2.08385	0.890767	0.234367	0.335106	1.11015	1.91776	0.458801
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.994591	1.07284	0.397612	1.0537	1.21011	1.72379	0.293656	1.16669	3.26895	1.71372	1.23131	1.83583	1.02343	0.339066	0.507616	0.506612	0.196781	0.462175	0.0282557	0.296685	0.17458	0.220327	0	0	0	0	0	0	0	0	0	0.204854	0.0977459	0.120087	0.208891	0.471304	0.632064	0.395718	0.596443	0.733418	0.888001	1.14566	0.573529
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0	0	0.606652	0.019066	0	0	0.446876	0.144902	0	0	0	0.545716	0.54175	0.785922	0.626869	0.902878	0.211417	0.284207	0	0	0	0	0	0	0	0	0	0	0	0.469024	0.590375	0.0818151	0.740154	0.518477	0.257886	0.87151	0.00659038	0	0.257346	0.255684	0	0	0.566372
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	0.874866	0.872571	0.927168	0.950207	0.630192	0.37228	0.758663	0.911667	0.713736	0.46201	0.532331	0.382322	0.722965	0.710562	0.820939	0.837316	0.243448	0.490688	0.596523	0.437995	0.274688	0.486405	0.648839	0.427901	0.338702	0.141854	0.310877	0.361647	0.869086	0.925095	0.9277	0.640772	0.569968	0.422503	0.663501	0.741312	0.466971	0.392118	0.666246	0.905428	0.840973	0.631758	0.505747
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.a5362628-573c-4f29-aabc-203a1f7daa08.fc.signal	0.291367	0	0.067577	0.254521	0.318003	0.122348	0	0	0	0	0.247355	0.0779187	0.125193	0.129693	0.172755	0.0174591	0.0492373	0.241546	0.256672	0.198202	0.449152	0.130619	0.286777	0.286267	0.130508	0	0	0	0	0	0	0	0.0731939	0.21024	0.437034	0.369516	0.16265	0.117687	0	0	0	0.32336	0.446194
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	0.696469	1.01386	0.546987	0.439049	0.497141	1.81297	1.22389	0.63241	1.51575	2.7681	2.00342	2.11849	1.90372	1.35619	0.86437	0.527419	0.0720092	0.182845	0.350034	0.300804	0.294855	0.503305	0.29367	0.0956427	0.0331615	0	0	0	0.0652447	0.163705	0.163705	0.192859	0.301495	0.714876	0.792563	0.479376	0.62292	0.471671	0.185083	0.623427	1.19639	1.36013	0.534382
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	0.14807	0.144842	0.0952203	0.190033	0.516333	0.458212	0.908118	0.466317	0.131891	0.814829	0.849043	1.04971	0.438593	0.307326	0.125995	0.217751	0.274893	0.627023	0.983785	0.70985	0.291715	0.321942	0.293426	0.23165	0.23165	0.0132371	0	0	0	0	0.0208485	0.23165	0.35829	0.91273	0.24436	0.223333	0.518327	0.453382	0.29156	0.606598	0.783759	1.0801	0.725208
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.e0c0800b-3b56-4a12-9e86-6c2b014acbe6.fc.signal	0.713317	0.286137	0.804084	0.404004	0	0	0	0.059945	0.505311	0.140177	0	0.42449	0.478597	0.384878	0.501515	0.32508	0.265557	0.333621	0.553745	0.467209	0.403429	0.138073	0	0	0	0	0	0	0.151883	0.231957	0.31871	0.194874	0.272266	0.0954645	0.530788	1.72915	1.8449	0.661128	0	0.301148	0.877323	1.49151	0.439076
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d2972a82-a806-4e56-afab-8a78ae137176.fc.signal	0.222035	0.959423	0.476344	0.27697	0.137263	0.421893	0.459567	0.101683	0.483371	1.99038	1.14778	0.191754	0.645444	1.3098	0.923648	0.25382	0.128028	0.377523	0.003357	0	0.613361	0.818155	0.0596773	0	0	0	0	0	0	0	0	0	0.629275	0.264642	0.462805	0.631464	0.689959	0.182267	1.26559	0.497778	0.94671	1.06838	0.813033
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.d690d3e6-ed87-46ee-9d2a-0a5b66f16245.fc.signal	1.43968	0.388963	0.467186	0.980893	0.363571	0.133165	0	0	0	0.0676395	1.23037	2.20282	0.388976	0	0	0	0.194484	0.63423	0.143746	0.484114	1.15217	0.514424	0	0	0	0	0	0	0	0	0	0.507375	0.465093	0	0.0401631	0.892139	1.19314	0.63423	0.0803248	0	0.031706	0.471359	0.736317
