	chr7:76510584-76510733	chr7:76510734-76510813	chr7:76510814-76510883	chr7:76510884-76510913	chr7:76510914-76511033	chr7:76511034-76511123	chr7:76511124-76511183	chr7:76511184-76511253	chr7:76511254-76511283	chr7:76511284-76511333	chr7:76511334-76511483	chr7:76511484-76511633	chr7:76511634-76511713	chr7:76511714-76511783	chr7:76511784-76511873	chr7:76511874-76511933	chr7:76511934-76511983	chr7:76511984-76512083	chr7:76512084-76512153	chr7:76512154-76512193	chr7:76512194-76512233	chr7:76512234-76512273	chr7:76512274-76512383	chr7:76512384-76512433	chr7:76512434-76512533	chr7:76512534-76512563	chr7:76512564-76512603	chr7:76512604-76512683	chr7:76512684-76512833	chr7:76512834-76512983	chr7:76512984-76513133	chr7:76513134-76513283	chr7:76513284-76513433	chr7:76513434-76513583	chr7:76513584-76513733	chr7:76513734-76513883	chr7:76513884-76514033	chr7:76514034-76514183	chr7:76514184-76514333	chr7:76514334-76514483	chr7:76514484-76514633	chr7:76514634-76514783	chr7:76514784-76514933	chr7:76514934-76515083	chr7:76515084-76515233	chr7:76515234-76515383	chr7:76515384-76515533	chr7:76515534-76515663	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	1.39578	1.37724	1.14555	0.59755	0.262922	0.11951	0.11951	0.11951	0.0517877	0.315506	0.465292	0.142615	0.0657305	0.11951	0.047804	0	0	0	0	0	0	0	0	0	0	0.00796733	0.215118	0.966537	0.745742	0.570461	1.08834	0.821432	0.393586	0.291604	0.197273	0.0953539	0.0884374	0.562451	0.328628	0.196803	0.0948531	0.555323	0.485211	0.170263	1.50309	2.47636	0.373648	0	0.161339
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	2.64167	5.89023	1.96331	0.41646	0	0	0	0	0	1.06765	1.40082	1.77185	1.05062	0.713931	1.1358	0.01893	0	0	0	0	0	0	0	0	0	0	0.028395	1.1358	1.38568	3.78594	5.00496	4.52327	3.11427	2.64621	4.07813	1.82027	4.80598	2.19876	0.418921	2.84689	5.50133	0.549343	0.526045	1.99614	0.70746	0.80555	1.02008	1.46142	0.244964
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	1.00322	1.40638	0.934238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45473	2.17988	2.11894	1.37364	4.17528	1.51094	0.136265	1.0085	1.51401	0.0114396	0.0187517	0.942273	1.21886	0.529736	0.707386	0.228095	1.88454	2.40991	0.517024	0.12982	0.365806
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	1.49807	0.817038	0.60386	0.29054	0.20701	0.213063	0.072635	0	0	0.130743	0.256644	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232432	0.14527	0.14527	0.136191	0.144302	0.156892	0.164408	0.158829	0.26536	0.154955	0.00193693	0.368017	0.297092	0.140208	0.142068	0.0719163	0.19872	0.0333626	0.0106531	0.350585	0.528315	0.805996	0.0271171	0	0.169014
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.49e5ea45-59d8-417f-b446-420c07cf032e.fc.signal	1.78916	1.21317	0.407554	0	0.185898	0.160703	0	0.059534	0.24514	0.421511	0.272859	0.104593	0.300256	0.266137	0.168874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335136	1.04135	0.583481	0.182871	0.737026	0.861282	0.428067	0.235005	0	0.0710351	0.301524	0.0176437	0.195748	0.197561	0.549568	0.612324	0.445786	0.0228797	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.9e638be4-fa7a-454b-8210-0976e280183f.fc.signal	2.12458	1.94342	1.37598	0.590696	0.194507	0	0.131633	0.17551	0.17551	0.17551	0.236291	0.471413	0	0	0	0	0	0	0	0	0.122857	0.17551	0.264789	0.252673	0.164979	0	0	0	0.156753	0.90897	1.08209	2.00888	1.32555	1.84502	1.69601	1.02098	1.04522	1.44421	1.58503	2.47266	1.95899	0.564203	0.912347	1.49966	2.22332	1.87341	1.06569	0.459589	0.403226
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.986cff92-5d42-4625-83db-98aad85f151e.fc.signal	1.33081	2.59771	1.65123	0.567371	0.0263893	0	0	0	0	0	0.255977	0.27181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232226	0.255799	0.699249	1.01462	0.822932	0.871916	1.24558	2.69299	2.38331	1.07055	1.61906	1.93814	1.26412	1.22306	2.47192	5.74491	2.26534	0.39992	0.0487188	0.159664
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.c9356221-6b90-4965-9d95-323075444bf6.fc.signal	0.291952	0.54408	0.46243	0.08157	0	0	0	0.102936	0.27204	0.27204	0.169548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0362589	0.418012	0.403478	0.529543	0.676451	0.989294	0.219401	0.267504	0.247547	0.202213	0.0226583	0.26475	0.483299	0.310977	0.19403	0.626547	0.273816	0	0.0915397	0.213417	0.113281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.b52bc708-220e-4d24-be07-a57b59ce9422.fc.signal	2.09366	2.69088	1.94104	0.989067	0.166876	0	0	0	0.108182	0.24965	0.352838	0.748865	0.567925	0.242519	0	0	0	0.244657	0.24965	0.168514	0	0	0	0	0	0	0	0.14667	1.21483	1.77932	3.07698	3.09638	2.71249	1.20467	1.03043	0.862242	1.01514	1.30402	1.04026	0.540663	0.0163607	0.550255	0.750737	1.44303	1.80405	2.25604	0.687316	0.0710542	0.309123
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001915.1.adee2f46-da34-4846-89ca-6d9625aefc9b.fc.signal	0.119615	0	0.111689	0.223456	0.211353	0.0389321	0	0	0.0617387	0.115741	0.179902	0.0705414	0	0	0	0	0	0	0	0	0	0	0	0	0.0282844	0.12314	0.225061	0.247601	0.0862571	0.0597789	0.333472	0.291012	0.132468	0.214894	0.220744	0.117136	0.194656	0.333008	0.184923	0.119083	0.229959	0.0758382	0.0867687	0.204088	0.189421	0.115123	0.405052	0.156599	0.334928
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.81062b7a-f969-4fb2-ad00-2580d77ec836.fc.signal	1.24464	0.288811	0	0	0	0	0	0	0	0	0	0.0384999	0.323672	0.290075	0.0434677	0	0	0	0	0	0	0	0.155806	0.18629	0.0149032	0.093145	0.18629	0.18629	0.0981127	0.368896	0.110529	0.161451	0.445935	0.804926	0.649696	0.360193	0	0.330346	0.37783	0.558223	0.735291	0.447668	0	0.444677	0.618597	0.202434	0.0707902	0.477274	0.525
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.1e064882-e572-482d-b86a-86e4adf3de86.fc.signal	5.80434	4.55219	2.04562	1.375	0.985183	1.03864	0.033378	0.164062	0.224985	1.10279	4.15114	2.19953	2.39429	6.24675	4.37579	0.605309	0.09828	1.87228	1.86118	0.209874	0.0511875	0.0102375	1.20486	0.909504	0.00819	0	0.0358313	1.23679	2.76389	7.08215	7.89347	7.44026	5.16265	4.14992	2.37631	0.796208	0.989324	1.26212	1.85961	1.05413	0.965826	0.861402	0.618852	1.77637	2.63212	1.02278	0.153171	0	0.203883
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.6f165533-6331-40e2-865d-21b081721374.fc.signal	0.904706	0.331944	0	0	0	0	0	0	0	0	0.914448	0.548638	1.36615	1.48421	0.525272	0.0267612	0	0	0	0	0	0	0	0	0	0	0	0	0.0214017	0.518494	0.703546	0.391214	0.327339	0	0.0778147	0.485408	0.0204346	0.164587	0.524344	0.257743	0.315135	0.970919	0.437329	0.66734	0.57881	0.738361	0.4008	0.614623	0.3
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000953.7.9058c411-f9a4-4cfd-ba9b-a2ef43a20de8.fc.signal	5.82067	3.59928	0.480847	0	0	0	0	0	0	1.5061	1.57971	0.853378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351598	2.58571	1.45586	3.10179	3.74506	3.88153	2.85632	1.89009	1.64748	0.606841	1.23541	0.911699	0.574713	0.0204827	0.392278	1.43723	1.19803	0.970529	2.27685	2.13322	0.333333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004681.3.f99ccc6c-1833-4f7b-8eed-cf0ddf179253.fc.signal	1.61652	2.43969	1.41982	0.814389	0.240761	0	0	0	0.334088	0.697368	1.15568	1.02207	0.691723	0.873271	0.617983	0.138841	0	0	0	0	0	0	0	0	0	0.0329467	0.398766	0.959941	2.07988	4.29537	3.88843	2.90647	2.18138	2.0969	1.01767	1.261	0.839551	1.35944	1.38569	0.89785	0.710009	0.497047	0.434798	0.282062	0.703501	0.884066	0.423478	0.225893	0.26175
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000188.3.79b461fe-b972-49c7-a613-f44ea6f3ebc3.fc.signal	1.80552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227125	0.85172	0.85172	0.442894	0.944993	0.53852	0	0.292769	0.210419	0.124919	2.16892	1.2548	0.42586	0.880071	1.10718	0.70404	1.28316	0	0.970881	1.0163	0	0.806295	1.32335	0.444444
