	chr11:64651196-64651345	chr11:64651346-64651495	chr11:64651496-64651645	chr11:64651646-64651795	chr11:64651796-64651945	chr11:64651946-64652095	chr11:64652096-64652245	chr11:64652246-64652395	chr11:64652396-64652545	chr11:64652546-64652645	chr11:64652646-64652695	chr11:64652696-64652845	chr11:64652846-64652995	chr11:64652996-64653145	chr11:64653146-64653225	chr11:64653226-64653295	chr11:64653296-64653345	chr11:64653346-64653445	chr11:64653446-64653595	chr11:64653596-64653675	chr11:64653676-64653745	chr11:64653746-64653895	chr11:64653896-64654045	chr11:64654046-64654195	chr11:64654196-64654345	chr11:64654346-64654495	chr11:64654496-64654645	chr11:64654646-64654795	chr11:64654796-64654945	chr11:64654946-64655095	chr11:64655096-64655245	chr11:64655246-64655395	chr11:64655396-64655545	chr11:64655546-64655695	chr11:64655696-64655845	chr11:64655846-64655995	chr11:64655996-64656145	chr11:64656146-64656222	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.791619	0.702344	0.603689	0.654252	0.728198	0.987327	1.02755	1.28468	0.855259	0.944496	1.12973	1.00004	0.610692	1.05765	0.807372	0.657713	0.684526	1.02432	1.28824	1.08091	0.680939	0.429283	0.565198	0.589818	0.679116	0.539311	0.722403	0.621539	0.58537	0.452577	0.407729	0.773946	0.667594	0.633201	0.688881	0.955982	0.892007	0.523887	0.28167
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	1.38287	0.914188	0.726137	1.16721	1.12573	0.961558	0.982259	1.77821	2.66309	2.85593	3.54095	5.1454	4.71327	4.21304	6.34995	1.72022	1.79217	4.08656	2.80971	2.30006	1.34674	0.534574	0.643858	0.741085	0.412994	0.272265	0.125601	0.106737	0.646403	0.946228	0.816143	0.43965	0.734355	0.506228	0.415373	0.416722	0.0327951	0.124631	0.303544
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	1.6622	1.36938	0.813486	0.748175	1.45739	1.48178	4.22655	2.61935	2.52846	3.5406	4.50111	2.92303	1.05648	5.41563	5.29444	1.49949	1.39573	4.85303	3.43856	0.906572	0.999967	1.82947	2.08606	0.912463	0.672019	0.303296	0.064219	0.577019	0.699409	0.574403	0.927058	0.958118	0.758283	1.14962	0.612104	1.40775	0.727979	1.18121	0.518519
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001458.1.95d5ed16-4642-4ac8-b3c3-c6d52abdacb8.fc.signal	1.69657	1.74757	1.04432	1.4288	1.24419	1.34147	1.58345	0.856827	0.924349	1.09494	1.58896	1.8345	2.29381	4.10015	3.8516	4.59941	5.27687	5.0739	4.1431	4.94406	5.01753	4.87963	5.75531	4.00136	3.53326	3.18663	3.3046	3.65678	4.86464	5.39119	6.87597	4.13734	5.12078	4.30642	3.81842	4.09705	4.17647	5.3908	0.4851
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	0.996543	0.787095	0.709271	0.50811	0.38102	0.711516	1.09336	1.60158	2.15693	2.23955	2.67665	2.74412	2.89251	3.10876	3.27316	1.70887	1.55035	2.3357	3.19919	2.15206	0.929077	0.616625	1.11734	1.45015	1.05677	0.338606	0.909874	0.913764	0.501962	0.343317	0.191221	0.279804	0.454523	0.489003	0.643821	0.453645	0.429846	0.672424	0.408447
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	6.1021	2.22958	1.25414	2.36909	4.04915	3.26965	2.86876	3.83867	2.42449	2.31374	4.7107	6.06667	3.57661	10.0059	9.22308	6.16411	5.75601	7.33718	8.52513	6.45741	3.7232	2.83948	4.28449	2.21404	3.01407	1.45479	2.3234	3.71422	1.99069	2.27118	0.729032	0.430744	0.572037	0.818608	1.03123	1.40665	1.68961	2.7768	0.639747
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d2972a82-a806-4e56-afab-8a78ae137176.fc.signal	4.71964	6.11567	3.73236	3.1893	1.93775	1.95262	3.32351	2.58155	4.01085	3.94805	3.9878	6.01782	4.73927	6.27878	9.00466	4.88063	4.6669	8.68891	7.17909	5.65604	5.1238	4.2869	7.1388	3.68007	3.20268	2.89498	3.02293	2.66245	3.01492	3.45551	3.2506	0.725851	0.910505	2.80365	2.25848	1.89653	2.47793	1.60809	0.681737
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.d690d3e6-ed87-46ee-9d2a-0a5b66f16245.fc.signal	0.640765	1.0769	0.880736	0.259704	0.398715	0.800129	0.604402	0.623215	0.848576	1.18432	1.47053	1.57691	1.62968	2.52921	2.36886	1.5534	1.3766	2.17066	2.53732	1.66829	1.16556	1.25519	1.0901	0.70662	0.812881	0.939025	0.38632	0.321951	0.640392	0.751471	0.416057	0.463362	0.670289	0.559018	0.383658	0.185761	0.203424	0.442599	0.394829
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.2bdb0d55-cf7c-42db-b5e9-1e7fc8464aa8.fc.signal	1.35105	1.17043	1.11177	1.17338	0.361347	1.10817	0.917031	0.404603	0.855742	1.01115	1.48741	2.60311	3.1694	3.27321	4.26736	1.84425	2.71318	4.19168	1.94869	1.62819	1.2709	0.414959	0.327068	0.910448	1.91722	1.28005	1.00611	0.721527	0.949146	0.873278	1.26528	0.511542	0.777545	0.499169	0.716555	1.00219	1.13663	1.10818	0.332248
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.7a7e31ec-6ff6-498c-99aa-3347eef341d7.fc.signal	4.45033	1.78261	1.29946	1.54939	1.17708	1.50854	2.08406	2.39179	3.60454	4.91352	5.82023	5.05043	2.42526	3.87073	5.1159	3.69974	3.38023	3.52841	2.82158	3.19356	2.21595	2.2555	3.26534	3.20347	2.72261	2.73736	1.76557	1.87974	2.66719	1.39713	0.970229	1.10726	1.59584	1.57099	2.34584	3.93384	3.62359	3.53322	0.613734
