	chr4:75554041-75554190	chr4:75554191-75554340	chr4:75554341-75554390	chr4:75554391-75554490	chr4:75554491-75554590	chr4:75554591-75554640	chr4:75554641-75554660	chr4:75554661-75554790	chr4:75554791-75554940	chr4:75554941-75554990	chr4:75554991-75555090	chr4:75555091-75555240	chr4:75555241-75555390	chr4:75555391-75555540	chr4:75555541-75555690	chr4:75555691-75555840	chr4:75555841-75555990	chr4:75555991-75556140	chr4:75556141-75556290	chr4:75556291-75556440	chr4:75556441-75556590	chr4:75556591-75556740	chr4:75556741-75556890	chr4:75556891-75557040	chr4:75557041-75557190	chr4:75557191-75557340	chr4:75557341-75557490	chr4:75557491-75557540	chr4:75557541-75557560	chr4:75557561-75557640	chr4:75557641-75557710	chr4:75557711-75557790	chr4:75557791-75557940	chr4:75557941-75558090	chr4:75558091-75558240	chr4:75558241-75558390	chr4:75558391-75558540	chr4:75558541-75558690	chr4:75558691-75558840	chr4:75558841-75558990	chr4:75558991-75559084	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	0.4733	0.760423	0.912478	0.727865	0.49706	0.632257	0.640394	0.811962	0.965739	0.541304	0.569527	1.14743	2.0047	1.68446	1.91979	2.35252	1.79384	0.881739	1.12362	1.9321	1.96312	2.52588	2.00729	1.70498	1.3084	0.888889	0.761054	0.290106	0.293692	0.739837	1.30366	1.68113	1.45815	1.65294	1.60361	1.34736	1.61962	1.56957	1.21143	0.348293	0.64638	0.469034
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.20a7277a-189d-447e-b862-19ad112ed91b.fc.signal	3.02886	2.32174	2.33135	1.74641	0.683933	0.789389	1.08673	2.39462	4.63984	6.7394	6.72025	6.21313	7.93881	8.02508	8.56115	7.59901	5.34542	6.02912	6.04553	4.28987	3.92976	4.3857	4.66708	4.88992	4.2755	3.35432	2.73562	2.21947	2.29059	2.48286	2.9407	3.16225	3.69426	4.5911	4.1128	2.8377	2.80921	2.23875	2.7724	2.48857	2.40198	0.643885
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.15c43137-8b62-45aa-904f-5b9257a45d2c.fc.signal	3.49821	2.6849	1.73437	1.35103	0.712136	1.06252	1.39666	2.11588	3.41466	3.79476	4.17206	6.07672	8.04772	6.76269	10.0792	8.8996	6.20768	6.74758	6.30015	6.34177	4.38499	3.14412	3.45029	3.01561	2.79126	2.19459	2.14974	2.2197	2.11603	2.3417	3.07511	3.1372	3.25365	2.49185	2.58212	1.84517	1.76014	1.06036	1.72802	1.44078	0.915823	0.609262
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.d1780581-c5b9-4ce5-a302-4e6523b46a10.fc.signal	0.863407	0.723745	0.313191	0.29642	0.668676	0.279214	0.346084	0.790829	0.354138	0.739859	1.07228	1.63846	1.62904	1.32587	1.69744	1.28523	1.79331	1.56699	1.2427	1.86867	0.679536	0.461744	1.35174	0.876399	1.19365	1.79805	1.11871	0.830798	1.16236	1.05755	0.895585	0.752673	0.456913	0.179117	0.617737	0.254067	0.0672264	0.650041	1.08273	1.0493	0.654803	0.507042
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.142b6389-99b2-4c91-9b9d-3ef0423dd139.fc.signal	4.36181	4.08797	3.8332	3.4233	3.36384	5.43149	6.12229	6.58005	6.86821	8.44974	10.1503	9.48774	9.78677	10.6204	9.12375	6.19079	3.70145	4.78846	6.10561	8.14945	9.03704	8.80008	7.14509	7.42773	7.17816	5.75775	5.61707	4.72937	4.84029	4.94277	4.92197	4.96253	5.72474	5.31477	5.18823	5.26723	5.9964	3.67996	5.85439	4.66712	3.06278	0.670166
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.18576743-b1b7-40af-bbff-f6570943d6bc.fc.signal	1.72321	1.18145	0.949415	0.831119	0.751549	1.13866	1.22114	1.4063	1.97792	2.30166	2.31238	3.22127	5.0033	5.66074	5.75482	6.30746	5.31617	6.51721	5.37431	4.44186	4.25246	3.26126	2.6808	1.57862	1.00537	0.711771	0.739482	0.97501	1.07558	1.27063	1.23773	1.50322	1.07365	1.15858	1.05628	0.558901	0.598411	0.58959	1.23739	1.64425	1.20019	0.456522
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.afb78491-e0c2-4398-aa2a-4c98b0c4c5b7.fc.signal	0.136144	0.724478	0.548342	0.216549	0.155237	0.036635	0.199206	0.434248	1.51121	1.88724	1.65357	1.55514	2.74523	3.61478	4.79057	4.32532	3.1877	3.82762	2.45642	1.41851	1.31219	0.997898	0.880672	1.38068	0.774816	0.863966	0.941712	1.03607	1.25933	2.63953	3.19722	1.65024	1.21474	1.7074	1.35002	1.03392	0.605328	0.832667	1.10706	1.19105	0.532629	0.561644
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.272975fa-d097-445a-8194-d8db0cc814ad.fc.signal	1.40492	1.36383	0.836855	0.938255	0.564525	0.741293	0.993512	1.02852	0.767433	0.838341	1.4674	1.81459	1.54737	1.79339	0.872623	1.67819	1.38092	0.796844	0.916977	1.25132	1.10609	0.857231	0.440056	0.390904	0.576255	0.869576	0.558772	0.866977	1.12775	0.87837	0.551609	0.37356	0.46104	0.328562	0.277302	0.283235	0.364918	0.74326	0.473213	0.168926	0.546912	0.391304
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.1adc09a2-a510-4845-9331-a4c7f3104a2a.fc.signal	1.27276	1.85296	1.57507	0.621919	0.343068	0.858582	1.13198	1.78411	2.20857	2.34335	2.92436	4.62024	5.66717	4.52271	5.34292	5.00986	4.79509	5.39747	4.431	4.65952	3.22355	2.62881	3.36695	2.55873	1.99379	1.61276	1.62005	0.988343	0.969767	0.87024	0.96459	1.85419	2.24109	2.16673	1.94727	1.25914	1.29548	1.37886	2.05157	1.09954	1.63573	0.394737
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.2738728e-c625-46ab-90a4-80a1e15e2e66.fc.signal	1.33225	0.832466	0.693265	0.654721	0.768124	0.67267	0.391258	0.834976	0.827822	1.75083	2.53642	1.33455	2.61315	3.00166	1.66	1.92266	1.65325	1.77515	1.01302	0.519975	0.562594	0.667474	1.10444	1.03908	1.60194	0.872373	1.16017	0.850843	0.73672	0.729776	1.48639	2.06945	1.5049	0.710459	0.706971	1.36938	0.581229	0.203437	0.430906	0.830479	0.685234	0.54881
