	chr13:48692171-48692320	chr13:48692321-48692470	chr13:48692471-48692620	chr13:48692621-48692770	chr13:48692771-48692920	chr13:48692921-48693070	chr13:48693071-48693150	chr13:48693151-48693220	chr13:48693221-48693370	chr13:48693371-48693520	chr13:48693521-48693670	chr13:48693671-48693820	chr13:48693821-48693970	chr13:48693971-48694120	chr13:48694121-48694160	chr13:48694161-48694270	chr13:48694271-48694320	chr13:48694321-48694420	chr13:48694421-48694570	chr13:48694571-48694720	chr13:48694721-48694870	chr13:48694871-48694980	chr13:48694981-48695020	chr13:48695021-48695170	chr13:48695171-48695320	chr13:48695321-48695470	chr13:48695471-48695620	chr13:48695621-48695770	chr13:48695771-48695920	chr13:48695921-48696070	chr13:48696071-48696220	chr13:48696221-48696370	chr13:48696371-48696520	chr13:48696521-48696670	chr13:48696671-48696820	chr13:48696821-48696970	chr13:48696971-48697120	chr13:48697121-48697270	chr13:48697271-48697299	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.49e5ea45-59d8-417f-b446-420c07cf032e.fc.signal	1.50436	0.277781	0.0882456	0.718897	1.01631	1.28103	0.955866	1.2955	0.682994	0.61687	1.4086	1.08294	0.394257	0.317167	0.17155	0.54612	0.693881	0.661607	1.07578	0.969763	0.653872	0.733094	0.215269	0.205001	0.353551	0.343791	0.534241	0.599651	0.620901	0.977089	1.1258	1.18297	0.975445	0.786824	0.765135	0.413975	0.257424	0.0049028	0.362439	0.173273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.f2b75171-e2d2-4fe1-8ece-a2ab6c448cec.fc.signal	0.502026	0.214891	0.503043	0.238654	0.0923167	0	0	0.185964	0.343443	1.34491	0.482304	0.400423	0.666632	1.01026	0.889811	0.91251	1.47344	1.38233	0.7931	0.454871	0.661165	0.332621	0.24145	0.119659	0.200496	0.421667	0.295058	0.28787	0.11483	0.401363	0.330823	0.180324	0.244454	0.221331	0.219929	0.184409	0	0.104346	0.294454	0.628975
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.8de637e5-a5d6-4185-adf0-6cd26a8c9528.fc.signal	0.249199	0.290779	0.737912	0.4903	0.463584	0.124143	0	0.0228574	0.568386	0.268071	0.192423	0.488831	0.0146681	0.290315	0.144449	0.34247	0.797352	0.762699	0.15705	0.759885	0.755572	0.146069	0	0.411647	1.14259	0.676885	0.257781	0.0624062	0.276236	0.0576046	0	0.371229	0.72082	0.349747	0.398786	0	0	0	0	0.641975
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.e0c0800b-3b56-4a12-9e86-6c2b014acbe6.fc.signal	2.60958	2.48147	2.66765	2.2653	1.90776	2.79257	1.05614	0.830009	1.67223	3.32955	1.64703	1.65324	3.91881	3.04	1.4289	2.28482	2.23775	1.04138	1.1166	1.97053	1.1244	0.903079	0.5567	0.00742267	0.552927	1.66011	0.684493	1.38034	0.828778	0.298191	0.399868	0.24398	0.634913	0.809441	0.727366	0.374845	1.19489	0.950002	1.66992	0.412944
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.c9356221-6b90-4965-9d95-323075444bf6.fc.signal	0.390026	0.0243627	0	0	0	0.000906333	0.355301	1.45734	1.29125	0.404386	1.00471	0.731824	0.574196	0.721468	0.874319	0.832544	1.02811	1.1151	0.752112	1.10149	0.691114	0.208849	0.275439	0.651961	0.691841	0.672815	0.484182	0.493686	0.510855	0.395413	0.83357	0.655307	0.415963	0.497456	0.743647	0.487737	0.076132	0.414362	0.787963	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001916.1.e7613ff6-6db0-405e-a3e1-4d00a7bd21ef.fc.signal	0	0	0.478734	0.341207	0	0	0	0	0.274688	0.493806	0.357324	0.174103	0.297827	0.401721	0	0.325174	0.83529	1.12726	0.654414	0	0	0	0	0	0	0	0.0207145	0.5975	0.0452986	0.158685	2.235	2.44195	0.186592	0.652903	0.0687716	1.24312	0.327994	0.0820033	0.39679	0.4
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003848.5.24421c99-53f4-4f1c-8ef1-69e3df8de28a.fc.signal	0.420829	0.684397	0.804932	0.962249	0.672142	1.13178	0.271994	0.914899	0.68232	0.439253	0.480117	0.283991	1.83452	0.664561	0.321204	0.811283	1.23908	1.56542	0.672341	0.689797	1.1729	1.08684	0.591293	0.383045	0.860717	0.831351	1.11237	0.750821	0.316115	0.178892	0.234435	0	0.136895	0.159531	0.304598	0.12189	0.525214	0.0960816	0	0.645
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001306.1.18e3adfa-3eb3-43e1-9f5c-5877d3eea934.fc.signal	0.280466	0.0479321	0.129884	0.365113	0	0	0.0373012	0.429759	0.467701	0.649685	0.167538	0.380992	1.49554	1.29399	0.746032	0.992397	1.10297	0.55633	0.849055	0.587204	0.756161	0.255056	0	0.332517	0.98508	1.75818	0.457211	0.276244	0	0.253544	0.515402	0.241075	1.08484	0.21198	0	0	0	0	0	0.46124
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.a4af2880-eb13-4bea-b57f-bb2142b248dc.fc.signal	0.271156	0.324113	0.403553	0.44617	0.320705	0.467808	0.412787	0.97248	0.501078	0.0871451	0.303697	0.502757	0.885725	0.500949	0.22654	0.123451	0.36387	0.359036	0.245483	0.38275	0.362924	0.484817	0.931607	0.295926	0.494285	0.193496	0.616616	0.255097	0.157017	0.740894	1.52676	1.47399	0.770218	0.346958	0.130502	0.38383	0.00511773	0	0	0.474286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.d51198c1-7a73-4d86-97a2-4552cc10d322.fc.signal	0	0	0	0	0	0	0	0	0	0.924837	1.44056	0.383188	1.84155	3.69625	3.97276	2.8758	3.63992	4.55719	3.16353	5.00743	5.2976	2.08027	0.433499	0.639089	1.33625	0.787094	1.03427	1.09599	0.841737	0.497437	0.168841	0.16235	0	0.809835	0.997364	0.943312	0.959396	1.15688	2.02966	0.395425
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001326.1.3eaf7d0b-e072-4b5d-baf9-56a70a1f9dee.fc.signal	0.08238	0.444331	0.818623	0.393373	0	0.213385	0.294219	0.196143	0.412924	0.299331	0.586998	0.46729	0	0	0	0	0.418643	0.757925	0.533905	0.0686498	0.147394	0.367979	0	0	0	0.154461	0.379895	0.324566	0.370411	0.101138	0.810495	0.162056	0.432809	0.162912	0	0	0	0	0	0.575221
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.c02216f5-387b-4ad0-b451-f30307b31d6f.fc.signal	0.171966	0.360243	0.422755	0.474823	0.620678	0.414206	0.242431	0.408287	0.41478	0.343147	0.989509	0.819514	0.945406	0.702706	0.481641	0.310068	0.103443	0.141457	0.283235	0.298596	0.203166	0.126063	0.196241	0.274618	0.128469	0.252583	0.552332	0.579844	0.373687	0.356111	0.415211	0.619876	0.596971	0.448167	0.637823	1.0814	0.844938	0.562488	0.221891	0.583826
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.829b60f6-fc9d-4134-bce9-259337c2a36b.fc.signal	0	0.293229	0.0798308	0	0	0	0	0.142079	0.248269	0	0.0400996	1.01261	0.882254	1.23321	1.49314	1.26167	0.274966	0.0036092	0.259521	0.173965	0.488132	0.374411	0.171861	0.0596074	0.186992	0.177587	0.515385	0.477534	0.363081	0.00422973	0	0	0.117722	0.247758	0.0887923	0	0	0	0	0.412214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000339.2.c79ef9dc-bc24-469b-b3af-895d28f16479.fc.signal	0.444026	0.428417	0.22206	0.35183	0.283785	0.586039	0.72434	0.379117	0.169059	0.491401	0.372979	0.129629	0.216366	2.47261	1.66149	0.148084	0	0.88613	2.84518	1.22495	2.07633	0.977352	0.65157	0.783125	0.721491	0.708301	0.327345	0.311263	1.06761	0.902292	0.164538	0.562913	1.25969	1.64629	0.36922	0	0	0.282347	0.65157	0.564583
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.1c34c63e-5cf7-4a37-9aa6-bbd711bde3d6.fc.signal	2.90998	1.05568	0.720705	0.494149	0.311204	0	0	0	0.283355	1.10677	1.81233	1.20261	0.161351	1.16659	2.12714	1.64917	2.02279	1.60542	0.424281	0	0.169139	0.352239	0.420959	1.42494	0.809071	0.69013	1.16944	0.561064	0	0.479295	0.616392	0	0.85616	0.606447	0.499427	0.231877	0	0	0	0.399103
