	chr11:74699092-74699241	chr11:74699242-74699391	chr11:74699392-74699541	chr11:74699542-74699691	chr11:74699692-74699841	chr11:74699842-74699991	chr11:74699992-74700141	chr11:74700142-74700291	chr11:74700292-74700351	chr11:74700352-74700441	chr11:74700442-74700541	chr11:74700542-74700591	chr11:74700592-74700661	chr11:74700662-74700741	chr11:74700742-74700891	chr11:74700892-74701041	chr11:74701042-74701191	chr11:74701192-74701341	chr11:74701342-74701491	chr11:74701492-74701641	chr11:74701642-74701791	chr11:74701792-74701841	chr11:74701842-74701941	chr11:74701942-74702091	chr11:74702092-74702241	chr11:74702242-74702331	chr11:74702332-74702391	chr11:74702392-74702501	chr11:74702502-74702541	chr11:74702542-74702611	chr11:74702612-74702691	chr11:74702692-74702761	chr11:74702762-74702841	chr11:74702842-74702991	chr11:74702992-74703141	chr11:74703142-74703291	chr11:74703292-74703441	chr11:74703442-74703591	chr11:74703592-74703741	chr11:74703742-74703891	chr11:74703892-74704041	chr11:74704042-74704146	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.60705	0.226554	0.17581	0.141446	0.0964079	0.226011	0.458529	0.695212	0.887607	0.37118	0.196964	0	0.074837	0.392083	0.269091	0.353616	0.271641	0.597169	0.423272	0.310637	0.181124	0.414713	0.498804	0.789825	0.782743	1.10633	2.78235	3.35559	1.16223	0.902125	2.01893	1.95972	0.800808	0.530324	0.166198	0.152	0.180443	0.161389	0.418549	0.35618	0.0731263	0.215174	0.264865
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	0.465923	0.618314	0.588049	1.30179	0.8961	0.53507	0.601016	0.502183	0.794383	0.746466	0.627842	0.589976	0.25697	0.0939577	0.553819	1.82888	1.40139	0.492074	0.231601	0.638064	0.524879	0.303233	0.506667	1.03313	0.900604	1.1793	1.08554	0.614032	0.383446	0.329199	0.790264	1.09675	1.06679	0.350198	0.399178	0.498191	0.468908	0.10592	0.237793	0.3096	0.0194775	0.183062	0.567943
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.61f2a6e9-d3c5-47bf-9c61-e6f61f7fd807.fc.signal	1.98458	1.94803	0.334823	0.568241	0.464107	0.114518	0.507317	0.208801	0.67353	0.413272	0.0708877	0.59321	0.644245	0.0567473	0	0.237397	0.255656	0.884143	0.165243	0.290571	0.0521275	0.188591	0.625739	0.688876	0.0456918	0.558259	0.85267	2.00437	1.10609	1.08158	2.34997	2.86038	2.20127	0.854279	0.84892	0.154222	0	0	0.213372	0.21788	0.171652	0.00896705	0.650246
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.d690d3e6-ed87-46ee-9d2a-0a5b66f16245.fc.signal	0.694008	0.411837	0.117507	0.186635	0.423086	0.0791363	0.130261	0.0911143	0	0	0	0	0	0	0.0916413	0.157111	0.161543	0.203767	0.163894	0.446065	0.452045	0.456119	0.696014	0.716985	0.530272	0.310908	0.308782	0.368439	0.528438	0.794315	1.10562	1.12782	0.506217	0.28161	0.410309	0.512179	0.170417	0	0.0371247	0.171074	0.0471972	0.102344	0.343434
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.2bdb0d55-cf7c-42db-b5e9-1e7fc8464aa8.fc.signal	0.308213	0.32023	0.583279	0.276145	0.139808	1.15001	0.790751	0.693931	1.29361	0.767158	0.599243	0.267522	0.137493	0	0.260406	0.293069	0.56645	0.209952	0.188149	0.424962	0.254455	0.3806	0.683255	1.45694	1.25462	1.93306	2.37746	2.79808	1.2795	0.935709	0.960883	1.3506	1.22496	1.26659	0.503632	0.895877	0.461986	0.476542	0.379393	0.667883	0.679131	0.494243	0.396552
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004603.3.33f77abf-b8ba-4cf9-9bf5-2a20b352f908.fc.signal	1.16891	2.69329	1.57357	2.75225	2.01672	2.95715	1.41642	1.00152	1.19874	0.249825	0	0	0	0	0.410349	0.455415	0.596901	0.845753	0.661705	1.01251	0.457604	0.797936	0.721121	1.16597	1.36933	1.69359	4.97179	4.92283	1.6086	1.29929	2.49141	2.30445	0.795382	1.11863	0.588065	0.483072	0.0162803	0.151615	0.673763	1.25966	0.89542	0.641676	0.455696
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.df24c052-2a81-4f1a-b170-2f4fdc228ffe.fc.signal	0.53807	0.625663	0.789389	0.711277	0.44528	0.631004	0.67567	0.542596	0.185196	0.219434	0.678069	0.312732	0.133168	0.308062	0.355308	0.904304	0.801835	0.703197	0.932008	0.651096	0.314956	0.333659	0.180132	0.830058	0.996773	1.07089	2.01869	1.91223	0.680311	0.423508	0.757034	1.05847	0.889016	1.15614	0.673401	0.817546	0.584929	0.397473	0.887851	0.479245	0.842957	0.468951	0.306931
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004608.1.2b4cac07-82e4-4fde-addf-f528201b15bb.fc.signal	1.06585	2.96133	1.61041	1.69518	1.57717	0.884451	1.26538	0.640917	1.01782	0.428597	0.586718	0.180713	0.0178966	0.604187	1.08799	1.06696	0.867691	0.777018	0.47512	0.897487	0.574288	0.895202	0.863489	1.15334	0.766046	0.221463	1.69679	2.61872	1.01356	0.396228	0.762869	1.18948	0.676792	0.524435	0.317947	0.284102	0.268952	0.280735	0.868089	0.872224	0.556928	0.217628	0.337363
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.604f0a28-681a-4e69-b09a-96c7d6e32ad9.fc.signal	0.876195	1.0733	0.606242	0.398518	0.424778	0.405284	0.354992	0.293091	0.168488	0.196424	0.109043	0.0802166	0.024042	0	0	0.0782597	0.227255	0.0700971	0	0.0596282	0.373408	0.422401	0.360475	0.223184	0.507244	0.793259	1.13748	1.29599	1.12892	1.0785	1.1657	1.05828	0.810639	0.771707	0.414196	0.219766	0.0645765	0.0760477	0.0642573	0.162142	0.147558	0.314967	0.138122
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.3bd7fa2e-4676-4775-9e3e-5e080ad64395.fc.signal	3.43136	3.67422	3.86112	2.89584	2.03809	2.13699	2.84102	2.93334	2.49149	1.06401	0.761476	0.441734	0.304325	0.0322226	0.273919	0.723991	0.921132	0.614867	1.46155	1.01532	0.261408	0	0.058438	0.631467	1.22238	1.36816	1.77558	1.68521	1.1908	1.00352	1.68778	2.29573	3.0901	2.79027	1.25955	1.44791	0.983293	0.557424	0.676008	1.01434	0.676943	0.242452	0.34375
