	chr3:21439186-21439335	chr3:21439336-21439485	chr3:21439486-21439635	chr3:21439636-21439705	chr3:21439706-21439785	chr3:21439786-21439935	chr3:21439936-21440085	chr3:21440086-21440235	chr3:21440236-21440385	chr3:21440386-21440465	chr3:21440466-21440535	chr3:21440536-21440685	chr3:21440686-21440835	chr3:21440836-21440985	chr3:21440986-21441135	chr3:21441136-21441285	chr3:21441286-21441435	chr3:21441436-21441585	chr3:21441586-21441675	chr3:21441676-21441735	chr3:21441736-21441885	chr3:21441886-21442035	chr3:21442036-21442185	chr3:21442186-21442335	chr3:21442336-21442485	chr3:21442486-21442585	chr3:21442586-21442635	chr3:21442636-21442785	chr3:21442786-21442935	chr3:21442936-21443085	chr3:21443086-21443235	chr3:21443236-21443385	chr3:21443386-21443445	chr3:21443446-21443535	chr3:21443536-21443685	chr3:21443686-21443835	chr3:21443836-21443985	chr3:21443986-21444085	chr3:21444086-21444135	chr3:21444136-21444242	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.225735	0.688297	0.246702	0.18503	0.175778	0.139389	0	0	0	0	0	0	0	0	0	0	0.282472	0.161591	0.46462	1.42161	2.53855	3.93745	0.373752	0	0.161589	0.677194	0.854819	0.835082	0.715433	0.514372	2.01801	0.773407	0.18503	0.154192	0	0	0.12408	0.059456	0	0.0417728	0.163636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.91c7adb9-9182-4f05-b5fa-c053c0a1b0ec.fc.signal	0.34255	0.510107	0.513828	0.564773	0.35081	0.310554	0.484682	0.332553	0.792831	0.680274	0.953783	0.885436	0.366835	0.300519	1.05978	0.861625	0.3919	0.315793	0.489649	0.227798	0.568079	1.11608	0.639929	0.500913	0.986467	1.42475	0.985382	0.464926	0.419519	0.158889	0.217536	0.191885	0.374748	0.39796	0.215997	0.672338	0.901663	0.663219	0.62233	0.445778	0.872781
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0	0.749846	1.38771	0.777743	0.834712	0.401075	0.552112	0.225278	0.15509	0	0.0584616	0.486138	0.291685	0.328713	0.498175	0.475753	0.298165	0.332219	1.16647	1.14125	1.12683	1.41909	1.64523	1.61792	1.12069	0.821206	0.796168	0.545815	0.445546	0.174159	0.264959	0.154819	0	0.0941858	0.517051	0.639855	0.257329	0.0484384	0	0	0.190476
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0.343925	1.61083	0.469526	0.557995	0	0.349632	0.10932	0	0.204711	0.476917	0.906395	0.881308	0	0.0114396	0.459905	0.345604	0.0580266	1.17393	0.938542	0.085797	0.150065	1.67164	0.154555	0.630585	0.163449	0.0648295	0.383257	0.987384	0.420218	0.590804	0	0.296817	0.647263	0.53964	0.210014	0.833404	0.136782	0.369012	0.668303	0.31324	0.234234
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.5720ead7-dd43-4b40-b17e-b9f7cda69ec0.fc.signal	0.473056	0.507665	1.86332	1.6389	1.34645	1.03527	0.289873	0.302537	0.909804	1.48045	1.39269	0.967954	0.726167	1.42567	1.15192	0.227129	1.08549	1.54205	1.17284	1.25841	1.50007	3.55257	5.44022	5.97586	4.73862	3.46293	2.13491	1.19816	1.21476	1.53598	2.04758	0.988155	0.384159	0.788866	0.538097	0.851932	1.43884	0.227157	0	0	0.516214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.f00a0f4a-5f50-4465-bbfb-8153fd1dc895.fc.signal	0	0.341484	0.0393863	0.376852	1.06746	0.591863	0.125206	0	0.056914	0.543198	0.908966	0.393166	0	0	0	0	0.315614	0.116415	0.689727	0.666023	0.352027	1.25228	0.76047	0.385463	0.020696	1.21439	2.28121	0.715307	0.610484	1.77667	2.76363	2.2435	0.38805	0.116415	0.212134	0.175916	0.119002	0.38805	0.031044	0.152319	0.530702
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.ea8a1015-0f82-48f9-9c20-42da2550bfd3.fc.signal	0.501795	0.209274	1.18496	2.04174	1.89261	1.56143	0.392198	0.451947	1.44193	1.75576	1.30232	0.803314	1.40419	1.3702	1.98687	1.85959	2.4785	2.33732	1.61568	2.42015	2.22607	3.04003	2.37938	3.18011	3.05157	3.39191	1.86922	1.11566	1.58993	0.898996	1.06899	0.326707	0.365865	0.548048	0.643526	0.742582	0.586232	0.570007	0.240836	0.452208	0.401747
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	0.166931	0.343177	0.398831	0.0821911	0.0547606	0.115047	0.295205	0.411608	0.272154	0.389132	0.356196	0.0535586	0.566211	0.751404	0.45821	0.449577	0.992894	1.44788	2.99797	3.76059	3.70521	3.94301	4.76093	4.95893	3.12285	2.238	2.14992	1.51576	0.720797	0.76293	0.524769	0.360608	0.548035	0.637152	0.507744	0.648972	0.427773	0.251785	0.229543	0.217852	0.361671
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	0	0	0	0	0.0269593	0.163323	0.0373521	0.208193	0.278258	0.767586	1.1882	0.551907	0.235858	0.032673	0.125221	0.266759	0.349117	0.49218	0.757994	0.426825	0.474604	1.50681	1.90931	1.25008	0.825115	0.539737	0.534327	0.810597	1.05746	0.74367	0.576859	0.435324	0.157536	0	0.330847	0.138292	0.380358	0.721576	0.888796	0.680021	0.170213
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d2972a82-a806-4e56-afab-8a78ae137176.fc.signal	0.373544	0.435711	0.145187	0	0	0	0	0.0522437	0.242565	0	0	0	0.006714	0.959024	0.202552	0	0.455633	0.674463	0.781017	1.54353	2.06632	0.526643	0.656043	1.14355	0.206385	0.506969	1.13443	0.466597	0.263784	0.241631	1.00726	1.52764	0.40503	0.396029	0.212193	0.218751	0.88348	0	0.056984	0.747921	0.154386
