	chr4:146440283-146440432	chr4:146440433-146440582	chr4:146440583-146440732	chr4:146440733-146440882	chr4:146440883-146441032	chr4:146441033-146441182	chr4:146441183-146441332	chr4:146441333-146441482	chr4:146441483-146441632	chr4:146441633-146441782	chr4:146441783-146441932	chr4:146441933-146442082	chr4:146442083-146442232	chr4:146442233-146442382	chr4:146442383-146442532	chr4:146442533-146442682	chr4:146442683-146442832	chr4:146442833-146442982	chr4:146442983-146443132	chr4:146443133-146443282	chr4:146443283-146443432	chr4:146443433-146443582	chr4:146443583-146443732	chr4:146443733-146443882	chr4:146443883-146444032	chr4:146444033-146444182	chr4:146444183-146444332	chr4:146444333-146444482	chr4:146444483-146444632	chr4:146444633-146444782	chr4:146444783-146444932	chr4:146444933-146445082	chr4:146445083-146445232	chr4:146445233-146445321	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.657458	0.162823	0.0678428	1.09165	0.890589	0.170225	0	0	0	0	0	0	0	0	0	0	0	0.474899	0.990502	0.014802	0	0.00863473	1.29764	1.69483	1.01394	0.0604427	0.400889	0.307143	0.112252	1.07808	0.31701	0.964599	1.03058	0.381295	0.388889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.91c7adb9-9182-4f05-b5fa-c053c0a1b0ec.fc.signal	2.18923	1.85037	1.02378	0.485542	0.771583	0.959391	0.178501	0.361039	1.08238	1.13765	1.20253	1.66127	1.27545	1.70206	3.43953	4.61487	3.27251	1.83769	2.54648	4.86674	4.35395	3.49218	2.79388	3.57193	3.46067	1.28413	0.486624	0.583337	0.660434	0.695436	1.41553	0.958062	0.232665	0.17332	0.354571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	1.19037	1.01741	0.697938	0.841887	1.11953	0.933752	2.7398	2.49281	1.88247	1.97901	1.41968	2.14384	1.85303	1.65943	1.44598	1.83392	1.94309	1.76622	1.33609	2.39641	1.98852	1.96697	2.92464	1.76619	1.52722	1.61163	1.94147	1.434	0.226187	0.289179	0.436749	0.32133	0.508277	0.505033	0.568
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.3635c35b-bff5-4878-adcc-965cd885b7d1.fc.signal	0.881848	0.989107	0.54558	0	0.699519	0.903417	0.125688	0.41135	0.347045	0.213112	0.0162433	0.47562	1.01344	0.622883	0.685261	1.23942	1.21105	0.917894	0.699375	0.68507	1.07201	1.42623	1.54608	0.806386	0.529876	0.799299	1.06139	0.82604	0.971689	0.512173	1.20114	0.734864	0.56386	0.802131	0.545455
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	3.73064	2.6158	0	0.242313	1.44617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141299	0.920967	2.67779	0.295308	0	0	0	1.16323	0.0572833	0.674535	0.629369	0.218199	0.237288
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	1.16571	1.03049	0.847795	0.775089	1.06677	1.88066	2.90278	3.17709	2.39597	4.21054	5.46607	5.79609	4.41948	5.30559	6.35028	5.81976	5.75673	6.8558	7.40568	5.58387	6.06255	5.50141	4.74548	3.48237	3.93214	3.38602	4.14696	4.47498	3.11857	1.42137	1.00159	0.250376	0.707508	0.338452	0.532143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	2.28536	2.22782	0.0581473	0.448923	0.103194	0.425975	0	0.263116	0.30065	0.861116	0.553452	0.543321	0.153068	0.326679	1.34156	0.899878	2.13583	2.16094	1.60022	0.794129	1.11156	0.542138	0.60208	2.39945	2.0536	0.470456	0.457475	0.606657	0.0965082	0	0.803276	0.503191	0.321874	0.700617	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	1.67534	2.43236	1.42525	1.27354	0.966249	0.763351	0.631136	0.71879	0.679176	0.899153	1.25301	1.47907	1.43075	0.976157	1.54263	1.45311	2.10178	1.80959	1.83644	1.56548	1.43093	1.29465	1.03958	0.647648	0.937787	0.782859	0.768929	1.23304	1.34812	1.07452	0.854169	0.862451	0.720592	0.127983	0.189597
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	0.461143	0.387387	0.835673	0.895045	0.694181	2.13849	3.52057	4.47882	6.43571	2.96923	2.40476	2.84213	2.66105	0.486166	1.08549	1.21526	1.97938	2.16139	1.56778	0.950882	1.23757	2.17779	1.89734	1.01668	0.59881	0.702609	1.00246	0.431104	0.994502	0.432986	0.403493	0.30707	0.321101	0.32451	0.477002
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.5b94d008-4850-4235-a4df-01d74d02137b.fc.signal	0.891869	0.792239	0.293407	1.07366	1.74882	0.384414	0.541748	0.296721	0.763466	0.571889	0.539038	1.30014	1.45099	0.544382	0.235712	0.504983	0.917147	0.806557	0.37466	0.230216	0.812747	0.650095	0.371933	0.823293	0.626678	0.647708	0.600655	0.446651	0.298447	0.771961	0.789041	0.357056	0.389805	0.0464198	0.521978
