	chr12:85049677-85049826	chr12:85049827-85049976	chr12:85049977-85050126	chr12:85050127-85050276	chr12:85050277-85050426	chr12:85050427-85050576	chr12:85050577-85050646	chr12:85050647-85050726	chr12:85050727-85050766	chr12:85050767-85050876	chr12:85050877-85050986	chr12:85050987-85051026	chr12:85051027-85051176	chr12:85051177-85051326	chr12:85051327-85051476	chr12:85051477-85051626	chr12:85051627-85051776	chr12:85051777-85051926	chr12:85051927-85052076	chr12:85052077-85052136	chr12:85052137-85052226	chr12:85052227-85052376	chr12:85052377-85052526	chr12:85052527-85052606	chr12:85052607-85052676	chr12:85052677-85052826	chr12:85052827-85052976	chr12:85052977-85053126	chr12:85053127-85053276	chr12:85053277-85053426	chr12:85053427-85053576	chr12:85053577-85053676	chr12:85053677-85053726	chr12:85053727-85053876	chr12:85053877-85053936	chr12:85053937-85054026	chr12:85054027-85054176	chr12:85054177-85054266	chr12:85054267-85054326	chr12:85054327-85054476	chr12:85054477-85054626	chr12:85054627-85054751	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.747532	1.16726	0.568599	0.233206	0.153555	0.475411	0.0302367	0	0.0419283	0.106577	0.220565	0.220945	0.130335	0.560829	0.458122	0.788766	0.938062	0.528679	0.0143412	0.231053	0.646682	0.867643	0.320002	0.286824	0.297068	0.176875	0	0	0.0820635	0.298775	0.399163	0.585599	0.554526	0.291604	0.0657305	0	0.0430236	0.403862	0.34159	0.477483	0.263522	0.104213	0.38512
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	0.973796	0.495708	0.600353	0.657553	0.967468	0.43446	0.84586	0.838498	0.56252	0.174199	0.197464	0.19816	0.259981	0.704171	0.467843	0.627753	1.0376	0.9551	0.372185	0.188851	0.669845	0.617833	0.510349	0.916894	0.336196	0.0784458	0.0890989	0.280855	0.00193693	0.142365	0.894758	0.254223	0.191756	0.326162	0.29054	0.138814	0.179166	0.439801	0.408732	0.261401	0.570062	0.125513	0.271719
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.69656c3b-1dfd-41af-af20-57e8f19233a1.fc.signal	0.567124	0.42784	0.345621	0.380261	0.189397	0	0.236745	0.697644	0.854459	0.757871	0.273335	0.397686	0.268874	1.22288	0.681663	0.744412	0.729305	0.228088	0.390049	0.0988043	0	0	0	0	0.0560301	0.352718	0.285875	0	0	0	0.0615141	0.183673	0.137708	0.23035	0.265231	0.285215	0.0466645	0	0.143503	1.09576	0.317089	0.201527	0.274419
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.81777bd7-a811-47be-9ebc-c73408291448.fc.signal	0	0.119278	0.891857	0.895418	0.122836	0	0	0	0	0.208785	0.742812	1.59547	3.08149	3.33251	1.328	0.267009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209419	0.808348	1.31305	1.65086	0.634364	0.203215	0	0	0	0	0	0.57384
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.52ed6dfc-f444-41dd-94ff-8e67dd11315f.fc.signal	0.159621	0.0491212	0.272004	0.126112	0.140678	0.134522	0	0.026005	0.120087	0.114769	0.197993	0.391992	0.31517	0.154531	0.0069758	0	0.00390267	0.108126	0.135447	0.0262967	0.0368153	0.359893	0.719746	0.459693	0	0.0105187	0.319927	0.336744	0.206223	0.136743	0	0	0	0	0	0	0.273574	0.555398	0.157828	0	0.264155	0.199529	0.387363
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.2bdb0d55-cf7c-42db-b5e9-1e7fc8464aa8.fc.signal	0.565426	0.698354	0.670439	0.46708	0.0492728	0.227336	0.916707	0.895617	0.464076	0.359054	0.142258	0.112963	0.191601	0.435877	0.819556	0.534103	0.0026268	0.599583	0.211907	0	0	0	0.111279	0.288504	0.0787523	0.198145	0.0518808	0	0.205159	0.210962	0.293262	0.500743	0.458658	0.6183	0.287625	0.017512	0.250958	0.20908	0.213058	0.179229	0.145444	0	0.397849
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.b45ed777-a5dc-4527-b410-7a0e01173bd4.fc.signal	0.275911	0.591006	0.052328	0.260787	0.0925881	0.160791	0.310665	0.156741	0.110919	0.139824	0.242873	0.414555	0.247675	0	0.154752	0.1891	0.584445	0.507119	0.274509	0.191659	0.132439	0.23702	0.710284	0.686212	0.458228	0.705837	0.421218	0.306214	0.304353	0.391649	0.0983038	0.205013	0.377706	0.393949	0.305004	0.47865	0.277214	0.175505	0.284129	0.30878	0.368606	0.665466	0.256604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.9b5b0cc0-4302-439e-a9d9-d779f62c822e.fc.signal	0.318638	0.417211	0.60878	0.0258963	0.325076	0.049251	0.123017	0.931408	0.534694	0.171042	0.426983	0.572325	0.843972	0.448319	0.145803	0	0.533316	0.0159727	0	0	0.327433	0.266084	0	0	0.0256183	0.673633	0.28349	0.205456	0.341784	0	0.0310592	0.236528	0	0.039585	0.45675	0.399079	0.873936	0	0.286564	1.00816	0.101031	0.349366	0.708955
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.baa2a3ca-0f47-4bf7-901e-dd73f7a290b4.fc.signal	0.361241	0.77455	0.52956	0.173965	0.214687	0.216535	0.200432	0.171012	0.182144	0.196785	0.254984	0.723823	0.7729	0.675392	1.08569	0.692204	0.342643	0.180183	0.604253	0.159859	0.020332	0.233494	0.371078	0	0	0.171034	0.191971	0.362153	0.673839	0.253115	0.261715	0.376001	0.604545	0.913973	0.616119	0.314772	0.0427881	0	0	0	0.527617	1.09455	0.858025
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004617.2.4f4a0497-3ec2-413a-b94e-d213b036987a.fc.signal	0.844669	0.607125	0.362464	1.05836	0.475793	0.308899	0.176393	0.120344	0.186268	0.402187	0.306749	0.362638	0.213505	0.275242	0.229113	0.106407	0.349915	0.469856	0.235044	0.404851	0.308229	0.138133	0.472274	0.103671	0	0	0.0597211	0.350927	0.643837	0.218013	0.220141	0	0.0360376	0.223788	0.402761	0.519217	0.379358	0.755738	0.611666	0.344396	0.242525	0.302717	0.212435
