	chr6:70789189-70789338	chr6:70789339-70789488	chr6:70789489-70789638	chr6:70789639-70789788	chr6:70789789-70789938	chr6:70789939-70790088	chr6:70790089-70790238	chr6:70790239-70790388	chr6:70790389-70790538	chr6:70790539-70790688	chr6:70790689-70790838	chr6:70790839-70790988	chr6:70790989-70791138	chr6:70791139-70791288	chr6:70791289-70791438	chr6:70791439-70791588	chr6:70791589-70791738	chr6:70791739-70791888	chr6:70791889-70792038	chr6:70792039-70792188	chr6:70792189-70792338	chr6:70792339-70792488	chr6:70792489-70792638	chr6:70792639-70792788	chr6:70792789-70792938	chr6:70792939-70793088	chr6:70793089-70793238	chr6:70793239-70793388	chr6:70793389-70793538	chr6:70793539-70793688	chr6:70793689-70793838	chr6:70793839-70793988	chr6:70793989-70794138	chr6:70794139-70794269	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.465031	0.645122	0	0.0407066	0.310844	0.401463	0.491359	1.18879	0.812956	0.0641421	0.117185	0.79561	0.847417	0.0900479	0	0.0974491	1.12495	0.81288	0.128287	0.0567425	0	0.308377	1.35809	1.59368	1.4453	0.0675363	0.383803	0.267103	0.143738	0.209281	0.122653	0.391312	1.13665	0.793223	0.637591
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.91c7adb9-9182-4f05-b5fa-c053c0a1b0ec.fc.signal	0.390959	0.429668	0.78106	0.806274	0.961865	1.04587	1.01534	1.16625	1.44044	0.967315	1.2851	1.48149	0.884264	1.1735	1.24838	1.29373	0.525148	0.748352	0.863717	0.854081	0.852379	0.826696	0.610472	0.843541	0.326612	0.599219	0.259571	0.497001	0.558196	0.156311	0	0.18688	0.117372	0.398019	0.366123
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.289037	0.906059	0.484414	0.294791	0.209541	0.544966	0.674833	0.458122	0.798944	0.983169	0.520267	0.216711	0.43661	0.345247	0.312173	0.342993	0.380472	0.672241	0.926777	0.501145	0.0406334	0.767254	0.518367	0.267001	0.811646	0.434546	0.310761	0.17521	0.138782	0.221666	0.270214	0.142217	0.309832	0.210091	0.406027
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.3635c35b-bff5-4878-adcc-965cd885b7d1.fc.signal	0.220241	0	0	0.154684	0.944915	1.1044	0.816826	0.165263	0.0725537	0.335287	0.63765	0.532353	0.745717	0.291883	0.33943	0.513528	0.307554	0.553746	0.363415	0.700573	1.01491	0.927147	1.31621	0.447927	0.229609	0.57516	0.601737	0.444498	0.24691	0.278512	0.258612	0.345212	0.149221	0.290119	0.504412
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	0	0	0	0	0	0	0	1.01465	0.884159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.937648	0.124117	0	0.0121229	0.818564	0.411667	0	0	0	0	0	0.601881
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.156416	0.247238	0.0797215	0.090822	0.625749	1.08095	0.666117	0.866946	1.80601	2.14262	1.93874	2.65735	1.90946	3.41124	1.58454	0.50357	1.18081	0.698404	0.2099	0.150236	0.293654	0.268458	0.0962383	0	0	0.0736667	0.229073	0	0.104412	0.15219	0.0530641	0.49918	0.296684	0.573163	0.617978
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0.368436	0	0	0.154702	0.731318	0.979778	0.314092	0.422679	0.600055	0.393786	0	0.322881	0.351595	0.0724508	0.526104	0.070319	1.38294	0	0.99853	0.45473	0	0.499221	0.927388	0.505456	0	0	0	0	1.13129	0.343715	0	0	0	0	0.541382
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	1.03426	1.08564	1.17175	0.397762	0.34541	1.32633	1.52236	0.958519	0.787321	0.796421	0.505263	1.31335	0.895985	0.597571	0.839691	0.757324	1.37166	1.11015	0.890786	0.826206	1.06472	0.539089	0.911873	0.65243	0.241936	0.30755	0.478748	1.02208	0.277817	0.235785	0.694155	0.929643	0.899019	0.498842	0.27231
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	1.40166	1.62202	0.576162	0.210144	0.713387	0.481707	0.459249	0.74835	1.41172	1.37245	0.611694	0.402232	1.09604	1.25887	1.38377	1.00692	0.918988	0.821648	0.828919	0.499729	0.704057	0.680791	0.678405	0.529287	0.620055	0.159101	0.422348	0.19126	0.200782	0.561417	0.539972	0.255761	0.452318	1.47767	0.47516
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.5b94d008-4850-4235-a4df-01d74d02137b.fc.signal	0.378031	1.28917	3.02961	0.837903	0.766202	0.943574	0.868886	0.956722	0.728013	2.10697	1.33075	1.02543	0.531592	0.378253	0.499418	0.528456	0.9774	1.19485	1.32389	1.0004	2.10957	1.84906	1.5727	1.21989	0.714495	0.873277	0.291694	0.452054	0.382691	1.47424	0.671961	0.743537	1.39872	1.12415	0.631579
