	chr1:180834022-180834171	chr1:180834172-180834321	chr1:180834322-180834471	chr1:180834472-180834621	chr1:180834622-180834771	chr1:180834772-180834921	chr1:180834922-180835071	chr1:180835072-180835221	chr1:180835222-180835371	chr1:180835372-180835521	chr1:180835522-180835671	chr1:180835672-180835821	chr1:180835822-180835971	chr1:180835972-180836121	chr1:180836122-180836271	chr1:180836272-180836421	chr1:180836422-180836571	chr1:180836572-180836721	chr1:180836722-180836871	chr1:180836872-180837021	chr1:180837022-180837171	chr1:180837172-180837321	chr1:180837322-180837471	chr1:180837472-180837621	chr1:180837622-180837771	chr1:180837772-180837921	chr1:180837922-180838071	chr1:180838072-180838221	chr1:180838222-180838371	chr1:180838372-180838521	chr1:180838522-180838671	chr1:180838672-180838821	chr1:180838822-180838971	chr1:180838972-180839121	chr1:180839122-180839216	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.402742	0.748394	0.157912	0	0.0148024	0.94733	1.17306	0.0851129	0	0.534108	1.7343	1.12002	0.567413	1.57395	4.17982	1.38892	2.3844	6.14546	0.902925	0.186263	0.425559	0.424326	0.226968	0.107317	0.127054	0.0912815	1.03614	1.43826	3.66116	1.40375	0.191197	0.0074012	0	0	0	0.633452
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.91c7adb9-9182-4f05-b5fa-c053c0a1b0ec.fc.signal	0.686311	0.455027	0.748405	0.603279	0.56413	0.962671	0.287755	0	0.294855	0.684955	0.556907	0.867774	0.636839	0.487942	0.476263	0.758577	0.514634	0.173921	0.784947	0.682394	0.469326	0.596293	1.33042	1.02959	1.18182	1.29388	1.6195	1.11024	0.670245	0.895895	0.87171	0.968395	0.813105	1.34727	1.61822	0.263982
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.0360937	0	0.059755	0.368091	0.373261	0.392714	0.310246	0.847981	0.477243	0.186289	0.158429	0.836067	0.861347	0.483341	0.382126	0.298412	0.448493	0.371243	0.756897	1.42847	1.58909	1.08215	0.449358	1.17753	1.02921	0.551842	0.831589	0.880474	0.898645	0.430405	0.486007	0.506722	0.886764	0.707117	0.637806	0.410405
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.3635c35b-bff5-4878-adcc-965cd885b7d1.fc.signal	0	0	0.23683	0.649977	0.113139	0.305858	0.134655	0.245773	0.718431	0.0628307	0	0.599329	1.03996	0.37346	0.1571	0.932822	0.587251	0.34974	0.232694	0.641807	0.784783	0.173463	0.0670065	0.846467	0.582414	0	0.047771	0.258301	0.119705	0.167121	0.0580133	0.328646	0.286743	0.36254	0.0419783	0.662857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	0	0	0	0	0	0.191899	0.331297	0	0	0.726912	1.02258	0	0	0	0	0	0.716749	0.146647	0.414748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.793103
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.182653	0.42484	0.335027	0.522984	0.458946	0.391315	0.719923	0.709351	0.703435	0.637829	0.919899	0.89266	0.692926	1.22317	1.21385	2.71777	2.74662	5.47316	6.86999	5.9583	5.72632	7.29482	6.77302	5.87684	6.15639	3.73655	3.12405	1.60991	0.581415	1.13926	1.42707	1.24644	1.39579	0.421834	0.575223	0.693069
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0	0	0	0	0	0	0.348531	0.773374	0.675191	0.347667	0.361642	0.00254233	0	0	0.623495	0.103135	0.113875	0.771981	0.0183041	0	0	0	0.134744	1.41556	0.52623	1.09581	0.0234397	0	0.188966	0.850045	0.539082	0.328039	0.665601	0	0	0.496983
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	0.429799	0.678122	0.334212	0.450575	0.641086	0.8611	1.16133	1.48249	0.849523	0.812145	1.13835	0.691729	0.749357	1.51034	1.75774	1.05479	1.8119	2.4996	1.87665	1.55766	1.59986	1.95413	3.52788	2.96231	2.3296	2.66534	2.02601	1.96171	1.8903	1.90507	1.22669	1.13011	1.18608	0.869611	0.660531	0.192926
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	0.54134	0.210407	0.733062	0.739808	0.598456	0.555613	0.602292	0.484317	0.234161	0.383939	0.783186	0.192537	0.119537	0.462606	0.794333	0.915899	0.65607	1.1107	1.32953	2.33179	2.823	3.14707	1.71208	1.2046	1.35444	1.6707	0.98194	1.0671	1.20621	1.70073	1.68303	1.31017	0.669146	1.37409	0.724756	0.452436
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.5b94d008-4850-4235-a4df-01d74d02137b.fc.signal	0.715106	0.764966	1.14758	1.34038	1.11604	1.54106	0.659719	0.6134	1.0709	0.883458	0.435247	0.416823	1.13957	1.5609	0.861175	1.76975	1.86753	2.67902	3.35258	1.65677	1.26223	0.941666	0.986738	0.701204	0.961775	0.975736	0.548774	1.18129	1.10269	0.261256	0.510922	0.401148	0.151073	0.341993	0.478101	0.549784
