	chr12:52836953-52837012	chr12:52837013-52837102	chr12:52837103-52837252	chr12:52837253-52837402	chr12:52837403-52837552	chr12:52837553-52837702	chr12:52837703-52837852	chr12:52837853-52838002	chr12:52838003-52838152	chr12:52838153-52838302	chr12:52838303-52838452	chr12:52838453-52838602	chr12:52838603-52838752	chr12:52838753-52838802	chr12:52838803-52838902	chr12:52838903-52839052	chr12:52839053-52839202	chr12:52839203-52839352	chr12:52839353-52839502	chr12:52839503-52839652	chr12:52839653-52839802	chr12:52839803-52839952	chr12:52839953-52840102	chr12:52840103-52840252	chr12:52840253-52840312	chr12:52840313-52840402	chr12:52840403-52840552	chr12:52840553-52840702	chr12:52840703-52840802	chr12:52840803-52840852	chr12:52840853-52840902	chr12:52840903-52841002	chr12:52841003-52841102	chr12:52841103-52841152	chr12:52841153-52841232	chr12:52841233-52841302	chr12:52841303-52841342	chr12:52841343-52841452	chr12:52841453-52841502	chr12:52841503-52841602	chr12:52841603-52841752	chr12:52841753-52841902	chr12:52841903-52841987	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	3.5487	1.55312	3.23524	3.26695	5.71379	0.925995	1.08881	1.05183	3.14376	2.88819	1.71777	2.47607	1.3422	1.33004	0.308186	0.818732	1.41803	0.777138	0.320019	1.37263	1.83254	2.41694	0.905992	0.576221	0	0	0.0509216	0.481434	0.5951	3.47423	4.22534	2.54664	1.82012	0.833476	0.504352	0	0	0.328817	0.6605	0.755097	0.520598	2.41045	1.07188	0.780459
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.fa27d843-786a-4e79-8835-42abca97de87.fc.signal	0.0983928	0	0.125666	0.357459	0.218427	0.634977	0.483467	0.606642	0.379724	0.0438313	0.42479	0.240419	0.58179	0.578886	0.375308	0.405002	0.221751	0.496078	0.222793	0.316542	0.150664	0.149243	0.257214	0.744724	0.0758375	0.566446	0.597145	0.607273	0.43129	0.315389	0.483913	0.413104	0.503814	0.38051	0.221154	0	0	0	0	0.208775	0.240557	0.152035	0.288343	0.803571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000055.3.18017a46-582b-4ce3-bfb4-e75efa17aec2.fc.signal	3.31793	3.01654	2.46189	3.5584	2.436	2.63003	1.87593	1.62403	2.81311	3.54361	4.86094	4.02785	1.81587	3.49746	6.20467	6.23873	5.52581	7.37529	5.45422	6.98239	4.39635	3.52777	1.51317	5.8282	5.53806	5.2614	3.49162	1.77097	4.13332	2.98021	3.34843	3.27556	3.93427	1.88141	0.348789	1.23082	0.909253	0.414421	2.60094	5.12981	6.02524	9.01079	6.2443	0.317073
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004681.3.f99ccc6c-1833-4f7b-8eed-cf0ddf179253.fc.signal	1.27538	1.05419	1.17354	1.94575	1.49522	1.2632	1.40155	2.12037	1.96129	1.57872	1.08947	0.935969	0.614498	0.784483	0.755486	0.966006	0.840309	0.259577	0.371592	0.19869	0.498389	0.605257	0.497574	0.464173	0.41298	0.300485	0.357882	0.670794	0.300078	0.334312	0.547703	0.738871	1.35714	1.4104	0.667066	0.448806	0.482321	0.521056	0.577181	0.83601	0.801935	0.424271	0.547499	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003821.3.a5c54e8d-c399-4c95-b6c6-525ed1d5f1b6.fc.signal	0.122224	0.118379	0.315402	0.149619	0.199084	0.360375	0	0	0.160966	0.0566748	0.1087	0.386004	0.157543	0	0.0500063	0.270026	0.148796	0.25617	0.325704	0.330942	0.0333323	0.174197	0.109725	0.0616747	0.0628648	0.270965	0.0962779	0.00624667	0.107458	0.213115	0.11457	0.0494478	0	0	0	0	0	0.124127	0.248209	0.167083	0.0869089	0.279399	0.439642	0.780822
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.142b6389-99b2-4c91-9b9d-3ef0423dd139.fc.signal	0.0580342	0.134503	0.215869	0.424046	0.390657	0.26553	0.444162	0.225965	0.0901853	0.534005	0.554002	0.34288	0.370505	0.0453672	0.325337	0.324246	0.357403	0.213299	0.257759	0.295385	0.310396	0.430911	0.206077	0.188851	0.086592	0.485188	0.840807	0.551358	0.495145	0.617954	0.873813	0.767729	0.437937	0.276697	0.0273154	0	0	0.215627	0.52014	0.515978	0.0923597	0.0836938	0.384267	0.659091
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000071.3.c58e2138-e12f-4d11-9ec1-2028a8fe702b.fc.signal	2.97353	2.95832	2.30882	2.73536	2.68948	1.98827	2.12958	5.45899	4.6452	4.47228	6.56156	1.80613	0.526655	2.12739	4.52946	2.85502	2.32442	4.21767	3.44131	2.29657	1.92357	3.34437	3.41939	1.74429	2.51741	3.95733	3.20584	2.84067	5.84916	7.88808	8.18594	3.55395	5.22154	5.22224	3.33234	0.60867	0.0913005	0.614203	1.82601	2.97934	5.7476	5.87708	6.05087	0.405941
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.26f0e8b3-e0d8-467c-92a7-4029668db296.fc.signal	1.20216	1.6649	2.34988	4.65708	3.99087	2.04169	2.57325	0.951571	1.75128	0.691386	2.06489	1.33061	0.432235	0.303159	0	0	0	0	0	0.320278	0.3803	0.0426985	0	0	0	0	0	0	0	0	0	0	0	0	0.545984	0.649577	0.355108	0	0	0	0	0.031312	0.409407	0.477612
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000129.3.b55212c4-278a-46e6-a914-7321e68a657d.fc.signal	8.0585	4.56308	6.54592	4.71665	4.71392	2.79441	4.77144	9.06361	12.4456	9.59005	11.2675	10.5327	10.1428	9.82337	11.037	9.82529	6.60171	7.75146	4.48945	10.6795	9.69087	13.7527	12.0064	9.48794	6.74861	5.41308	4.6079	8.52956	9.64766	9.75948	7.93956	8.08512	5.15929	3.63746	0.808227	0.714666	0.496282	1.94902	4.76806	13.591	8.03398	11.1057	11.4545	0.448718
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000059.3.9f15cdcc-7468-4a84-87ee-af65c5fba810.fc.signal	2.57417	3.366	2.65469	3.81697	3.91426	2.78378	4.03012	3.58116	4.5309	6.19858	3.88758	4.35452	2.84412	2.38631	2.6573	7.72661	6.27451	4.10003	5.96721	8.54124	10.7725	12.1841	8.16393	7.96879	6.50515	4.51022	3.8055	7.31178	10.5968	11.5531	10.2261	6.16689	2.82973	1.7963	1.37161	1.40793	1.0734	3.98295	4.57098	4.76412	6.27738	5.67805	2.52048	0.434389
