	chr18:3126732-3126881	chr18:3126882-3127031	chr18:3127032-3127181	chr18:3127182-3127251	chr18:3127252-3127331	chr18:3127332-3127371	chr18:3127372-3127481	chr18:3127482-3127631	chr18:3127632-3127681	chr18:3127682-3127781	chr18:3127782-3127931	chr18:3127932-3128081	chr18:3128082-3128231	chr18:3128232-3128381	chr18:3128382-3128531	chr18:3128532-3128681	chr18:3128682-3128761	chr18:3128762-3128831	chr18:3128832-3128981	chr18:3128982-3129131	chr18:3129132-3129281	chr18:3129282-3129431	chr18:3129432-3129581	chr18:3129582-3129731	chr18:3129732-3129881	chr18:3129882-3130031	chr18:3130032-3130181	chr18:3130182-3130331	chr18:3130332-3130481	chr18:3130482-3130631	chr18:3130632-3130781	chr18:3130782-3130931	chr18:3130932-3131081	chr18:3131082-3131231	chr18:3131232-3131381	chr18:3131382-3131531	chr18:3131532-3131681	chr18:3131682-3131831	chr18:3131832-3131941	chr18:3131942-3131981	chr18:3131982-3132019	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.0376455	0	0.166336	0.354813	0.183123	0.195803	0.328945	0.490324	0.924214	0.770019	0.671218	0.440543	0.411497	0.375338	0.337259	0.649367	0.596303	0.501899	0.177592	0.819856	1.89583	3.30402	4.43491	3.48363	0.795136	0.35639	0.117082	0.334769	0.188363	0.458316	0.644647	0.281065	0.0672685	0.0637903	0.2673	0.495296	0.155288	0	0	0	0	0.473684
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.3635c35b-bff5-4878-adcc-965cd885b7d1.fc.signal	0.303667	0.521624	0.176436	0	0	0	0	0	0	0.142923	0.448173	0.183103	0.279637	0.196992	0.558435	0.13593	0.622861	0.623917	0.914839	1.99647	2.4094	3.48565	3.74282	4.61987	5.84498	2.6607	0.376997	0	0	0.120579	0.304413	0.0332256	0	0.182576	0.244354	0	0.297283	0.195455	0.476749	0.72496	0.72496	0.137615
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0.523705	1.14552	0.292988	0.496396	0.237991	0	0	0.767019	0.819656	0.434075	0.693909	1.18005	0.831944	3.14633	0.949649	0.0430565	0	0.46987	1.98265	0.542305	1.17374	2.00462	1.36556	3.35216	3.3551	2.53618	1.39507	0.790827	0.636305	1.70845	1.44379	0.956253	1.25747	0.931735	0.256107	0.58918	0.337841	0.864406	1.59843	0.653136	0.128529	0.597297
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001458.1.95d5ed16-4642-4ac8-b3c3-c6d52abdacb8.fc.signal	0.204336	0.224573	0.421076	0.662346	0.386146	0	0.0518995	0.33582	0.644673	0.651215	0.696147	0.49537	0.282291	0.273471	0.763152	0.341042	0.336598	1.03084	1.6441	3.31323	6.07759	7.15214	5.47997	6.4291	4.17042	0.881564	0.993917	0.317905	0.309302	0.392672	0.594586	1.03826	0.763278	0.170149	0.669356	1.33313	0.747708	0.144308	0	0	0	0.228814
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.9e638be4-fa7a-454b-8210-0976e280183f.fc.signal	0.594383	0.145248	0.133375	0.35088	0.239082	0.429867	0.494452	0.990699	1.12638	0.589352	0.191639	0.517311	0.726992	0.0720442	0	0	0.116355	0.294067	0.506545	0.547437	1.22594	1.24571	1.79147	2.06302	0.562479	0.404593	0.9938	1.46668	0.534047	0.919824	0.837785	0.561594	0.929136	0.206526	0.0653679	0.158087	0.158015	0.0830747	0	0	0	0.121711
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.f2b75171-e2d2-4fe1-8ece-a2ab6c448cec.fc.signal	0.161292	0.0424634	0	0	0	0	0	0.156003	0.30994	0.0759353	0	0.283048	0.997812	0.520036	0.0905941	0	0.212062	0.510634	0.854257	1.73207	2.72535	3.59183	5.84463	8.01078	4.56859	1.39041	0.689033	0.611984	0.0573981	0.274516	0.376795	0.166769	0.17701	0	0	0	0.100134	0.167057	0.193493	0.298205	0.174045	0.302521
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.f00a0f4a-5f50-4465-bbfb-8153fd1dc895.fc.signal	1.10568	0.494545	0.417298	0	0.0436556	0.38805	0.3563	0.230243	0.38805	0.395807	0.297505	0.243178	0.364709	0.504397	0.294918	0	0.176723	0.681612	1.07491	0.487494	1.3529	1.29897	0.95367	0.183643	0	0.258675	1.09039	0.278301	0.462533	1.738	1.75708	0.73094	1.63162	0.373557	0.570028	1.55473	0.859758	0.804514	0	0	0	0.334408
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.11a61f63-d38d-4a9b-820e-fb836fb9105a.fc.signal	0.604423	0.480753	0.288067	0.28908	0.182533	0.180728	0.415313	0.49057	0.294864	0.394227	0.429979	0.546231	0.3069	0.638026	0.690001	0.441867	0.536017	0.426439	0.15914	0.222143	0.429168	0.346035	0.367461	0.287399	0.564845	0.92233	1.15304	1.23022	1.03793	2.909	3.14716	1.93819	1.07961	1.10287	1.50918	0.545004	0.459318	0.559289	1.3119	1.22484	1.28828	0.444444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	0.145051	0.0753611	0.334501	0.375579	0.224172	0.305368	0.26434	0.298773	0.481375	0.501974	1.00358	1.62186	1.20234	1.18303	0.58954	0.200031	0.0722847	0.233898	0.622752	0.597299	0.942084	0.629407	1.172	1.02144	0.766267	0.494641	0.281496	0.0213538	0.0791709	0.352875	0.420663	0.510539	0.362021	0.209976	0.455058	0.605767	0.740645	0.454497	0.0163665	0	0	0.87218
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	0.203852	0.281071	0.117369	0	0	0.069495	0.374857	0.551336	0.176054	0.118144	0.708859	0.452496	0.861448	1.4596	0.444249	0	0.0279399	0.365829	1.48228	1.44851	3.59472	4.50472	1.91645	1.76749	2.85936	2.32173	2.99922	1.96946	0.586623	0.37455	0.390601	0.0536445	0.285578	0.465955	1.06919	0.637627	0.192643	0.498802	0.444816	0.527876	0.37706	0.81
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.52ed6dfc-f444-41dd-94ff-8e67dd11315f.fc.signal	0.100913	0.176927	0.0598257	0	0	0	0	0	0.205199	0.470354	0.214687	0.830505	0.440605	0.303087	0.0641956	0.0136743	0.315728	0.642601	1.56058	1.12544	2.22513	3.15691	3.28699	4.31835	1.63257	0.348035	0.560152	0.180838	0.0220892	0.283817	0.276999	0.398438	0.252568	0.303745	0	0.122376	0.356123	0.386176	0.793481	0.524789	0.31573	0.523438
