	chr18:49572869-49573018	chr18:49573019-49573168	chr18:49573169-49573318	chr18:49573319-49573468	chr18:49573469-49573618	chr18:49573619-49573768	chr18:49573769-49573918	chr18:49573919-49574068	chr18:49574069-49574218	chr18:49574219-49574368	chr18:49574369-49574518	chr18:49574519-49574668	chr18:49574669-49574818	chr18:49574819-49574968	chr18:49574969-49575118	chr18:49575119-49575268	chr18:49575269-49575418	chr18:49575419-49575568	chr18:49575569-49575718	chr18:49575719-49575788	chr18:49575789-49575868	chr18:49575869-49576018	chr18:49576019-49576168	chr18:49576169-49576318	chr18:49576319-49576468	chr18:49576469-49576518	chr18:49576519-49576618	chr18:49576619-49576768	chr18:49576769-49576918	chr18:49576919-49576998	chr18:49576999-49577068	chr18:49577069-49577158	chr18:49577159-49577218	chr18:49577219-49577368	chr18:49577369-49577378	chr18:49577379-49577518	chr18:49577519-49577668	chr18:49577669-49577818	chr18:49577819-49577898	chr18:49577899-49577968	chr18:49577969-49578090	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	3.21761	2.33169	2.23064	3.45506	3.89409	3.55351	2.90715	1.98228	1.32812	1.46313	1.21822	1.42367	0.5176	0.541484	0.862799	0.529069	0.618846	0.633321	0.956237	1.21677	0.881386	1.05188	1.18668	1.06789	0.756897	0.35853	0.317897	0.701038	1.43619	1.89109	0.365359	0	0	0	0	0	0	0	0	0	0	0.595589
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	2.944	1.87756	6.33168	4.49758	2.36138	1.03891	1.56721	1.10288	0.945957	0.710887	0.0819698	0.107156	0.139062	0.0368509	0.322725	0.0190674	0.811095	0.765088	0.314753	0.143005	0	0.321163	1.28803	0.448079	0.156344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.541264
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	1.34485	1.61982	1.75883	1.46597	0.856005	1.3409	1.28931	1.37788	0.969626	0.994642	1.06001	0.603419	0.740438	0.470262	0.586493	0.727661	0.740917	0.37598	0.5248	0.570657	0.311392	0.649948	0.710434	0.559625	0.261416	0.341379	0.553583	0.734012	0.992349	0.674679	0.206495	0	0	0	0	0	0	0	0	0	0	0.518519
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	4.22032	2.70035	2.92024	3.31159	3.99936	4.29069	4.19921	2.76724	1.94499	1.97105	2.42348	3.49451	1.75959	1.58785	1.31251	1.17638	1.05588	0.851769	2.14727	1.76815	0.788018	1.2976	1.83989	1.34697	1.39347	0.429999	1.37265	1.70831	1.78472	1.09485	0.1847	0	0	0	0	0	0	0	0	0	0	0.602065
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.a5362628-573c-4f29-aabc-203a1f7daa08.fc.signal	0.485694	0.555599	0.179757	0.346957	0.20484	0	0	0	0.183242	0.0821561	0.120936	0.179244	0.558311	0.0939828	0	0	0	0	0.692193	0.854846	0.31333	0.131507	0.0473566	0.214131	0.0390997	0	0	0.203577	0.156765	0	0	0	0	0	0	0	0	0	0	0	0	0.529307
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.69656c3b-1dfd-41af-af20-57e8f19233a1.fc.signal	0.322556	0.763285	0.272823	0.234027	0.13641	0.53838	0.23059	0.65101	1.35259	0.303186	0.0304975	0.518575	0.375403	0.23589	0.577301	0.218464	0.755105	0.358709	0.191285	0.367552	0.230212	0.544255	0.476722	0.0976157	0	0	0	0.217217	0.181467	0.37545	0.281587	0	0	0	0	0	0	0	0	0	0	0.648
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.5720ead7-dd43-4b40-b17e-b9f7cda69ec0.fc.signal	0.390151	0.698222	0.423134	0.14876	0.154779	1.15595	1.07911	0.872033	1.3375	0.68722	0.369062	0.3518	0.145034	0.104789	0.82576	0.278739	0.417413	0.503338	0.388919	0.49072	0.19696	0.124895	0.106899	0.663696	0.105784	0.0835134	0.656418	0.285061	0.385274	0.367456	0.00954429	0	0	0	0	0	0	0	0	0	0	0.599299
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.f00a0f4a-5f50-4465-bbfb-8153fd1dc895.fc.signal	0.419202	0.452012	0.371345	0.122067	0.0390478	0.20582	0.351068	0.43067	0.210383	0	0.0799013	0.784258	1.22529	1.37564	0.579295	0.389611	0.251017	0.653333	0.831078	0.0372626	0.289549	0.173508	0.750948	0.507839	0.190081	0.464024	0.376863	0.0858705	1.282	0.110906	0	0	0	0	0	0	0	0	0	0	0	0.564246
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.61f2a6e9-d3c5-47bf-9c61-e6f61f7fd807.fc.signal	1.35047	0.810105	0.261011	0.533215	0.290595	1.02447	0.769309	1.26244	0.215153	1.94893	1.60723	1.1749	0.652969	2.67442	0.509855	0	0.0197727	0.433014	0.643798	0.483336	0.547789	0	0.894546	0.158096	0	0	0.858795	0.482542	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65099
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.ea8a1015-0f82-48f9-9c20-42da2550bfd3.fc.signal	0.424781	0.601185	0.432562	0.467179	0.261552	0.391417	0.458062	0.589336	0.613241	0.234255	0.190279	0.0454562	0.386099	0.890832	0.586323	0.518522	0.697998	0.370841	0.363187	0.33272	0.0803975	0.0110821	0.419733	0.562591	0.0138613	0.090965	0.501877	0.642367	0.953539	1.03048	0.193182	0	0	0	0	0	0.0355293	0.224521	0.0146194	0.237772	0.204616	0.715771
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.11a61f63-d38d-4a9b-820e-fb836fb9105a.fc.signal	0.425017	1.48907	2.42588	1.2703	0.263122	0.430811	0.483279	0.425646	1.03671	1.34929	0.889596	0.588721	1.01873	1.29907	1.18784	1.46256	1.22305	1.25007	1.56011	1.37961	0.834881	0.305492	0.726711	1.57967	1.2539	0.656384	0.498765	0.388385	1.4486	1.66254	0.747634	0.149385	0	0	0	0	0	0	0	0	0	0.544877
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000303.2.6ad801c5-71a9-474a-9628-4aa448792462.fc.signal	1.33306	1.19809	0.983239	0.38378	0.479532	0.284057	0.203595	2.22092	2.14762	0.599749	1.29378	0.327754	0	0.174272	0.541485	0.0097062	1.37036	1.47521	0.0942861	0	0	0	0.0862427	0.690431	0.486688	0.68639	0.888793	0.234563	0	0	0	0	0	0	0	0	0	0	0	0	0	0.486486
