	chr2:227991034-227991183	chr2:227991184-227991333	chr2:227991334-227991483	chr2:227991484-227991633	chr2:227991634-227991693	chr2:227991694-227991783	chr2:227991784-227991863	chr2:227991864-227991933	chr2:227991934-227992083	chr2:227992084-227992233	chr2:227992234-227992323	chr2:227992324-227992383	chr2:227992384-227992533	chr2:227992534-227992683	chr2:227992684-227992793	chr2:227992794-227992833	chr2:227992834-227992983	chr2:227992984-227993133	chr2:227993134-227993283	chr2:227993284-227993433	chr2:227993434-227993583	chr2:227993584-227993733	chr2:227993734-227993883	chr2:227993884-227994033	chr2:227994034-227994183	chr2:227994184-227994333	chr2:227994334-227994483	chr2:227994484-227994583	chr2:227994584-227994633	chr2:227994634-227994783	chr2:227994784-227994933	chr2:227994934-227995083	chr2:227995084-227995233	chr2:227995234-227995383	chr2:227995384-227995533	chr2:227995534-227995683	chr2:227995684-227995763	chr2:227995764-227995833	chr2:227995834-227995983	chr2:227995984-227996120	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.164334	0.354156	0.287548	0.854352	0.24362	0.0842914	0	0.108375	0.349084	0.63402	0.127465	0.00308383	0.346614	0.120884	0.348184	0.0601347	0.0814132	0.18873	0.145557	1.02874	2.33872	2.12656	0.0826449	0.442827	0.815345	1.24707	1.59985	1.36179	0.18503	0.0345389	0.738868	1.48267	1.36578	0.969041	0.782174	0.820027	1.01698	2.50053	1.38645	1.21192	0.206061
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.106976	0.107172	0.0751316	0.316647	0.285597	0.541667	0.513315	0.27862	0.223298	0.353502	0.238758	0.249761	0.155572	0.10384	0.134823	0	0.142141	0.145756	0.19521	0.162119	0.276505	0.42682	0.594952	0.27266	0.208313	0.130051	0.0305278	0	0	0.334175	0.162961	0.106342	0.123784	0.460031	0.499135	0.681868	0.657483	0.568158	1.02144	1.9821	0.267241
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.f00a0f4a-5f50-4465-bbfb-8153fd1dc895.fc.signal	1.05934	0.21532	0.201834	0.395024	0	0	0	0	0.471126	0.948303	0.444329	0.657482	0.941185	0.131311	0.983684	0.704205	0.0111543	0	0.0808999	0.502981	0.617664	0.832493	0.359466	0.779536	0.680812	0.0289995	0.745165	0.964917	0.23661	0.281198	0.322717	1.039	0.909723	0.40742	1.27684	1.07576	1.04274	1.19641	1.08346	0.820324	0.165272
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	0.394756	0.388294	0.356115	0.645494	0.573282	0.366004	0.334789	0.393809	0.225786	0.443739	0.244797	0.394208	0.570898	0.343043	0.44343	0.21249	0.179668	0.447619	0.197691	0.190952	0.243156	0.401933	0.358483	0.172764	0.401303	0.518128	0.867312	0.467864	0.319576	0.49008	1.06502	0.613404	0.870829	1.24486	1.10359	1.54047	1.62072	2.321	2.51402	3.53885	0.420977
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	1.10275	0.730821	0.424944	0.234818	0.2849	0.274841	0.196082	0.157986	0.415677	0.312893	0.378367	1.03865	1.14293	0.471031	0.486475	0.660212	0.619288	0.393811	0.194586	0.676428	0.210032	0.111878	0.343688	0.200622	0	0	0.203995	0.370065	0.418216	0.235328	0.32876	0.405789	0.300078	0.367308	0.264303	0.108752	0.42912	0.954357	1.32601	1.12829	0.422047
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d2972a82-a806-4e56-afab-8a78ae137176.fc.signal	0.188406	0.220437	0.328888	1.18715	0	0	0.465839	0.996166	0.384533	0.831159	0.6343	1.23105	0.749249	0.219207	0.281326	0.162249	0.410704	0.614798	0.331194	0.111667	0.556754	0.501146	0.0324553	0.756546	0	0	0	0	0.129834	0.527611	0.507805	0.574378	0.381723	0.965501	1.64123	0.438792	0.658759	0.563408	0.919023	0.618034	0.447479
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.d690d3e6-ed87-46ee-9d2a-0a5b66f16245.fc.signal	0.722799	0.199132	1.17056	1.90267	0.977762	0.133883	0	0	0.353031	1.43965	1.37767	1.86565	3.30002	2.37621	1.63743	1.07023	0.818124	1.1416	0.604603	1.71449	1.77794	2.23666	2.14363	2.05062	1.91324	2.45862	2.38675	3.10445	2.15633	0.921727	1.55806	2.83069	2.96389	1.86983	1.60775	1.19375	0.976593	1.34606	1.32176	1.24022	0.420641
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.2bdb0d55-cf7c-42db-b5e9-1e7fc8464aa8.fc.signal	0.267887	0.765133	1.00353	1.10787	1.4039	0.717536	0.462637	1.39948	0.960522	0.558694	0.66052	1.44555	1.78423	0.82591	1.92057	0.964912	0.39573	0.248152	0.244868	0.666723	0.632868	0.654046	0.434414	0.420923	0.239111	0.243019	0.28606	0.722301	0.464776	0.482865	0.248915	0.447805	0.835809	0.631745	0.3329	0.353118	0.479242	0.693697	0.736315	1.0442	0.558011
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.7a7e31ec-6ff6-498c-99aa-3347eef341d7.fc.signal	0.154589	0	0.472329	0.583959	0.332047	0.272011	0.294267	0.436796	0.706536	0.739958	0.892389	1.04938	1.22813	0.451042	0.230506	0.163018	0.192499	0.237864	0.324622	0.577215	0.0774903	0.118898	0.258332	0.413815	0.129697	0.22999	0.105754	0.0867302	0.228301	0.201295	0.435854	0.410263	0.783312	0.279915	0.197551	0.300036	0.435263	0.747081	1.18246	1.12977	0.481034
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004603.3.33f77abf-b8ba-4cf9-9bf5-2a20b352f908.fc.signal	0.365464	0.166287	0	0.553014	1.12391	0.577133	0.489176	1.03325	1.07252	0.797179	0.395326	0.49212	0.319598	0.208297	0.714195	0.251869	0.348163	0.525853	0.641015	0.208749	0.539577	0.154202	0.38036	0.349655	0.253898	0.198161	0.517968	0.404683	0.495957	0.845827	0.630847	0.509493	1.1482	0.734965	0.52873	0.373927	0.76905	1.45464	0.932259	0.737061	0.299703
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.fa7392b1-17c1-4691-ba8f-d211a0f93db5.fc.signal	0.402102	0.85404	1.26543	0.450252	0.454644	0.904404	0.854964	0.272101	0.160687	0.338433	1.08152	1.00483	0.51132	0.450663	0.227245	0.158007	0.174521	0.195643	0.17908	0.544661	0.386519	0.183341	0.243372	0.362929	1.03217	0.196005	0.294137	0.122936	0.096045	0.291242	0.143723	0.263213	0.064163	0.699988	0.594978	1.33294	1.39375	0.876918	0.511251	0.202089	0.555775
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.9b5b0cc0-4302-439e-a9d9-d779f62c822e.fc.signal	0.00434373	0.0665507	0.0851177	0.415108	0.587921	0.451105	0.026878	0.350275	0.450045	0.372757	1.13381	0.551302	2.03105	1.10487	1.09835	0.231511	0.544388	0.448186	0.43786	0.0477867	0.15738	0	0.246895	0.342994	0.909044	0.937638	0	0	0	0	0.190057	0.13768	0.26778	0.0716753	0.22109	0.556345	1.82633	1.74033	0.418182	0	0.547071
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.baa2a3ca-0f47-4bf7-901e-dd73f7a290b4.fc.signal	1.15026	0.718056	0.729654	1.38766	0.887406	0.22732	0.239531	0.00685286	0.134765	0.153224	0.125321	0.335813	0.611375	0.654117	0.359484	0.324056	0.453223	0.245091	0.0724789	0.138061	0	0	0.0370851	0.240293	0.0435389	0	0.231842	0.202918	0.225762	0.253451	0.584584	0.682902	0.352419	0.248485	0.697887	1.04841	1.41844	1.42718	0.575813	0.377471	0.66515
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.df24c052-2a81-4f1a-b170-2f4fdc228ffe.fc.signal	0.978212	1.10704	0.531319	0.907845	0.87152	0.300602	0.314852	1.06881	1.20333	0.649278	0.805484	1.1	0.713687	0.52082	1.16596	0.605378	0.412993	0.280423	0.163701	0.301518	0.167555	0.724573	0.515974	0.522384	0.262957	0.205299	0.0675458	0.250955	0.134291	0.00950967	0.36301	0.364115	0.509562	0.302828	0.267646	0.735304	0.771311	1.32961	1.83747	1.7954	0.386486
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.604f0a28-681a-4e69-b09a-96c7d6e32ad9.fc.signal	0.131825	0.419922	0.301442	0.0202711	0	0	0	0	0	0	0.0964866	0.304771	0.622805	0.450544	0.167671	0.1298	0.219605	0.361069	0.267293	0.364032	0.251976	0.0352835	0	0.0875444	0.3486	0.118005	0.0654866	0.136861	0.092722	0.362182	0.838905	0.88221	0.674692	0.948346	1.0095	1.25675	1.83214	2.50559	2.74145	2.73346	0.483444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.3bd7fa2e-4676-4775-9e3e-5e080ad64395.fc.signal	1.01407	0.540473	0.0526807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0258287	0.864099	1.1083	0.115056	0	0	0	0	0	0	0	0	0	0	0	0	0.119581	0.216693	0.210701	0.240959	0.242717	0	0.849515
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.03cd26f6-8245-4dba-a43d-b085dc5fbdba.fc.signal	0.439437	0.735761	0.48986	0.172281	0.0285927	0.1246	0.389897	0.618239	0.749845	1.39785	1.55391	2.24625	2.13863	0.739066	0.628234	0.680596	0.921678	1.02685	0.326993	0.451228	0.51386	0.281367	0.280537	0.184841	0.263599	0.265805	0.631697	0.997553	0.961561	0.756156	0.886818	0.835769	0.570855	0.111772	0.438829	0.871653	0.526666	0.278692	0.869737	0.793486	0.537155
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.469e2b5a-9cc0-4ba2-a1af-32ae688b6e56.fc.signal	1.09381	1.22477	0.601018	0.850458	1.03976	0.589775	0.194207	0.3019	0.164235	0.0975947	0.660429	1.52047	1.70864	0.513789	0.695694	0.825163	0.485979	0.00603653	0.223789	0.549011	0.73276	0.671671	0.112415	0.127102	0.622316	0.937498	1.11457	0.497688	0.246001	0.245195	0.0836561	0.597714	0.68609	0.807286	0.863845	1.19191	0.734303	0.29952	0.482864	0.958683	0.518758
