	chr22:35063962-35064111	chr22:35064112-35064261	chr22:35064262-35064301	chr22:35064302-35064411	chr22:35064412-35064471	chr22:35064472-35064561	chr22:35064562-35064711	chr22:35064712-35064861	chr22:35064862-35065011	chr22:35065012-35065161	chr22:35065162-35065311	chr22:35065312-35065461	chr22:35065462-35065611	chr22:35065612-35065761	chr22:35065762-35065911	chr22:35065912-35066061	chr22:35066062-35066211	chr22:35066212-35066301	chr22:35066302-35066361	chr22:35066362-35066511	chr22:35066512-35066661	chr22:35066662-35066811	chr22:35066812-35066961	chr22:35066962-35067111	chr22:35067112-35067171	chr22:35067172-35067261	chr22:35067262-35067341	chr22:35067342-35067411	chr22:35067412-35067561	chr22:35067562-35067711	chr22:35067712-35067861	chr22:35067862-35068011	chr22:35068012-35068161	chr22:35068162-35068311	chr22:35068312-35068461	chr22:35068462-35068611	chr22:35068612-35068761	chr22:35068762-35068911	chr22:35068912-35069061	chr22:35069062-35069211	chr22:35069212-35069252	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	3.308	1.8459	0.693598	0.0285529	0.232554	2.44073	2.69252	1.4524	1.53839	1.52133	3.78789	9.2271	6.72579	5.28876	1.08529	0.557142	0.404738	0.406063	0.402943	0.54156	0.407425	0.248984	0.619996	0.591876	0.90907	0.806556	1.09989	0.639559	0.706729	0.526896	0.615817	0.906164	0.09048	0.947689	0.355	0.086944	0.192712	0	0.141059	0.711223	0.722216	0.768805
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	0.577978	0.922448	0.181233	0.0493418	0.54405	0.86461	4.49562	2.92044	3.71191	4.68413	1.68024	3.93324	3.88893	4.09881	2.78863	1.3189	1.23619	1.62451	1.61202	1.24191	1.03165	1.17728	1.80027	1.34795	0.647343	0.454876	0.306593	0.370989	0.525338	0.742707	0.676649	1.24188	0.686892	1.22936	1.52765	0.786266	1.02198	1.06159	1.40218	0.438202	0.189639	0.745475
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.cebe85ed-98d7-40f0-b727-1c2dfca5020a.fc.signal	1.036	1.28016	0.783732	0.935872	1.05231	1.71754	5.1726	3.67885	3.22231	2.59327	1.45267	2.66292	5.42824	2.92611	2.28146	1.38283	1.2015	0.906139	0.783711	0.972006	1.02148	0.689747	0.691494	0.548427	0.45005	0.292391	0.384675	0.855654	0.862113	0.164195	0.906488	0.95246	0.807052	0.714723	0.701459	0.234825	1.03108	1.38981	1.24651	0.417856	0.740894	0.519503
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001010.4.77bd98ba-d8dd-4231-a3ba-bd69ef2d4205.fc.signal	0.781683	2.42911	1.06849	0.643904	1.05521	2.97002	5.36003	4.95206	3.82486	3.75926	3.7812	6.92034	7.03354	4.32426	1.10472	0.630418	0.406457	0.330707	0.614392	0.651476	0.399978	0.516185	0.435088	0.674569	0.792015	0.366794	0.173468	0.164968	0.302814	0.170186	0.437258	0.55931	0.825842	0.559802	0.534233	0.533305	1.36854	1.30848	0.663879	0.790442	0.762504	0.594067
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.61f2a6e9-d3c5-47bf-9c61-e6f61f7fd807.fc.signal	0.704142	0.484567	0.622693	0	0	0.609075	1.56098	0.79944	2.94796	3.9332	4.26782	4.98715	3.38471	3.46061	0.908636	1.2443	1.00725	0.446383	0.434273	0.129944	0.0255633	0.963742	0.23375	0.357487	0.311418	0	0	0	0.471114	0.173066	0	0.51988	0.950747	0.324528	0.26165	0.2619	0.348606	0	0.873325	1.38838	0.549772	0.682025
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.f30cfd28-f0bb-4e61-a8ad-120bd3fb3681.fc.signal	0.692484	1.53438	1.46582	1.04729	1.1563	2.22592	4.71362	5.31186	5.36863	4.19936	3.77057	7.03337	7.66723	5.47714	3.63879	2.29165	2.25535	1.42577	1.05356	1.23925	1.70607	1.74723	1.74842	1.19586	0.74929	0.421015	0.377409	0.31839	0.567963	0.308623	0.835626	1.13851	0.932605	1.07868	1.436	1.31457	1.30749	1.45831	1.37308	0.581368	0.811472	0.722992
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.c512952b-84f9-420c-aa6f-798ebaf5413d.fc.signal	0.646091	0.487509	0.217209	0.0316165	0.203028	0.49232	2.09308	2.03786	1.66603	1.54737	1.15424	3.84774	3.18849	3.04114	1.79488	1.31089	1.1262	1.15956	0.942093	1.77599	1.72333	2.70927	2.40284	2.51135	2.15898	2.67026	2.05883	1.15616	1.22491	1.02239	1.44435	1.76613	1.28346	1.60093	1.60468	1.11008	2.13367	2.06503	1.84206	0.777207	0.480364	0.719665
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001016.4.fc2ea977-cbc8-4d3a-ab74-ef1a08c9be39.fc.signal	2.15788	2.6924	1.39583	0.48853	1.62756	3.43338	4.3732	5.73565	5.32207	3.73251	3.63138	7.75293	6.20333	3.21494	1.00725	2.1157	1.36721	0.477954	0.514866	0.728021	0.925909	0.423836	0.961887	1.77596	1.29754	0.64132	0.0677772	0.11344	0.779547	0.53697	0.477457	0.713294	0.88121	0.917781	1.12712	1.06081	0.683659	1.53755	1.51382	0.620199	0.174941	0.597549
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003396.1.d3bf1929-bb76-4033-8d58-57bb7c239aaf.fc.signal	0.602717	1.03522	0	0	0	0	3.0884	2.16982	1.25368	0.386693	2.08475	2.02292	0.28365	1.79157	1.27792	0.304617	0.39318	1.18433	1.13546	0.694019	0.580753	0.81235	0.88406	1.19475	0.28995	0.324118	0.44201	0.652156	0.96197	0.106414	0.168489	0.400043	0.971794	1.35023	1.86443	1.69776	1.93362	3.46038	0.740822	0.252738	0.945281	0.491946
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.3cb80d46-685f-499c-92a6-1e52fde53ed9.fc.signal	1.18027	1.44804	1.0414	0.369895	0.408243	1.58411	2.54712	2.6242	3.6999	4.26538	1.87146	4.00455	3.63997	2.79788	2.82699	2.12735	0.733581	0.707397	1.39575	1.40602	1.34848	0.934179	1.57351	1.17339	0.332591	0.102357	0.41055	0.231157	0.0188348	0.517093	1.61829	1.23219	1.4698	1.32765	0.614926	0.589197	1.54965	0.687004	0.4195	1.01719	0.864129	0.75803
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001234.5.5cbe5650-3de6-4514-ab14-1c0f737014e5.fc.signal	0.8981	1.04236	0.256579	0.143227	0.467121	1.12694	5.68617	2.61585	2.2825	3.16577	2.02657	3.25567	2.84354	2.89662	2.19622	1.46512	0.791835	1.02886	1.67121	1.64372	0.714041	0.725288	0.855359	0.969838	0.758463	0.213855	0.247564	0.361422	0.67876	0.75795	1.17005	1.66455	0.71853	0.870242	0.800327	0.732569	0.810427	0.633709	1.06519	0.163705	0	0.790713
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.1e064882-e572-482d-b86a-86e4adf3de86.fc.signal	1.40943	2.73309	0.72341	0.510758	0.85325	3.28107	6.14055	3.41162	3.76236	4.38197	3.41332	7.07389	10.7602	9.88923	3.77025	3.70785	4.98849	3.93479	4.49578	8.30848	5.69448	4.32749	2.23949	1.98767	2.39762	1.98191	1.91922	1.61694	1.61509	1.10271	1.99319	2.94622	2.32319	1.5	0.813671	0.739328	1.54487	2.07205	0.310731	0.27604	0.186071	0.79096
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.b5568014-372c-40aa-9405-3d27c34b9363.fc.signal	0	0	0	0	0	0.242841	1.35899	2.61391	2.21744	0.296347	0.838945	1.22259	2.32014	1.56207	0.477516	0.226426	1.56352	4.04113	1.7168	1.62732	2.2323	1.11746	0.103755	0.509176	0.93594	0.999146	1.46905	0	0.410209	0.549233	0.709513	1.4405	1.26013	0.964149	1.04737	0	0.680683	0.765093	0.232028	0.31933	0	0.426024
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.c2f3aee8-0c03-4973-b136-7021565c707b.fc.signal	0.417962	1.49366	0.230961	0	0	2.62565	6.41734	4.94454	1.72921	1.90728	6.94684	12.5969	11.3611	4.12184	2.88382	3.03616	0.736026	1.21154	0.536286	1.01363	0.395481	0.746216	0.979318	0	0	0.580883	1.25724	0.67034	0.59207	0.13259	0	0.00116593	0.170362	0.512457	0.961853	0.541773	0.532902	0.838305	1.25537	0.60044	0.976782	0.765909
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.2612150c-f8fd-4d8b-a711-65def053c72d.fc.signal	1.63932	0.867434	0.568574	0.31104	0.226045	0.783667	4.34207	3.80947	4.10696	3.65794	2.33798	4.40619	3.4095	3.578	2.55935	1.10017	1.42728	1.16408	0.99616	1.21867	1.4095	0.844049	0.959932	0.85389	0.471768	0.426594	0.352043	0.360789	0.550603	0.232332	0.521801	1.58793	1.11547	0.645577	1.07943	1.08842	1.30252	2.0739	1.72247	0.640183	0.425732	0.757698
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001009.4.04db3171-85a1-4831-984b-2ac821411031.fc.signal	1.0833	3.19321	1.45188	0.929879	1.35713	2.74276	3.59371	4.79452	4.49717	6.43555	4.81788	9.29182	7.34802	3.19015	2.34924	2.16852	2.02431	1.44212	1.03679	2.31213	2.31982	2.12232	1.2387	1.84285	2.2711	1.19095	0.587365	0.793049	1.05553	1.31284	1.41925	2.83108	2.49211	3.45507	2.93047	1.19096	2.57333	3.90436	2.42442	1.15244	0.764016	0.770648
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.1fd4d0f1-41c8-41b4-882d-bbcd98fbef74.fc.signal	1.61536	0.691743	0	0	0.178899	0.775229	2.02751	1.42572	2.03944	2.02751	1.76116	0.59883	0.775375	1.58238	2.61353	1.12177	1.98201	1.30555	1.22298	1.39545	0.569213	0.962064	1.59692	1.06742	1.09131	0.742371	0.566275	0.321831	0	0.20211	1.66544	1.27982	0	0	0.0849596	1.03833	1.77	1.52607	1.06941	0.828135	2.22532	0.468918
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003730.1.665ec701-8746-423d-9e1f-6b813507441b.fc.signal	0	0	0	0	0.564689	0.99516	0.977167	1.56397	1.69853	3.07307	3.51914	2.23931	3.87674	2.08423	0.0972061	0.969388	1.19358	0.101778	0	0.340177	0.867453	0.772377	0.534115	0.431631	0.226744	0.76358	1.23718	1.13954	0	0.601338	1.06708	1.03303	1.57061	0.391714	0.0312853	0.725805	0.185224	0.565476	1.37093	0.962425	0.72889	0.636202
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.fb97cdb0-391e-4e74-a4dc-d06dfb2e7cbb.fc.signal	1.15098	2.81465	1.65805	0.00652955	0	0	0	0	0	1.24066	1.7406	2.24537	3.37239	2.41089	1.90477	3.08061	0.835875	0.246714	1.16791	1.43023	1.20779	2.62592	2.53085	0.947805	1.53099	1.57879	1.02632	2.59678	2.91567	0.858536	0.730031	0	0	0	0.927956	0.89145	0.543161	0	0.0527407	0.97252	1.17334	0.721572
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.bbfcde86-9029-4200-ba74-fe49f41c4cdf.fc.signal	3.03646	4.24039	3.76073	5.28851	6.1226	6.65755	7.81584	5.83343	6.0572	6.95627	10.026	12.9828	14.6363	13.7259	9.08858	5.46939	7.63488	7.3767	7.6055	8.70529	9.37074	9.49493	8.82178	8.14287	6.04084	4.51172	3.64852	3.13652	2.91882	2.49878	3.09478	3.30796	2.69184	2.29183	3.25849	3.4978	4.72555	4.21093	2.32026	1.17077	1.20337	0.857143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001005.4.eab1e3dc-c703-4c99-ae4e-8dc704d2f5d0.fc.signal	0.662509	2.29269	0.706325	0.138209	0.386808	1.06471	3.39987	2.25352	1.87506	4.79563	2.69617	5.57052	5.15336	3.04724	1.31614	1.00646	0.411268	0.586734	0.633839	0.739116	0.883544	0.689774	1.04374	0.516203	1.04236	0.498725	0.138113	0.195256	1.24521	0.7748	1.33845	1.20574	0.803648	0.761789	0.837463	0.993901	1.30391	2.32761	1.44811	1.36658	1.51269	0.742813
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.b10cb337-bd81-4a63-af04-25443322673f.fc.signal	0.0583635	0.24859	0.0191763	0.127574	0.211969	0.609161	0.719894	0.753178	0.709543	0.656703	0.18825	0.326903	0.420958	0.333854	0.663307	0.730709	0.198495	0.252976	0.444696	0.164502	0.225794	0.249098	0.393923	0.468141	0.581544	0.301298	0.03465	0	0.161038	0.209026	0.258079	0.161839	0.0304643	0.268324	0.702768	0.293579	0.168871	0.0927187	0.252358	0.184817	0.329432	0.803571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.272975fa-d097-445a-8194-d8db0cc814ad.fc.signal	1.13667	0.422758	0	0.0302773	0.309033	0.73058	1.18869	0.660754	0.947007	2.79457	3.44983	2.45437	3.61825	3.04047	1.7015	1.39726	0.822582	0.615604	0.821033	0.727067	0.73596	0.88599	0.782866	1.1806	1.07007	0.853621	1.015	1.0425	0.695327	0.36845	0.577533	0.506093	0.194514	1.02433	1.18023	0.681272	0.979288	1.02216	1.11385	1.05181	1.71973	0.70085
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e54919a6-4d68-4e57-b8cc-55cfdab84079.fc.signal	0.920379	2.94577	0.645855	0.26774	0.477692	1.39699	4.0543	2.75587	3.91762	2.74934	1.7739	4.40164	4.62237	3.94278	2.18527	1.31272	0.938253	0.669918	1.06709	2.68614	2.01332	2.36733	1.3225	1.70922	1.81154	1.25185	0.653809	0.204774	0.387318	0.790552	0.81293	2.08115	1.48102	1.52163	1.56231	1.23482	1.83814	1.38207	1.13692	0.77591	0.246755	0.746677
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.5f689ee3-a1ac-46cd-9df5-204fd2293fe3.fc.signal	1.29814	1.15081	0.171083	0.378977	0.489137	1.60625	1.90037	3.97457	1.21177	2.49927	1.50169	2.58063	3.69178	3.48073	4.3284	2.9808	0.438709	0.373705	0.328201	0.515309	0.01009	1.29229	2.33351	1.90841	0.451925	1.04662	0.673401	0	0.774564	0.757916	1.9562	0.672569	0	0.705902	0.634427	0.547029	0.714548	0	0.32783	0.610762	0.64666	0.642834
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001013.4.dd6ee57f-cc2d-4ef9-a0a6-305ef4d04ad5.fc.signal	1.45396	2.26403	0.820152	0.632183	1.37752	1.91816	4.41362	3.92284	3.68127	4.34696	3.2516	6.07455	5.75092	4.2652	2.97749	2.5018	1.26293	1.41391	1.3817	1.96854	1.4377	0.776043	0.940258	0.763211	0.379861	0.930516	0.653479	0.375804	0.182707	0.925108	1.5886	1.30709	1.11774	1.03664	1.21921	0.674643	1.2974	1.57014	0.736109	0.931019	0.481128	0.749735
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001007.4.930110af-b1d2-43fd-acc9-c2552f92c18b.fc.signal	0.957097	1.77944	0.364427	0.230865	0.19617	0.647546	2.79634	1.75628	3.64528	3.17557	2.61706	4.31056	2.99167	2.71381	1.21964	1.45882	0.971816	0.918616	0.911715	1.26243	1.02725	1.08073	0.946022	0.916254	0.911853	0.374562	0.0255167	0.0487239	0.88493	0.86363	0.838222	1.2823	0.888915	1.0072	1.22974	0.92593	1.2675	1.15185	0.730736	0.20118	0.0278768	0.705548
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003402.2.864e3441-10a9-434f-bc8b-9117f89777a3.fc.signal	1.37059	1.22393	1.38071	0.0376557	0	1.05032	2.05571	0.905509	0.37548	1.68085	2.06542	1.67463	3.06449	0.972	0.134787	0.310587	0.256958	0.865859	1.47747	1.02807	0.401791	0	0.354181	1.49347	3.17845	7.05546	6.06441	1.52175	0.485761	0.90884	1.72605	1.9515	0.486326	1.32653	2.22128	1.5175	1.9621	1.56511	1.09709	1.69028	2.15642	0.640089
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001011.4.1ac39a15-861c-4951-b231-e7623ea87433.fc.signal	1.36166	2.91482	1.87269	1.32658	1.81167	2.7938	6.38135	7.28342	6.35116	5.35298	3.57244	8.37614	8.15554	4.63009	2.29844	1.3968	1.06567	0.831174	0.722621	0.803002	0.762262	0.677011	0.484871	0.571536	0.580823	0.493693	0.503012	0.484173	0.439219	0.195626	0.363974	0.680064	0.630992	0.610248	1.07665	0.809586	1.20628	1.45589	0.88794	0.278251	0.147984	0.754489
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001025.7.b74fcffa-6769-49b3-a5e1-d1a14d1711c8.fc.signal	1.24557	0.979801	0.297972	0.00271382	0.0593358	0.96225	4.4536	3.34992	2.53456	0.862433	1.16875	1.99418	1.9729	1.73188	1.3228	2.1342	0.676524	0.378477	0.176922	0.17279	0.491099	0.439997	0.623429	0.697262	0.675789	0.766395	0.897826	0.604856	0.366922	0.613751	0.348661	0.433438	0.164269	0.600377	0.801561	0.765272	0.6683	0.585445	0.539957	0.468395	0.169026	0.739448
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.1fd6b31e-ead4-4fb6-96e7-e6c055ca09bb.fc.signal	0.343848	1.11679	0.62709	0.0228033	0	0	1.35371	1.7543	2.04041	2.75609	0.974085	2.01252	3.16438	1.1599	1.35565	0.860944	0.722814	1.06227	0.792645	1.09274	2.16058	1.55715	0.977162	0.161867	0	0.207849	0.586267	0.443408	0.111255	0.618525	1.08529	1.49098	0.653861	0.888001	0.895681	0.33567	0.197391	1.16569	1.47962	1.41729	1.83655	0.520487
