	chr3:133952466-133952615	chr3:133952616-133952765	chr3:133952766-133952915	chr3:133952916-133953065	chr3:133953066-133953165	chr3:133953166-133953215	chr3:133953216-133953275	chr3:133953276-133953365	chr3:133953366-133953515	chr3:133953516-133953665	chr3:133953666-133953815	chr3:133953816-133953965	chr3:133953966-133954115	chr3:133954116-133954265	chr3:133954266-133954415	chr3:133954416-133954565	chr3:133954566-133954715	chr3:133954716-133954865	chr3:133954866-133955015	chr3:133955016-133955165	chr3:133955166-133955315	chr3:133955316-133955465	chr3:133955466-133955615	chr3:133955616-133955765	chr3:133955766-133955835	chr3:133955836-133955915	chr3:133955916-133956065	chr3:133956066-133956215	chr3:133956216-133956365	chr3:133956366-133956515	chr3:133956516-133956665	chr3:133956666-133956815	chr3:133956816-133956965	chr3:133956966-133957055	chr3:133957056-133957115	chr3:133957116-133957265	chr3:133957266-133957415	chr3:133957416-133957565	chr3:133957566-133957693	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.295141	0.158722	0.236696	0.0980254	0.118404	0.0902936	0	0.10144	0.337352	0.525559	0.195161	0.21761	0.215822	0.0841466	0.0782896	0.30424	0.133653	0.151286	0.0742042	0.150166	0.100139	0.179931	0.135004	0.176778	0.248669	0.313797	0.772899	0.545121	0.608078	0.956243	0.872407	0.253273	0.0202821	0.287839	0.750873	1.28036	0.910504	0.750163	0.303345	0.406824
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.91c7adb9-9182-4f05-b5fa-c053c0a1b0ec.fc.signal	0.458007	0.735455	0.714536	0.841054	0.627716	0.234759	0.255581	0.842343	0.630549	0	0.163495	0.452655	0.468045	0.04791	0.261965	0.775785	0.543652	0.849529	0.596898	0.530899	0.240916	0.510141	0.611129	0.198919	0.23955	0.158662	0	0.0290947	0.369365	0.312966	0.410072	0.690162	0.48056	0.462116	0.600912	0.729954	0.790641	0.945547	1.07997	0.33913
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.371701	0.234371	0.433206	0.371703	0.0503811	0.100619	0.103334	0.09787	0.0870227	0.035198	0.0170099	0.120978	0.051265	0.149641	0.0933673	0.293097	0.204145	0.0951461	0.0498958	0.45539	0.336586	0.20372	0.014064	0.33912	0.651115	0.463353	0.437612	0.413712	0.466531	0.476108	0.712285	0.783935	1.24526	0.541382	0.596354	0.72493	0.471788	0.674391	0.932379	0.356189
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	2.35019	0.105079	1.11263	0.114424	0	0	0.0894728	0.766999	1.22536	1.59944	0.936002	1.19994	0.662522	0.223482	0.480945	1.97489	0.999831	1.24269	1.43315	1.88107	1.61715	1.15473	1.86039	0.0866088	0.761248	1.43485	0.803791	0.451916	1.39121	4.24714	1.54012	0	0.0688362	1.08309	1.84019	2.6691	1.8408	0.833865	1.89586	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0	0.099483	0.110052	0.306017	0.689898	0.268532	0	0.171252	0.302191	0.0881451	0.362248	0.57451	0.0444041	0	0	0.0369483	0.168006	0.188021	0.502295	0.498856	0.125001	0.012336	0.501862	0.32584	0.845359	1.08693	1.90877	2.58939	3.06608	1.81103	3.75547	4.20603	3.28864	1.09207	0.91443	0.834716	0.658755	0.301411	0.153037	0.32304
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0	0.245969	1.07298	0.188146	0	0	0	0	0.614363	0.100536	0	0	0	0	0	0	0.0849141	0.43487	0.0721727	0.28725	0	0	0.136586	0.497406	0	0.541156	1.03554	1.72183	3.37358	3.23415	1.70777	0.287967	0	0	0	1.45725	1.24098	1.59944	0.495623	0.477212
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	0.293139	0.292632	0.403634	0.449933	0.345993	0.362907	0.471571	0.741529	0.650973	0.458199	0.11089	0.212204	0.686854	0.547433	0.424415	0.396737	0.651229	0.910575	0.558828	0.461035	0.221439	0.2538	0.301398	0.398787	0.731522	0.99376	1.16048	1.00568	0.773334	0.633533	1.17331	1.66398	0.881553	0.903178	0.867114	0.907598	0.819874	0.62746	0.508651	0.439134
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	0.125605	0.138508	0.189668	0.0501508	0.22457	0.116459	0.0388553	0.110293	0.120213	0.0957308	0.102414	0.145842	0.442343	0.0926603	0.109702	0.0022054	0	0.0852777	0.0287703	0	0.0300922	0.160152	0.342122	0.505192	0.660913	0.789447	0.288237	0.641107	0.587013	0.534762	0.7362	0.739867	0.699223	0.950204	0.725435	0.327323	0.391874	0.397913	0.328978	0.372577
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	0.859311	0.577036	0.620261	0.0848653	0.366222	0.156496	0.097875	0.422201	0.515958	0.940203	0.491538	0.265609	0.36689	0.177281	0.562552	0.827819	0.174118	0.550446	0.813544	0.909377	0.721508	0.689918	0.772287	0.755766	0.324502	0.289067	0.474715	0.552534	0.523644	0.386917	0.450168	0.133133	0	0.0977347	0.437911	0.554167	0.630016	0.518664	0.116816	0.330664
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.cebe85ed-98d7-40f0-b727-1c2dfca5020a.fc.signal	0.917001	0.431261	0.660237	0.294011	0.566078	0.26963	0.424957	0.647193	0.365341	0.615867	0.48173	1.31229	0.697814	0.405283	0.972736	0.89038	0.684466	0.952243	1.99883	1.70785	0.11347	0.32591	0.756529	0.77877	0.802244	0.695666	1.16043	0.792201	0.982485	1.11415	0.791115	0.610655	0.226227	0.321277	0.927011	0.873934	0.655326	0.541694	0.805245	0.571429
