	chr12:69674416-69674565	chr12:69674566-69674605	chr12:69674606-69674715	chr12:69674716-69674815	chr12:69674816-69674865	chr12:69674866-69674945	chr12:69674946-69675015	chr12:69675016-69675065	chr12:69675066-69675165	chr12:69675166-69675315	chr12:69675316-69675465	chr12:69675466-69675615	chr12:69675616-69675765	chr12:69675766-69675915	chr12:69675916-69676065	chr12:69676066-69676215	chr12:69676216-69676285	chr12:69676286-69676365	chr12:69676366-69676405	chr12:69676406-69676515	chr12:69676516-69676665	chr12:69676666-69676755	chr12:69676756-69676815	chr12:69676816-69676865	chr12:69676866-69676965	chr12:69676966-69677115	chr12:69677116-69677165	chr12:69677166-69677265	chr12:69677266-69677415	chr12:69677416-69677565	chr12:69677566-69677635	chr12:69677636-69677715	chr12:69677716-69677835	chr12:69677836-69677865	chr12:69677866-69678015	chr12:69678016-69678165	chr12:69678166-69678315	chr12:69678316-69678375	chr12:69678376-69678465	chr12:69678466-69678615	chr12:69678616-69678765	chr12:69678766-69678915	chr12:69678916-69678985	chr12:69678986-69679065	chr12:69679066-69679215	chr12:69679216-69679305	chr12:69679306-69679365	chr12:69679366-69679515	chr12:69679516-69679568	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	3.83505	2.52097	0.731692	0.0518071	0	0	0.323896	0.73995	0.483161	0.829503	0.821547	0.380437	0.0283713	1.51597	2.74084	3.03813	4.17904	4.07764	2.50247	0.450792	0.505738	0.787386	2.01061	3.93749	5.88213	4.50735	2.61625	1.75219	1.43703	1.99457	2.86525	2.66436	1.73615	0.333047	0.0197365	0.646357	0.783275	1.03614	1.78241	3.97816	3.09615	1.04724	0.31983	0.18503	0.15789	1.07109	2.73529	2.63102	3.05505	0.436942
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	1.22115	1.13231	1.11303	1.43073	0.993154	0.488175	0.408692	0.208891	0.697909	1.28001	0.950802	1.04964	1.70357	1.52294	1.48258	0.603439	0.871575	1.0551	0.820755	0.588215	1.84409	1.87379	0.956321	0.944719	0.902335	1.12636	1.31102	0.890606	0.676107	0.580574	0.520943	0.306693	0.326457	0.385754	0.31177	0.289044	0.157117	0.330247	0.317097	0.358292	0.427939	0.452272	0.704862	0.904398	0.646971	0.6699	0.870091	0.85789	0.665161	0.456206
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	2.49042	1.90614	2.00685	1.64716	1.06429	0.450532	0.453877	0.480568	0.913927	1.26186	1.16851	1.66049	1.64567	1.17347	1.63202	1.59229	0.91529	0.624032	0.576211	0.741816	1.0778	1.3192	1.08247	0.880023	0.339067	0.676068	0.820866	0.625982	0.643684	0.799538	0.522895	0.496012	0.645409	0.659247	1.06596	1.09884	0.794715	1.0354	1.17825	1.30772	1.3048	1.21806	1.3078	1.66834	1.3479	0.328672	0.561907	0.833344	0.935965	0.545566
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.15c43137-8b62-45aa-904f-5b9257a45d2c.fc.signal	0.211481	0.0996703	0.146777	0.130149	0.0915616	0.157456	0.455	1.05416	2.04154	3.11015	2.33792	1.99622	1.41017	0.763465	0.670688	0.632275	0.656082	0.623402	0.515877	0.436524	0.568846	0.717534	0.670428	0.805049	0.750353	0.663471	0.408737	0.19562	0.272667	0.444212	0.543319	0.431765	0.518366	0.566433	0.369092	0.109632	0.435327	0.656597	0.750407	0.50013	0.602977	0.700791	0.359691	0.171359	0.370664	0.630179	0.55782	0.403792	0.400289	0.01
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.d690d3e6-ed87-46ee-9d2a-0a5b66f16245.fc.signal	0.906937	0.633915	0.322591	0	0.0616398	0.240096	0.283701	0.207023	0.2701	0.597367	1.37364	1.71001	1.15723	3.03366	3.48699	2.04066	1.63079	1.08229	1.13695	0.846668	0.520116	0.79981	1.44812	2.09925	2.02317	1.84347	2.03492	1.73252	0.64855	0.498494	1.00833	1.32896	0.685863	0.489337	0.753563	0.978981	1.31704	1.59732	2.09388	2.63381	1.74411	1.0401	1.04644	1.85096	1.80842	0.73626	0.616559	0.490933	0.0637615	0.392631
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.bc3e1eea-ba58-4048-a6a7-fa645ef42e40.fc.signal	0.204664	0.807394	0.957696	1.02861	2.64648	2.00091	0.232137	0.383735	0.539418	0.66125	0.921371	0.11865	0.469483	0.729433	0.0831343	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03657	0.74048	0	0	0	0	0.116321	0.310707	0.137772	1.95801	2.73172	0.635007	0.258174	1.0245	0.727015	0.64999	0.283155	0.2213	0.50345	0.158091	1.2154	0.426691
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.df24c052-2a81-4f1a-b170-2f4fdc228ffe.fc.signal	2.05983	1.75042	0.994132	0.758172	0.778552	0.426886	0.365736	0.508313	0.86649	1.49149	0.739456	1.29673	1.18656	2.18478	1.78206	1.16704	1.13108	1.08165	0.626897	0.438556	1.15506	1.86603	1.47051	1.62728	1.46397	1.1363	0.867319	0.846707	0.540407	0.48999	0.588574	1.00768	1.19503	0.683628	0.951443	0.976218	0.59233	0.998852	1.22812	0.635782	1.43601	0.622509	1.19551	1.98792	1.71269	1.28623	1.8608	1.42947	1.42827	0.38048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.604f0a28-681a-4e69-b09a-96c7d6e32ad9.fc.signal	0.828283	0.662545	0.997164	0.948719	0.869661	0.656708	0.721377	0.989552	1.17454	0.767676	0.907457	1.5236	1.27186	1.13665	1.29059	1.1758	0.910828	0.640689	0.495196	0.915248	2.11307	2.05279	1.13194	1.05258	0.630606	0.510668	0.555163	0.822684	0.921276	0.619309	0.603821	1.22126	1.40067	1.18601	0.905375	0.781248	0.894917	0.871056	1.08915	0.991879	0.907163	1.43623	1.80114	2.23484	1.92845	1.66075	2.05078	2.45337	2.54082	0.484289
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001027.7.e86f32e5-bf0d-4add-be96-995ad738d215.fc.signal	0.846397	0.641696	1.12023	1.08761	0.363471	0	0.128347	1.64115	2.79138	0.884381	1.56238	0.0968795	0	0.686882	0.4952	0.789536	1.37625	2.69046	3.35053	1.8154	0.550219	0.0258769	0.594623	0.582308	0.719538	1.9345	1.83468	1.07788	0.0233255	0	0.0818674	1.75498	2.93682	1.28939	0	0	0.0830411	0.500105	0.425881	0.304905	0.261148	0.332659	0	0.920173	1.56224	0.0159187	1.12227	1.55305	1.80563	0.846811
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.2aa5c3df-0722-47d5-82d4-eb34ba16be25.fc.signal	1.72805	0.677281	0.132323	0	0	0	0	0	0.129099	0.620598	0.298274	0	0.161691	1.86324	1.32614	0.900032	1.5021	1.97615	1.28014	0.877184	0.380885	0	0.395692	1.64513	3.79149	5.69329	4.16883	2.26894	0.358833	0.542816	0.523442	0.778941	0.592391	0.30966	0.125625	0.629434	0.549962	0.61225	0.769654	1.23806	0.530275	0	0	0	0.00139347	0.226892	0.332088	0.309195	0.513703	0.404428
