	chr1:39080863-39080932	chr1:39080933-39081012	chr1:39081013-39081162	chr1:39081163-39081212	chr1:39081213-39081272	chr1:39081273-39081312	chr1:39081313-39081362	chr1:39081363-39081462	chr1:39081463-39081512	chr1:39081513-39081612	chr1:39081613-39081702	chr1:39081703-39081762	chr1:39081763-39081912	chr1:39081913-39082002	chr1:39082003-39082062	chr1:39082063-39082212	chr1:39082213-39082362	chr1:39082363-39082512	chr1:39082513-39082662	chr1:39082663-39082812	chr1:39082813-39082962	chr1:39082963-39083112	chr1:39083113-39083262	chr1:39083263-39083412	chr1:39083413-39083562	chr1:39083563-39083712	chr1:39083713-39083862	chr1:39083863-39084012	chr1:39084013-39084162	chr1:39084163-39084312	chr1:39084313-39084462	chr1:39084463-39084532	chr1:39084533-39084612	chr1:39084613-39084762	chr1:39084763-39084912	chr1:39084913-39085062	chr1:39085063-39085212	chr1:39085213-39085362	chr1:39085363-39085442	chr1:39085443-39085512	chr1:39085513-39085662	chr1:39085663-39085712	chr1:39085713-39085812	chr1:39085813-39085917	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	2.94125	5.27881	3.89354	2.24717	1.23176	0.411184	0.23165	0.308098	0.23165	0.213118	0.09266	0.39767	1.4302	1.01933	0.783963	1.32157	4.95673	6.21489	5.17853	4.11288	2.95605	3.35449	3.11431	1.46572	1.72736	1.72137	1.44525	2.11053	1.15648	4.54169	4.5978	2.80645	1.20467	1.20162	1.68812	3.2634	4.89434	3.01784	1.44218	1.31725	1.4055	1.46986	1.08917	1.40913	0.441176
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d2972a82-a806-4e56-afab-8a78ae137176.fc.signal	3.8498	3.49481	2.59813	1.79354	0.904729	0.232892	0	0	0.315923	0.40503	0.027002	0.378028	1.29897	0.38259	2.76807	6.41656	7.11062	5.64691	3.19742	5.52627	5.89844	3.69776	4.74839	4.06974	2.32521	3.01919	3.51071	3.3109	2.26929	2.71971	5.49298	2.80197	0.630199	1.337	2.68427	4.0212	1.34426	3.71866	1.68615	1.16829	1.27977	1.18745	2.64119	5.07707	0.463014
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.c9356221-6b90-4965-9d95-323075444bf6.fc.signal	1.40098	1.5081	0.880468	0	0	0	0	0.0503015	0.144115	1.29079	1.97822	1.55511	0.821532	1.22867	1.09489	0.51865	0.907573	0.91174	1.53784	0.735017	0.445979	0.61208	0.571203	0.510488	0.701697	0.485777	1.0664	1.09309	1.27272	1.16766	0.0915499	0.305026	0.447116	0.710896	0.540421	0.334842	0.711629	1.21817	2.08908	1.55919	1.05943	2.23585	3.6081	2.67106	0.486486
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.2bdb0d55-cf7c-42db-b5e9-1e7fc8464aa8.fc.signal	2.47361	2.07731	1.36914	0.153785	0.101549	0	0	0.0609294	0.14507	0.214769	0.525748	0.827245	1.4214	0.72892	0.403985	0.986963	2.66715	4.33568	4.68994	4.95819	5.00009	3.85782	4.10164	2.4364	2.64541	2.30977	2.65609	1.55425	1.28412	1.42259	1.28753	1.62046	1.51192	2.97153	2.23473	2.33385	2.2932	3.18748	2.24931	1.89924	0.995754	1.00065	1.57817	2.21439	0.547771
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.d51198c1-7a73-4d86-97a2-4552cc10d322.fc.signal	5.69763	2.86198	2.56988	1.82163	0.905117	0.250737	0.303627	0.654113	1.43433	1.54697	1.4322	1.04196	0.898075	2.58103	2.19601	2.08328	3.15869	3.56545	2.86543	2.44164	2.58884	1.7327	1.85248	1.80473	0.812769	1.04802	1.54817	0.620955	0.502518	1.55227	1.40655	0.928159	1.01472	1.32475	0.341445	1.22297	1.57984	1.84509	2.48742	1.5401	0.64588	0.0733046	1.30234	2.28465	0.628099
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.7a7e31ec-6ff6-498c-99aa-3347eef341d7.fc.signal	1.58087	2.03846	1.25339	0.5027	0.16759	0	0	0	0	0	0.113962	0.20111	0.144799	0.20111	0.20111	1.08048	3.46928	3.70906	2.76162	1.1455	0.69097	1.31507	2.64239	2.69591	2.38893	2.92702	2.30529	2.20176	2.00806	1.64166	1.1812	0.850974	0.860817	0.604207	0.833588	1.95146	2.77525	4.69588	3.31129	2.83978	1.75003	1.24018	2.39163	4.06907	0.544444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.fa7392b1-17c1-4691-ba8f-d211a0f93db5.fc.signal	4.03282	5.3775	3.33738	1.90508	1.1719	1.03248	0.967416	0.83881	0.337306	0.564806	1.08739	1.97434	3.03198	3.2906	4.38169	6.23711	5.38119	3.83929	2.50978	2.03213	4.13277	3.01805	2.14734	1.1544	0.904658	0.775649	0.996619	0.940004	1.64863	2.9269	3.24959	2.55127	2.47821	2.40935	1.1806	0.850892	1.3407	1.89754	1.2338	1.5394	1.10479	0.93816	0.735888	1.57661	0.520231
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.9b5b0cc0-4302-439e-a9d9-d779f62c822e.fc.signal	1.86414	3.37014	1.63133	0.472881	0	0	0	0	0	0	0	0	0.298866	0	0	1.48482	4.03588	5.0914	3.84267	2.76592	1.75931	3.14499	3.91068	4.4259	2.94819	3.04119	2.62617	0.273898	2.70844	3.59582	3.57433	3.46547	2.33463	1.46893	0.813952	3.41692	1.49739	2.46741	4.45454	1.79403	1.05898	1.54238	2.20359	3.1796	0.502439
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.baa2a3ca-0f47-4bf7-901e-dd73f7a290b4.fc.signal	2.47638	1.5886	1.07207	0.652108	0.255457	0	0	0	0	0	0	0	0	0.00619289	0.515557	2.30204	3.12881	3.58911	3.97956	1.64578	2.57078	2.28785	1.94585	2.37101	1.60358	1.58665	2.50577	0.916828	1.78579	1.53406	1.76941	2.22641	2.25742	2.92822	1.12045	1.58998	2.69419	1.85015	1.71704	1.79791	0.963511	0.736251	1.36519	2.64244	0.340237
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.604f0a28-681a-4e69-b09a-96c7d6e32ad9.fc.signal	0.425074	0.546722	0.402039	0.109667	0	0	0	0	0	0.0918144	0.12752	0.123269	0	0.00283378	0.12752	0.12752	0.172574	0.659681	1.19791	1.69395	1.38238	1.24806	1.66463	1.79555	1.91889	1.6044	0.971882	0.412302	0.0425067	0.155572	0.322191	0.528277	0.433551	0.436954	0.537265	0.89517	1.20214	1.18344	0.690181	0.278712	0.379148	1.27781	2.0238	2.16061	0.5875
