	chr8:1667243-1667392	chr8:1667393-1667492	chr8:1667493-1667542	chr8:1667543-1667692	chr8:1667693-1667842	chr8:1667843-1667992	chr8:1667993-1668142	chr8:1668143-1668292	chr8:1668293-1668442	chr8:1668443-1668592	chr8:1668593-1668652	chr8:1668653-1668742	chr8:1668743-1668842	chr8:1668843-1668892	chr8:1668893-1668912	chr8:1668913-1669042	chr8:1669043-1669192	chr8:1669193-1669342	chr8:1669343-1669422	chr8:1669423-1669492	chr8:1669493-1669562	chr8:1669563-1669642	chr8:1669643-1669792	chr8:1669793-1669882	chr8:1669883-1669942	chr8:1669943-1670092	chr8:1670093-1670162	chr8:1670163-1670242	chr8:1670243-1670322	chr8:1670323-1670392	chr8:1670393-1670542	chr8:1670543-1670692	chr8:1670693-1670842	chr8:1670843-1670962	chr8:1670963-1670992	chr8:1670993-1671142	chr8:1671143-1671292	chr8:1671293-1671442	chr8:1671443-1671592	chr8:1671593-1671742	chr8:1671743-1671832	chr8:1671833-1671892	chr8:1671893-1671972	chr8:1671973-1672042	chr8:1672043-1672122	chr8:1672123-1672192	chr8:1672193-1672284	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	0.475729	0.72286	0.440143	0.657608	0.19568	0.306211	0.614655	0.424698	0.301149	0.364468	0.23165	0.427271	0.498058	0.444777	0.208485	0.343917	0.335125	0.23165	0.175329	0.215071	0.172781	0.0474018	0.124807	0.2098	0.395121	0.696282	0.759398	0.586786	0.91153	1.04295	0.987099	1.92595	1.4889	1.37461	0.803096	1.52438	2.00934	0.804631	0.84476	0.475662	0.720699	0.575274	0.528148	0.613897	0.984566	0.883626	0.692442	0.380349
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.52ed6dfc-f444-41dd-94ff-8e67dd11315f.fc.signal	0.102371	0	0	0.0966709	0.342228	0	0.0901207	0.290024	0	0	0	0	0.114787	0.130427	0.091231	0	0.0529658	0.227902	0.278538	0.195918	0.106575	0.0886665	0.311996	0.204043	0.225834	0.59289	0.955718	0.91061	0.691166	0.508577	1.70173	1.42898	0.875584	1.14332	1.1245	0.923763	0.544038	0.440338	0.913131	0.963433	0.653995	0.361333	0.466488	0.380056	0.797424	1.01603	0.47256	0.189655
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d2972a82-a806-4e56-afab-8a78ae137176.fc.signal	0.155288	0.554489	0.592453	0.152464	0.249685	0	0	0.0676187	0.228763	0.811621	0.350655	0.748105	0.861681	0.70231	0.70702	0.27298	0.210217	0.530396	1.44284	1.25615	0.54998	0.399111	0.417809	0.502299	1.04371	1.11974	0.820217	2.25001	1.81621	1.10574	1.63625	0.841703	0.652756	0.817728	0.821607	0.467673	0.240669	0.244577	0.59302	0.637398	2.40656	1.6152	1.56766	1.46654	0.833362	0.988939	0.615225	0.236152
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.d690d3e6-ed87-46ee-9d2a-0a5b66f16245.fc.signal	0.891688	0.656699	0.461288	0.375829	0.323915	0.123219	0.281397	0.240995	0.127116	0.130365	0.211168	0.305925	0.3484	0.527128	0.528248	0.497951	0.473401	0.456702	0.414891	0.481868	0.421617	0.235843	0.376673	0.463977	0.226571	0.167381	0.26992	0.420488	0.631071	0.755694	0.530531	0.85025	1.56747	1.06911	0.796837	0.782197	0.519101	0.240233	0.481866	0.195804	0.119736	0.287863	0.337461	0.535807	0.446935	0.36313	0.138428	0.118644
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.829b60f6-fc9d-4134-bce9-259337c2a36b.fc.signal	1.59233	1.58296	0.445303	0.285862	0.627648	0.282096	0.908549	0.903331	1.33055	1.31681	1.46678	0.915195	0.707915	0.751855	0.429635	0.965109	1.17043	0.562818	1.12521	1.56526	1.25219	0.749211	0.760447	0.362803	0.659204	0.915507	1.61496	1.32742	0.571976	0.702754	1.21028	1.97792	2.81147	1.40543	1.07425	0.602015	0.135879	0.146848	1.32272	1.00183	0.657111	0.917384	0.834334	0.243549	0.433881	0.546487	0	0.691057
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.7a7e31ec-6ff6-498c-99aa-3347eef341d7.fc.signal	0.131783	0.312853	0.233261	0.440316	0.759572	0.484557	0.275459	0.378816	0.0388897	0.136753	0.538417	0.721851	0.484132	0.256172	0.18035	0.126362	0.101544	0.132723	0.40221	0.397757	0.123537	0.0351943	0.284194	0.267972	0.0888897	0.0974332	0.515926	0.64059	0.314517	0.31084	0.844933	0.790799	1.43776	1.09336	1.00143	0.91265	0.92952	0.756811	0.519138	0.410239	0.916018	1.03333	1.48297	1.58232	1.35347	0.994451	0.745757	0.284507
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.fa7392b1-17c1-4691-ba8f-d211a0f93db5.fc.signal	0.854662	0.610739	0	0.234376	0.885113	0.504021	0.29936	1.06207	0.692272	1.23982	1.5521	1.26203	0.517324	1.15275	1.15275	1.09067	0.371238	0.349341	0.910335	0.831294	0.702643	1.0088	1.2223	1.17514	2.18541	2.76746	1.95457	1.19496	0.988095	0.90569	0.892416	2.12315	0.764915	0.701536	0.87324	0.920958	0.532754	1.05784	1.74489	1.15298	1.49	2.57806	1.64536	1.38571	0.581718	0.383906	0.597497	0.370871
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.9b5b0cc0-4302-439e-a9d9-d779f62c822e.fc.signal	0.450771	1.0036	0.531685	0.457873	0.0286171	0	0.873208	0.123749	0.786076	0.462573	1.16639	0.123426	0.305585	1.2887	1.3731	0.684781	0.554147	0.118045	0.865372	0.48292	0	0.194865	0.855242	0.0775184	0.143106	1.92129	1.06569	0.744588	0.751256	1.60997	1.27726	1.53132	0.896326	1.15002	1.34168	3.13425	1.84617	1.23788	0.568563	0.404411	0.321605	1.05635	2.48261	0.442927	0.338563	0.968582	1.43996	0.378378
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.baa2a3ca-0f47-4bf7-901e-dd73f7a290b4.fc.signal	0.251115	0.297826	0.55736	0.694215	0.801244	0.386735	0.293236	0.194225	0.359924	0.685792	0.598557	0.560453	0.691122	0.874907	0.83603	0.52306	0.172782	0.677751	1.16361	1.27409	0.863941	0.284978	0.0605965	1.07146	1.50035	1.19095	0.712646	0.961495	1.11484	0.477757	0.224802	1.20028	1.39352	2.03307	1.96017	1.40838	1.08134	1.08136	1.15756	1.24303	0.987821	1.37958	1.1113	0.79622	0.362284	0.959521	0.83603	0.488372
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.03cd26f6-8245-4dba-a43d-b085dc5fbdba.fc.signal	0.278046	0.0237324	0.151452	0.265587	0.528226	0.676615	0.661236	0.425923	0.114631	0.355082	0.41939	0.31687	0.136299	0.20969	0.20969	0.182269	0.298237	0.810452	0.587145	0.221673	0.440357	0.41939	0.241847	0.177074	0.636073	0.85139	0.473779	0.505135	0.718042	1.22526	1.29461	0.604177	1.12405	0.973385	0.83878	0.760026	0.791949	0.900352	0.530838	0.789823	1.06722	1.25829	1.0121	0.740539	0.833317	1.89967	1.74606	0.504259
