	chr9:92710961-92711110	chr9:92711111-92711260	chr9:92711261-92711410	chr9:92711411-92711560	chr9:92711561-92711710	chr9:92711711-92711860	chr9:92711861-92712010	chr9:92712011-92712160	chr9:92712161-92712310	chr9:92712311-92712460	chr9:92712461-92712610	chr9:92712611-92712760	chr9:92712761-92712910	chr9:92712911-92713060	chr9:92713061-92713210	chr9:92713211-92713360	chr9:92713361-92713510	chr9:92713511-92713660	chr9:92713661-92713810	chr9:92713811-92713960	chr9:92713961-92714110	chr9:92714111-92714260	chr9:92714261-92714410	chr9:92714411-92714560	chr9:92714561-92714710	chr9:92714711-92714860	chr9:92714861-92715010	chr9:92715011-92715160	chr9:92715161-92715310	chr9:92715311-92715460	chr9:92715461-92715610	chr9:92715611-92715760	chr9:92715761-92715910	chr9:92715911-92716060	chr9:92716061-92716210	chr9:92716211-92716360	chr9:92716361-92716510	chr9:92716511-92716660	chr9:92716661-92716810	chr9:92716811-92716960	chr9:92716961-92717110	chr9:92717111-92717260	chr9:92717261-92717410	chr9:92717411-92717560	chr9:92717561-92717710	chr9:92717711-92717753	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.544648	0.736172	0.616378	0.0778401	0	0.00555893	0.147121	0.311128	0.655733	0.792488	0.23523	0.0161165	0.130665	0.159368	0.0722971	0.0743497	0.303135	0.45479	0.197311	0.197792	0.190955	0.0527715	0.0524631	0.107844	0.16465	0.1703	0.187364	0.188946	0.117819	0.223278	0.208248	0.330652	0.266875	0.241348	0.157823	0.133486	0.495144	0.669688	0.427847	0.5679	0.522033	0.490182	0.163394	0.233441	0.24381	0.224401	0.27509
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.91c7adb9-9182-4f05-b5fa-c053c0a1b0ec.fc.signal	0.444252	0.21837	0.259227	0.622741	0.849928	0.51261	0.27648	0.824919	0.716233	0.644269	0.165114	0.25182	0.951545	0.370938	0.0832423	0.420699	0.593237	0.531697	0.482405	0.324258	0.097417	0.291116	0.796458	0.760861	0.542389	0.269928	0	0.162894	0.14808	0.377404	0.42196	1.12843	0.990632	0.483848	1.50576	1.2023	0.816443	0.300216	0.277772	0.327886	0.343525	0.0195205	0	0.114741	0.346589	0.27254	0.0220901
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.474286	0.313068	0.0166108	0.367775	0.999542	0.743948	1.209	1.18341	1.09365	0.899944	0.660263	0.763407	0.432752	0.0542704	0.0014368	0.122762	0.256615	0.0467311	0.0338165	0.0906681	0.116631	0.367832	0.0278207	0.250994	0.14493	0.0903393	0.251971	0.324526	0.436699	0.135194	0.381185	0.716846	0.971986	0.862357	1.38087	1.22616	0.849095	1.56523	1.18153	1.0072	0.543827	0.528457	0.44814	0.213697	0.17167	0.167804	0.163399
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.3635c35b-bff5-4878-adcc-965cd885b7d1.fc.signal	1.05209	0.843439	0.785199	2.29798	3.79407	3.3466	2.77616	6.22631	6.52329	4.92032	4.61197	2.33928	1.75244	2.35279	1.22261	3.3662	4.06846	1.35599	1.33296	1.44232	0.276475	0.952918	1.80371	0.569149	0.953957	0.868931	0.819017	1.04999	0.604073	0.453332	0.86364	0.781856	0.818538	2.19198	3.35994	2.59002	4.30276	8.66115	14.9902	18.1457	21.339	17.9446	20.0999	20.5001	19.1688	19.6251	0.621891
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	2.5997	4.5161	0.250854	0	0	0	0.725958	8.27642	2.47241	1.6702	0.104525	0	1.0068	2.46276	1.29946	1.23227	0.856858	1.70573	1.79661	1.1792	1.05642	1.75113	0.540978	0.57735	1.42068	2.79763	2.96114	4.64225	5.52523	4.58578	3.63811	3.83818	1.44045	2.02925	2.29084	1.21868	1.94194	3.36836	3.7473	4.48287	3.49224	2.63791	2.03166	2.97704	5.08372	7.72648	0.072473
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.535207	0.577003	0.993646	1.10802	1.89785	0.781418	1.11836	1.67436	0.972132	2.43414	1.72874	1.13554	0.655231	0.491555	0.783945	0.758797	0.687081	0.579497	0.565237	0.726873	0.3817	0.398083	0.397747	0.0428894	0.181299	0.0441749	0.187258	0.204785	0	0	0.0821054	0.333341	0.519153	0.232643	0.0840769	0.261179	0.868578	0.850494	0.949562	0.653069	0.799937	0.308462	0.752884	0.121948	0.129624	0.110801	0.214128
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0.476156	0.657192	0.739853	0.181074	1.0246	0.767022	1.58132	0.550151	1.42258	1.94113	0.969223	0.269019	0.105559	0.100309	0.436123	0.476375	0.157967	1.10706	0.739718	0.389506	0.107413	0.23865	0	0	0	0	0	0	0	0.746828	1.83083	1.03135	0.590408	2.51997	2.30593	0.860394	1.98401	1.54297	0.260919	1.08835	0.37278	0.20974	0.377763	0.843805	2.1612	3.36876	0.506229
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	0.58888	0.363904	0.539829	0.818406	0.976906	1.40034	0.679822	0.714124	0.99008	0.587402	0.515229	0.708332	1.11914	0.798202	0.190987	0.0320817	0.253887	0.216925	0.101327	0.030685	0.20124	0.622669	0.509663	0.839273	0.537495	0.381965	0.293491	0.014252	0.618197	0.792899	0.999519	1.53192	1.08245	0.720648	0.859546	0.987771	1.17505	0.858403	0.613129	0.925164	0.683084	0.528696	0.653036	0.492498	0.373599	0.689644	0.0437247
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	0.385437	0.438266	0.602179	1.3281	1.34235	2.45489	4.18301	3.81096	1.84069	1.48361	1.3182	1.30919	1.48107	0.366072	0.505982	0.429387	0.176632	0.113047	0.302438	0.037721	0.202562	0.0407179	0.0612729	0.194	0	0	0	0.154953	0.440652	0.00484233	0.17045	0.129775	0.202108	0.347044	0.229527	0.476481	0.406389	0.335681	0.877299	0.824574	0.686375	0.233097	0.0098364	0.344614	0.296707	0.143484	0.212282
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.5b94d008-4850-4235-a4df-01d74d02137b.fc.signal	3.04052	2.35738	0.907701	2.15658	1.96508	1.82693	1.15814	2.17441	2.32017	1.37201	0.839185	1.96607	2.26746	1.89355	1.08636	1.37994	0.689275	0.405322	0.585874	0.552712	1.39283	0.101331	0.768869	0.363134	0.160287	0.448298	0.624564	0.506653	0	0.259778	0.718676	1.48093	0.0736955	0.132652	0.714841	0	0.17861	0.796765	1.13264	0.605277	0.869601	0.412693	0.611667	0.571135	0.784852	1.0283	0.53176
