	chr2:215378311-215378460	chr2:215378461-215378610	chr2:215378611-215378760	chr2:215378761-215378910	chr2:215378911-215379060	chr2:215379061-215379210	chr2:215379211-215379360	chr2:215379361-215379510	chr2:215379511-215379660	chr2:215379661-215379810	chr2:215379811-215379960	chr2:215379961-215380110	chr2:215380111-215380260	chr2:215380261-215380410	chr2:215380411-215380560	chr2:215380561-215380710	chr2:215380711-215380860	chr2:215380861-215381010	chr2:215381011-215381160	chr2:215381161-215381310	chr2:215381311-215381460	chr2:215381461-215381610	chr2:215381611-215381760	chr2:215381761-215381910	chr2:215381911-215382060	chr2:215382061-215382210	chr2:215382211-215382360	chr2:215382361-215382510	chr2:215382511-215382660	chr2:215382661-215382810	chr2:215382811-215382960	chr2:215382961-215383110	chr2:215383111-215383260	chr2:215383261-215383410	chr2:215383411-215383560	chr2:215383561-215383580	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	0.430875	0	0	0	0.478442	1.44628	0.883468	0.299157	0.376906	1.22691	1.56369	1.23894	0.252312	0	0	0.72467	2.26714	2.51753	0.887426	0.175308	0.777495	2.06685	1.78074	1.2611	1.64165	4.63201	3.31157	0.581847	0.0189352	0	0.551922	1.89701	2.69322	4.1633	3.98804	2.26056	0.33997
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.80d11420-fb58-4105-8d0b-26addcc06923.fc.signal	0	0	0	0	0.224045	1.28195	1.11423	0.637291	0	0	0	0.701799	2.72812	0.209233	0.722009	0.90623	4.64421	3.39456	1.33019	0	0	0.792727	0.147966	0.925586	2.21261	1.36003	1.03743	1.42446	0	0	0	0	0	1.47553	2.17112	2.54442	0.339674
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.e6af9ec0-8b4b-4624-8b3a-51f86f371f0f.fc.signal	14.5859	12.116	13.4151	13.0546	11.6495	13.7681	13.9956	13.4371	10.4418	10.5632	13.7676	14.3628	14.6613	12.7131	13.0601	13.9075	17.6837	19.7477	17.3983	11.5853	12.7541	14.9255	14.5559	14.0284	15.1554	17.3853	23.1434	17.1893	12.6827	7.3953	7.67801	10.0014	13.0913	12.043	9.58438	9.46601	0.0287258
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000043.3.8d5b3081-225e-438e-b618-c17adc495516.fc.signal	1.58217	0.525917	0.136122	1.56633	2.04109	0.896871	4.2591	3.19362	1.98577	0.862002	2.1832	2.43436	0.237432	4.01758	2.83469	1.80527	2.27968	2.5555	3.57483	1.85389	1.75988	0	0.973279	1.17833	1.5607	2.29782	0.22259	0	1.38164	1.51694	0.232864	2.37051	1.57207	2.28433	2.13443	0.76899	0.427046
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	0.713687	0.5516	1.84448	1.25194	0.501042	0.795276	2.10515	1.24867	0.659476	0.904739	0.686723	1.58004	2.02351	0.819977	2.3106	1.59785	2.25379	2.68195	3.02851	1.95488	0.863622	0.480982	1.40471	1.00938	1.46571	1.16645	0.903947	1.05901	0.931559	1.01741	1.18065	0.884635	0.461898	1.12825	0.873622	1.45136	0.736585
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000060.3.baf1b6b5-96f6-42d1-907a-07181459fd3c.fc.signal	2.36826	0.92385	0.813098	0.310901	0.365043	1.23328	2.70775	1.68423	1.0809	1.36504	1.36567	1.29939	2.18865	1.29833	0.352527	0.976443	0.829448	1.16972	3.06558	1.55961	2.11484	1.29007	0.619758	1.12588	1.45331	1.99988	3.37281	2.13758	1.01824	2.27609	1.58265	0.269537	1.12422	1.91276	0.558048	0.34182	0.254179
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	0.92471	0.98754	0.371682	0	0	1.27131	1.87308	0.674877	1.74632	1.41667	2.18532	0.975368	0	0	0	0.504789	1.10295	1.28656	1.76158	0.500488	0.373875	0.592592	0.739245	0.805708	0.857112	1.6036	1.47025	1.48857	0.0315664	0	0.523232	0.160211	0.210716	1.89645	0.86377	0.213078	0.647149
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	0.206917	0	0	0	0.506486	2.42773	3.49105	1.89728	1.12382	3.64068	5.46523	2.89175	0.531263	0.171296	0	0.211204	1.04224	1.70237	0.584741	0.0524503	0.223228	0.886493	1.87913	1.25415	0.46315	1.60325	1.93519	0.469316	0	0.0419767	0.25573	0.544096	0.684555	0.812829	0.548866	0.33218	0.543478
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.0c600fad-76af-4396-b66d-45cc11ce045a.fc.signal	8.28751	9.88146	14.5632	12.1929	11.2992	13.0743	8.08897	9.59536	10.2281	11.3462	9.40327	7.58363	9.99127	9.53418	13.4133	11.8203	15.1347	10.4669	17.1872	17.8053	14.0902	8.13494	6.29354	13.4258	9.16125	14.7441	10.6897	11.54	7.2018	11.196	14.4934	13.4416	9.77386	17.5657	20.7022	10.3787	0.609409
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	0.012744	0	0	0	0.347256	2.71311	3.49572	0.812351	0.598914	4.02663	5.18304	2.454	0.440668	0.104076	0.126382	1.08704	2.15469	2.62709	1.12809	0.166527	0.839932	1.73717	2.5272	1.19741	0.302019	1.12348	1.83391	0.604221	0	0	0.850732	4.6127	5.62498	1.83893	0.799859	0.350434	0.439166
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000071.3.dfc63e95-4862-4384-a735-dc9483aed805.fc.signal	2.68228	0.136273	1.47686	1.08594	0.672053	0.944933	4.25987	1.83639	1.29112	1.68677	1.94313	2.78769	2.22489	0.843118	0.892338	0.608564	0.938103	0.329307	1.68173	0.191105	0.307059	0.216916	0	0.190221	1.13991	2.12123	2.19874	1.02156	0	0	0.0824667	1.11241	0.646022	0.724345	1.57154	1.7241	0.34817
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	0.68474	0.240213	0.825983	0.300088	0.636955	0.816545	0.724366	0.731493	0.0788902	0.620825	1.20322	0.811259	0.969345	0.644821	0.389828	0.342894	1.00775	0.719061	0.385042	0.35504	0.170777	0.89263	0.417139	1.06876	0.846762	1.16671	1.55687	0.441991	0.655348	0.574241	0.386673	0.614248	1.59639	2.02578	1.45716	1.10165	0.322344
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	3.94931	0.881142	1.44211	0.908003	1.07087	1.60872	1.32423	0.723984	0.639406	0	0	0.794329	2.88269	1.96294	0.667508	0.946952	1.15114	3.16668	4.04833	1.66154	1.64341	0	1.08544	2.25287	3.29874	1.32828	0.546403	1.05524	1.51661	1.28676	0.124436	0.774271	0	1.8774	3.87614	5.49814	0.789895
