	chr19:4285743-4285892	chr19:4285893-4286042	chr19:4286043-4286192	chr19:4286193-4286342	chr19:4286343-4286492	chr19:4286493-4286642	chr19:4286643-4286792	chr19:4286793-4286942	chr19:4286943-4287092	chr19:4287093-4287242	chr19:4287243-4287392	chr19:4287393-4287542	chr19:4287543-4287692	chr19:4287693-4287842	chr19:4287843-4287992	chr19:4287993-4288142	chr19:4288143-4288292	chr19:4288293-4288442	chr19:4288443-4288592	chr19:4288593-4288742	chr19:4288743-4288892	chr19:4288893-4288972	chr19:4288973-4289042	chr19:4289043-4289102	chr19:4289103-4289192	chr19:4289193-4289342	chr19:4289343-4289402	chr19:4289403-4289492	chr19:4289493-4289572	chr19:4289573-4289642	chr19:4289643-4289752	chr19:4289753-4289792	chr19:4289793-4289942	chr19:4289943-4290092	chr19:4290093-4290242	chr19:4290243-4290392	chr19:4290393-4290542	chr19:4290543-4290692	chr19:4290693-4290842	chr19:4290843-4290862	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	0.772772	0.614729	0.964871	0.60405	1.06936	0.362287	0.467879	0.320082	0.319295	0.482973	0.234797	1.21181	1.17262	0.8205	1.09769	0.965995	0.660493	1.25534	1.48163	1.50679	0.694406	0.157817	0.321242	0.393885	0.268362	0.163497	0.609321	1.27178	1.89494	1.97708	1.05506	1.10332	0.883828	0.851424	1.14953	1.22012	1.11025	0.89127	1.08779	1.15465	0.0969828
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.72ced85f-cc3d-4155-864f-c88e943e41cd.fc.signal	0.140381	0	0	0	0.342468	0.661187	0.248367	0	0	0.262248	0.398001	0.441197	0.570777	0.476674	0.357894	0.481305	1.07263	0.915132	0.656127	0.529703	0.884033	1.18591	0.756999	0.343237	0.46279	0.225225	0	0	0	0	0.143047	0.2314	0.149639	0.16198	0.422685	1.46536	1.19555	0.407734	0.194911	0.2314	0.39604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	0	0	0	0	1.14761	0.649835	0	0	0	0	0.743945	0	0	0	0.200481	1.2444	0.35257	0	0.586152	1.40067	1.46218	0	0	0.91599	0.887185	0	0	0	0	0	0	0	0	0	0	0.542642	0.245116	0.823038	0	0	0.691099
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.42363c6f-0a08-4184-ab8c-bacc5ac39aad.fc.signal	0.419674	0.3909	0.335408	0.415721	0.751645	0.753089	0.841207	0.57638	0.558031	0.686768	0.335747	0.956976	1.03009	0.879583	0.916194	0.903612	1.45288	2.43932	2.38636	2.16707	1.45385	2.28477	1.33523	0.495342	0.0227602	0.0426627	0.770161	1.49878	0.80152	0.298363	0.271422	0.570866	0.842506	1.22355	2.03282	3.16611	2.20495	3.0064	1.91887	2.14343	0.910959
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	1.64846	1.23507	1.23007	0.679171	1.34159	1.58557	1.7734	1.91453	1.47934	1.15225	0.893525	0.889979	1.31043	0.613898	0.466783	0.689813	0.717763	1.16149	0.841352	1.78018	3.00341	3.18047	1.91177	0.899278	0.354969	0.819187	1.29759	1.17246	0.999878	0.86245	1.23603	1.64762	1.32901	2.30919	1.45316	0.901357	1.00534	0.969278	0.894163	0.784713	0.36107
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.ed39a30d-e8d4-4be8-8a48-6338c0cdb04b.fc.signal	0	0.267546	0.339209	0.37504	1.45884	1.94001	1.31398	1.54334	0.826618	0	0.303409	0.936759	0.241278	1.0779	1.34861	0.276625	1.27018	1.58096	1.66113	1.48852	0.460258	0.284776	0.35832	0.226936	0	0	0	0	0	0	0	0	0	0	1.89188	2.58162	2.56912	2.28978	0.840061	1.38615	0.539033
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83e601b8-bef8-49e1-b42e-c29a56e1ac1c.fc.signal	0.341535	0.407617	0.942993	0.409411	0.59314	1.03246	1.50751	1.46566	1.59584	1.4738	0.831659	0.474415	0.632409	1.00451	0.592461	0.655898	0.405553	0.832957	0.973801	0.438092	0.44873	0.746488	0.689796	0.57357	0.36551	0.406911	0.487577	0.458883	0.342871	0.286275	0.263132	0.408509	0.360698	0.84188	0.695021	0.51652	0.27787	0.734992	0.654583	0.5567	0.320316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000348.2.49890929-0215-4581-a0a6-6082ef7a066c.fc.signal	0.709404	1.25788	0.574747	0.331711	2.61437	3.77049	2.2465	2.22678	1.66842	0.482787	0.649411	1.34195	0.875093	1.25788	2.31552	1.03958	2.06297	2.78358	1.41881	2.34502	3.72451	2.33393	1.15211	0.0705055	0	0	0	0	0	0	0	0	0	0	0.975667	3.131	1.7108	1.27596	1.38238	0.70505	0.302817
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.8ee3bcc0-0a54-4209-87cf-967cca7d6071.fc.signal	0.384101	0.273054	0.674188	0.461674	0.288213	0.43859	0.575687	0.428494	0.86721	0.598487	0.607778	0.625795	0.93112	0.776526	0.864449	0.918444	0.593064	0.695842	1.11327	0.935248	0.574554	0.269899	0.21534	0.156457	0.094838	0.0238946	0.0905845	0.247695	0.258379	0.146732	0.0856365	0.229177	0.38279	0.439805	0.423102	0.530452	0.581136	0.57452	0.290216	0.341091	0.548007
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.f32467cb-d7e9-4f5b-9c6b-68e4e838bc49.fc.signal	1.62434	1.00844	0.471923	0.276154	0.60667	1.17197	1.24427	0.96119	0.719496	0.598716	0.72707	1.09425	1.60941	1.36796	1.68305	1.87577	2.03151	1.92382	1.56788	1.10825	0.86471	0.916405	0.799765	0.494152	0.272544	0.321908	0.58647	0.438313	0.285589	0.369789	0.451081	0.720193	0.543682	0.61096	0.984621	1.11749	1.43664	1.8582	1.30365	0.953256	0.426484
