	chr1:69713642-69713791	chr1:69713792-69713941	chr1:69713942-69714091	chr1:69714092-69714241	chr1:69714242-69714391	chr1:69714392-69714541	chr1:69714542-69714691	chr1:69714692-69714841	chr1:69714842-69714991	chr1:69714992-69715141	chr1:69715142-69715291	chr1:69715292-69715441	chr1:69715442-69715591	chr1:69715592-69715741	chr1:69715742-69715801	chr1:69715802-69715891	chr1:69715892-69716041	chr1:69716042-69716191	chr1:69716192-69716341	chr1:69716342-69716491	chr1:69716492-69716641	chr1:69716642-69716791	chr1:69716792-69716941	chr1:69716942-69717091	chr1:69717092-69717241	chr1:69717242-69717391	chr1:69717392-69717541	chr1:69717542-69717691	chr1:69717692-69717771	chr1:69717772-69717841	chr1:69717842-69717991	chr1:69717992-69718071	chr1:69718072-69718141	chr1:69718142-69718211	chr1:69718212-69718291	chr1:69718292-69718441	chr1:69718442-69718591	chr1:69718592-69718718	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	0.625916	0.998653	1.23868	0.736827	0.241001	0.815493	1.35303	1.73647	0.773005	1.59	0.516158	0.312677	0.373868	0.525493	0.752874	1.09754	1.25034	0.52797	0.661418	0.682411	0.756237	0.735276	0.202206	0	0.495962	0.228904	0.210596	1.02374	0.82982	0.27419	0.174994	0.452242	1.05935	0.900214	0.966265	1.35211	1.76567	1.34698	0.785102
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.4d89e710-5a41-461f-91a2-bc627bddca0a.fc.signal	1.31269	1.62986	1.33271	1.85513	1.63511	0.596763	0.466564	0.66294	0.83819	0.802217	0.791406	0.712718	1.38847	0.952402	0.842582	1.08228	1.61574	1.10444	1.58813	0.710626	0.660541	0.523229	0.317733	0.311132	0.288763	1.24274	0.827571	0.63527	0.395087	0.031636	0.157794	0.192734	0.231659	0.404176	0.620343	0.87971	1.45803	1.2564	0.788041
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.5501f5e6-6354-4e9f-82a5-be852033207e.fc.signal	0.373876	0.74221	1.11351	0.944104	0.58308	0.661165	1.23581	1.49745	0.99903	0.735209	0.682235	0.730243	0.867104	0.561899	0.295298	0.341298	0.916242	1.8369	1.66028	1.86838	2.15372	1.77841	1.66745	1.27719	1.11109	1.42072	1.21263	0.695478	0.575436	0.364292	0.430511	0.387053	0.471899	0.461277	0.569293	0.577198	0.56601	0.410892	0.334821
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.a1a38b0a-4e6e-499f-9d4a-f9ed2dd3bf97.fc.signal	2.00481	1.34391	1.1602	1.70049	2.53948	2.52222	1.97716	2.43905	3.37365	2.88496	1.9996	2.2905	1.91183	1.41211	1.20247	1.69803	2.70425	2.36634	2.18953	2.68961	2.35431	1.93794	1.76496	1.8003	1.85637	1.97365	1.64974	1.10738	0.601227	0.466297	0.649158	0.583574	0.181587	0.358693	0.871927	1.03718	0.794226	1.20396	0.341693
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.8ee3bcc0-0a54-4209-87cf-967cca7d6071.fc.signal	1.30344	0.629229	0.62246	0.44344	0.0311827	0.914019	1.07133	0.641442	0.344457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109831	0.654985	0.810942	0.401722	0	0	0	0	0.293505	0.61534	0.6496	0.0786464	0.00160126	0.209581
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.2cafda9b-dfc1-4231-8ed9-6249d923a6a9.fc.signal	0.469243	0.3693	0.558787	0.658944	0.251357	0.111402	0.216019	0.680918	0.598524	0.316036	0.530068	0.2487	0.29684	0.0871899	0.0444643	0.19116	0.307955	0.0619509	0.296534	0.746724	0.574076	0.589844	0.356854	0.201614	0.0068848	0.1658	0.138821	0.46974	0.367764	0.118012	0.17211	0.0968135	0.0700774	0.302343	0.827213	0.883605	1.05473	1.39834	0.442029
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.66fe7e60-cc70-422a-8d7c-594c9a55eec8.fc.signal	0.511256	0.591314	0.309249	1.1485	0.63581	0.296335	0.852719	1.04173	1.34724	0.963382	0.498925	0.363638	0.37134	0.455633	0.016213	0.227542	0.336995	0.483699	0.44039	0.139973	1.20071	0.612834	0.841559	0.67353	0.530169	0.866306	0.523974	0.803672	0.508763	0	0	0	0	0.586019	1.80505	0.543691	0.0285658	0.615767	0.774834
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.5cbd82b6-3f49-4678-a37b-78e82b7626ea.fc.signal	0.138922	0.00424667	0.360976	0.49687	0.319569	0.156065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513514
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.309e9998-5ade-4caa-9bdd-4c0118af9852.fc.signal	0.27875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287171	0.50382	0.0990783	0	0	0	0	0	0.381452	0.5398	1.00134	0.71206	0.104119	0	0.607784
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.102990be-2f15-4965-9094-d6b665cc5fb0.fc.signal	0.250209	1.28228	2.465	2.69772	1.91008	1.38312	0.923166	0.450094	0.576767	1.55077	0.847768	0.634248	0.915462	0.814445	0.18476	0.326398	1.10946	1.55127	1.02808	0.548846	0.641054	1.6189	1.17714	0.403201	0.286401	0.369582	0.198508	0.377292	0.362044	0.202614	0.533794	0.352152	0.329251	0.764263	1.15798	0.653511	0.789813	0.838417	0.788785
