	chr22:30522850-30522999	chr22:30523000-30523059	chr22:30523060-30523149	chr22:30523150-30523299	chr22:30523300-30523329	chr22:30523330-30523449	chr22:30523450-30523599	chr22:30523600-30523749	chr22:30523750-30523899	chr22:30523900-30524049	chr22:30524050-30524139	chr22:30524140-30524199	chr22:30524200-30524279	chr22:30524280-30524349	chr22:30524350-30524499	chr22:30524500-30524649	chr22:30524650-30524799	chr22:30524800-30524949	chr22:30524950-30525099	chr22:30525100-30525249	chr22:30525250-30525399	chr22:30525400-30525499	chr22:30525500-30525549	chr22:30525550-30525699	chr22:30525700-30525849	chr22:30525850-30525929	chr22:30525930-30525999	chr22:30526000-30526149	chr22:30526150-30526299	chr22:30526300-30526449	chr22:30526450-30526599	chr22:30526600-30526659	chr22:30526660-30526749	chr22:30526750-30526899	chr22:30526900-30527049	chr22:30527050-30527109	chr22:30527110-30527199	chr22:30527200-30527349	chr22:30527350-30527499	chr22:30527500-30527649	chr22:30527650-30527719	chr22:30527720-30527799	chr22:30527800-30527949	chr22:30527950-30528019	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	0.0325219	0.408566	1.10941	1.28048	0.87895	0.373359	0.332844	0.144695	0.118756	0.288316	0.454684	0.475689	0.395786	0.429989	0.360587	0.542806	1.22419	1.27229	0.434056	0.848097	1.51024	1.33425	0.393578	0.26439	0.172365	0.381832	0.373808	0.357565	1.4215	1.78254	0.922134	0.590825	0.65173	0.974683	0.952879	0.477506	0.0722696	0	0	0	0	0	0	0	0.688889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	1.3812	1.42544	0.562166	0.636008	0	0	0	0	0	0.829449	0	0.79501	1.03697	0.103697	0.877968	0	0	0	0.687903	0.274191	0.612557	0.881425	0	0	0	0	0	0.709388	2.35465	0	0	0	0.950088	2.30227	1.05103	0.937706	0.0115219	0	0	0.739705	1.19995	0.933273	0	0	0.369231
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.de511913-2cf9-43ba-9705-d5ac577dfa6f.fc.signal	1.32249	0.996938	0.873258	1.26502	1.06893	1.03898	0.701428	1.76908	1.72866	0.772991	0.467703	0.661589	1.12998	1.11228	1.11215	1.90137	1.2471	1.22568	1.28947	1.48198	1.16422	1.04849	0.711208	0.651373	1.01579	1.22125	1.51679	2.54267	0.565229	0.672817	1.66271	1.29937	1.10955	1.32155	2.51675	1.52311	1.06712	1.45446	1.81294	2.30428	1.7144	0.661231	0.734774	0.852559	0.543353
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.15a517d0-8389-43f7-9ce5-66c163ab4bf7.fc.signal	0.782686	0.714829	0.624468	0.72776	1.18767	2.26767	1.44127	1.62772	1.62394	1.11192	0.940403	1.58273	2.26589	1.67705	0.955628	2.09503	2.7056	3.72195	2.28162	1.78195	2.29961	1.56716	0.593349	0.533761	1.11479	0.725717	0.967289	0.806294	1.18483	1.78764	1.18388	1.43374	1.77809	1.97607	1.6988	1.54608	1.13608	0.939343	0.847859	3.40939	2.26945	0.917397	0.751253	1.87779	0.549068
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83e601b8-bef8-49e1-b42e-c29a56e1ac1c.fc.signal	0.519935	0.260296	0.216298	0.307412	0.375977	0.337165	0.451763	0.564699	0.754073	0.650123	0.453396	0.911759	0.878023	0.625076	0.434009	0.545918	0.328196	0.537211	0.623099	1.00454	0.822653	0.92817	0.738819	0.380636	0.369884	0.244814	0.0972383	0.321227	0.277681	0.358165	0.317483	0.396018	0.478616	0.32649	0.321811	0.421198	0.467398	0.490092	0.399431	0.199751	0.327314	0.397307	0.455301	0.518351	0.586047
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.8ee3bcc0-0a54-4209-87cf-967cca7d6071.fc.signal	0.52959	0.456156	0.308737	0.495385	0.515261	0.27448	0.142854	0.34034	0.158606	0.19185	0.324932	0.339021	0.338887	0.182868	0.170551	0.3842	0.342662	0.4297	0.391706	0.15625	0.0517803	0.0327419	0.0433254	0.0697603	0.159256	0.171082	0.263603	0.269763	0.0938062	0.15684	0.186876	0.397274	0.827878	0.853427	0.6982	0.333359	0.0286837	0	0	0.0687778	0.107574	0.0732841	0	0.0570994	0.696429
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.309e9998-5ade-4caa-9bdd-4c0118af9852.fc.signal	0.15173	0.102118	0.155034	0.282925	0.326698	0.29984	0.579501	0.80148	0.467157	0.174642	0.348227	0.284958	0.247114	0.302001	0.465857	0.517297	0.2513	0.27567	0.722784	0.970295	1.13658	1.00596	0.818647	0.509268	0.668398	1.03878	1.07018	1.05652	0.88963	0.55891	0.499615	0.508003	0.473319	0.395526	0.587267	0.400971	0.17705	0.0210433	0	0	0	0.075801	0.1664	0.14254	0.58371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.f2c7bc19-404e-47af-b24f-cd6109044afb.fc.signal	0.445988	0.509639	0.81055	0.885578	0.49588	0.290917	0.0939377	0.400666	0.674383	0.471389	0.482578	0.922255	0.994112	0.957673	0.811184	0.708297	0.270663	0.44632	0.218153	0.0306466	0.164881	0.157238	0.17842	0.135519	0.0057916	0	0	0.103243	0.224104	0.107033	0.146788	0.203369	0.240894	0.360573	0.29881	0.336895	0.33065	0.538662	0.313851	0.873275	0.666369	0.541297	0.482793	0.225429	0.508929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.bc7bca89-1cba-4915-bcc7-e8d2a2d115f4.fc.signal	0.233055	0.386633	0.371271	0.361531	0.169711	0.164544	0.187996	0.123535	0.147349	0.0907163	0	0	0	0	0.311024	0.417698	0.109831	0.42709	0.141047	0.489774	0.377175	0	0	0.142192	0	0.0597205	0.268127	0.185844	0.341893	0.441203	0.776752	0.855436	0.474292	0.215358	0.120069	0.215159	0.104186	0.55278	0.299244	0.00978633	0	0.0490561	0.25594	0.302251	0.431953
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.aaa0b154-2777-4a76-a919-829c05cb2aa5.fc.signal	0.332142	0.233896	0.25612	0.29967	0.566466	0.60812	0.618737	0.91559	0.647094	0.56672	0.359764	0.383915	0.440192	0.360716	0.276802	0.572116	0.211843	0.39181	0.501175	0.521802	0.641492	0.517135	0.44296	0.201541	0.155677	0.380298	0.424414	0.142218	0.0231928	0.154488	0.339429	0.659542	0.505747	0.265963	0.369552	0.512673	0.919917	1.24337	0.368031	0.487873	0.266893	0.561359	1.06341	1.02986	0.570423
