	chr1:204680370-204680519	chr1:204680520-204680669	chr1:204680670-204680819	chr1:204680820-204680969	chr1:204680970-204681119	chr1:204681120-204681269	chr1:204681270-204681419	chr1:204681420-204681569	chr1:204681570-204681719	chr1:204681720-204681869	chr1:204681870-204682019	chr1:204682020-204682169	chr1:204682170-204682319	chr1:204682320-204682469	chr1:204682470-204682619	chr1:204682620-204682769	chr1:204682770-204682919	chr1:204682920-204683069	chr1:204683070-204683219	chr1:204683220-204683309	chr1:204683310-204683369	chr1:204683370-204683519	chr1:204683520-204683669	chr1:204683670-204683819	chr1:204683820-204683969	chr1:204683970-204684119	chr1:204684120-204684269	chr1:204684270-204684419	chr1:204684420-204684569	chr1:204684570-204684719	chr1:204684720-204684869	chr1:204684870-204685019	chr1:204685020-204685169	chr1:204685170-204685319	chr1:204685320-204685469	chr1:204685470-204685497	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.35530d7a-23e1-468e-978a-d33955937d72.fc.signal	1.09559	1.20704	0.681169	1.00132	0.401465	0.491972	0.492398	0.613978	0.927765	1.27741	0.806646	0.500535	0.786177	0.990692	1.15649	1.08627	1.57203	0.921128	0.722291	1.2378	0.778739	0.968326	1.25357	1.19781	0.416605	0.235972	0.670234	0.477308	0.389102	0.0572125	0.235801	0.268933	0.351205	0.6461	0.271226	0.354643	0.698723
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	0.472668	0.263004	0.402119	0.484921	0.335155	0.493469	0.381286	0.452265	0.832199	0.61891	0.453311	0.878552	1.07367	0.391878	0.427735	0.782534	0.413144	0.522662	0.524444	0.281495	0.268788	0.277376	0.335111	0.862427	0.861735	0.377365	0.261814	0.175318	0.0730387	0.0102922	0.453516	0.634738	0.408314	0.221814	0.165575	0.223249	0.632231
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	0.342997	0.147702	0.364153	0.155701	0.357531	0.529143	1.35989	1.99164	1.32054	1.14378	1.95696	1.84226	1.65661	1.61793	1.02773	0.82536	1.95894	1.63553	0.763419	0.529181	0.551942	0.673238	0.20405	0.00856467	0.387241	0.935609	0.502449	0.174243	0	0	0	0	0	0	0.117072	0.14513	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	2.403	2.16209	0.985167	1.38182	0.0716196	0	0	0.296563	0.631741	1.12231	0.33396	1.21068	2.10022	0.665738	0.815543	1.19877	0.172911	1.35074	1.3764	1.09486	0.612437	0.131142	1.00518	1.26754	1.74232	2.13569	0.334944	0	0.296936	0.946648	1.92166	1.36194	1.00682	0.243397	0	0	0.667808
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	0.58338	0.504679	0.372465	0.471335	0.402252	0.396074	0.202813	0.543569	1.03967	0.608742	0.197002	0.3688	0.371428	0.0800927	0.00828487	0.119624	0.696227	0.776243	0.448014	0.483573	0.471562	0.398708	0.192981	0.0653511	0.00838273	0.0254197	0.0292923	0.0264412	0.0223109	0.0590333	0.0858941	0.0227945	0.059895	0.0675253	0.107437	0.116471	0.241026
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	1.17663	1.23886	0.18059	0.851867	0.762296	0.871169	0.0858468	1.10279	0.911075	1.39079	0	0	0.0533653	1.57531	1.17549	1.12339	0.534199	1.28922	1.04345	0.99873	0.251665	0.777952	0.055203	1.77099	3.31081	0.946953	1.20445	0.747787	0.2915	0.543717	0.256376	0.558035	0	0	0	0	0.901786
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	1.4772	1.68771	1.67076	0.853606	1.19791	0.702793	0.607271	0.466024	0.810352	0.784032	0.787857	0.937929	0.969027	1.45501	1.55997	0.919189	0.8937	0.668403	0.981097	2.02602	1.19065	0.684847	1.10634	1.05786	0.538266	0.651536	0.460051	0.130511	0	0	0.14329	0.364588	0.306285	0.0295008	0	0	0.435443
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.142e6ed2-5832-4fa6-8a6b-9ed4d6f47d60.fc.signal	2.44753	0.894586	0.299154	0.438689	0.0390534	0.658201	1.28039	0.461728	0.198602	0.47503	0.775624	1.06116	0.247328	0.934317	0.687602	0.335523	0	0	0.142832	0.525285	1.05159	0.970672	1.03397	0.996793	1.38852	0.955352	0.953976	0.39876	0.224117	2.03161	0.954071	0.893044	0.363913	0.175708	0	0	0.509252
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	0.613504	0.289514	0.259062	0.265134	0.568285	1.10632	0.611619	1.39199	1.40504	0.57783	0.93684	0.932251	1.01013	0.928654	1.11818	0.754954	0.844914	0.825932	0.471232	0.485817	0.428859	0.407329	0.309217	0.581653	0.424122	0.190357	0.0845321	0.135454	0.359185	0.177	0.19432	0.215714	0.397284	0.365468	0.0170106	0	0.519099
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.4d89e710-5a41-461f-91a2-bc627bddca0a.fc.signal	1.01138	0.567051	0.771445	1.09269	0.621305	1.31499	0.854072	1.97124	1.60107	0.981091	1.16741	1.39206	0.500177	0.475034	0.579327	0.743073	1.24788	1.7704	1.82909	1.96359	2.07568	1.19986	0.635003	0.0633569	0.074208	0.508329	0.816096	0.864395	0.0295269	0	0.0804879	0.155705	0.277085	0.386293	0.313602	0.38826	0.486339
