	chr4:75554041-75554190	chr4:75554191-75554340	chr4:75554341-75554490	chr4:75554491-75554640	chr4:75554641-75554790	chr4:75554791-75554940	chr4:75554941-75555090	chr4:75555091-75555210	chr4:75555211-75555240	chr4:75555241-75555280	chr4:75555281-75555390	chr4:75555391-75555540	chr4:75555541-75555630	chr4:75555631-75555690	chr4:75555691-75555720	chr4:75555721-75555790	chr4:75555791-75555840	chr4:75555841-75555990	chr4:75555991-75556140	chr4:75556141-75556210	chr4:75556211-75556290	chr4:75556291-75556440	chr4:75556441-75556590	chr4:75556591-75556740	chr4:75556741-75556890	chr4:75556891-75556980	chr4:75556981-75557040	chr4:75557041-75557190	chr4:75557191-75557340	chr4:75557341-75557450	chr4:75557451-75557490	chr4:75557491-75557640	chr4:75557641-75557790	chr4:75557791-75557830	chr4:75557831-75557940	chr4:75557941-75558050	chr4:75558051-75558090	chr4:75558091-75558150	chr4:75558151-75558240	chr4:75558241-75558310	chr4:75558311-75558390	chr4:75558391-75558540	chr4:75558541-75558640	chr4:75558641-75558690	chr4:75558691-75558840	chr4:75558841-75558990	chr4:75558991-75559084	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.ed39a30d-e8d4-4be8-8a48-6338c0cdb04b.fc.signal	0	0.0858657	0.824672	0.136091	0.217864	0	0.884305	1.3733	1.10898	0.920434	0.616123	0.560265	1.11514	0.666373	0.845519	0.37716	0.103911	0	0.752917	0.668951	0.482577	0.624843	0.0136192	0.0128178	0.3036	0.883038	1.65746	1.9864	0.571458	0.534618	0.0070655	0.375431	1.16761	0.761658	1.06047	0.832539	1.99614	2.14071	0.856819	0.241573	0	0	0.446423	0.552656	0.0330126	0.437482	0.0243855	0.156448
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.1ec30665-e127-479e-9308-683342038ede.fc.signal	1.92569	1.02303	1.34375	0.394926	1.96814	1.31656	1.38856	1.844	1.14582	1.11989	1.16743	0.611605	0.700608	0.702198	0.58363	0.539842	0.527719	0.607076	0.810513	1.0545	1.55248	1.07185	1.52937	1.30928	1.30877	1.29438	1.4832	2.23372	2.36952	1.86667	2.16782	1.72398	1.25711	1.32474	1.05134	0.973196	1.15904	1.39161	1.81676	1.21231	1.13148	1.44733	1.57956	1.5727	1.28701	1.51469	2.19726	0.609262
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.58ebbf7c-ff66-46f2-b210-b717cb3c6af7.fc.signal	0.236231	0.265696	0.599754	0.880706	1.56028	1.15223	1.25707	1.35214	1.41635	1.04125	0.880514	0.746422	0.534139	1.10847	1.08372	1.07869	0.670454	0.563154	0.896739	0.610126	0.486984	0.448876	0.981935	1.4015	0.888014	1.26451	1.93509	1.55529	1.98816	0.873667	1.22583	1.30742	1.56972	2.13132	2.00746	2.79638	2.60662	2.30877	2.06478	1.68028	1.12488	0.524605	1.00425	1.44517	2.18132	2.42754	0.974923	0.561644
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.c9581d4d-c873-4911-9ee7-7d9f4821621a.fc.signal	1.44224	0.699257	0.845597	0.742145	1.07194	1.28807	0.837739	0.996638	0.937601	1.05633	0.860601	0.770355	0.810234	0.813961	0.932712	0.856258	0.641719	0.557976	1.12137	0.515885	0.490435	0.704596	0.483538	1.00321	1.36911	1.83603	1.54793	1.14094	0.720467	1.46176	2.0311	1.19478	1.96127	2.02566	1.12812	1.07712	1.73626	1.8666	1.99822	1.68889	1.17052	0.864437	0.349676	1.43182	2.58595	1.93352	2.62267	0.507042
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.7de26b70-374a-4d7c-b754-070af0779bd1.fc.signal	0.73201	0.856576	0.420125	0.53148	0.609436	1.29126	0.883832	0.344528	0.695278	0.906312	1.36645	0.905867	0.732916	0.737432	0.938434	0.556066	0.764372	0.55233	0.391689	0.684869	0.635194	0.737637	1.1978	0.717992	0.365819	0.384658	0.595396	1.31788	1.68241	1.55603	0.352657	0.0102443	0.181985	0.314996	0.291933	0.672422	0.856364	0.679243	0.440816	0.179138	0.328225	1.26125	1.11984	0.384649	0.875592	0.531828	0	0.391304
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.e1f8eaf0-5c3e-4eb2-b864-0330dfef44b8.fc.signal	1.46113	0.451992	0.805512	0.52624	0.746166	0.141335	0.926048	0.17672	0.16236	0.201054	0.27972	0.264266	0.313612	0	0	0	0.155332	0.736656	0.97308	0.515502	0.509087	0.75588	1.02685	0.816276	0.0075768	0.414336	0.528295	0.0561504	1.0647	1.2079	1.8197	1.17948	0.188824	0	0.183858	0.699136	1.17858	1.40386	0.486119	0	0	0	0.11548	0.552992	1.01535	0.649092	0.28414	0.562857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.d0a3ffb9-3082-49ca-b6e4-071c93be50ea.fc.signal	0.803967	0.80625	1.23963	1.19821	1.00441	1.24452	1.25153	0.7888	0.803481	0.694549	0.751065	0.569393	0.777885	0.82291	0.554549	0.445422	0.379575	0.415346	0.923992	1.07783	1.39999	1.03838	0.540217	0.225033	0.46891	1.02978	1.01796	0.522752	0.390689	0.752533	1.1905	2.02412	2.00503	1.83437	1.98703	1.75448	1.67624	1.62488	1.17511	0.444783	0.563437	1.00346	0.963469	1.34547	1.21613	1.37003	1.11945	0.54881
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.ad2e7f02-8a5b-4f8f-8fa0-495c5d602f92.fc.signal	0.911879	0.795889	1.27114	0.668724	0.781046	1.06418	0.962707	0.723099	0.572182	0.649395	0.592679	0.385187	0.553559	0.837402	0.80137	0.569113	0.403329	0.581252	0.477449	0.407961	0.280838	0.250778	0.667114	1.19012	0.477689	0.5833	0.97858	0.478089	0.838502	1.12128	0.922783	0.487824	0.554463	1.45665	1.14799	0.477933	0.524599	0.554668	0.633916	0.708768	0.941525	0.83572	1.36447	1.01838	1.49253	0.877423	0.523488	0.469034
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.5bc96241-954a-4559-a55b-8ed7178f6f2d.fc.signal	1.58823	1.5725	0.934048	0.647067	1.64902	1.38693	1.05011	0.403763	0.808732	0.744977	0.708225	0.985089	1.21471	0.853323	0.635985	0.516398	0.234185	0.513652	0.755953	0.752142	1.77316	1.30194	0.548518	1.12141	0.975211	1.1681	2.03658	1.79321	1.85165	2.04675	1.10198	0.788314	0.741816	0.60217	0.757062	0.857371	0.942813	0.853107	0.749263	0.741096	1.54036	1.67865	1.50267	1.50184	1.0662	1.86698	2.48473	0.394737
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.f53f759d-3946-4452-bfdb-d2f97d37ca2c.fc.signal	1.52297	1.14997	0.640113	2.02751	2.70103	2.52362	2.65758	1.37128	1.05236	0.901509	0.566091	0.574188	0.872489	0.848047	0.813464	0.616335	0.450969	0.226792	0.702646	1.25392	1.29222	1.03564	1.36507	1.60544	1.26207	1.1636	1.42945	2.14291	2.21928	1.38635	1.39596	1.46181	1.31532	1.1883	1.51628	1.4491	1.19304	0.945397	1.16705	1.23403	1.28044	1.31841	1.48422	2.4423	3.77494	3.0239	1.49291	0.697753
