	chr7:6821955-6822104	chr7:6822105-6822254	chr7:6822255-6822404	chr7:6822405-6822464	chr7:6822465-6822554	chr7:6822555-6822704	chr7:6822705-6822854	chr7:6822855-6823004	chr7:6823005-6823154	chr7:6823155-6823304	chr7:6823305-6823454	chr7:6823455-6823604	chr7:6823605-6823754	chr7:6823755-6823904	chr7:6823905-6823954	chr7:6823955-6824054	chr7:6824055-6824094	chr7:6824095-6824204	chr7:6824205-6824354	chr7:6824355-6824444	chr7:6824445-6824504	chr7:6824505-6824654	chr7:6824655-6824774	chr7:6824775-6824804	chr7:6824805-6824954	chr7:6824955-6825104	chr7:6825105-6825254	chr7:6825255-6825404	chr7:6825405-6825454	chr7:6825455-6825554	chr7:6825555-6825704	chr7:6825705-6825804	chr7:6825805-6825854	chr7:6825855-6826004	chr7:6826005-6826154	chr7:6826155-6826234	chr7:6826235-6826304	chr7:6826305-6826454	chr7:6826455-6826604	chr7:6826605-6826644	chr7:6826645-6826754	chr7:6826755-6826904	chr7:6826905-6827048	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.35530d7a-23e1-468e-978a-d33955937d72.fc.signal	2.45105	2.54309	1.11759	0.428646	0.673395	1.31168	2.46427	2.61996	1.63628	1.04479	1.06037	0.441615	0.644549	1.94997	0.850725	0.0527142	0.12551	0.078729	0.0928774	0.0934352	0.14852	0.490984	0.258278	0.12551	0.151109	0.0288609	0.17423	0.0937141	0.439112	0.442876	0.319534	0.175714	0.12551	0.0108775	0	0	0.215129	0.38478	0	0	0	0.187411	0.411229	0.406504
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.b3b3b801-4bf3-4e6f-974d-5cca823d1b91.fc.signal	1.92186	1.70668	0.175845	0.119893	0.36891	0.614467	3.97386	2.79308	0.220201	2.02758	5.30441	2.23905	3.34693	1.09923	0	0	0	0	0	0	0	0	0	0	0	0	0.302502	0.629599	0.350464	0.36891	0.106984	0	0	0	0	0.0871222	0.18643	0.143426	0.0254959	0	0	0.0830663	0.567309	0.232064
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.823ac744-5eeb-40f9-9f65-c42b0b5130dc.fc.signal	0.51739	0.765899	0.994072	1.39536	1.58888	3.15336	3.44671	1.93109	0.920712	0.721091	1.8334	0.904432	0.346284	0	0	0	0	0.61109	1.23444	1.22218	0.224066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	4.75386	1.98796	0.521495	0	0	0.371269	0.850538	1.99469	1.31461	2.25124	3.59302	2.7305	2.7828	1.68249	0.708791	0.0734222	0	0	0	0	0	0	0	0.109711	0.388161	0.425281	0.170463	0.50627	0.50627	0.162019	0	0	0	0	0.00168787	0.392379	0.481504	0.365705	0.0014886	0	0	0.30714	0.889501	0.00546448
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.1bd642c8-def0-432c-b22d-2321d6cee6ca.fc.signal	0.568954	1.70044	1.607	3.38429	4.05235	2.4998	1.4783	2.32172	1.1191	1.72116	1.28684	1.99326	1.3289	1.04647	0	0	0	0.016884	0.453421	0.339282	0.140188	0	0.0337491	0.508726	0.807717	0.184841	0.496307	0	0	0	0	0	0	0	0	0	0.111252	0.98619	0.0415275	0	0	0	0	0.810976
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	1.9149	4.34425	2.70503	4.11989	5.9445	3.73886	1.83753	2.07929	2.25048	3.08412	3.30463	1.48067	0.875262	1.10255	0.635407	0.40769	0.137851	0.892825	0.835609	0.365907	0.336088	0.424574	0.686678	1.07836	1.3269	1.00871	1.01647	0.401369	0.27563	0.0754676	0	0	0	0	0	0	0	0.14513	0.0483767	0	0.0633295	0.14513	0.210576	0.983827
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	0.790389	2.50338	1.25584	1.02374	2.89064	2.50573	0.639226	1.79864	1.9153	0.907085	1.0987	0.813022	0.654718	1.05823	0	0	0	0.168791	0.855877	0.307539	0.065494	0	0	0	0.279678	0.557111	0.0559471	0	0	0	0	0	0	0	0	0	0	0.382087	0.213111	0	0	0.25826	0.17489	0.103199
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.80d11420-fb58-4105-8d0b-26addcc06923.fc.signal	0	0	0	0	0	0	0.475661	1.37313	0.484636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100946
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000354.2.0500ebd0-c650-482a-8d75-3cf5ca9c1882.fc.signal	0.694897	1.48455	0.596977	0	0	0	0.732802	1.84782	1.02024	0.707532	1.68357	0.77702	0.211626	0	0	0	0	0	0.991807	1.03182	0	0	0	0	0	0	0	0	0	0	0.249529	0.431149	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.e6af9ec0-8b4b-4624-8b3a-51f86f371f0f.fc.signal	3.16584	2.59283	1.61694	1.66827	2.32086	2.70325	3.0166	2.93067	2.85666	2.37378	1.55545	1.26838	0.746704	0.66315	0.352766	0	0.040266	0.183132	0.368309	0.295468	0.140259	0.0053688	0.0193873	0.202938	0.463201	0.655531	0.30438	0.00298267	0	0	0	0	0	0	0.0238613	0.348063	0.668936	0.820711	0.389771	0.0850385	0	0	0	0.122881
