	chr11:60933516-60933665	chr11:60933666-60933815	chr11:60933816-60933965	chr11:60933966-60934115	chr11:60934116-60934265	chr11:60934266-60934415	chr11:60934416-60934565	chr11:60934566-60934715	chr11:60934716-60934865	chr11:60934866-60935015	chr11:60935016-60935165	chr11:60935166-60935315	chr11:60935316-60935465	chr11:60935466-60935615	chr11:60935616-60935765	chr11:60935766-60935915	chr11:60935916-60936065	chr11:60936066-60936215	chr11:60936216-60936365	chr11:60936366-60936515	chr11:60936516-60936665	chr11:60936666-60936815	chr11:60936816-60936965	chr11:60936966-60937115	chr11:60937116-60937265	chr11:60937266-60937415	chr11:60937416-60937565	chr11:60937566-60937715	chr11:60937716-60937865	chr11:60937866-60938015	chr11:60938016-60938165	chr11:60938166-60938315	chr11:60938316-60938465	chr11:60938466-60938615	chr11:60938616-60938765	chr11:60938766-60938915	chr11:60938916-60939065	chr11:60939066-60939215	chr11:60939216-60939247	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	1.01255	1.52427	1.87937	1.43943	1.54141	1.46687	1.47928	1.87107	2.02645	1.60427	1.80064	1.16618	1.1861	1.71077	1.62265	1.67831	2.05818	1.67206	1.02163	1.43854	1.92407	1.02078	0.955084	1.31922	1.17632	0.94087	0.463558	0.650576	0.835969	1.04958	1.22093	0.824451	0.750476	0.64809	0.376327	0.382264	0.316164	0.703108	1.00257	0.540193
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.80d11420-fb58-4105-8d0b-26addcc06923.fc.signal	2.37947	4.43344	1.3829	2.15888	3.08701	3.89857	3.34635	4.26229	1.92954	2.47105	2.16023	1.19522	2.00546	2.67042	2.70514	4.71704	7.29432	6.11424	4.31339	4.95036	5.06223	6.25253	5.12014	2.80065	2.72517	2.21737	2.85543	0.893021	1.75502	3.14338	3.07423	4.30191	2.08238	3.66433	2.52781	2.37245	2.51091	1.23796	3.69685	0.886145
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	3.93646	6.17101	4.24847	4.51128	3.32542	2.40491	2.2204	3.71881	3.21007	4.25122	4.65898	2.61714	5.79669	5.65424	4.60106	4.45196	3.68035	5.80141	3.22285	3.15935	3.27247	4.59176	4.84299	3.5547	3.33145	3.51107	2.61483	2.32563	4.33689	3.67574	2.53879	2.80699	1.69971	2.07421	2.9225	2.10008	2.66071	3.0604	2.69628	0.4498
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	3.978	4.71844	4.61694	3.36281	3.39272	4.44392	3.9029	2.83186	2.65776	1.96333	1.76102	1.69138	1.69157	1.91094	2.05707	2.02699	1.91835	1.79371	1.8931	1.6028	1.61716	1.82271	1.69372	1.41569	1.74602	2.12177	1.58419	1.79151	2.84075	2.38955	2.36436	1.74159	1.98003	2.44212	2.26723	1.90494	1.37113	2.01708	2.85732	0.646502
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.0c600fad-76af-4396-b66d-45cc11ce045a.fc.signal	2.48559	2.95781	2.63973	3.3513	4.84009	3.65709	2.89878	2.94471	5.40413	3.01031	2.23853	1.89825	3.32824	3.23648	1.33577	2.2659	2.48024	1.52598	2.63064	1.25575	0.809949	1.42318	1.81712	1.59854	2.22984	2.82006	0.878818	0.455762	0.853061	1.50566	1.17069	0.616462	0.262309	0	0	0.211232	0.350839	0	0	0.433649
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	0.784761	0.804285	0.740293	0.660892	0.636294	0.696803	0.705875	0.510426	0.50231	0.418205	0.354594	0.461501	0.626697	0.832712	0.920902	0.839299	0.88062	1.01026	0.977051	1.008	1.06872	1.06624	0.990875	0.970847	1.05129	0.876863	0.781165	0.783332	1.19612	1.10646	0.914101	0.896929	0.943076	0.844862	0.468521	0.547273	0.523094	0.885325	1.22271	0.822589
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	4.66331	4.68671	3.63956	4.30516	2.70125	2.75455	2.62404	2.40293	1.55192	1.98425	1.60293	2.44161	1.71295	1.77218	1.51282	2.1687	3.06021	2.51932	2.42708	1.53473	2.1449	1.95993	2.24869	2.97582	1.62588	0.620688	1.44093	0.972405	1.12226	1.30185	1.13096	1.01569	0.511395	0.442918	0.790197	0.721949	0.587267	1.18093	1.3748	0.645749
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	1.40346	2.17744	4.27424	2.47764	0.920314	1.95631	2.14163	2.54419	0.656794	3.49835	2.34089	2.89224	4.40402	3.43675	2.873	2.5857	1.68693	3.6159	1.93362	3.08063	0.103697	0.587666	1.42707	2.06693	1.82903	2.09402	1.87956	3.30906	0.647811	0.708677	0.32972	0	0.686586	1.38869	1.44105	0.774271	0.0138263	1.96346	2.20376	0.970978
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	2.01356	1.8612	1.31472	1.0322	1.7332	3.31275	0.817647	0.594264	3.204	2.5647	2.93295	2.49829	1.31691	1.74942	1.82497	1.44356	1.03257	0.657791	1.53417	1.551	1.65639	1.47216	1.43527	2.29993	3.30315	0.941406	1.59034	3.63526	3.18015	1.74623	1.35914	1.2189	0.61766	0.559506	1.97097	2.04383	1.39191	0.604766	0.642038	0.473274
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.6d90e020-b6c2-4e95-920f-783e8068ccbc.fc.signal	0	0.238974	1.01668	0.353102	0.345638	0.144554	0.263131	0.326531	0.0998589	0	0.0240264	1.14551	0.832843	1.52729	2.70472	3.17242	3.28246	6.96165	11.7315	11.7626	15.7828	17.7819	12.9742	11.0462	17.0924	9.77661	7.33238	10.3876	6.52565	18.4382	22.0686	17.3021	15.2309	12.9754	14.5012	20.3463	11.8959	24.1307	23.2939	0.325
