	chr10:73014346-73014495	chr10:73014496-73014645	chr10:73014646-73014795	chr10:73014796-73014945	chr10:73014946-73015095	chr10:73015096-73015245	chr10:73015246-73015395	chr10:73015396-73015545	chr10:73015546-73015695	chr10:73015696-73015845	chr10:73015846-73015995	chr10:73015996-73016145	chr10:73016146-73016295	chr10:73016296-73016445	chr10:73016446-73016595	chr10:73016596-73016745	chr10:73016746-73016895	chr10:73016896-73017045	chr10:73017046-73017125	chr10:73017126-73017195	chr10:73017196-73017275	chr10:73017276-73017345	chr10:73017346-73017495	chr10:73017496-73017645	chr10:73017646-73017795	chr10:73017796-73017945	chr10:73017946-73018095	chr10:73018096-73018245	chr10:73018246-73018395	chr10:73018396-73018545	chr10:73018546-73018695	chr10:73018696-73018845	chr10:73018846-73018995	chr10:73018996-73019145	chr10:73019146-73019295	chr10:73019296-73019399	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.e6af9ec0-8b4b-4624-8b3a-51f86f371f0f.fc.signal	13.2618	13.9174	11.9931	11.2959	13.3026	11.6206	10.3075	11.7848	11.9883	12.4172	11.1907	13.9081	11.7357	15.9956	19.7827	21.6915	18.6584	10.7592	5.07422	2.54654	3.39997	6.64327	10.178	8.62489	9.17641	11.6841	15.819	13.7699	16.4245	18.2806	16.3718	10.8759	10.2777	13.2841	14.2294	12.822	0.609555
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000043.3.8d5b3081-225e-438e-b618-c17adc495516.fc.signal	6.54028	2.04365	4.87174	4.00205	2.38643	2.16038	4.8651	1.18746	5.2166	5.20815	4.33143	3.64954	5.22606	10.8559	4.55702	3.00559	5.88297	8.02698	3.6857	0.388502	0.671189	1.72301	4.17036	1.1037	4.30107	2.58195	8.89855	8.94803	5.37242	6.99477	9.90438	10.2498	5.33768	5.79411	9.23442	3.31446	0.247525
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	1.22303	1.72387	2.41179	1.83701	1.24808	0.980366	2.64677	2.33526	1.53666	2.3308	1.31391	3.09823	2.18902	3.31971	2.41104	2.0185	2.64225	0.704631	0.41062	0	0.52759	1.18554	1.13464	1.33776	1.03367	1.07986	1.99338	2.64615	2.81798	2.54722	1.32793	1.61541	1.68482	0.980574	1.3854	1.46703	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	1.25443	2.07366	2.21397	3.78954	3.98262	1.59209	0.0351184	0.0248891	0.635476	0.809739	0.477305	0.292813	0.248898	2.10026	3.59239	5.36962	2.60592	0.435532	0.0704785	0	0	0.118176	0.347438	0.204918	0.0198585	0.56894	2.03487	2.14218	1.19583	0.636666	0.70231	0.872188	2.367	2.51007	0.751149	0.353684	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	5.32391	7.43127	2.30959	2.30303	2.76374	2.18747	0.0879769	0	0	0	0.219662	1.16309	1.31185	1.90821	2.7784	3.21056	1.6346	0.317783	0	0	0.0921428	0.603836	1.57678	0.805877	0.0244744	0.778723	2.54024	2.44805	1.7353	1.38732	1.84288	2.65698	3.60889	4.78203	1.88753	0.2393	0.472826
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	5.35874	7.07708	1.51721	2.91904	4.41483	0.757552	1.72373	4.10016	3.4473	2.92797	1.46593	5.02788	7.18746	5.68912	5.32776	4.62316	4.31559	1.00266	0	0	0.0874335	1.97629	5.22245	0.69586	1.23811	4.12291	7.9817	5.64527	4.43453	4.71372	5.74537	3.97837	7.40665	5.26812	4.2597	3.40016	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	2.05677	1.65245	2.52011	0.215318	0	0	0.741461	2.58362	0.821688	1.2504	3.52483	1.45818	2.08867	3.36324	0.679793	0.322751	2.35764	0.628488	0	0	0	0.171021	1.11041	1.45973	1.55369	1.21496	2.34095	1.79479	3.00835	1.07121	1.77346	0.803766	2.42278	3.09197	0.323973	1.79953	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	1.73677	2.50921	0.952271	0.955536	1.40689	0.846765	1.23767	2.01249	1.44091	2.50327	2.64584	4.92274	2.75851	3.01984	4.93963	6.42206	3.77749	1.35247	0.646915	0.209082	0.563545	1.95967	2.88356	1.52076	1.40397	1.45574	2.76559	2.90699	3.1634	3.74335	3.69418	6.36411	5.00914	3.51716	4.18166	1.74229	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.6d90e020-b6c2-4e95-920f-783e8068ccbc.fc.signal	8.66912	3.988	6.37828	2.70956	2.95096	5.08249	4.05151	4.29791	7.13361	4.70693	4.36226	6.92464	11.6468	15.7676	8.3467	4.16092	12.2074	6.68916	5.58392	3.59913	2.13015	2.18444	4.23976	3.0698	3.38897	3.2073	6.58594	6.79733	7.37727	9.30465	8.03817	8.51995	10.1823	6.60641	11.1848	8.78316	0.295533
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.44d9234d-e938-4209-8bc5-a1f9ee0dcbe4.fc.signal	1.56578	1.09223	1.80682	1.17803	0.514586	0.376864	1.61574	2.0643	1.41443	1.89926	1.13679	1.71656	3.66364	2.52344	2.14233	2.31677	3.07605	2.1966	0.756642	0.628319	1.16856	0.852961	1.52062	1.73119	0.683029	0.506192	1.33135	1.23826	0.50513	1.55197	1.26093	0.960143	0.781259	1.93588	1.55949	1.0768	0.641026
