	chr17:16445345-16445494	chr17:16445495-16445644	chr17:16445645-16445794	chr17:16445795-16445944	chr17:16445945-16446094	chr17:16446095-16446244	chr17:16446245-16446394	chr17:16446395-16446454	chr17:16446455-16446544	chr17:16446545-16446694	chr17:16446695-16446844	chr17:16446845-16446994	chr17:16446995-16447144	chr17:16447145-16447294	chr17:16447295-16447444	chr17:16447445-16447594	chr17:16447595-16447744	chr17:16447745-16447894	chr17:16447895-16448044	chr17:16448045-16448114	chr17:16448115-16448194	chr17:16448195-16448344	chr17:16448345-16448494	chr17:16448495-16448644	chr17:16448645-16448794	chr17:16448795-16448944	chr17:16448945-16449094	chr17:16449095-16449244	chr17:16449245-16449284	chr17:16449285-16449394	chr17:16449395-16449544	chr17:16449545-16449634	chr17:16449635-16449694	chr17:16449695-16449794	chr17:16449795-16449844	chr17:16449845-16449994	chr17:16449995-16450144	chr17:16450145-16450294	chr17:16450295-16450444	chr17:16450445-16450460	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.35530d7a-23e1-468e-978a-d33955937d72.fc.signal	2.03213	2.50395	2.18909	2.69331	2.56708	3.07427	4.11919	4.4386	3.8398	3.81781	3.61546	2.87899	4.23467	3.73117	4.25899	6.34382	3.71454	3.83322	5.96881	4.85326	3.63053	3.92474	3.35447	3.85433	3.87967	3.94275	5.09748	5.28359	3.80323	3.05001	2.80013	2.33017	2.15492	2.89581	1.9942	2.74647	4.07905	3.75756	2.73113	2.18704	0.461647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	0.45849	1.16685	1.60246	1.23363	0.771659	1.07567	1.61554	1.5235	1.55541	1.49477	1.01672	1.06428	1.58096	2.11177	2.46963	1.98732	2.44088	2.28616	2.57298	3.05776	2.82772	2.61387	2.86159	3.12927	3.87563	4.13823	2.89487	2.61634	2.24594	2.47656	2.75278	2.71215	1.99376	1.56294	1.14816	1.51829	2.59587	1.95989	0.917033	0.387065	0.297352
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	2.75918	2.77369	3.48547	4.79107	4.52318	5.50382	5.06282	4.30124	4.04736	5.05702	3.87134	1.17603	3.86167	4.53108	5.08894	5.76397	4.58411	3.29979	3.75335	4.74989	5.65214	6.81621	6.88778	8.33556	5.85587	5.27194	4.28799	4.0725	4.08724	3.89438	4.53834	4.99018	3.96999	3.03481	2.94484	2.54158	2.14338	1.2721	1.64672	2.7144	0.661538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	1.61238	1.8179	1.28525	2.44525	2.18324	1.75042	1.73632	2.13002	1.13503	1.14866	0.839618	0.597259	0.846205	0.481569	1.11826	1.18548	1.87332	0.478728	0.998107	1.60945	1.71819	3.0336	0.882894	1.05224	1.6968	1.77713	1.6589	1.17391	0.623541	1.78405	2.02814	1.27654	1.15581	1.44642	0.771384	0.533268	1.10101	1.03786	0.551468	0	0.273224
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000060.3.baf1b6b5-96f6-42d1-907a-07181459fd3c.fc.signal	0.751367	2.28603	2.70539	2.90556	1.24032	1.98568	3.59413	2.75279	1.98846	1.32016	1.60876	0.551106	1.98125	1.60207	1.27525	1.80668	0.889373	2.13576	2.1822	2.16422	1.20434	2.06889	3.20169	3.47494	1.89628	1.7313	2.08521	2.43205	2.14733	2.45099	2.84464	2.36515	1.94093	1.18869	0.428526	0.617382	1.53574	2.37429	1.63196	2.09581	0.519802
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	0.635254	2.89182	2.83235	4.81336	0.859302	0.0307456	0.586551	1.18078	3.00932	1.46762	1.52087	0.404467	0.587346	1.92712	1.14428	0.676219	0.425772	2.50861	2.63288	2.48638	1.66622	0.716198	0.658802	2.34977	1.14264	0	0.285608	0.842363	0.641221	1.03853	1.52077	0.473507	0	0.430249	0.87806	1.97132	1.88463	1.82931	1.84802	1.55941	0.528788
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	3.98384	5.16882	3.48753	3.69468	2.97347	2.89206	4.30015	2.71732	3.05746	3.3291	2.77262	3.6749	6.47111	4.44808	4.98529	4.13459	3.506	5.84902	5.73262	5.65623	3.98034	4.9485	3.53341	5.25264	5.18662	5.3528	7.96224	6.23777	4.35218	4.08801	2.86489	1.60244	0.857751	1.96177	1.88651	1.82621	2.0915	2.44578	1.63566	1.47543	0.449074
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	0	1.45703	3.92866	0.93085	0	0.813865	1.80172	2.18553	0.995741	1.92536	1.55151	0.69382	0.381387	3.06721	1.82935	3.04107	0.431081	1.78311	3.88024	4.07395	2.4591	2.19636	4.86266	4.28662	1.90848	4.09396	5.61869	3.48912	5.0611	5.23174	2.96561	1.06611	0	0	0.432551	1.77963	2.58078	2.67167	1.34191	0.900875	0.677686
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	1.92042	1.6107	2.64753	3.0475	2.30791	2.674	2.93961	2.28231	3.87343	3.42656	3.13001	3.52068	3.18546	2.65212	4.06611	3.0111	4.03345	4.89191	4.29214	4.77765	4.40396	2.08596	3.06618	4.09667	4.33846	4.57505	4.17042	3.4712	2.98382	3.32484	3.30854	2.1363	2.02153	2.29867	2.87017	3.40677	1.70516	1.27223	2.44031	3.53795	0.515
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.44d9234d-e938-4209-8bc5-a1f9ee0dcbe4.fc.signal	1.71581	1.8593	1.3262	0.783369	1.24204	1.53065	0.92012	0.550538	0.589939	1.57195	1.66259	1.02949	1.19321	1.61989	1.12342	2.87607	1.76462	0.744105	1.20015	1.44046	1.45029	2.37576	1.55281	1.10082	1.48559	1.17864	1.0221	0.598513	0	0.217415	0.769499	0.0187076	0.169735	0.951967	0.95058	0.626428	0.490247	0.288245	1.43411	1.27031	0.480392
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.142e6ed2-5832-4fa6-8a6b-9ed4d6f47d60.fc.signal	0	0	0.341237	1.07447	0.1495	0.0770871	0.130744	0	0.287008	0.72954	0	0.180798	0.535213	1.23765	0.150954	0	0.751527	0.0589429	0	0	0	0.564608	0.14888	0.365366	0.129767	0.271985	1.35001	1.69935	0.8587	0.00780636	0	0	0	0	0	0.103914	0.473808	0.654473	0.278462	0.68011	0.511254
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.42363c6f-0a08-4184-ab8c-bacc5ac39aad.fc.signal	1.56535	1.90176	2.06892	2.20762	2.22253	2.40255	3.59956	3.33831	3.48823	3.14511	3.39066	2.36078	3.40244	3.53272	3.67515	3.00438	2.56619	3.35818	3.62405	3.96819	2.50364	2.14699	3.30306	3.40707	3.29418	2.66772	4.5629	4.03764	3.17021	2.04678	1.95799	1.01426	1.47987	1.75426	1.07	1.85973	3.63088	2.93797	2.50939	2.35216	0.485612
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003689.3.cde87e50-dbba-4734-bd22-f35203f3b601.fc.signal	1.68024	2.02696	1.48514	2.26883	1.90757	1.82284	2.30654	2.41396	2.67921	1.65546	1.58871	1.7002	3.26543	2.90882	1.87876	2.07002	1.72832	2.18213	2.54863	2.57695	1.95655	1.57576	1.75587	2.96755	2.17803	1.99657	3.03902	4.4691	3.42694	3.18158	1.28458	0.195637	0.718717	1.02568	0.571677	0.681796	1.41443	2.09784	0.770711	0.953431	0.672566
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	1.44137	1.29882	0.688412	0.544411	0.962589	1.194	1.56354	0.687323	0.410835	0.6037	0.316118	0.687569	0.677175	1.30469	1.85744	1.25156	1.03744	1.16873	0.947936	0.770036	0.811576	0.798355	0.561402	0.569212	0.893834	0.921064	0.751191	0.892303	1.11195	0.933488	0.41469	0.134186	0.758835	1.07031	1.47909	0.924015	0.158524	0.025166	0.191062	0.476715	0.464865
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.4d89e710-5a41-461f-91a2-bc627bddca0a.fc.signal	2.32512	2.63386	1.56725	3.26291	0.998624	2.24067	3.09649	5.03229	3.13574	2.5263	4.52087	4.06323	2.82324	3.90245	2.56393	0.841808	3.23607	4.2922	4.30429	5.95714	5.8494	4.18415	2.32836	4.75436	3.12515	3.40602	4.45393	4.50595	3.05893	2.44849	2.17079	1.77675	1.32046	2.6339	2.43342	2.75187	1.60231	2.37652	1.78346	2.63829	0.546218
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001915.1.bcfa2f24-6276-4a64-96e6-3f1abe06b88e.fc.signal	1.38143	2.08569	2.66383	2.39964	1.43552	1.93652	2.89524	2.73532	2.02967	0.689352	0.975645	1.50468	1.18786	2.84222	2.4722	1.18168	1.83321	2.42831	1.54221	2.26773	2.92967	3.48028	2.80748	2.91862	2.59728	2.17149	2.31313	1.96144	1.53156	1.08583	1.65289	1.90993	1.29554	0.898035	1.24356	1.09705	0.921403	0.853292	0.663284	0.984117	0.56
