	chr2:24948894-24949043	chr2:24949044-24949193	chr2:24949194-24949343	chr2:24949344-24949493	chr2:24949494-24949643	chr2:24949644-24949793	chr2:24949794-24949943	chr2:24949944-24950093	chr2:24950094-24950243	chr2:24950244-24950393	chr2:24950394-24950543	chr2:24950544-24950693	chr2:24950694-24950843	chr2:24950844-24950993	chr2:24950994-24951143	chr2:24951144-24951293	chr2:24951294-24951443	chr2:24951444-24951593	chr2:24951594-24951743	chr2:24951744-24951803	chr2:24951804-24951893	chr2:24951894-24952043	chr2:24952044-24952193	chr2:24952194-24952343	chr2:24952344-24952493	chr2:24952494-24952643	chr2:24952644-24952793	chr2:24952794-24952943	chr2:24952944-24953093	chr2:24953094-24953243	chr2:24953244-24953393	chr2:24953394-24953543	chr2:24953544-24953693	chr2:24953694-24953843	chr2:24953844-24953993	chr2:24953994-24954054	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.b3b3b801-4bf3-4e6f-974d-5cca823d1b91.fc.signal	0.275154	0.417098	4.81379	5.66467	0.591426	0	0	0.00860767	0.18445	0.263153	1.54681	5.0101	3.48357	0.631973	0.153581	0.147561	0.992263	0.857011	0.351692	2.06493	4.47542	8.31071	4.48776	0.598538	0.014756	0	0	0	0	0	0	0	0.0122967	0.689824	3.8781	10.3375	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	2.63252	2.66277	3.1566	2.94909	0.911292	0.0390888	0.096864	0.402381	2.708	2.85557	2.33833	4.02966	2.65817	0.722245	0.0345209	1.5607	4.8021	3.51444	0.946737	1.38907	1.9985	2.65247	1.83979	0.468938	0.130601	0	0.180577	1.69771	3.17768	1.68588	0.351041	0.0624511	0.0472603	0.55995	0.855757	2.26982	0.727273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.1bd642c8-def0-432c-b22d-2321d6cee6ca.fc.signal	2.54619	2.05872	3.95545	1.35104	3.24518	2.50438	1.9759	1.69734	3.93997	2.89509	3.13089	3.84072	2.68577	2.02441	1.91364	2.65738	3.4626	3.47612	2.27379	4.52527	6.91263	4.37665	2.83958	1.58805	1.58733	2.93114	2.55539	3.01612	2.77771	2.35352	3.41535	3.30495	2.046	2.01423	2.43474	3.73934	0.608333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	5.03189	7.72478	5.39219	6.03379	6.89553	6.22833	6.66873	6.44484	6.24079	5.07249	5.97576	5.28912	5.81715	7.9284	7.18661	7.6228	8.45161	9.0019	9.68467	7.84574	7.45163	6.7369	5.54734	7.24879	6.39649	7.37909	6.49621	3.72169	6.88784	3.50033	4.59369	8.46248	5.19696	4.55784	5.03275	4.18792	0.00381679
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	2.14624	1.18919	1.01899	2.22002	1.52344	1.74117	1.49748	1.42249	3.56997	3.75448	3.3701	3.32445	1.7955	2.56474	3.11727	3.10936	4.21174	4.60574	3.72591	2.49384	5.06709	4.37944	5.26164	2.37874	2.64196	2.61185	3.13453	1.38527	2.68424	2.06386	2.45812	5.16152	2.12002	4.63297	2.88287	3.31051	0.277666
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000354.2.0500ebd0-c650-482a-8d75-3cf5ca9c1882.fc.signal	2.34213	1.34573	5.5466	6.48587	4.53376	0.998578	2.7402	1.6451	3.57206	2.65432	3.11178	3.67746	4.0202	5.39826	5.33207	5.61379	7.52195	6.54769	1.46863	3.44099	5.624	4.46134	3.17529	3.60425	2.01542	2.31491	3.94439	5.00137	5.49023	3.73261	2.93629	3.43974	4.16936	4.21376	5.70453	10.0914	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	0.720628	0.797908	0.500744	0.930617	1.32238	0	0	0.216634	1.23866	0.339086	0.693531	0.0513137	0	1.57849	5.95167	1.50668	0.734754	0.348798	0	0.330638	1.35049	1.30887	0.519213	0.304448	0.236888	0.289004	0.337843	0.243717	0	0.172705	0.658337	0	0	0.40846	0.768417	1.34194	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.85a47d94-3c5b-4fa0-8468-515ec8dc5b16.fc.signal	2.17891	2.6857	1.37911	1.49437	3.71872	3.79406	3.52012	2.63471	2.92821	2.62884	2.2577	2.05545	2.23207	3.14052	4.77822	6.25875	5.13446	5.70367	5.7087	4.52733	4.07647	3.30069	3.29184	3.46533	3.70013	4.45836	5.12194	3.03511	3.33422	3.00648	3.75786	5.01504	4.30182	3.13514	1.81241	1.1307	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.72ced85f-cc3d-4155-864f-c88e943e41cd.fc.signal	2.28254	3.78403	6.08544	4.44024	3.02848	3.44844	1.81325	1.85188	3.97405	5.47486	2.84687	1.7614	1.20028	2.15959	4.93459	5.85781	5.57207	4.15893	1.17762	1.36242	2.58903	3.60355	3.85502	2.81563	2.1715	3.39914	4.02245	3.91736	4.47724	3.86598	2.2887	1.65449	1.32979	2.46864	2.90686	3.06805	0.313636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	0.499785	0.479003	1.55155	2.14507	0.600149	0	0	0	0	0.0929248	0.941577	2.23424	1.9708	1.75561	0.306478	0.424828	3.51941	3.1485	0.607858	1.83773	3.5653	5.57395	5.1151	1.79689	0	0	0.0366017	2.29883	3.9373	1.15528	0.0395298	0	0.322139	1.23876	5.96097	9.84843	0.783784
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	0.836914	2.15301	6.56455	6.49445	1.13303	0.039294	0	0.057348	0.202845	0.424864	2.47967	6.18233	4.2281	1.04075	0.358069	0.5989	3.30881	2.90552	0.737395	1.71799	2.3666	3.57943	2.17264	0.44444	0.0168054	0.0594737	0.361073	1.58115	3.42986	1.43991	0.030798	0	0.192228	0.873933	3.82914	8.64563	0.915929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	1.6609	1.81273	2.34286	1.74989	2.34757	2.33728	2.17484	1.41403	2.17935	2.23987	2.68987	3.475	2.54313	1.58083	2.9645	1.34807	1.07924	1.0171	1.22925	2.00371	2.51264	4.22536	3.60714	2.39589	3.36942	1.95606	2.61219	2.59971	1.5347	0.796294	1.72513	2.12395	1.003	2.05306	1.60794	1.60398	0.876543
