	chr3:62528154-62528303	chr3:62528304-62528453	chr3:62528454-62528603	chr3:62528604-62528753	chr3:62528754-62528903	chr3:62528904-62529053	chr3:62529054-62529203	chr3:62529204-62529353	chr3:62529354-62529503	chr3:62529504-62529603	chr3:62529604-62529653	chr3:62529654-62529803	chr3:62529804-62529953	chr3:62529954-62530103	chr3:62530104-62530253	chr3:62530254-62530403	chr3:62530404-62530553	chr3:62530554-62530703	chr3:62530704-62530853	chr3:62530854-62531003	chr3:62531004-62531153	chr3:62531154-62531303	chr3:62531304-62531453	chr3:62531454-62531603	chr3:62531604-62531753	chr3:62531754-62531903	chr3:62531904-62532053	chr3:62532054-62532203	chr3:62532204-62532353	chr3:62532354-62532503	chr3:62532504-62532653	chr3:62532654-62532803	chr3:62532804-62532953	chr3:62532954-62533103	chr3:62533104-62533253	chr3:62533254-62533312	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	2.63845	0.683967	0.172138	1.08313	1.54737	2.00266	0.929129	0.677737	1.46044	1.46308	1.44602	0.883703	0.590093	0.0885263	0	0.705931	0.811287	1.86726	3.10121	2.49802	1.11263	0.259162	0.403504	0.493069	1.31702	1.7072	2.12589	2.60706	1.57805	1.0769	1.69277	2.42143	1.98621	0.820022	1.07133	1.32336	0.501053
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	1.47601	0.538139	0.0124514	0.680405	0.355728	0.33723	0.502089	0.703939	0.527816	2.31397	3.37938	1.75771	1.47941	0.145183	1.00781	0.509969	1.54117	0	0	0.28989	0.493457	1.35519	0.684172	0.723144	0.600266	0.98181	0.327649	0.337364	1.10345	0	0	0.564989	2.67545	1.22736	1.14497	0.0984895	0.7
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	0.535444	0.540186	0.149281	0.214904	0.760805	0.744524	0.680283	0.298756	0.216283	0.37095	0.564651	0.891023	1.50984	0.983989	0.411006	0.446253	1.00663	0.420991	0.0987637	0.42072	0.634487	0.0593491	0.661347	0.669881	0.454923	0.88966	0.836566	0.414008	0.479093	0.716542	0.448565	0.943101	1.22841	0.310422	0.162375	0.181203	0.114261
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.44d9234d-e938-4209-8bc5-a1f9ee0dcbe4.fc.signal	0.111454	0.448834	0.689742	0.305969	0.417375	0.380997	0.170283	0.255201	0.13422	0.662519	1.13665	0.394712	0.496322	0.455815	0.49033	0.310467	0.267014	1.48391	0.766304	1.4058	1.10328	0.698177	0.264334	0	0.416903	0.992991	0.500113	0.531326	1.01892	0.30462	0.607099	0.562541	0.409075	0.177557	0.763808	0.313317	0.261364
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.bcd61aac-63db-4cfa-a058-a141a50b928e.fc.signal	0.810715	0.815127	0.846648	1.22313	0.852478	0.68088	0.504736	0.490661	0.479066	0.117916	0.259229	0.658528	0.751062	0.819616	0.853784	0.601176	0.452051	0.474369	0.60633	1.04862	1.04809	1.2179	0.910137	0.372196	0.153703	0.582929	0.650098	0.696706	0.535026	0.260814	0.50683	0.754307	0.607112	0.498937	0.352895	0.347601	0.601108
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	1.82955	1.94711	1.81611	1.17851	1.27753	1.0685	0.276656	0.601395	1.3572	1.01762	1.26254	2.12089	3.20602	3.22165	3.56247	3.66194	3.26365	2.47992	1.62809	1.63709	2.22983	2.98415	4.0281	3.10493	2.36597	2.32325	2.38452	3.12108	3.83779	4.5054	4.19653	3.11023	1.90075	1.75909	2.06063	1.81771	0.526627
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.4d89e710-5a41-461f-91a2-bc627bddca0a.fc.signal	1.17501	0.24278	0.0737313	0.458606	0.629301	0.520236	0.423615	0.223422	0.541282	0.818316	1.04697	1.13024	0.131528	0.0570764	0.240318	0.66358	0.415351	0.28593	0.20767	0.38675	0.47088	0.377352	0.0954385	0.243187	0.480366	0.563521	0.42477	0.364613	0.516981	0.726016	0.175441	0.501905	0.304535	0.162885	0.231168	0.193588	0.0990634
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83e601b8-bef8-49e1-b42e-c29a56e1ac1c.fc.signal	0.702684	0.650469	1.08314	0.960381	0.744144	1.21944	1.47286	0.826045	0.72237	0.373976	0.466802	0.497305	0.51719	0.90624	0.934052	1.31902	1.02551	0.983115	1.0071	0.688222	0.33382	0.889197	1.31594	1.59501	2.17437	2.0358	1.75631	1.96881	2.90133	2.42942	1.98956	1.92603	1.41409	0.926797	1.08526	1.14103	0.642415
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.8ee3bcc0-0a54-4209-87cf-967cca7d6071.fc.signal	0.869268	0.508545	0.379033	0.333026	0.436038	0.60843	0.379275	0.24908	0.534781	1.39913	1.50534	0.855713	0.82044	0.668574	0.466498	1.04964	2.02738	2.69597	1.45074	0.93164	0.679417	0.892304	2.24844	2.83699	3.61679	2.68375	3.1028	2.36235	2.3176	2.22809	2.93057	1.2152	1.09679	1.64889	1.10631	1.79072	0.706278
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.66fe7e60-cc70-422a-8d7c-594c9a55eec8.fc.signal	0.978906	0.707717	0.108091	0.851767	0.532937	0.753445	0.430244	0.284727	0.844541	0.90073	1.68247	1.06233	0.627078	1.06616	0.206543	1.36798	0.537393	0.26855	0.727073	0.648519	0.451401	0.438258	0.176498	0.299786	0.552385	0.234262	1.21602	0.207007	0.514449	0.698829	0.621919	0.945499	0.555309	0.15929	0.442231	0.792728	0.168882
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.28efaa97-cdc8-4335-83a3-064d42b1fd10.fc.signal	0	0	0	1.58355	0.378364	0	0	1.16969	0.632524	4.0862	1.72104	0.23305	3.31048	0	0	1.50752	0.756768	0	0	0	0	0	2.36692	1.37611	5.38787	3.35187	0	0	0.139997	1.07575	0	0.644647	0.689038	0.403036	0.498041	0	0.304688
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.f32467cb-d7e9-4f5b-9c6b-68e4e838bc49.fc.signal	0.76854	0.160104	0.0499486	0.424657	1.2154	1.57641	0.631655	1.05277	2.48608	1.58115	0.242058	0.0268954	0	0	0	0	0	0.445714	2.13257	1.82134	0.262558	0.295858	0.765977	0.974695	2.81267	1.71501	1.33204	4.89274	3.53635	0.543072	0.754395	2.764	4.06828	2.45787	0.791544	0	0.507307
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.309e9998-5ade-4caa-9bdd-4c0118af9852.fc.signal	0.94549	0.735554	0.2989	0.0426896	0.739709	1.43467	1.28745	0.661295	1.07381	1.0429	0.50382	0.273731	0	0.0167907	0.492062	0.381218	0.325779	0.80441	1.84565	2.42839	0.826253	0.394638	0.515573	1.36534	3.00105	2.59129	1.76168	2.10259	2.09754	2.29727	1.7472	1.2297	1.03555	1.40618	2.62587	2.38673	0.4017
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.9aa71da8-fe78-48e5-b5e7-94900a3e3afc.fc.signal	0.464651	0.566051	0.544328	1.09854	0.528139	0.906776	0.965583	0.641316	1.00772	1.25178	1.31462	1.50241	1.22182	0.934121	1.35974	2.26908	1.06866	0.190065	0.605189	1.41027	0.888546	0.780167	1.36073	0.811042	0.647139	0.984398	0.918128	1.39981	1.50517	1.39702	1.1829	0.922493	0.513869	0.727701	0.587032	0.934018	0.661145
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.102990be-2f15-4965-9094-d6b665cc5fb0.fc.signal	0.541926	0.375024	0.674905	0.571943	0.35359	0.484127	0.766457	0.0347384	0.144597	0.358622	0.632452	0.640215	0.504854	0.798518	0.581973	0.211844	0.16098	0.344109	0.537754	0.395608	1.24232	0.662077	0.357644	1.11646	0.666081	0.378834	0.790265	0.646419	0.55262	0.984354	0.538286	1.39008	1.12568	0.871797	1.29259	1.40918	0.129165
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.6ef6e344-86f3-4f04-92f8-daa352b5ef4d.fc.signal	0.879064	0.0117817	0	0.530265	1.0841	1.04214	1.11233	0.289861	0.725916	1.28673	1.15949	1.26787	0.775412	0.480763	0	0.318105	0.0659773	0.721144	1.18543	0.921488	0.205001	0.0447739	2.23654	1.65913	0.850812	2.34966	1.86653	2.75026	2.12104	1.93719	3.34888	3.26639	2.9242	1.81017	0.78804	0.94071	0.593679
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003692.4.f878ad9b-d6d3-4a62-ad1c-aebee9337a47.fc.signal	0.233887	0.419357	1.06467	0.240464	0.506203	0.324454	0.739715	1.06701	0.162085	0.309702	0.318647	0.757658	0.115287	0.171568	0.348531	0.761194	0.884457	0.228641	0.216948	0.771207	1.07388	0.645389	0.404024	0.876671	1.20907	0.509798	0.187272	0.332672	0.130852	0.486642	0.940151	0.587435	0.523148	0.485329	1.17446	0.516968	0.650754
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.f2c7bc19-404e-47af-b24f-cd6109044afb.fc.signal	1.23639	0.984326	1.55092	1.89029	0.898956	0.95459	1.00702	0.974417	0.888852	0.759669	0.914544	1.11852	0.959572	0.934361	2.03512	1.87407	1.68257	1.61769	0.981882	0.869284	1.30623	1.7045	1.99915	2.44906	2.69361	2.49144	2.02712	2.04832	1.73247	1.53682	2.29708	2.0172	1.17157	1.29959	1.04452	0.777449	0.421365
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.92d75341-e28f-4aef-b49f-71fb4ab25e3c.fc.signal	2.00278	1.31	1.06498	1.73114	1.51701	0.499705	0.361424	0.7928	0.967379	1.56205	2.45291	1.98019	1.11373	2.52723	2.12084	1.43368	1.07478	0.973763	2.79083	2.05419	0.917226	1.08435	0.607805	0.920485	3.03429	2.31707	1.48511	1.97077	1.42476	0.772491	2.17459	3.07973	3.78734	2.81432	1.74352	1.1996	0.613527
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.5aafa779-b4bd-44a8-aed7-d566d5881bee.fc.signal	1.98097	1.70416	1.36624	1.29084	1.01736	1.72119	1.80157	1.29945	1.33586	1.04724	1.32449	1.37229	1.33396	1.57465	2.07252	2.98882	2.33485	2.04782	2.20103	1.48798	3.30804	3.35252	2.5419	1.7218	2.32712	1.88011	2.06593	3.70109	3.13154	2.82544	3.23091	1.94617	1.61234	1.87272	1.92189	2.06359	0.556593
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.f006c884-d6f7-470d-8586-314761e38a9f.fc.signal	0.968808	0.422418	0.911183	0.357533	0.316523	0.85935	0.622638	0.448275	0.615297	0.693297	0.515874	0.297889	0.340071	0.625043	0.678128	0.897798	1.6087	0.844367	0.760098	0.999642	0.730765	0.707438	0.970674	1.21936	0.441369	1.08472	1.80128	2.25502	1.09087	0.251975	0.312748	0.731758	1.25592	1.27064	1.24681	0.945539	0.118688
