	chr2:227991034-227991183	chr2:227991184-227991273	chr2:227991274-227991333	chr2:227991334-227991483	chr2:227991484-227991633	chr2:227991634-227991693	chr2:227991694-227991783	chr2:227991784-227991933	chr2:227991934-227992083	chr2:227992084-227992233	chr2:227992234-227992383	chr2:227992384-227992533	chr2:227992534-227992613	chr2:227992614-227992683	chr2:227992684-227992833	chr2:227992834-227992983	chr2:227992984-227993133	chr2:227993134-227993283	chr2:227993284-227993433	chr2:227993434-227993583	chr2:227993584-227993733	chr2:227993734-227993883	chr2:227993884-227994033	chr2:227994034-227994183	chr2:227994184-227994333	chr2:227994334-227994483	chr2:227994484-227994633	chr2:227994634-227994783	chr2:227994784-227994933	chr2:227994934-227995083	chr2:227995084-227995233	chr2:227995234-227995383	chr2:227995384-227995533	chr2:227995534-227995683	chr2:227995684-227995833	chr2:227995834-227995983	chr2:227995984-227996120	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	9.21012	7.81125	2.56827	0.455429	0	0	0	0	0.224002	0.415795	0.106877	0	0	0	0	0	0.175688	0.849248	2.79227	2.84499	1.16114	0.390956	0	0	0.0131766	0.412867	0.320631	0	0	0.112733	0.292813	0.371843	1.82153	2.71971	2.67869	2.22698	0.316581	0.849515
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	1.33774	0.4665	0.286242	0.20174	0.322416	0.32494	0.344673	0.126594	0	0.0649198	0.580398	0.153156	0	0	0.326571	0.647436	0.642259	0.906299	0.727213	0.517103	0.912327	0.5268	0.42592	0.773617	1.18884	0.379694	0.593456	0.231338	0.592381	0.271818	0.333892	0.469455	0.301655	0.459719	1.09896	0.430392	0.403043	0.547071
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	1.82932	1.58298	1.01811	0.735114	0.765955	0.766486	0.883535	1.34326	1.48555	1.47708	1.69112	2.39569	2.24521	1.84054	1.41496	1.69518	1.16404	1.13157	1.10817	0.901564	0.616915	0.735368	1.69563	1.00482	0.698751	0.810664	1.46225	1.54136	1.37657	0.837103	0.833037	1.04869	1.11198	0.664698	0.607177	0.783821	0.751659	0.483444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.4d89e710-5a41-461f-91a2-bc627bddca0a.fc.signal	0.965421	0.556157	0.40252	0.651826	0.747828	0.030198	0.118875	0.213018	0.163444	0.283796	0.610334	0.823593	0.00869625	0.20871	0.292197	0.403511	0.581304	0.547744	0.66839	0.512464	0.516489	0.820849	0.568878	0.961843	0.66473	0.269886	0.768501	0.494328	0.360224	0.40797	0.526349	0.782715	0.586297	0.331731	0.510541	1.13827	0.317111	0.422047
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83e601b8-bef8-49e1-b42e-c29a56e1ac1c.fc.signal	1.65556	1.47096	1.21661	0.831269	1.44323	1.56347	1.07829	0.824744	1.10029	1.40492	1.16271	1.13074	0.62924	1.02343	1.10734	0.528835	0.392205	0.43527	1.06391	1.01438	1.22959	1.38635	0.990203	0.709466	0.933761	1.20017	1.16671	1.02946	1.38272	1.85974	1.43586	0.556902	1.08644	1.45374	1.51882	0.867927	0.739557	0.413673
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004603.3.40563a1e-eb2a-4c6e-bd0b-903d353efee9.fc.signal	1.08932	2.6009	2.09978	0.607075	1.43369	1.86556	0.660689	1.325	3.26094	3.62771	1.72516	1.92809	0.711536	0.658066	1.1688	1.44991	0.930422	1.88214	1.33951	3.03594	3.36432	1.34138	1.13224	0.999175	1.29962	1.60631	1.68039	2.84168	2.44933	2.0992	2.866	3.20374	1.51033	2.07201	2.27392	1.86062	1.65981	0.299703
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.8ee3bcc0-0a54-4209-87cf-967cca7d6071.fc.signal	1.26851	0.951471	0.460546	0.400304	0.44807	0.120288	0	0.240035	0.356665	0.0962779	1.28695	1.96364	1.33747	1.2641	0.73499	0.512573	0.538341	0.629232	1.95688	4.17549	3.45132	0.964212	0.481416	1.53376	1.65311	0.686181	1.07675	0.699772	1.15406	1.96634	1.16547	1.42121	0.535011	0.547214	0.442271	0.364754	1.12358	0.505435
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.66fe7e60-cc70-422a-8d7c-594c9a55eec8.fc.signal	0.302943	0.351122	0	0.23131	0.692511	0.366355	0.002702	0.173004	0.258751	0.255676	1.00298	0.501691	0.267381	0.35808	0.238873	0.7014	0.87359	0.26846	0.515164	1.79846	0.63069	0	0.016212	0.819295	0.992671	1.15805	0.299241	0.672257	1.12047	0.71289	0.443284	0.296672	0.330084	0.256942	0.970617	1.21144	0.825494	0.66515
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.f32467cb-d7e9-4f5b-9c6b-68e4e838bc49.fc.signal	0.587463	0.989252	0.606201	0.164149	0	0	0	0	0	0	0.0806862	0.38422	0.33139	0.0905661	0.372693	0.275358	0	0.253599	1.2091	1.31668	0.545588	0.0461064	0.540485	0.627609	0.379097	0.427763	0.744191	0.562279	0.0704403	0.831262	1.70866	0.996914	0.555931	0.639568	0.663897	1.33171	0.870842	0.312704
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.309e9998-5ade-4caa-9bdd-4c0118af9852.fc.signal	2.10736	1.43533	0.532118	0	0	0	0	0.0990716	0.767461	0.796022	1.22931	1.39221	0.311702	0.165508	0.468517	1.28134	1.25618	1.46106	2.12442	1.92793	1.47113	0.612954	0.681828	1.92794	1.61388	2.66015	1.83052	0.186401	0.51389	1.05297	0.697241	0.42115	1.02033	1.23801	0.898891	0.669621	0.141729	0.420641
