	chr12:69674416-69674565	chr12:69674566-69674715	chr12:69674716-69674795	chr12:69674796-69674865	chr12:69674866-69675015	chr12:69675016-69675165	chr12:69675166-69675315	chr12:69675316-69675465	chr12:69675466-69675615	chr12:69675616-69675765	chr12:69675766-69675915	chr12:69675916-69676065	chr12:69676066-69676215	chr12:69676216-69676365	chr12:69676366-69676515	chr12:69676516-69676665	chr12:69676666-69676815	chr12:69676816-69676965	chr12:69676966-69677115	chr12:69677116-69677265	chr12:69677266-69677415	chr12:69677416-69677565	chr12:69677566-69677715	chr12:69677716-69677865	chr12:69677866-69678015	chr12:69678016-69678165	chr12:69678166-69678315	chr12:69678316-69678465	chr12:69678466-69678615	chr12:69678616-69678765	chr12:69678766-69678915	chr12:69678916-69678995	chr12:69678996-69679065	chr12:69679066-69679215	chr12:69679216-69679365	chr12:69679366-69679515	chr12:69679516-69679568	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	5.22998	6.10865	3.85182	2.25133	2.34691	2.66389	5.23303	5.70358	6.13402	6.8362	6.69618	4.84313	5.3068	5.0957	5.407	4.95227	3.43837	3.06132	3.9254	4.02337	4.88583	5.6971	5.5256	7.06176	6.71378	7.7032	5.18348	5.43628	4.35496	5.40385	5.79577	5.1305	6.03894	4.57354	3.0805	2.61299	1.27434	0.484289
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83e601b8-bef8-49e1-b42e-c29a56e1ac1c.fc.signal	1.9473	1.53344	0.717859	0.409069	0.539635	1.00415	1.14566	1.6145	1.7517	1.41422	1.41494	1.23249	1.37428	1.97737	2.34831	2.63916	1.71782	1.92513	2.67512	1.58698	1.12071	1.73189	1.77867	1.10883	0.609999	0.833708	0.980032	1.28957	0.835725	1.30835	1.36716	1.29438	1.95353	1.43934	0.893432	0.648042	0.848	0.499464
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.8ee3bcc0-0a54-4209-87cf-967cca7d6071.fc.signal	2.09384	0.621867	0.114092	0.313849	0.81185	0.538285	0.595293	1.04569	1.52699	0.930608	1.71548	2.24165	2.4654	3.25469	2.16707	1.3629	2.74071	4.08735	5.74181	4.34365	2.25522	2.06533	2.92968	1.16625	0.282043	0.00949013	0.535635	0.884203	2.08162	1.93517	1.05778	0.205918	0.679978	1.34527	1.40223	0.93414	0.478958	0.28
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.1ec30665-e127-479e-9308-683342038ede.fc.signal	1.96363	2.03752	1.587	0.764258	0.368625	0.931245	1.29246	1.74255	1.5305	0.92725	1.738	2.16237	2.7628	2.59966	1.13609	2.1665	1.43805	1.51347	1.55197	2.19741	1.64324	2.48169	2.24321	1.84185	0.814334	1.39579	1.1938	2.45786	1.88477	1.42197	1.39409	1.20658	0.756373	0.493143	0.622219	1.7737	1.12702	0.01
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.f32467cb-d7e9-4f5b-9c6b-68e4e838bc49.fc.signal	1.46048	0.189951	0.142538	0.419689	0.549722	0.53443	1.43189	1.4496	0.618178	0.471115	0.349787	0.469631	1.35805	2.90962	1.71097	0.322805	1.09934	4.01695	6.10949	5.91712	3.63153	2.92476	2.67687	1.49441	0.383328	0.0219114	0.0939079	0.714201	1.34369	0.588025	0.230521	0.300062	0.226262	0.0443088	0	0.128905	0.244954	0.404428
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.309e9998-5ade-4caa-9bdd-4c0118af9852.fc.signal	1.52653	0.191869	0.344098	1.2179	1.69083	1.78786	2.82811	3.0492	0.990045	0.53064	2.00181	2.45862	3.18755	4.1331	1.538	0.596182	1.18732	2.52916	3.39067	3.12277	1.80802	1.43109	2.08503	1.8969	1.19387	0.211191	0.970844	1.95161	2.46954	1.59876	0.540762	0.519553	0.572135	0.506007	0.458728	0.388246	0.752278	0.392631
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.1ad53715-8cce-4edc-8f16-9e6eba200f6e.fc.signal	3.56468	2.52652	1.69062	1.17308	1.45659	2.20121	1.82768	2.52911	2.28487	1.65331	3.04383	3.96477	3.95005	3.68638	2.33112	2.80886	4.20378	4.1364	6.239	3.66687	3.95889	2.65386	3.70631	4.5869	2.88067	2.82207	2.85209	2.67277	3.83173	3.15509	3.61475	1.65541	1.24135	1.73784	1.51389	1.37184	0.950352	0.450521
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000784.3.5a735e4e-02fc-4cf3-8586-bebcb93dde40.fc.signal	1.33457	1.88669	2.63095	2.99015	2.2375	3.3942	3.48298	1.77941	4.06545	2.7945	3.12281	4.20967	4.13571	2.73816	3.04792	2.08468	1.90911	4.30836	3.9284	4.3021	2.79974	1.66081	1.20686	1.95608	2.1562	2.76326	3.32512	4.0484	3.79325	2.75495	3.04735	2.17048	2.36006	1.76692	1.66931	1.76793	1.91228	0.465782
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.6ef6e344-86f3-4f04-92f8-daa352b5ef4d.fc.signal	1.47296	0.471352	0.494916	0	0.990441	1.87694	1.12621	1.88172	1.15398	0.619697	2.10455	4.38588	7.04661	6.16521	2.38501	1.30092	2.53348	6.15345	8.46066	6.63656	6.51874	4.58858	5.96255	2.26246	0.367631	1.22549	1.50123	2.9082	3.80138	2.17055	0.169656	0.547947	0.575732	1.44468	1.14064	1.96308	3.26328	0.436942
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.f2c7bc19-404e-47af-b24f-cd6109044afb.fc.signal	1.33038	2.20553	2.54495	1.3062	0.626091	0.53222	1.37145	0.859552	0.949363	1.34127	1.48325	1.98808	1.11128	1.47208	1.33792	1.44219	1.40036	1.28933	0.977976	1.08069	1.36612	1.5714	1.58862	1.42606	1.03863	1.20394	1.16101	1.62856	1.53529	1.43733	1.83583	1.76026	1.30336	0.554648	0.0427086	0.167213	0.415949	0.436195
