	chr12:68314081-68314230	chr12:68314231-68314380	chr12:68314381-68314530	chr12:68314531-68314680	chr12:68314681-68314830	chr12:68314831-68314980	chr12:68314981-68315130	chr12:68315131-68315280	chr12:68315281-68315430	chr12:68315431-68315580	chr12:68315581-68315730	chr12:68315731-68315880	chr12:68315881-68316030	chr12:68316031-68316180	chr12:68316181-68316330	chr12:68316331-68316480	chr12:68316481-68316630	chr12:68316631-68316780	chr12:68316781-68316930	chr12:68316931-68317080	chr12:68317081-68317230	chr12:68317231-68317380	chr12:68317381-68317530	chr12:68317531-68317680	chr12:68317681-68317830	chr12:68317831-68317980	chr12:68317981-68318130	chr12:68318131-68318280	chr12:68318281-68318430	chr12:68318431-68318580	chr12:68318581-68318730	chr12:68318731-68318880	chr12:68318881-68319030	chr12:68319031-68319110	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.b3b3b801-4bf3-4e6f-974d-5cca823d1b91.fc.signal	0.775752	0.0625262	0	0	0.0897665	1.13122	5.92781	3.95679	0.505371	0.070091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018445	0.286518	1.30828	4.09081	1.87878	0.762344	0.0651732	0	0	0	0	0.405063
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.823ac744-5eeb-40f9-9f65-c42b0b5130dc.fc.signal	1.21981	4.60729	8.58414	6.34599	6.4482	7.7009	4.57666	1.49336	3.35253	5.06832	6.28636	5.39961	4.91642	6.66569	4.27319	3.12891	2.93549	1.51435	2.13559	2.48422	0	0	0.338635	1.27373	1.34656	2.57184	6.62441	4.07289	1.40572	0.85004	3.01008	2.98509	0.746314	1.55085	0.621359
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	1.64277	1.11887	0.217723	0	0	1.22371	2.78713	1.70905	0.290498	0	0	0	0.442172	3.09162	2.60731	0.119827	0	0	0	0	0	0	0	0	1.01087	3.16078	2.26701	2.23716	2.97598	0.779683	0	0	0	0	0.0969163
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.1bd642c8-def0-432c-b22d-2321d6cee6ca.fc.signal	2.29495	1.20526	1.85818	1.54663	2.76759	2.38828	1.77932	2.38941	2.21556	0.618915	0.33213	1.08711	1.0654	2.43031	1.34047	1.39299	0.480355	0.553903	0.637174	0.442677	0.543738	0.816346	0.760582	1.07254	1.015	0.880755	0.492825	0.610853	2.06906	0.716633	1.77917	1.57544	1.77539	1.82498	0.471154
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	3.76786	7.85394	6.98642	5.93156	9.24586	12.8945	8.5251	6.00576	5.58892	5.78138	7.46614	7.2176	7.16247	5.93808	3.44197	5.85217	3.42707	5.42733	2.99481	2.31148	2.75628	1.31	2.85975	4.51157	4.64803	3.61216	4.26012	5.37326	5.90613	8.68952	9.55024	9.41678	8.2785	6.86712	0.614849
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	1.66593	2.54104	1.9928	2.7244	5.43633	5.15471	4.90909	3.21075	3.48707	1.47837	1.04518	1.10047	1.8246	2.26998	0.637598	1.39578	0.689859	0.799092	0.733051	0.270847	0.377337	0.373071	0.556479	1.27872	2.25386	1.66837	1.7242	1.65786	0.996191	0.995828	1.27579	1.63264	2.76716	1.85085	0.632124
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000043.3.8d5b3081-225e-438e-b618-c17adc495516.fc.signal	1.69304	2.13363	2.28162	2.72293	7.48008	4.49482	5.17121	3.41719	0.414724	1.48811	1.867	1.75136	2.17484	2.74754	2.00823	3.35959	1.88908	0.344378	2.10543	1.92316	0	0	0	0.487684	0.327123	0.603872	1.61968	2.2727	2.21308	1.11943	2.67416	2.80287	3.16387	2.70276	0.477612
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	1.25223	2.21887	3.1406	2.22496	1.921	1.72733	2.76639	1.36063	0.791037	1.8595	2.13157	0.336197	0.879239	1.85622	0.788633	1.72548	1.45549	1.20709	1.97319	0.550528	0.367024	0.0929241	0.963038	1.21304	1.51587	1.91004	2.25267	2.73893	2.53982	0.42454	1.49183	1.28114	1.75025	0.833843	0.271676
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000060.3.baf1b6b5-96f6-42d1-907a-07181459fd3c.fc.signal	1.16395	1.77514	2.07917	1.48477	2.42007	1.27454	2.25132	1.7067	0.990235	1.67717	0.617476	1.45649	1.16898	0.303973	0.274979	0.193602	0.871728	0.723933	0.829978	0.313627	0.110367	0	0.312031	0.624108	1.2633	0.38939	0.564997	1.10203	0.483236	0.865726	1.10451	1.56379	1.68265	0.988998	0.546256
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	0	0	0	0	0	0	0.596352	1.14053	0.246049	0	0	0	0.104644	0.81862	0.936794	1.0636	0.415956	0	0	0	0	0.190327	0.543112	0.142366	0.306806	0.0713104	2.3804	2.16696	0.341914	0	0	0.199858	1.28383	0.512482	0.178771
