	chr22:35063962-35064111	chr22:35064112-35064201	chr22:35064202-35064261	chr22:35064262-35064301	chr22:35064302-35064381	chr22:35064382-35064411	chr22:35064412-35064521	chr22:35064522-35064561	chr22:35064562-35064621	chr22:35064622-35064711	chr22:35064712-35064861	chr22:35064862-35065011	chr22:35065012-35065071	chr22:35065072-35065161	chr22:35065162-35065311	chr22:35065312-35065461	chr22:35065462-35065611	chr22:35065612-35065761	chr22:35065762-35065911	chr22:35065912-35066061	chr22:35066062-35066211	chr22:35066212-35066361	chr22:35066362-35066511	chr22:35066512-35066661	chr22:35066662-35066811	chr22:35066812-35066961	chr22:35066962-35067021	chr22:35067022-35067111	chr22:35067112-35067261	chr22:35067262-35067301	chr22:35067302-35067411	chr22:35067412-35067561	chr22:35067562-35067711	chr22:35067712-35067861	chr22:35067862-35068011	chr22:35068012-35068161	chr22:35068162-35068241	chr22:35068242-35068311	chr22:35068312-35068391	chr22:35068392-35068461	chr22:35068462-35068611	chr22:35068612-35068761	chr22:35068762-35068911	chr22:35068912-35069061	chr22:35069062-35069131	chr22:35069132-35069211	chr22:35069212-35069252	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.35530d7a-23e1-468e-978a-d33955937d72.fc.signal	0.174604	0.229885	0.0629072	0	0	0	0	0	0.0234057	0.239123	0.586646	0.108502	0.183253	0.11747	0	0.296267	0.290336	0.467695	0.430709	0.361123	0.433732	0.262357	0.253227	0.735639	0.343513	0.541376	0.440699	0.311387	0.626391	0.508576	0.659992	0.843023	0.688152	0.816573	1.20546	1.03642	0.868464	0.7221	0.930465	1.09634	0.97293	1.86747	2.05966	0.78235	0.446637	0.20407	0.156141	0.757698
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	0	0	0	0	0	0	0.142624	1.3859	1.16003	1.43137	1.96719	0.701914	0	0	0.0766328	1.52268	1.77929	0.202981	0.240833	0.453138	0.369145	0.375434	2.28836	1.19785	0.790449	0.824411	0.42072	1.1385	1.21054	0.615148	0.332148	0.213115	0.265166	0.488414	0.84365	2.15094	3.14464	4.03816	2.65844	1.14678	0.724999	1.27683	1.15843	0.486115	0.374059	0	0	0.520487
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	0.511147	0.853483	0.3492	0.181977	0.183806	0.131565	0.109551	0.130061	0.400716	0.845865	0.560719	0.384856	0.962698	0.697281	0.313574	0.483196	0.0109044	0.0115935	0.177954	0.364706	0.429878	0.352715	0.555998	0.367265	0.124075	0.514684	0.564632	0.568103	0.466734	0.13827	0.0971359	0.441181	0.46013	0.967741	0.806848	1.7482	1.2976	0.90319	1.0534	0.794005	0.351114	0.985065	0.879814	0.457704	0.283231	0.138445	0.0663041	0.79096
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.142e6ed2-5832-4fa6-8a6b-9ed4d6f47d60.fc.signal	0.0820597	0.688435	0.0453407	0	0	0	0	0.25634	1.38196	2.99233	1.05134	1.04996	0.101912	0.58925	0.736022	0.567225	0.824041	0.458727	0.702738	0.708062	0.0228095	0.43647	0.604932	0.316126	0.0966378	0.250497	0.818966	0.488911	0.624118	0.130712	0.528393	1.21151	1.20437	0.628463	0.415803	0.868942	0.09582	0.716676	1.17185	0.560526	1.2664	1.64624	0.673469	0.341908	0.887383	0.311707	0.438087	0.538363
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.42363c6f-0a08-4184-ab8c-bacc5ac39aad.fc.signal	0.324725	0.478083	0.428209	0.266822	0.0795582	0.093115	0.0784007	0	0.0584905	0.357273	0.548733	0.407129	0.275523	0.283449	0.319549	0.636529	0.27814	0.291854	0.407858	0.360446	0.432282	0.262964	0.416049	0.874518	0.68148	0.662569	0.561456	0.456045	0.646279	0.554957	0.371944	0.546602	0.575745	0.684117	0.93915	0.415215	0.474446	0.639063	0.687391	0.749244	0.600503	0.907537	0.969967	0.700894	0.394936	0.376541	0.38598	0.719665
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001010.4.1f4a36e3-e29e-4226-9261-3edae284095c.fc.signal	0.182339	0.715839	0.627593	0.324372	0.235913	0.04543	0.0637421	0.123112	0.157162	0.463752	0.279072	0	0	0	0.162558	0.200757	0.494913	0.127453	0.0260282	0.163854	0.106167	0.285279	0.244209	0.118781	0.0898771	0.109236	0.190306	0.449636	0.308876	0.124668	0.231293	0.929554	0.615674	0.463283	0.347815	0.663213	0.592482	0.650592	0.612036	0.405129	0.910808	1.501	1.95075	0.890919	0.394992	0.336693	0.31241	0.594067
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.7fc89be2-980d-4ea6-a09b-d10627d38b89.fc.signal	0.639131	0	0	0	0	0	0	0	0	1.50347	2.04687	0.864891	0	0	1.66735	4.07732	0.174168	1.72597	2.13413	1.81745	1.35209	0	1.37138	0.799259	0.734531	0.624154	0	0.243476	2.23121	3.10209	0.689878	0.256956	0	0.318693	0.418605	0.817046	0.985956	3.15156	1.88297	0.372788	0.511937	0.817796	0.673508	1.23607	1.1851	1.44367	1.46796	0.468918
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001009.4.f5f10dc7-df55-4739-a069-9976125518c2.fc.signal	0.121713	0	0	0	0.123025	0.35578	0.617345	0.41217	0.249791	0.250987	0.323406	0.0089692	0	0	0	0	0	0.198139	0.651207	0.514105	0.184541	0.0526633	0.270978	0.292905	0.588659	0.956145	1.11259	0.721186	0.486651	0.296013	0.32753	0.152703	0.137048	0.947307	0.595899	0.0474471	0.434786	0.591149	0.639094	0.708592	0.934572	0.587833	1.53886	1.17004	1.21713	0.608636	0.498266	0.770648
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.28efaa97-cdc8-4335-83a3-064d42b1fd10.fc.signal	1.56271	0	0	0	0	0	0	0	0	0	0.31479	0.26633	0	0	1.47613	0	0.568116	0.515938	0	0	0	0.854849	0	0.419821	0.354478	0.535603	0	0.480929	0.313382	0	0	0	0	0	0.115417	1.25302	0	0	1.2002	0.806816	0.681713	1.65048	2.43369	0.913426	0	0	0	0.682025
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.33fd32de-b83a-4d4f-b13a-efed59fd5abe.fc.signal	0.696994	1.69727	1.46503	0.504649	0.181965	0.66073	0.769601	0.899598	1.25015	0.796375	0.615368	0.696933	1.24681	0.918276	0.542491	0.307202	0.525322	1.0554	0.380083	0.687074	0.941582	0.969104	1.4995	1.19052	0.856071	1.24927	0.894077	1.41011	1.66016	0.761019	0.391762	0.741105	0.475433	0.834587	1.51052	1.62213	1.59977	1.84823	1.659	1.74734	1.62108	1.68097	1.6904	2.09436	1.3542	0.676695	0.689978	0.519503
