	chr2:74469858-74470007	chr2:74470008-74470157	chr2:74470158-74470307	chr2:74470308-74470457	chr2:74470458-74470607	chr2:74470608-74470757	chr2:74470758-74470907	chr2:74470908-74471057	chr2:74471058-74471207	chr2:74471208-74471357	chr2:74471358-74471507	chr2:74471508-74471657	chr2:74471658-74471807	chr2:74471808-74471957	chr2:74471958-74472107	chr2:74472108-74472257	chr2:74472258-74472407	chr2:74472408-74472557	chr2:74472558-74472707	chr2:74472708-74472857	chr2:74472858-74473007	chr2:74473008-74473157	chr2:74473158-74473307	chr2:74473308-74473457	chr2:74473458-74473607	chr2:74473608-74473757	chr2:74473758-74473907	chr2:74473908-74474057	chr2:74474058-74474207	chr2:74474208-74474277	chr2:74474278-74474357	chr2:74474358-74474507	chr2:74474508-74474657	chr2:74474658-74474807	chr2:74474808-74474957	chr2:74474958-74474970	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.35530d7a-23e1-468e-978a-d33955937d72.fc.signal	0.871272	1.98323	1.56986	0.301198	0.486399	0.870575	0.958137	2.40927	0.706402	0.671547	1.18873	0.931634	0.682793	0.132253	0.112793	0.211559	0.521314	0.739011	0.456061	0.612681	0.559944	0.750532	1.37596	2.06437	1.47836	1.02333	0.906815	1.52826	1.2608	2.46098	3.03907	2.58308	4.32613	4.63697	4.09064	5.28781	0.461131
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.b3b3b801-4bf3-4e6f-974d-5cca823d1b91.fc.signal	0.947421	0.192538	0.0012292	0	0.0604595	0.625447	1.11066	1.02554	0.458119	0.534911	1.24434	0.896801	0.378741	0.0629833	0.123011	0.0788832	0.0832004	0.165988	0.0556515	0.0479027	0.161775	0.022336	0.009714	0.214893	0.434399	0.756112	0.562812	1.27684	1.3926	1.7839	2.52384	2.09572	2.18198	2.51446	1.28169	1.34285	0.422299
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.823ac744-5eeb-40f9-9f65-c42b0b5130dc.fc.signal	1.06387	2.33493	4.31503	3.31471	2.09412	3.5567	6.07856	4.88079	2.93465	2.8804	2.33703	0.283818	0.61109	0.620333	0.428821	1.32228	1.09202	0.886981	0.167031	0	0.0651829	1.80433	1.06407	0	0.24851	1.43407	1.08774	0.619238	2.16745	3.2651	4.02574	5.70114	15.0513	21.6158	9.41838	9.60566	0.537634
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	0.601796	0.95123	1.81002	1.00242	0.349782	1.81841	2.29694	1.54413	0.841204	0.325167	0.687773	0.683738	0.611754	0.216978	0.416505	0.199673	0.288487	0.481217	0.206661	0.294928	0.511723	0.246356	0.303324	0.421297	0.48503	0.745778	0.631672	0.902964	1.89294	2.58667	2.29824	2.5923	2.30789	2.31643	2.22821	1.97162	0.506904
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.1bd642c8-def0-432c-b22d-2321d6cee6ca.fc.signal	0.107825	0.144974	0.503831	0.73146	0.184881	1.06429	2.15306	0.658214	0.508731	1.48863	1.43118	1.37535	0.842319	0.741496	0.415418	0.0239699	0.0465421	0.340874	0.0875037	0	0.398366	0.518496	0.384771	0.534552	0.552388	1.28728	0.0311474	0.141227	1.26782	0.838499	1.88359	0.782876	1.7503	3.01264	3.40921	3.32996	0.676471
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	1.35933	2.45715	3.55704	3.14227	3.35517	3.21699	2.22049	2.4323	1.12864	0.710436	1.16442	1.02127	0.470047	0.376233	0.865403	0.495194	0	0.622822	0.537717	0	0.139312	0.860748	2.18289	3.07612	2.74141	1.5348	0.82496	1.71277	1.34818	1.75119	1.74973	1.95949	3.08524	3.27948	4.52607	4.29622	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	0.129781	0.697422	0.270438	0.708626	0.754279	0.989763	0.556401	0.476137	0.513077	0.758223	1.0404	1.20821	1.39508	0.179754	0.698833	0.0790065	0.327244	0.337203	0.310677	0.194021	0.390909	0.341073	0.461835	0.47379	0.915553	0.814241	0.97964	0.421368	0.6476	1.30344	2.29222	1.85102	1.43438	1.43323	2.04068	1.88171	0.620327
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.80d11420-fb58-4105-8d0b-26addcc06923.fc.signal	0	0.119126	3.4952	0.892051	0.118344	0	0	0.984045	0.896204	1.68435	1.49297	1.17145	0	0	0.825037	1.87203	1.86253	0.251388	0.574854	0.40349	0.260443	2.08498	1.23626	0	0.341001	1.63429	0	0	0	0.178146	1.06283	2.50321	3.59645	7.90668	7.01655	9.34616	0.762956
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000354.2.0500ebd0-c650-482a-8d75-3cf5ca9c1882.fc.signal	0.718059	1.30188	1.34412	2.02291	0.654398	1.63933	1.86682	1.30454	3.28512	2.87129	4.84232	2.36902	1.14026	1.24691	1.31852	1.25713	1.29372	1.30896	0.72418	0.196586	0	0.0726481	0.917661	0.847631	0.202151	1.56038	1.47509	0.0505376	0.47379	0.771607	3.45291	5.04605	5.87141	9.57411	7.83368	6.3053	0.318681
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.e6af9ec0-8b4b-4624-8b3a-51f86f371f0f.fc.signal	0.842869	0.659635	1.38546	1.12095	1.07807	1.43727	1.56082	1.76679	1.12452	0.442917	0.395175	0.421424	0.423809	0.392785	0.439566	0.394009	0.480737	0.587977	0.547195	0.247789	0.245889	0.30144	0.517496	1.13649	1.47251	1.98463	2.0455	1.60443	2.11474	4.01103	5.97066	9.44442	14.9709	13.7163	12.3273	12.0868	0.691975
