	chr1:159949762-159949911	chr1:159949912-159950061	chr1:159950062-159950141	chr1:159950142-159950211	chr1:159950212-159950361	chr1:159950362-159950511	chr1:159950512-159950661	chr1:159950662-159950811	chr1:159950812-159950961	chr1:159950962-159951061	chr1:159951062-159951111	chr1:159951112-159951261	chr1:159951262-159951411	chr1:159951412-159951561	chr1:159951562-159951711	chr1:159951712-159951861	chr1:159951862-159952011	chr1:159952012-159952161	chr1:159952162-159952311	chr1:159952312-159952461	chr1:159952462-159952551	chr1:159952552-159952611	chr1:159952612-159952761	chr1:159952762-159952911	chr1:159952912-159953061	chr1:159953062-159953211	chr1:159953212-159953321	chr1:159953322-159953361	chr1:159953362-159953511	chr1:159953512-159953661	chr1:159953662-159953811	chr1:159953812-159953921	chr1:159953922-159953961	chr1:159953962-159954111	chr1:159954112-159954261	chr1:159954262-159954411	chr1:159954412-159954441	chr1:159954442-159954561	chr1:159954562-159954621	chr1:159954622-159954711	chr1:159954712-159954861	chr1:159954862-159955011	chr1:159955012-159955034	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000043.3.8d5b3081-225e-438e-b618-c17adc495516.fc.signal	0	0.198592	0.96093	0.663024	0	0	0	0.807357	0.50609	1.25566	3.88842	2.7931	0.447749	0.922625	1.84322	1.02085	0.721863	0.148963	0	0	0	0	0.953859	0.33474	0.401046	0.493749	0	0	0	0	0	0	0	0	0.0384372	1.77638	0.753383	0.0914054	0.900627	0.912265	0.0359567	0	0	0.435644
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	0.883661	2.38397	1.30499	0.95656	1.56861	1.63793	1.57716	2.79062	1.79366	2.0016	2.54196	1.1926	1.41248	1.01754	0.695473	1.25814	1.17494	0.930848	1.95423	1.27512	2.01712	2.10439	2.46331	1.85476	1.56507	2.3066	1.30685	1.36642	1.07662	1.93854	1.85463	2.11876	0.979483	0.894746	1.21477	0.952444	1.23611	1.15805	1.0663	1.15012	0.780005	0.690736	0.43623	0.584507
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000060.3.baf1b6b5-96f6-42d1-907a-07181459fd3c.fc.signal	0.244345	0.338041	0.107396	0.12142	0.482773	0.550337	0.434616	0.401144	1.10512	0.768943	0.159797	0.302128	0.0183099	0.219637	0.432161	0.0754462	0	0.0813077	0.201713	0.351747	0.420825	0.474806	0.387475	0.388344	0.445549	0.822605	0.469165	0.18477	0.668989	0.519765	0.0970616	0.130507	0.263282	0.212855	0	0.240348	0.55431	0.460492	0.314523	0.551654	0.482363	0.446897	0.61835	0.47412
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000071.3.dfc63e95-4862-4384-a735-dc9483aed805.fc.signal	0	0	0	0	0	0.305169	0.542715	0.905818	1.26419	0.695651	1.19156	1.31376	0.944943	0.111627	0.115655	0.431284	0.0109189	0	0.0605463	0.218705	0	0	0	0.230966	0.943215	0.154722	0	0	0	0	0	0	0	0	0	0.105192	0.543964	0.886426	0.655391	0.483037	0	0	0	0.46696
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003848.5.4e81bcc2-9ec4-4d08-b943-7db60ab59078.fc.signal	0.862408	0.631499	0.711783	0.520857	0.713379	0.866677	1.59578	0.957718	0.607031	0.833859	0.870715	0.998495	0.522517	0.214449	0.0960022	0.374338	1.00949	0.657812	0.517062	0.669905	0.395104	0.525105	0.43892	0.145017	1.06339	0.77902	0.486731	0.29849	0.325211	0.658302	0.0624917	0.0673645	0.0782643	0.184401	0.111464	0.0358478	0.565518	0.771182	0.225939	0.0425329	1.18777	0.521825	0.406895	0.517766
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.ac643157-1692-4223-8d75-00ef072cf986.fc.signal	0.288329	0.245145	0.152461	0.0206907	0.0105263	0.223248	0.35265	0.19256	0.128621	0.0378658	0.224523	0.604619	0.608457	0.343118	0.235731	0.204821	0.259363	0.194656	0.127686	0.192037	0.258181	0.190179	0.0577642	0.0588301	0.254494	0.146274	0	0	0	0	0	0.0844805	0.16701	0.18706	0.0329547	0.145906	0.23851	0.231804	0.11718	0.0352909	0.565346	0.716364	0.526229	0.419048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000318.2.7ba479df-2d75-4a21-a2dc-30d87eedc37a.fc.signal	1.63337	0.557778	0.476032	0.285248	0.0451755	0.751073	1.79168	0.476959	1.09589	1.39969	0.770115	0.585935	0.98225	1.52339	0.222433	0.220187	0.64017	1.09932	0.804451	0.458124	0.211754	0.524248	0.655667	0.276548	0.414621	0.447607	0.0706807	0.161549	0.155595	0.13354	0.379273	0.420971	0.39345	0.170717	0.187245	0.0154644	0	0.0450113	0.114136	0.110091	0.00902613	0.286019	0.58736	0.633136
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.5d44418c-818f-4534-8844-0d0e8e0143a7.fc.signal	0.239398	0.0029184	0	0	0.149459	0.110552	0	0	0.0789755	0.209637	0.240156	0.156009	0.209433	0.130429	0.0623524	0	0	0	0	0	0	0	0	0	0	0	0.166084	0.217374	0.0484913	0.0714538	0.299125	0.178427	0.012738	0.0701972	0.199111	0.189324	0.131653	0.168451	0.365386	0.281085	0.0122816	0	0	0.471233
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000129.3.10d36a04-e044-4c40-9b45-3ef18c963298.fc.signal	0	0	0	0	0.0822633	1.04075	0.30756	0	0.32122	1.02405	1.12656	0.42365	0	0.0548405	0.917299	0.91065	0	0.630429	1.23481	0.687431	0	0.650566	0.583651	0.0529546	0.701986	0.370663	0	0	0	0.38985	0.528952	0	0	0.469745	0.113109	0	0	0.0390401	0.51413	0.703554	0.160979	0	0	0.535088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.78afa2e5-5711-4b0e-8724-55134969481b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0.359005	1.63174	1.85861	0.15821	0	0	0	0	0	0	0.0456375	0.763678	1.46031	1.07696	0	0	0	0.375722	0.57857	0.808663	0.389993	0	0	0	0	0	0	0	0	0.383355	0.772795	0	0.588235
