	chr19:54506535-54506684	chr19:54506685-54506834	chr19:54506835-54506984	chr19:54506985-54507074	chr19:54507075-54507134	chr19:54507135-54507194	chr19:54507195-54507284	chr19:54507285-54507364	chr19:54507365-54507434	chr19:54507435-54507584	chr19:54507585-54507734	chr19:54507735-54507884	chr19:54507885-54508034	chr19:54508035-54508184	chr19:54508185-54508334	chr19:54508335-54508484	chr19:54508485-54508634	chr19:54508635-54508784	chr19:54508785-54508814	chr19:54508815-54508854	chr19:54508855-54508934	chr19:54508935-54509084	chr19:54509085-54509184	chr19:54509185-54509234	chr19:54509235-54509334	chr19:54509335-54509384	chr19:54509385-54509504	chr19:54509505-54509534	chr19:54509535-54509574	chr19:54509575-54509684	chr19:54509685-54509834	chr19:54509835-54509924	chr19:54509925-54509984	chr19:54509985-54510014	chr19:54510015-54510134	chr19:54510135-54510184	chr19:54510185-54510224	chr19:54510225-54510284	chr19:54510285-54510364	chr19:54510365-54510434	chr19:54510435-54510514	chr19:54510515-54510584	chr19:54510585-54510734	chr19:54510735-54510884	chr19:54510885-54510974	chr19:54510975-54511034	chr19:54511035-54511184	chr19:54511185-54511254	chr19:54511255-54511334	chr19:54511335-54511484	chr19:54511485-54511585	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.1bd642c8-def0-432c-b22d-2321d6cee6ca.fc.signal	0.36133	0.389079	0.371664	0	0	0	0	0	0	0	0	0.404298	0.132406	0.82428	0.255416	0.427707	0.11213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394497	0.973799	0.681693	0.539831	0.166149	0.307041	0.599501	0.0768441	0	0.711297
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	0.484924	0.116562	0.191743	0.129637	0	0.0675975	0.252911	0.206118	0.213518	0.397881	0.369877	0.21642	0.034125	0.0145685	0.210116	0.458801	0.464945	0.593467	0.11094	0	0	0	0	0	0	0	0.0698311	0.115181	0.229817	0.129096	0.449943	0.393251	0.034776	0	0	0	0.0427325	0.301039	0.426736	0.160987	0.00139388	0.124153	0.154076	0	0	0	0	0.0770051	0.206889	0.339091	0.301539	0.626781
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001916.1.b8e8499a-a8fb-45d6-acd8-26f02567ad12.fc.signal	0.943618	0.741723	0.542063	0	0	0	0	0.0935955	0.41597	0.213532	0	0.802724	0.973266	0.332778	0.664102	0.629286	0.169615	0.173323	0.41597	0.41597	0.168992	0	0	0	0	0	0	0	0	0.363029	0.191347	0.182569	0.20799	0.180258	0	0.0915156	0.20799	0.20799	0.111795	0	0	0	0	0	0	0	0	0	0	0	0.0247117	0.549072
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001909.1.71c9825b-8f84-4929-97f3-4b92c6206f1e.fc.signal	0.909302	0.585917	0.0847245	0	0	0	0	0.185351	0.332796	0.296506	0.255554	0.759602	0.66641	0.310483	0.540739	0.304972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007061	0.21183	0.229975	0.30712	0.882444	0.46762	0.745098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.1ec30665-e127-479e-9308-683342038ede.fc.signal	2.75408	2.3659	1.78961	0.545528	0.865736	1.23182	0.802587	0.629917	1.66689	2.09326	1.9201	2.30433	2.86959	2.97924	3.00737	4.24519	3.14521	2.00313	0.861442	0.232642	0.0823969	0	0	0	0.11891	0.211964	0.143251	0.1034	0.12925	0.250228	0.849363	0.99643	0.404876	0.120633	0	0	0.038775	0.320871	0.608893	0.376545	0.376348	1.36601	2.04035	0.641388	0.194287	0.624408	0.607742	0.151405	0.516832	0.834482	1.23517	0.579742
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.f508f1a3-4076-4925-b02f-30538e0b1e91.fc.signal	0.104897	0.540531	0.739567	0.133347	0	0	0	0	0	0	0.0585483	1.07515	0.331735	0.534659	0.714182	0.173665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0756297	0.29276	0.29276	0.29276	0.014638	0	0	0.242573	0.24787	0	0.0650578	0.380546	0.679063	0.363825	0.186631	0.772746	0.704211	0.522255
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.9e9df775-6e31-4b38-8623-9e8c7d5df85e.fc.signal	0.470338	0.795117	0.834328	0	0	0.328971	0.83996	0.120735	0.149991	0.646764	0.682935	0.125961	0.615912	0.65788	0	0	0	0.564488	0.460205	0.083974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00787	1.0611	0.277158	0.41987	0.0979697	0	0.221931	0.834709	0.151165	0	0.663636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.58ebbf7c-ff66-46f2-b210-b717cb3c6af7.fc.signal	0.995509	0.597459	0.187247	0.14466	0.14466	0.166383	0.652875	0.604265	0.283232	0.761226	0.642199	0.523622	0.800164	1.03203	1.07577	0.62121	0.557074	0.7044	0.149557	0	0	0	0	0	0	0	0.0180825	0.14466	0.14466	0.210487	0.254686	0.521032	0.265333	0.14466	0.0204935	0	0	0	0	0	0.0958792	0.547905	0.889559	0.0771808	0	0.101267	0.258794	0.121957	0.286656	0.114408	0.0883995	0.551121
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.2cba5936-f140-44e1-bb8c-03b1b31528e1.fc.signal	0.555775	0.149507	0.0649217	0.133663	0.166623	0.155624	0.294073	0.450737	0.474641	0.412837	0.325345	0.425709	0.519076	0.355728	0.181168	0.310624	0.635218	0.460975	0.181863	0.0696187	0	0	0	0	0	0	0	0	0	0.107806	0.468006	0.761258	0.639741	0.549045	0.297957	0.078021	0.00585	0.0335023	0.176468	0.386861	0.402853	0.37882	0.125722	0.0158711	0	0	0.0557982	0.14851	0.278323	0.477419	0.42456	0.46281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.33fd32de-b83a-4d4f-b13a-efed59fd5abe.fc.signal	1.26643	0.342896	0.53044	0.305577	0.083976	0	0	0.062982	0.592437	1.31726	1.06704	0.66232	0.89606	1.22319	0.986573	0.625796	0.579883	1.60337	0.818718	0.031491	0	0	0	0	0	0	0	0	0	0.209937	0.803314	0.153954	0	0	0	0	0	0	0	0	0.0446123	0.323902	0.174947	0	0	0	0	0.307137	1.28935	0.98445	1.11266	0.887324
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.c9581d4d-c873-4911-9ee7-7d9f4821621a.fc.signal	0.245298	0	0	0.00867333	0.186407	0.26004	0.15606	0	0	0.300863	0.761247	0.325147	0.0225507	0.169948	0.23925	0.644206	0.75954	0.106636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113837	0.201567	0.235676	0.0873529	0	0	0.338173	0.273115	0.26004	0.162561	0	0.0223029	0.19507	0.269615	0.248461	0.739347
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.e1f8eaf0-5c3e-4eb2-b864-0330dfef44b8.fc.signal	0.11441	0.398004	0.0606176	0	0	0	0	0	0	1.04242	1.30071	1.67078	0.516759	0.646466	0.651366	0.5123	0.193219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553461	0.65693	0.547442	0	0	0	0	0	0	0	0.713235	1.77808	0.122627	0	0	0	0	0.220212	0.63017	0.937772	0.785714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000234.3.d628a7a7-c77f-436d-8ccd-d018c7458990.fc.signal	0.137923	0.0168743	0.16409	0.278398	0.206782	0.154428	0.242268	0.325819	0.253418	0.120315	0.053155	0.063642	0.215955	0.267559	0.225448	0.122397	0.0139014	0	0	0	0	0	0	0	0	0	0.0005205	0.06246	0.0640785	0.125444	0.100936	0.006362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135643	0.0637074	0.122517	0.117108	0.136582	0.475836
