	chr1:169805291-169805440	chr1:169805441-169805590	chr1:169805591-169805740	chr1:169805741-169805890	chr1:169805891-169806040	chr1:169806041-169806190	chr1:169806191-169806340	chr1:169806341-169806490	chr1:169806491-169806640	chr1:169806641-169806790	chr1:169806791-169806940	chr1:169806941-169807090	chr1:169807091-169807240	chr1:169807241-169807390	chr1:169807391-169807540	chr1:169807541-169807690	chr1:169807691-169807840	chr1:169807841-169807990	chr1:169807991-169808140	chr1:169808141-169808290	chr1:169808291-169808440	chr1:169808441-169808590	chr1:169808591-169808740	chr1:169808741-169808890	chr1:169808891-169809040	chr1:169809041-169809190	chr1:169809191-169809340	chr1:169809341-169809490	chr1:169809491-169809640	chr1:169809641-169809790	chr1:169809791-169809940	chr1:169809941-169810090	chr1:169810091-169810240	chr1:169810241-169810390	chr1:169810391-169810429	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.b3b3b801-4bf3-4e6f-974d-5cca823d1b91.fc.signal	9.60916	2.32391	0.271761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144011	0.529986	2.07858	2.34355	1.05706	0.521278	0.0255125	0.182319	0.190599	0.0823877	0.0258231	1.84067	2.19971	0.138955	0	0.0471698
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	2.75857	1.7057	0.87151	0.00168787	0	0	0	0	0	0	0	0.749292	2.02506	0.803294	0	0	0	0	0	0	0	1.07837	3.69719	2.81335	2.7584	2.99586	1.32327	0.0506276	0	0	0.243298	0.472997	0.126725	0	0	0.474453
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	1.64328	1.02229	1.48728	2.5099	0.892372	1.71213	1.91118	1.45307	2.26887	2.52601	2.6748	2.78308	1.88926	1.09499	1.35737	0.980441	0.792515	0.990632	1.91964	1.3926	0.68392	1.00627	0.709818	1.3249	1.42464	0.755895	0.805923	0.46407	0.453963	0.0761921	0.243838	0.174971	0.444097	1.22755	0.21847	0.401786
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.e6af9ec0-8b4b-4624-8b3a-51f86f371f0f.fc.signal	3.49314	2.47622	1.88003	1.63916	2.30617	2.02162	2.70895	2.87414	3.05117	2.77237	3.99295	4.95652	4.39305	4.27834	4.13159	3.62272	3.00982	3.41175	4.13425	4.37352	4.09154	4.1637	4.59209	5.64785	3.64899	2.62942	1.67973	1.9644	1.71981	1.0699	0.845845	0.820615	1.0057	1.204	0.888292	0.216667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	3.64949	2.76823	0.852222	0.195315	1.24117	1.55468	2.62753	1.15293	1.46912	1.16892	1.72052	1.50213	2.03858	1.17251	1.49033	1.5785	1.04655	1.29553	1.92648	2.327	1.61346	1.20417	2.09783	1.9565	3.55601	3.99765	2.79338	1.66325	0.359462	0.600093	1.19827	1.95239	2.36998	2.83034	2.15148	0.741408
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000060.3.baf1b6b5-96f6-42d1-907a-07181459fd3c.fc.signal	3.42052	2.24099	0.688406	0.694843	1.51208	1.58567	1.54062	0.728523	1.26942	1.67333	2.60966	1.43758	1.22515	2.06916	1.38316	0.903396	1.66462	2.13942	1.34418	0.335805	0.765535	0.960478	1.13121	0.869339	1.15056	0.957755	1.23413	1.78533	1.00495	1.24218	0.922296	0.97403	1.50381	0.901353	1.17248	0.306452
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.fae7194c-2bb7-414d-b747-986b067cce33.fc.signal	12.266	8.71724	4.32537	3.74397	3.60076	2.6648	5.56098	8.27365	5.83964	3.05843	3.9959	6.37944	9.97185	6.42884	4.85288	4.56645	7.05025	7.0012	7.49087	5.81843	5.33071	8.31241	4.09831	5.02812	4.91488	3.64772	4.52097	1.65032	1.96821	1.29496	1.62594	4.37454	2.6652	1.85189	3.55801	0.457627
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.85a47d94-3c5b-4fa0-8468-515ec8dc5b16.fc.signal	2.81562	3.54128	2.64449	5.11716	4.6522	4.32845	4.13355	4.02886	4.51412	5.25825	2.85974	3.80763	2.98687	2.35609	2.45576	4.04843	4.44173	4.07093	3.71285	4.565	5.07374	4.56304	1.25641	1.96671	2.18966	1.13222	1.53362	0.821905	0.839006	0.842363	0.351229	1.1887	1.53797	1.62798	2.41202	0.764259
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.72ced85f-cc3d-4155-864f-c88e943e41cd.fc.signal	4.32213	3.7478	2.82821	1.58329	1.78063	2.36045	4.33824	4.03675	3.15327	4.2224	3.97647	3.3564	4.40015	3.54183	4.22246	2.45326	2.52254	3.48061	4.8392	6.40754	4.16028	3.36277	2.76078	1.9409	3.64605	4.35491	3.42005	2.22895	0.984365	1.14704	1.20024	1.27422	2.32314	1.77124	2.12498	0.749035
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000330.2.5131ad66-51e2-42ac-b48a-1af75df9605f.fc.signal	11.2038	7.46194	7.26154	2.52966	3.64116	7.07435	6.76878	7.74201	9.01884	6.23393	5.68437	7.46052	7.83062	6.31084	5.60268	4.56616	7.22704	11.1211	11.3589	9.43878	4.11039	5.01372	5.40056	5.24546	9.05555	7.71587	5.25217	6.06931	3.78305	1.99227	2.58096	4.91271	6.5643	5.69919	3.49932	0.426752
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	8.0606	3.48779	0.175698	0	0	0	0	0	0	0	0	0.244499	0.43922	0.0629549	0	0	0	0	0	0	0.143479	0.832933	2.5213	4.06689	2.79428	2.72086	0.872682	0	0	0	0.0556345	0.322095	0.601813	0.468527	0.174562	0.322581
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.0c600fad-76af-4396-b66d-45cc11ce045a.fc.signal	9.16447	9.47832	4.20717	5.62461	4.90825	2.55599	3.48599	3.05835	6.04038	3.0043	2.14821	1.51264	1.45148	2.9043	3.38961	3.1569	4.5688	5.75453	4.33179	4.2173	2.37753	1.30242	2.51486	3.04689	4.30953	4.32016	3.81753	3.12822	1.48904	0.826102	1.19681	1.50574	1.1699	1.92881	5.37471	0.450549
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	10.5795	5.08429	0.609508	0	0	0	0	0	0	0.0934573	0.31861	0.118946	0	0	0	0	0	0	0	0	0.0937952	0.868189	1.7	2.17406	2.04873	1.81305	0.788928	0.0711507	0	0	0.534141	2.27987	1.65018	0.30159	0.253252	0.587786
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	4.61216	4.17262	1.1346	0.049538	0.448839	0.495167	2.97753	2.11359	1.60919	3.03338	3.67686	4.09135	3.20072	2.31201	1.9415	1.34862	2.35697	4.05014	3.06922	5.214	1.80067	0.603789	4.63866	5.33731	2.99665	2.22051	1.30039	1.37915	2.1396	0.771828	0.562567	1.37827	1.81514	1.84287	3.08391	0.698324
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	7.15065	3.74992	2.39534	1.71754	4.14385	3.39364	3.90573	2.03503	1.87537	6.8779	1.89259	3.98982	4.6758	3.76358	1.33174	0.915971	2.29275	1.43648	2.0505	4.67962	2.83942	1.51564	0.481232	0.539224	1.41727	1.1546	0.791682	2.72909	2.21629	1.59116	1.18925	1.05005	3.32621	3.10483	3.6121	0.664966
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.44d9234d-e938-4209-8bc5-a1f9ee0dcbe4.fc.signal	0.892769	1.43902	1.66172	1.07368	1.9371	2.76946	2.11322	1.58521	2.30885	0.680842	1.02516	0.723771	0.78659	0.716045	0.494968	0.738355	1.60168	1.13168	0.179977	0.194834	0.328232	0.156523	0.545704	0.567809	1.6357	1.33338	1.71375	1.62777	1.39446	0.945715	0.629943	0.565105	0.610886	1.01423	1.09848	0.557823
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.142e6ed2-5832-4fa6-8a6b-9ed4d6f47d60.fc.signal	1.47982	0.85104	1.02933	0.725401	0	0	0	0.0860232	0.157271	0.219923	0	0.22597	0.725804	0.460347	0.476445	0.466639	0.287068	0.42588	1.35953	0.216852	0.866073	0.73653	0.252787	0.547685	0.420963	1.53839	1.09409	0.19912	0.548716	0.650415	0.739928	0.814336	0.989994	1.03657	2.84138	0.838542
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003848.5.4e81bcc2-9ec4-4d08-b943-7db60ab59078.fc.signal	8.36792	6.4642	2.55194	0.596101	0.471729	1.2459	3.04728	2.93315	3.22327	6.16891	4.63769	4.8914	5.0737	6.60825	10.5894	4.72642	2.23671	4.13883	5.07596	5.59278	2.51546	2.53478	2.59479	4.4369	5.4018	6.4228	4.85044	3.27032	2.01367	1.47539	2.01582	4.7178	3.1348	4.45843	3.73632	0.342105
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001508.1.7644257d-84a8-452c-b39d-72874c3d0d4b.fc.signal	1.8252	2.53973	5.01544	4.23587	5.39157	6.00074	5.36595	4.66353	7.86408	5.49816	5.06439	5.38377	5.16053	3.14675	3.2577	6.17022	6.14708	3.45972	4.33599	6.66682	5.01874	3.08919	2.14434	1.20244	0.370253	1.12612	2.94736	3.48724	3.66515	1.17112	2.31088	3.40582	2.02378	1.59011	1.53733	0.455128
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.bcd61aac-63db-4cfa-a058-a141a50b928e.fc.signal	2.3976	2.11556	3.19205	4.24504	3.62619	4.20467	5.77134	3.96948	3.92826	3.06108	2.56726	1.83376	1.8567	2.60604	2.9401	1.92239	2.05125	1.63365	2.00053	1.83024	2.46059	3.29911	2.82036	2.50242	1.97133	1.30752	1.50457	1.46258	1.60518	1.9572	1.6853	2.31027	0.746005	1.48155	2.63233	0.552521
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.8a1df20e-6fe2-48ae-99b1-96a1bc85ea8d.fc.signal	15.3993	6.47912	2.82246	2.35094	5.02004	4.86144	7.25518	3.52216	2.61354	5.87608	5.83222	6.47361	7.32028	2.91773	4.82461	4.8613	4.26942	7.94621	6.80102	8.89163	5.97631	3.79189	2.82345	2.61718	2.82721	3.4993	2.58665	3.76749	4.29514	2.61209	1.60181	4.38208	2.98661	2.09545	2.50707	0.628931
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000318.2.7ba479df-2d75-4a21-a2dc-30d87eedc37a.fc.signal	8.63759	7.49535	3.60481	2.41047	2.10353	2.19954	1.90163	2.34575	2.46926	3.17528	2.7032	1.30243	2.22992	2.8938	2.83513	3.0168	4.81878	4.61382	4.06571	3.9448	4.17799	2.63148	2.56332	3.33791	2.70706	3.37179	3.1841	2.13241	1.65248	1.19761	0.90791	1.51517	1.15935	1.0568	0.612601	0.782609
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.5d44418c-818f-4534-8844-0d0e8e0143a7.fc.signal	10.5379	7.7841	4.07137	2.53131	4.26098	3.21475	3.38866	3.78474	3.8152	3.39005	4.02283	5.41915	7.51447	5.77931	5.60179	3.58983	3.61824	4.7129	6.29649	4.83484	3.68003	3.97856	5.69314	2.68076	4.28573	3.87562	3.51229	1.92611	1.57846	1.12097	1.27734	1.44295	1.15745	0.86149	0.602798	0.0666667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.15a517d0-8389-43f7-9ce5-66c163ab4bf7.fc.signal	4.6397	4.46896	3.19369	2.07726	1.60873	2.15518	2.7098	2.4148	3.01806	2.80883	1.31626	1.66854	2.17604	2.01452	2.19927	2.95416	2.92289	3.54033	3.28314	3.03162	2.44686	1.63759	2.15317	3.19037	2.4827	1.80818	2.60677	2.13245	1.87668	1.30943	1.23246	1.26918	0.790786	1.45241	1.38436	0.776699
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	1.43448	1.38341	2.02697	2.63536	2.59481	3.91761	3.79017	3.00392	2.80778	1.63582	1.04508	0.670624	1.07206	1.00465	2.15677	3.2629	3.12085	3.26758	3.30868	2.09614	1.50349	2.1088	1.42112	0.987726	1.23496	0.715567	0.356812	0.445458	0.615152	0.882813	0.933652	1.18769	1.01791	0.836813	1.40933	0.246377
