	chr17:16314181-16314330	chr17:16314331-16314480	chr17:16314481-16314630	chr17:16314631-16314780	chr17:16314781-16314930	chr17:16314931-16315080	chr17:16315081-16315230	chr17:16315231-16315380	chr17:16315381-16315530	chr17:16315531-16315600	chr17:16315601-16315680	chr17:16315681-16315750	chr17:16315751-16315830	chr17:16315831-16315980	chr17:16315981-16316130	chr17:16316131-16316280	chr17:16316281-16316430	chr17:16316431-16316580	chr17:16316581-16316730	chr17:16316731-16316880	chr17:16316881-16317030	chr17:16317031-16317180	chr17:16317181-16317330	chr17:16317331-16317480	chr17:16317481-16317630	chr17:16317631-16317780	chr17:16317781-16317930	chr17:16317931-16318080	chr17:16318081-16318230	chr17:16318231-16318380	chr17:16318381-16318530	chr17:16318531-16318680	chr17:16318681-16318830	chr17:16318831-16318980	chr17:16318981-16319130	chr17:16319131-16319212	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.35530d7a-23e1-468e-978a-d33955937d72.fc.signal	1.82219	1.26269	1.30912	1.42798	1.25948	1.22895	2.26723	3.99795	3.12029	2.07733	0.7283	0.233	1.58148	2.24487	1.83287	2.44444	2.67575	1.54751	2.76791	2.85758	2.40221	2.43663	1.50567	1.08638	2.37536	2.94735	3.02742	1.79883	0.437669	0.731186	1.94563	2.14343	1.62051	2.66592	2.53128	1.77945	0.665138
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.b3b3b801-4bf3-4e6f-974d-5cca823d1b91.fc.signal	0	0	0.0996148	0.271984	1.81879	2.97883	4.49564	4.45381	4.46903	1.83316	0.948705	0.37079	0.655275	1.307	1.77876	2.95868	1.43103	1.89949	1.59506	2.79743	2.04285	0.929312	0.250006	0.367086	2.02706	2.86021	2.23529	1.21543	0.155742	1.52855	2.6354	1.80186	3.67923	1.84206	2.86051	2.153	0.791855
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.823ac744-5eeb-40f9-9f65-c42b0b5130dc.fc.signal	0.782002	2.30477	0.917496	1.45415	1.77621	3.31697	5.12628	2.29212	2.96791	2.19132	1.16108	0	0	1.03885	1.74375	1.92596	1.09344	4.38277	6.12894	2.13258	2.66864	5.12201	2.95327	2.67263	4.18412	2.70521	4.09448	4.46335	1.9648	1.27502	1.48704	2.64819	1.76411	1.88226	1.60113	1.18492	0.570093
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	1.29207	1.46066	1.6115	0.90761	0.616593	0.811847	0.883898	0.728521	0.443117	0.634413	0.775709	0.859656	0.816382	1.17273	1.71224	1.46248	1.14893	1.20839	1.64299	2.02441	1.86104	1.38852	1.13976	1.1851	1.31081	2.15123	2.88502	1.39216	0.648822	1.32393	2.25342	2.38361	1.75898	1.41691	2.37738	2.40505	0.594744
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.1bd642c8-def0-432c-b22d-2321d6cee6ca.fc.signal	1.68589	2.69902	1.4966	1.848	4.49282	2.21328	2.34049	2.40845	1.30539	1.77714	0.421202	0.683385	1.4554	1.55507	2.04875	1.73277	2.04357	2.29014	2.89431	3.25521	2.4127	2.17694	1.64188	1.66584	3.05772	2.94775	2.58545	3.05777	1.70578	1.41157	2.23195	1.96202	2.3794	2.29217	1.94903	1.72176	0.0838509
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	4.31052	3.03878	2.52888	2.79746	1.71185	0.944219	1.22661	1.64642	0.919265	1.11584	1.2417	1.00353	0.75982	1.0745	1.10061	1.02186	3.58316	5.46899	3.97289	3.49612	2.93417	1.77704	1.63656	1.9236	3.22023	2.57639	2.28628	3.21565	3.32784	1.88396	3.82492	4.15568	3.38393	3.20984	3.08897	3.28346	0.478495
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	1.32076	2.2668	2.14557	2.97768	2.51794	1.90462	2.00306	2.64958	1.78554	1.40803	1.29901	0.413227	0.379347	1.67009	0.955538	2.47649	2.46204	2.19188	1.34967	1.16722	1.01857	1.12091	1.33314	2.00225	1.67408	1.27388	1.8072	2.66169	2.04152	2.83431	4.61871	1.8689	2.65458	2.13674	1.71174	1.5003	0.392459
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.80d11420-fb58-4105-8d0b-26addcc06923.fc.signal	1.11837	3.02207	1.58936	2.04335	0.785125	1.21218	1.01619	3.41894	1.75485	0.885494	0.138939	0	0	0	0.986022	4.05055	1.76251	2.17763	2.88506	3.01122	1.85725	2.62371	2.06946	1.321	2.32407	4.29944	2.38926	2.05058	0.388221	0.887152	0.768043	2.27	0.590759	2.31427	2.1834	1.13723	0.648148
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000354.2.0500ebd0-c650-482a-8d75-3cf5ca9c1882.fc.signal	3.00554	5.95085	5.23084	3.20616	4.03687	2.34079	3.68448	2.52702	3.34241	4.06124	2.8903	1.80046	0.94759	0.843354	2.71654	3.54412	2.14081	3.73779	3.68353	7.60526	4.60388	3.10582	2.94397	3.13447	3.00532	3.32218	3.95824	4.84232	2.25235	2.57441	1.06568	3.24198	0.897049	1.94893	4.11584	2.07437	0.225806
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.e6af9ec0-8b4b-4624-8b3a-51f86f371f0f.fc.signal	1.48861	1.45422	1.28038	1.76567	1.91657	1.82437	1.54651	1.34297	0.986037	0.952015	0.797939	1.11277	0.88861	1.59246	3.24941	3.49711	1.88188	2.18168	3.34192	4.09495	3.36402	4.18966	3.36344	3.22319	2.99331	4.31086	4.13578	3.45716	2.76919	2.89006	3.22434	2.9647	3.53472	4.76787	3.22315	3.00586	0.569048
