	chr22:41992214-41992363	chr22:41992364-41992513	chr22:41992514-41992663	chr22:41992664-41992813	chr22:41992814-41992963	chr22:41992964-41993113	chr22:41993114-41993263	chr22:41993264-41993413	chr22:41993414-41993563	chr22:41993564-41993713	chr22:41993714-41993863	chr22:41993864-41994013	chr22:41994014-41994163	chr22:41994164-41994313	chr22:41994314-41994463	chr22:41994464-41994613	chr22:41994614-41994763	chr22:41994764-41994913	chr22:41994914-41995063	chr22:41995064-41995213	chr22:41995214-41995363	chr22:41995364-41995513	chr22:41995514-41995663	chr22:41995664-41995813	chr22:41995814-41995963	chr22:41995964-41996113	chr22:41996114-41996263	chr22:41996264-41996413	chr22:41996414-41996563	chr22:41996564-41996713	chr22:41996714-41996863	chr22:41996864-41997013	chr22:41997014-41997163	chr22:41997164-41997313	chr22:41997314-41997463	chr22:41997464-41997613	chr22:41997614-41997763	chr22:41997764-41997913	chr22:41997914-41998063	chr22:41998064-41998213	chr22:41998214-41998363	chr22:41998364-41998513	chr22:41998514-41998663	chr22:41998664-41998813	chr22:41998814-41998963	chr22:41998964-41999113	chr22:41999114-41999263	chr22:41999264-41999402	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	2.17221	2.79358	2.35027	1.36476	1.64658	1.00694	0.230531	0.410359	0.130634	0.541979	0.945097	0.62771	1.23534	1.79123	2.29754	3.71909	4.20358	1.74293	0.394915	1.38598	1.68193	0.816635	0.484231	0.837834	1.03512	0.226001	0	0.0559273	1.22425	1.11526	0.340067	0.533784	0.387893	0.34474	0.264932	0.00170227	0	0.0669753	0.484425	0.451267	0	0	0.189201	0.703763	0.524764	0.0570064	0.195344	0.577204	0.554945
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	2.23	1.77967	0.928739	1.20655	1.04214	0.55534	0.519143	0.907838	0.470002	0.400195	0.620424	0.140882	0	0.364436	1.52776	2.76863	1.50232	1.18698	0.753137	0.713272	0.726694	0.914414	0.640774	0.0361202	0	0	0.0312296	0.417532	1.58552	0.874735	0.259818	0.398093	0.538538	0.364522	0.0059628	0.0553378	0.525941	0.513868	0.25215	0.199155	0.189359	0.126885	0.12277	0.109033	0.185621	0.213979	0.201151	0.234632	0.78673
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	5.95472	5.64883	6.29053	5.61008	3.96812	2.36364	1.77032	4.51086	3.36861	3.11219	3.23731	0.885984	0.132808	1.38564	4.2064	4.7738	4.58708	4.46385	3.96684	4.37132	5.29313	5.89936	2.44097	0.212	0	0	0.046329	0.652896	2.00742	2.10157	1.83736	1.42015	1.08575	1.55085	1.26038	1.58745	1.12915	1.14651	0.529194	0.15961	0.212732	0.417426	0.228583	0.159098	0.123517	0.189888	0.211674	0.307879	0.808399
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	0.725879	2.96474	4.46839	4.67328	3.91341	2.13993	1.92909	2.02572	1.20292	0.3664	2.56154	1.20053	1.77042	3.77839	4.36313	3.95246	7.10161	6.78923	6.07558	4.98811	1.83386	1.79956	2.03636	2.50022	5.06249	5.54543	2.70898	1.56212	1.08011	2.16979	2.58716	1.51866	1.04403	1.14079	0.627266	0.884124	0.614461	1.38472	2.02571	1.81347	1.3827	2.68247	1.15455	0	0	0.11061	0.786269	0	0.859375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	3.40058	3.39409	2.51405	1.78924	1.31086	1.68933	1.2563	1.87516	2.01681	1.42082	1.51887	2.14216	2.7635	2.7961	1.89891	1.96143	2.21641	3.17935	3.53925	3.10664	1.86236	2.5082	0.826114	0.813323	1.89698	1.67	1.92577	1.23339	0.94988	0.596947	1.39743	2.29909	1.46493	2.90655	1.52203	0.738125	1.3079	0.958919	0.453856	0.343484	0.630422	0.862685	0.326492	0.689509	0.588661	1.00388	0.884373	0.548586	0.681693
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.44d9234d-e938-4209-8bc5-a1f9ee0dcbe4.fc.signal	0.423939	0.398764	0.389415	1.00065	0.453578	0.500896	0.621616	0.0609456	0.320329	0.20105	0.272048	0	0	0.500102	0.538355	1.30442	0.486532	0	0	0	0	0	0.0646542	0.911321	0.547125	0.524258	0.284533	0.503369	0.675249	0.306893	1.12336	0.33764	0.75243	0.936187	0	0	0	0.650694	0.926981	0.402911	0.166465	0.926984	0.773858	0.457282	0.618539	0.533082	1.42194	1.64328	0.722222
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.5d44418c-818f-4534-8844-0d0e8e0143a7.fc.signal	0.113477	0.199592	0.411428	0.964989	1.15889	0.664033	0.343123	0.504812	0.359252	0.658076	0.397021	0.330295	0.375875	0.753236	0.295791	0.41078	1.13327	0.527197	0.727683	0.585085	1.02115	0.447112	0.0663928	0.0385398	0.283077	0.138791	0.119329	0.196246	0.149351	0.35077	0.356199	0.479294	0.143295	0.221568	0.382376	0.152535	0.00802447	0.0495042	0.27715	0.099886	0	0	0	0.0972615	0.71939	0.76792	0.320388	0.0247165	0.465839
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	2.78807	2.23591	2.44867	2.48086	2.21083	2.09812	2.31619	3.89713	3.75022	3.31516	3.43157	2.95957	3.75027	2.27334	2.06186	2.57454	2.12135	2.30475	1.51075	1.35061	0.84276	0.763252	0.9725	1.68569	1.86133	1.38301	1.48939	1.54242	1.31365	0.931411	0.613549	0.867457	0.77445	0.999273	1.39729	1.23798	1.28157	1.01316	0.800573	0.632854	0.670854	0.315255	0.25756	0.0957102	0.0828516	0.0057852	0.166498	0.330266	0.532243
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.4d89e710-5a41-461f-91a2-bc627bddca0a.fc.signal	2.59441	3.74012	2.44018	2.41852	2.29932	1.47116	3.83123	3.36481	3.1135	2.90876	2.89571	3.66776	4.36475	3.43541	1.73346	3.22178	2.83114	2.90362	2.604	2.70774	1.79003	1.94397	2.09029	1.62141	1.17676	1.56807	2.42432	3.7274	2.65733	2.54176	1.76553	0.570764	0.794116	1.19666	1.00711	1.27945	2.39004	2.54644	1.51677	0.704986	0.376769	0.390316	0.504357	0.354779	0.0588465	0.345555	0.341292	0.412468	0.646748
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.ed39a30d-e8d4-4be8-8a48-6338c0cdb04b.fc.signal	0.368875	0.676336	1.00565	0.901666	0.268508	0.27372	0.0867081	0.26936	0.352677	0	0.574329	0.0496479	0.131633	0.567953	1.05628	1.13712	1.01255	1.37651	1.6751	0.559321	0.839434	1.56806	0.426813	0.202304	0.343851	0.277244	0.161175	0.102841	0.370565	1.3739	1.05811	0.634994	1.25421	0.5073	0.0965183	0.8945	0.492654	0.653781	2.18986	0.526975	0.656791	1.03693	1.37778	1.17292	1.28412	0.420866	0.585107	0.448047	0.688356
