	chr11:74699092-74699241	chr11:74699242-74699391	chr11:74699392-74699541	chr11:74699542-74699691	chr11:74699692-74699841	chr11:74699842-74699991	chr11:74699992-74700141	chr11:74700142-74700171	chr11:74700172-74700291	chr11:74700292-74700441	chr11:74700442-74700521	chr11:74700522-74700591	chr11:74700592-74700611	chr11:74700612-74700661	chr11:74700662-74700741	chr11:74700742-74700891	chr11:74700892-74701041	chr11:74701042-74701191	chr11:74701192-74701341	chr11:74701342-74701491	chr11:74701492-74701641	chr11:74701642-74701681	chr11:74701682-74701791	chr11:74701792-74701941	chr11:74701942-74702091	chr11:74702092-74702241	chr11:74702242-74702391	chr11:74702392-74702451	chr11:74702452-74702541	chr11:74702542-74702691	chr11:74702692-74702841	chr11:74702842-74702991	chr11:74702992-74703141	chr11:74703142-74703291	chr11:74703292-74703441	chr11:74703442-74703481	chr11:74703482-74703591	chr11:74703592-74703631	chr11:74703632-74703741	chr11:74703742-74703891	chr11:74703892-74703971	chr11:74703972-74704041	chr11:74704042-74704146	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	0.528962	0.603683	0.554532	0.784949	0.464486	0.392563	0.606088	0.503323	0.581101	0.525181	0.410734	0.371798	0.226568	0.177527	0.116255	0.288524	0.823858	0.638802	0.348225	0.520143	0.310151	0.0591725	0	0	0.0933776	0.123452	0.201499	0.507215	0.438934	0.407244	0.280926	0.0916484	0.462504	0.973488	0.595059	0.679872	0.619875	0.696323	0.513418	0.512259	0.626669	0.650004	0.3817	0.34375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	0.1458	0.0510301	0.0840764	0.201808	0.397092	0.331981	0.419644	0.278325	0.421204	0.442657	0.532713	0.690185	0.71129	0.663054	0.736542	0.428344	0.254785	0.250382	0.204613	0.178204	0.159856	0.399916	0.6915	0.427601	0.372801	0.409616	0.282622	0.327449	0.306597	0.203603	0.200311	0.241921	0.194096	0.544001	0.348598	0.232362	0.184847	0.206305	0.33427	0.430403	0.581775	0.452345	0.459694	0.138122
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004603.3.40563a1e-eb2a-4c6e-bd0b-903d353efee9.fc.signal	0.777368	0.221302	0.768641	0.731742	0.100416	0.915225	1.23913	0.830386	0.971082	1.42822	1.51203	0.939658	0.747532	0.196722	0.551755	0.48017	0.495462	1.2256	0.919269	0.321186	0.347508	0.0684128	0.147663	0.532958	1.1172	0.676657	1.01177	0.852017	0.500059	0.365143	0.382565	0.54757	0.179876	0.277577	0.609532	0.714421	0.124934	0.490511	1.17086	0.538209	0.558535	1.1808	0.32506	0.455696
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004728.1.12642e26-117b-4636-816e-4fbed6d5c0a2.fc.signal	0.285871	0.063176	0.258555	0.512653	0.315571	0.627768	1.12176	1.2573	0.8327	0.586202	1.13581	0.523899	0.19551	0.007046	0.760313	1.03846	0.576863	0.726282	0.263145	0.296511	0.52438	0.443929	0.568803	0.876954	0.197257	0.82196	0.748316	0.224704	0.0743333	0.172948	0	0.0044934	0.292267	1.15587	0.775243	0.686015	0.170672	0.114898	0.439734	0.190808	0.353781	1.46415	1.01014	0.432778
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001009.4.f5f10dc7-df55-4739-a069-9976125518c2.fc.signal	0.0894507	0.710719	1.78773	0.893853	1.13569	1.00321	1.54961	1.18073	0.731791	0.117137	0.201051	0.37097	0.37097	0.233699	0.514656	1.75929	1.06816	0.670088	1.06161	0.997778	0.889172	0.506998	0.371262	0.776414	1.27094	0.202327	0.0028712	0.231584	0.4686	0.513957	0.262434	0.370137	0.55727	1.14437	1.15704	0.897004	0.94119	0.630116	0.450335	0.647628	0.599491	1.10148	1.19216	0.338583
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.28efaa97-cdc8-4335-83a3-064d42b1fd10.fc.signal	0.999226	1.17838	0.116162	2.41165	3.27133	3.03614	0.256927	0	0.938816	0.251908	0.544307	1.29653	0.807332	0	0	0	0	0	0.389237	2.28461	0.566837	0	0	0	0.716541	0.665193	1.35905	1.38625	0	0	0.115852	1.2881	0.24369	0.247423	0.726003	1.88636	4.99169	3.79537	1.33346	0.559042	0	0	0	0.650246
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.309e9998-5ade-4caa-9bdd-4c0118af9852.fc.signal	0.71116	0.7216	0.477756	0.333301	0.347609	0.864958	1.00086	0.669251	0.549545	0.745758	0.532171	0.286941	0.316186	0.274945	0.297326	0.47601	0.647434	0.38759	0.942679	1.57228	1.43437	0.98447	0.609647	0.564835	1.51489	1.53194	1.01316	0.580975	0.624889	0.829748	0.797502	1.32098	1.68441	1.70881	2.00261	1.88223	1.60898	1.34612	0.924684	0.841014	0.714698	0.694996	0.438945	0.343434
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.02118243-425c-40d1-bfb1-ec1fb9f638e9.fc.signal	0.785838	0.651863	0.287595	0.416981	0.40445	0.677421	1.19873	2.02303	1.09368	0.156102	0.737265	0.610311	0.45023	0.152998	0.288649	0.78915	0.461709	0.731666	0.438846	0.860914	0.8355	0.373551	0.188761	0.346422	0.848063	0.368587	0.373572	0.801682	0.0597108	0.337374	0.947316	0.482968	1.49989	0.876569	1.1685	1.32746	1.99978	1.15206	0.705301	0.729546	1.0213	0.795528	0.382038	0.332016
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.7de26b70-374a-4d7c-b754-070af0779bd1.fc.signal	0.760117	0.274798	0.485028	0.195735	0.84558	1.80593	1.42495	0.615273	0.215892	0.168654	0.528531	0.43754	0.66591	0.532694	0.595139	0.135143	0	0	0.277457	0.710233	0.219694	0.41613	0.729444	1.54	0.740893	0.561023	0.373622	0.245154	0.629975	0.932712	0.294235	0.95953	0.5817	0.30624	0.0377253	0.174757	0.638623	0.965493	0.704811	0.392152	0.0208044	0	0	0.558491
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.eab68876-e57f-4e6d-b66b-00c271b4eee3.fc.signal	0.288164	0.468861	0.619368	0.59007	0.668637	0.246629	0.19417	0.379711	0.439682	0.300888	0.289494	0.306522	0.30526	0.277447	0.228705	0.266578	0.528799	0.466588	0.509823	0.748751	0.797101	0.644785	0.543207	0.181942	0.15659	0.223977	0.343715	0.3318	0.396594	0.265989	0.267509	0.237355	0.206677	0.315846	0.411088	0.45874	0.425788	0.382861	0.463792	0.335368	0.255998	0.274263	0.224561	0.550314
