	chr11:68739818-68739967	chr11:68739968-68740117	chr11:68740118-68740267	chr11:68740268-68740417	chr11:68740418-68740567	chr11:68740568-68740717	chr11:68740718-68740867	chr11:68740868-68741017	chr11:68741018-68741167	chr11:68741168-68741317	chr11:68741318-68741377	chr11:68741378-68741467	chr11:68741468-68741617	chr11:68741618-68741767	chr11:68741768-68741917	chr11:68741918-68742067	chr11:68742068-68742217	chr11:68742218-68742367	chr11:68742368-68742517	chr11:68742518-68742667	chr11:68742668-68742817	chr11:68742818-68742967	chr11:68742968-68743117	chr11:68743118-68743267	chr11:68743268-68743417	chr11:68743418-68743567	chr11:68743568-68743717	chr11:68743718-68743867	chr11:68743868-68744017	chr11:68744018-68744167	chr11:68744168-68744317	chr11:68744318-68744467	chr11:68744468-68744617	chr11:68744618-68744767	chr11:68744768-68744894	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.b3b3b801-4bf3-4e6f-974d-5cca823d1b91.fc.signal	1.88742	1.04283	2.30532	3.31645	8.54275	6.58403	0.761148	0.840548	2.58268	2.63865	2.40935	1.23126	1.25013	5.96994	6.85979	3.89733	4.65541	0.472698	0	0.515115	4.0862	2.2378	3.15037	2.60466	4.31775	4.76496	1.47243	0.369462	1.24553	1.98576	1.05276	0.19243	0.79481	2.1455	0.888016	0.424908
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	0.785725	0.972988	1.43731	1.21613	1.47186	1.16522	0.466148	0.681825	1.35537	1.36971	1.27211	1.35733	1.05847	1.80176	2.29281	1.12254	1.18497	0.580962	0.199498	0.948774	1.34305	0.971406	0.340409	0.253397	0.529537	0.799227	1.53623	2.07317	2.15067	2.60904	1.59731	0.373994	0.782154	1.62792	0.984007	0.162393
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	5.29603	3.15611	3.98549	3.57294	4.12473	5.26108	4.84522	2.03206	2.48417	3.20702	3.87849	3.15244	3.05236	4.59048	4.05085	6.09863	6.82783	5.08634	5.40019	3.5464	3.75093	4.0493	2.82108	2.37332	3.61506	6.10344	7.51338	10.233	9.40904	8.16796	8.56572	7.91294	9.61504	12.5154	13.7037	0.318352
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	1.19385	0.487781	0.538752	0.436511	1.20372	1.33226	1.10058	1.00508	0.461157	0.764853	0.629223	0.586371	0.380096	1.93001	1.69633	1.8008	2.19483	0.913235	1.58545	0.416866	0.887683	1.19704	0.673088	0.950277	1.62475	1.8484	1.44283	2.86112	2.39408	3.80616	3.5955	2.17794	2.74163	4.22598	3.06095	0.355263
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	1.04333	1.04388	1.85429	2.72746	2.98392	2.91733	3.24477	2.7426	2.10572	3.07566	3.04213	3.06322	2.89268	3.27541	3.58017	3.7403	3.22852	1.89804	2.15229	1.30527	1.42493	1.44528	3.01042	2.52551	1.90872	2.57633	1.35468	2.64102	3.1865	1.80508	1.4081	0.791503	0.426044	0.893745	1.23291	0.33871
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	0.501416	1.42155	1.97168	0.753723	1.49667	0.698913	0.524737	0.647654	0.631724	1.23653	0.748091	0.035513	0.401911	1.03867	1.55513	0.935677	0.479503	0.715209	0.425928	0.663747	0.636409	0.595025	0.68698	0.820564	1.20205	0.322639	0	0	0.838225	0.77277	0.013867	0.384016	0.473727	0.711244	0	0.439024
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.85a47d94-3c5b-4fa0-8468-515ec8dc5b16.fc.signal	2.20322	2.00872	0.947154	0.612365	1.08795	1.89808	1.64098	1.1718	0.651403	0.843455	1.11906	2.10959	2.6157	2.11321	2.39708	2.99302	4.4464	4.44497	4.11298	3.31878	1.80025	0.689673	0.905801	0.659992	0.43767	1.30939	2.21291	2.5302	2.25582	3.39267	4.54313	4.966	6.24965	6.23856	5.59959	0.722088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.72ced85f-cc3d-4155-864f-c88e943e41cd.fc.signal	1.98564	2.70668	4.98457	5.22629	3.65139	3.34533	3.27326	3.09076	3.57263	4.59969	4.18764	3.55291	5.32736	6.83205	3.98765	4.18898	5.67765	3.41748	2.20568	4.08753	5.02967	3.25837	2.61922	3.21463	2.46326	2.29748	4.04328	5.00908	6.29386	6.69899	6.39278	4.49663	3.55073	6.32586	4.39178	0.383667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000330.2.5131ad66-51e2-42ac-b48a-1af75df9605f.fc.signal	4.89954	7.17206	9.22057	7.87844	7.46264	8.12393	6.67103	6.82979	4.63419	7.98772	10.9564	8.3144	8.31785	10.1031	10.3988	6.53798	8.26517	5.16728	5.76418	4.80726	3.39129	5.77768	6.97106	4.54484	6.65551	6.39496	3.99566	5.96394	11.105	13.888	6.44774	7.49512	10.0489	10.8062	10.8193	0.389222
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	1.11997	1.12118	3.13625	3.19382	3.79887	3.61166	1.6227	2.65223	3.94609	3.40265	2.43657	1.63193	1.54319	2.02002	0.954653	1.11876	1.39898	0.493556	0.187143	0.376396	2.10139	2.43536	1.64673	1.41691	1.95969	2.27285	1.21036	0.400331	0.952013	1.07588	0.432682	0.0787022	0.288468	0.720648	0.302094	0.354167
