	chr6:30151271-30151420	chr6:30151421-30151570	chr6:30151571-30151720	chr6:30151721-30151870	chr6:30151871-30152020	chr6:30152021-30152170	chr6:30152171-30152320	chr6:30152321-30152470	chr6:30152471-30152620	chr6:30152621-30152770	chr6:30152771-30152920	chr6:30152921-30153070	chr6:30153071-30153220	chr6:30153221-30153270	chr6:30153271-30153370	chr6:30153371-30153520	chr6:30153521-30153670	chr6:30153671-30153820	chr6:30153821-30153970	chr6:30153971-30154120	chr6:30154121-30154270	chr6:30154271-30154420	chr6:30154421-30154570	chr6:30154571-30154720	chr6:30154721-30154870	chr6:30154871-30155020	chr6:30155021-30155170	chr6:30155171-30155320	chr6:30155321-30155470	chr6:30155471-30155620	chr6:30155621-30155770	chr6:30155771-30155920	chr6:30155921-30156070	chr6:30156071-30156220	chr6:30156221-30156370	chr6:30156371-30156520	chr6:30156521-30156670	chr6:30156671-30156811	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.e6af9ec0-8b4b-4624-8b3a-51f86f371f0f.fc.signal	1.01552	0.811178	0.398625	0.636878	0.828543	0.524289	0.303215	0.665501	0.683661	0.931401	0.861966	1.12919	1.49255	1.33047	1.40423	1.45193	1.86744	2.37198	1.99585	2.02361	2.08115	2.62058	2.5146	1.72943	1.13904	1.14903	0.807388	0.860499	0.993091	1.28622	1.26857	1.01254	0.726138	0.4783	0.652493	0.836348	0.969511	0.726901	0.740458
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	1.68996	1.76477	1.66334	2.62862	0.678444	1.0837	1.50976	0.728618	0.630142	0.461195	0.179863	1.15889	0.628986	0.306828	0.46066	0.309104	1.3702	2.09296	1.05186	0.521853	1.83886	2.39249	1.0833	0.584077	0.396808	0.228902	0.0330235	0.200514	0.499418	0.214496	0.132524	0.776224	0.841004	0.160647	0.655164	0.402217	0.281597	0	0.451613
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.fae7194c-2bb7-414d-b747-986b067cce33.fc.signal	4.94075	2.53295	1.54189	1.47847	1.9448	0.707355	1.0255	1.16397	4.68282	5.69496	6.46983	3.7938	3.04377	2.86756	3.34974	6.04096	8.64722	3.94713	9.3536	10.6714	7.83391	9.63379	7.2393	7.46462	5.34099	10.4137	8.62089	8.4041	10.5474	5.54605	6.77342	4.01283	4.78212	6.35348	7.1449	4.06743	2.01991	3.67464	0.642857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000330.2.5131ad66-51e2-42ac-b48a-1af75df9605f.fc.signal	0.240713	0.322117	0.173132	0.302909	0.0542447	0	0.0991587	0.379548	0.662928	0.498289	0.996993	0.594521	0.502892	0.313886	0.470188	0.577245	0.201969	0.00404373	0.0758177	1.0197	1.1185	1.59846	1.41644	0.695398	1.07524	0.30055	1.45334	0.743387	0.347006	0.459474	0.0680704	0.111427	0.371204	0.432523	0.543107	0.348805	0.214526	0	0.725
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.142e6ed2-5832-4fa6-8a6b-9ed4d6f47d60.fc.signal	0.594067	0.832599	0.500359	0.560026	0.888824	0.108073	0.414752	0.179365	0.890489	1.00222	0.984984	0.718477	1.07658	0.256661	0	0.484374	0.856619	0.429836	1.03193	2.20086	0.346575	0.732372	0.329441	0.742623	0.856287	0.26156	0.464365	0.319752	0.760087	0.814086	0.762987	0.475565	0.362737	0.863876	0.944978	0.867121	0.364292	0.95546	0.893031
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.42363c6f-0a08-4184-ab8c-bacc5ac39aad.fc.signal	0.521236	0.788636	0.49998	0.868577	0.469073	0.657889	0.907827	0.575733	0.823058	0.304887	0.18613	0.499923	0.885441	1.01508	1.48429	0.57369	0.455221	0.666957	0.313692	0.376219	0.691842	0.303381	0.253468	0.573328	0.556456	0.334368	0.278733	0.0855092	0.371893	0.420246	0.183805	0.446449	0.517908	0.260071	0.507944	0.564508	0.400135	0.112998	0.488889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.de511913-2cf9-43ba-9705-d5ac577dfa6f.fc.signal	1.83484	0.759925	0.6303	1.33813	0.838187	0.281653	0.371524	0.406045	0.990124	0.695271	0.822192	0.699093	1.25423	1.08326	1.18063	0.753308	1.15645	1.57518	1.13309	0.924193	0.179429	1.92302	1.56965	1.26946	0.630329	0.943736	0.0919317	0	0.110774	0.464312	0.322311	1.09625	0.960526	0.321432	0.367011	0.275274	0.248698	0.558406	0.656085
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.15a517d0-8389-43f7-9ce5-66c163ab4bf7.fc.signal	0.669702	1.12233	1.10226	1.08904	1.44136	0.777184	0.623312	0.881248	0.911044	0.61692	0.917212	0.641761	1.03473	1.11595	0.896648	1.15179	1.63473	2.42038	0.46405	0.287495	0.512385	0.437991	0.0205649	0.354625	0.407919	0.547238	0.255445	0.161135	0.503744	0.129802	0.0270521	0.574799	1.00128	0.856857	0.205436	0.0834723	0.137458	0.536194	0.885496
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.7fc89be2-980d-4ea6-a09b-d10627d38b89.fc.signal	1.95385	0.745888	0.2145	0.42321	0.634651	0	0	0.211459	2.81785	0.641398	0.262998	0.784134	0	0.773275	1.8935	1.95328	0.348029	0.898476	0.885572	0.311206	1.49702	0.712387	0.414056	1.471	0.320579	0.155552	1.39901	0.0047144	0	0.441884	0.0537964	0.358286	0.294628	1.81148	0.746999	0.158142	0.307498	0.298024	0.571901
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001009.4.f5f10dc7-df55-4739-a069-9976125518c2.fc.signal	0.475938	0.26949	0.199653	0	0.0833621	0.552246	0.669578	0.0585969	0.425538	0.177986	0.18295	0.611406	0.608599	0.556799	0.584372	0.448596	0.656948	0.567721	0.395191	0.373229	0.148112	0.375102	0.157623	0.267995	0.250925	0.234037	0.243333	0.254007	0.441124	0.501654	0.0302586	0.0218771	0.362541	0.321428	0.373906	0.64407	0.428774	0.0991284	0.712644
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.2cba5936-f140-44e1-bb8c-03b1b31528e1.fc.signal	0.584545	0.159305	0.723223	1.20655	0.506611	0.651586	0.926278	0.508833	0.970618	0.874816	0.472924	0.988739	1.1078	1.05705	0.710042	0.328665	0.619493	0.903534	0.630496	0.475307	0.487857	0.37975	0.398699	0.369761	0.59051	0.644981	0.585013	0.494942	0.189492	0.0195481	0	0.215973	0.729635	0.640768	0.617886	0.686304	0.382607	0.825093	0.478947
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.6691e14a-7458-41f2-935d-5eff68a0a0fe.fc.signal	1.11263	1.64519	0.966666	1.37945	0.759968	0.346526	0.473513	0.305796	0.794798	0.962897	1.16122	1.69431	0.821382	0.594634	0.466267	0.669378	1.02104	1.39499	1.77986	2.12738	1.41845	0.670812	0.371157	0.567516	0.393844	0.242732	0.171774	0.548267	0.729462	0.364671	0.426812	0.351929	0.603003	0.343643	0.0613439	0.195102	0.531666	1.19173	0.690647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001875.2.3cf78ad3-7b65-4d3f-ad1a-54ef36e9f84b.fc.signal	0.0985116	1.5684	2.31929	1.90413	1.05547	1.99233	0.788441	0.696794	0.799919	1.18397	0.137935	1.66188	1.36427	3.0373	3.96691	0.600046	0	0	0.600249	1.98211	1.13252	3.27119	0.335825	0	0	0	0.774693	0.276655	0	0	0.634154	0.243136	0	0.26781	0.948815	0.680605	0	0	0.653595
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003812.1.473c7819-46e8-400e-9bbd-6a85f00dc5a7.fc.signal	1.24897	0.815033	0.624726	0.497106	0.35073	0.372337	0.712148	0.467953	0.382315	0.801065	0.94438	0.568551	1.21817	1.25871	0.991986	0.429754	0.658476	1.05546	0.534053	1.06431	0.952884	0.315782	0.00583893	0	0.304727	0.410223	0.0142333	0.0238526	0.246656	0.0913157	0.258441	0.481684	0.21099	0.824316	0.446957	0	0	0.0596327	0.780392
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001878.2.0c107f79-35ef-4ad5-a762-22192d0ee4c1.fc.signal	0.816212	0.775931	1.01203	0.809298	0.418385	0.86032	1.90831	1.23575	0.710358	0.571192	1.09107	1.45566	2.47713	3.43543	2.35742	0.401841	1.41253	2.44833	2.37625	1.75118	2.06805	3.48509	3.34176	1.46062	2.10815	1.54651	0.814092	0.876162	0.969656	0.879419	0.969134	1.52612	1.42354	1.70767	1.12072	1.88379	1.79583	1.80163	0.380645
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000315.2.fd6af78d-f0a5-47ad-b698-d7548dd4cbd0.fc.signal	0	0.558239	0.524341	0.293304	0.628949	1.15228	0.818373	1.07833	0.694165	0.824803	0.657865	0.608396	1.1276	0.422264	0.448173	0.120921	0.245915	0.594305	0.0319893	0	0.0831723	0.589266	0.193679	0	0.375355	1.58177	2.818	1.74709	1.48213	0.113135	0.542812	1.14589	0.729479	0.667532	0.0319893	0	0.187678	1.19813	0.42623
