	chr1:9734998-9735147	chr1:9735148-9735297	chr1:9735298-9735447	chr1:9735448-9735597	chr1:9735598-9735747	chr1:9735748-9735897	chr1:9735898-9736047	chr1:9736048-9736197	chr1:9736198-9736347	chr1:9736348-9736497	chr1:9736498-9736647	chr1:9736648-9736757	chr1:9736758-9736797	chr1:9736798-9736947	chr1:9736948-9737097	chr1:9737098-9737247	chr1:9737248-9737397	chr1:9737398-9737547	chr1:9737548-9737697	chr1:9737698-9737847	chr1:9737848-9737997	chr1:9737998-9738147	chr1:9738148-9738297	chr1:9738298-9738447	chr1:9738448-9738597	chr1:9738598-9738747	chr1:9738748-9738897	chr1:9738898-9739047	chr1:9739048-9739197	chr1:9739198-9739347	chr1:9739348-9739497	chr1:9739498-9739647	chr1:9739648-9739797	chr1:9739798-9739947	chr1:9739948-9740054	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.35530d7a-23e1-468e-978a-d33955937d72.fc.signal	5.12278	5.13555	6.00229	4.01698	3.22191	4.0577	4.0332	3.78711	4.2527	6.65686	6.5381	4.29446	4.68783	4.43381	2.77887	4.17058	6.51744	6.37453	2.26173	2.38691	3.96663	3.84051	3.40879	5.53007	4.62033	3.11817	4.2825	4.21169	5.23451	5.09841	3.82318	3.18254	0.953811	1.24889	2.76355	0.526464
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.b3b3b801-4bf3-4e6f-974d-5cca823d1b91.fc.signal	1.5646	2.05925	1.80089	2.09019	1.57087	1.85473	2.44353	3.38091	3.43612	4.10591	1.89374	1.1406	1.7869	2.2795	1.99963	2.62258	4.00032	1.25424	0.160679	1.06914	4.00635	1.90219	2.72175	2.84785	2.26278	2.65349	4.30691	1.91136	1.02439	3.01284	1.94127	1.5845	0.60733	1.53513	1.02939	0.244331
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.823ac744-5eeb-40f9-9f65-c42b0b5130dc.fc.signal	15.6188	13.637	11.4901	10.9354	8.91662	10.3912	15.6777	18.1864	13.5203	11.8347	10.432	7.90462	2.73978	3.26411	4.56298	10.6741	9.33378	9.78762	8.49859	10.9675	14.7565	11.1188	9.70575	6.07233	6.05863	4.18667	4.55868	9.0515	10.9797	5.38144	7.18362	6.49412	2.79485	3.51186	2.10751	0.167598
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	2.93679	3.96408	3.21613	3.5392	4.02441	2.49564	2.58274	3.10977	4.3723	5.42474	3.81184	2.50607	2.02481	2.76011	3.3798	3.6468	3.30493	3.38848	3.24504	2.53874	2.97796	2.54453	1.46004	2.44454	3.31876	3.07354	2.71751	1.87417	1.81983	2.81584	2.85067	3.05906	1.47769	0.693388	1.05005	0.437016
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.1bd642c8-def0-432c-b22d-2321d6cee6ca.fc.signal	3.71649	3.40296	4.69648	3.94346	2.40291	3.59813	3.54567	4.47896	2.76212	4.50573	3.80034	2.51918	3.27786	3.93863	3.25215	3.2313	2.22494	2.14238	1.55014	1.56977	1.9551	3.88093	2.6536	2.42289	3.21208	1.4517	2.38185	2.46245	3.44658	2.66337	2.98233	5.01572	3.65834	1.06514	0.861552	0.227273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	3.44775	4.18275	5.8162	5.78815	4.76648	4.50635	3.53459	3.67042	4.7282	4.99861	5.01827	5.68323	4.02069	3.23876	4.08558	4.63826	2.96807	2.75271	5.30741	5.82298	4.05619	5.48747	6.6635	3.76037	2.53889	2.25993	3.19346	2.13622	3.73558	3.8856	2.99031	7.76957	4.70567	2.29655	3.42332	0.441008
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	0.889211	0.985648	2.79026	1.99982	2.37437	1.83788	2.34307	1.266	1.12748	1.97003	2.54144	1.64959	1.40385	1.38584	1.48496	0.828245	1.42482	2.02458	1.64093	1.03726	1.3355	1.64433	1.00882	1.42998	1.67289	1.13365	1.33319	1.77604	3.07953	2.89741	1.5836	1.92262	2.34622	0.780852	1.22988	0.223932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.80d11420-fb58-4105-8d0b-26addcc06923.fc.signal	3.72312	8.20912	8.77404	4.31601	5.44154	9.57168	12.161	12.4709	6.95431	8.35368	5.33616	0.250113	2.29394	2.36982	0.318197	5.65006	6.3668	1.504	2.2445	1.50955	3.00801	2.96179	4.79446	8.77842	2.86017	0.875171	0.71767	1.81612	3.40657	7.23882	4.54333	4.63048	1.03497	0.817883	0.54997	0.0451613
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000354.2.0500ebd0-c650-482a-8d75-3cf5ca9c1882.fc.signal	4.57115	9.17575	6.51387	7.38891	9.59477	12.6623	12.8689	8.94092	9.31639	10.8654	3.61552	2.47217	3.8368	2.77255	2.41089	4.93236	8.24704	3.66253	5.77349	4.90724	4.02371	4.15012	4.81836	7.37428	6.99339	4.04035	4.27208	7.45222	7.43914	6.12415	5.60821	6.91112	5.44416	2.66222	1.0389	0.150215
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000043.3.8d5b3081-225e-438e-b618-c17adc495516.fc.signal	6.08587	4.8687	4.01192	2.77808	6.61651	5.15871	4.45762	1.81753	3.18336	3.82008	1.52797	1.68599	0.96093	0.0256248	0	0.179374	0.804007	0	0.863278	2.30124	1.32607	1.08592	2.19015	2.90975	2.47053	1.56317	3.58067	6.01539	8.62697	5.57323	2.53261	2.16789	2.61456	3.20517	0.880104	0.175
