	chr2:74557198-74557347	chr2:74557348-74557497	chr2:74557498-74557647	chr2:74557648-74557797	chr2:74557798-74557947	chr2:74557948-74558097	chr2:74558098-74558247	chr2:74558248-74558397	chr2:74558398-74558547	chr2:74558548-74558697	chr2:74558698-74558847	chr2:74558848-74558997	chr2:74558998-74559147	chr2:74559148-74559297	chr2:74559298-74559447	chr2:74559448-74559597	chr2:74559598-74559667	chr2:74559668-74559747	chr2:74559748-74559897	chr2:74559898-74560047	chr2:74560048-74560197	chr2:74560198-74560347	chr2:74560348-74560497	chr2:74560498-74560647	chr2:74560648-74560797	chr2:74560798-74560947	chr2:74560948-74561027	chr2:74561028-74561097	chr2:74561098-74561247	chr2:74561248-74561317	chr2:74561318-74561397	chr2:74561398-74561547	chr2:74561548-74561697	chr2:74561698-74561847	chr2:74561848-74561997	chr2:74561998-74562147	chr2:74562148-74562209	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	1.05551	0.383022	0.829861	2.27723	1.56439	0.790586	1.51566	1.62458	1.39594	1.423	1.51713	1.49626	1.14189	0.902515	1.31163	0.649051	0.0477559	0	0.176371	1.10723	2.47056	2.65373	2.11842	2.00744	1.62387	1.89022	1.378	0.327917	0.134661	0.490532	0.668535	1.3035	1.49988	1.99229	2.35742	1.71734	1.93121	0.654321
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	2.32803	1.95869	2.37044	3.26216	1.14961	1.0212	1.9224	1.31409	1.01077	2.01771	2.16423	1.38278	2.07182	1.12921	1.77692	1.87434	2.27106	2.12751	2.19741	1.3305	0.938635	1.30666	1.36536	1.71775	1.4443	1.83696	1.27849	0.0350929	0	0.776992	1.72674	1.98068	3.25954	2.68057	1.95403	1.4419	1.74562	0.459893
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	1.87184	0.210092	0	0.0733975	0.798567	0	0	0	0.504659	1.05175	0.709573	0.0850863	1.14026	0.25542	0	0	0	0.439371	0.382052	0.301127	0.878905	1.88478	1.19776	0	0.888781	1.90865	1.11478	0	0	0.360207	1.08051	0.914913	1.1407	2.542	0.411629	1.07159	1.33808	0.45935
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.5501f5e6-6354-4e9f-82a5-be852033207e.fc.signal	0.342816	0.531475	0.543746	0.618321	0.566002	0.32274	0.314866	0.538934	0.551539	0.260058	0.0660177	0.189194	0.324254	0.274817	0.147999	0.434378	0.86075	0.715972	0.419266	0.0167893	0.106952	0.118272	0.0259793	0.120864	0.25142	0.312178	0.324974	0.316553	0.265646	0.245132	0.246813	0.27064	0.416402	0.6534	0.572611	0.50257	0.59442	0.608696
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.a1a38b0a-4e6e-499f-9d4a-f9ed2dd3bf97.fc.signal	1.75935	2.48017	1.76147	2.68873	1.914	1.421	1.03115	1.33719	1.61734	1.17028	0.782116	0.728364	0.781814	1.3084	1.35812	1.07586	1.17993	1.03361	0.697141	0.382305	0.375697	0.748021	0.809745	0.456658	0.918025	0.897102	0.237352	0.151325	0.0852607	0.1233	0.507057	0.906259	0.88019	1.08855	1.97298	1.55725	1.1243	0.447471
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.1ec30665-e127-479e-9308-683342038ede.fc.signal	3.00739	2.93182	2.94386	2.43288	3.04108	2.20149	2.85617	2.60432	2.12258	1.36421	1.15257	1.89877	2.68567	2.35771	2.37923	2.17337	1.88649	1.67174	1.71165	1.85293	3.01327	2.88573	1.87359	2.01106	2.79105	2.62828	0.623792	0.43221	0.238145	0.522102	1.29053	1.3431	1.50348	3.07538	1.91059	1.57395	2.07158	0.494048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.2cafda9b-dfc1-4231-8ed9-6249d923a6a9.fc.signal	0.681318	0.648651	1.07707	1.05012	0.944022	1.00596	0.496165	0.467926	0.238583	0.172469	0.153107	0.321045	0.807125	0.655451	0.618809	0.777052	1.03534	1.02556	0.656095	0.333805	0.464557	1.00877	0.677146	0.276013	0.388702	0.317539	0.315325	0.179297	0.0918721	0.461304	0.644019	0.674623	0.520103	0.397141	0.208303	0.224177	0.447293	0.477528
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.58ebbf7c-ff66-46f2-b210-b717cb3c6af7.fc.signal	1.52993	1.71973	1.63247	2.523	2.36766	1.98173	2.4668	2.78255	1.6865	0.91919	0.857909	2.06132	1.64843	1.48555	0.782388	1.56346	0.966215	0.406004	0.88184	1.25425	1.20796	1.09385	1.70578	1.03085	1.29496	1.01415	0.234659	0	0.0385781	0.28948	0.284045	1.03947	1.17805	1.44966	1.47037	1.98173	2.60264	0.446429
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.dd479f7b-7d31-4292-a54c-bd7a49572346.fc.signal	3.07433	1.17748	1.278	2.09212	0.242001	1.15067	2.42198	1.17751	1.17248	1.55069	1.81429	1.67695	1.58388	0.469252	0.914214	0.262333	0.514675	0.298558	0.326422	1.46719	2.58893	1.60976	2.26102	1.88866	2.24767	2.91294	2.76774	1.67818	1.6767	1.37751	1.90362	2.67368	1.83532	2.7382	2.72619	2.75531	2.61362	0.397138
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001935.1.43a724cd-c3b0-46db-9b56-bc285ebfa0a4.fc.signal	8.93348	5.64389	5.64132	6.51325	5.58036	6.19657	6.00762	2.84883	3.71132	3.87482	4.74596	5.88101	3.03613	1.96659	1.42747	2.09076	1.22621	1.00778	0.587696	0.348481	0.146486	0.641275	0.270859	0.497154	0.656225	0.858689	0.441994	0.19612	0.0620207	0.717722	1.21021	0.822049	0.936541	0.415177	0.293464	0	0.223342	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003716.2.3596bec7-569c-4ea1-9600-217bd128de1a.fc.signal	5.43621	3.88656	2.98449	4.16106	2.29714	3.01236	4.24657	4.48214	4.53986	4.84758	4.81733	3.55041	2.28284	2.00456	2.97949	3.98996	2.40521	1.35389	1.29234	2.23867	3.00204	2.22988	2.95407	2.08693	1.73698	1.92138	1.16553	0.0877843	0	0.397955	1.01145	1.3993	1.68443	2.13189	1.9572	3.0235	3.2982	0.86372
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.73c26a8d-02d6-4ea5-b361-6e62367bb307.fc.signal	0.637261	0.907858	0.510711	0.464111	0.711062	0.848987	0.489905	0.136415	0.21709	0.248121	0.24144	0.129309	0.131373	0.549937	0.745515	0.600471	0.417655	0.317154	0.395731	0.420381	0.387794	0.473395	0.191058	0.195058	0.1688	0.159423	0.135325	0.0716074	0	0	0	0.0223743	0.37797	0.795038	0.803658	0.524491	0.264421	0.961373
